"S0101-73302012000100017-scl","Sobre algumas relações entre qualificação, trabalho docente e gênero","Durães, Sarah Jane Alves","Educação &amp; Sociedade; 33(118); 271-288","Educação &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302012000100017&lang=pt" 
"S0101-32892012000100006-scl","Atenção em velejadores: conceitos e aplicações","Brandt, Ricardo, Viana, Maick da Silveira, Segato, Luciana, Andrade, Alexandro","Revista Brasileira de Ciências do Esporte; 34(1); 69-80","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100006&lang=pt" 
"S0101-32892012000100007-scl","Capoeira para deficientes visuais: comparação do equilíbrio entre praticantes e não praticantes de capoeira","Matos, Janaína barbosa, Menezes, Fábio Sprada de","Revista Brasileira de Ciências do Esporte; 34(1); 81-93","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100007&lang=pt" 
"S0101-32892012000100008-scl","Ritmo &amp; rebeldia em jogo: só na luta da capoeira se canta e dança?","Stotz, Marcelo Backes Navarro, Falcão, José Luiz Cirqueira","Revista Brasileira de Ciências do Esporte; 34(1); 95-100","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100008&lang=pt" 
"S0101-32892012000100009-scl","Os exergames e a educação física escolar na cultura digital","Baracho, Ana Flávia de Oliveira, Gripp, Fernando Joaquim, Lima, Márcio Roberto de","Revista Brasileira de Ciências do Esporte; 34(1); 111-126","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100009&lang=pt" 
"S0101-32892012000100010-scl","Un análisis parcial a la producción académica en el campo profesional de la educación física en Colombia","Duque, León Jaime Urrego","Revista Brasileira de Ciências do Esporte; 34(1); 127-148","Revista Brasileira de Ciências do Esporte","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100010&lang=pt" 
"S0101-32892012000100011-scl","Algo para além de tirar da rua: o ensino do esporte em projeto socioeducativo","Hirama, Leopoldo Katsuki, Montagner, Paulo César","Revista Brasileira de Ciências do Esporte; 34(1); 149-164","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100011&lang=pt" 
"S0101-32892012000100012-scl","Jogos de gênero em Pequim 2008: representações de feminilidades e masculinidades (re)produzidas pelo site Terra","Mühlen, Johanna Coelho Von, Goellner, Silvana Vilodre","Revista Brasileira de Ciências do Esporte; 34(1); 165-184","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100012&lang=pt" 
"S0101-32892012000100014-scl","Os supostos espaços de discussão futebolística na televisão: as &quot;mesas redondas&quot;","Escher, Thiago Aragão, Reis, Heloisa Helena Baldy dos","Revista Brasileira de Ciências do Esporte; 34(1); 197-216","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100014&lang=pt" 
"S0101-32892012000100015-scl","Primórdios da natação competitiva feminina: do &quot;páreo elegância&quot; aos Jogos Olímpicos de Los Angeles","Devide, Fabiano Pries, Votre, Sebastião Josué","Revista Brasileira de Ciências do Esporte; 34(1); 217-233","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100015&lang=pt" 
"S0101-32892012000100016-scl","Esporte, pós-colonialismo, neocolonialismo: um debate a partir de fintar o destino (1998)","Melo, Victor Andrade de, Rocha Junior, Coriolano Pereira da","Revista Brasileira de Ciências do Esporte; 34(1); 235-251","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100016&lang=pt" 
"S1852-38622012000100001-arg","","Perrone, Sergio","Insuficiencia cardíaca; 7(1); 1-1","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100001&lang=pt" 
"S1852-38622012000100002-arg","Cálculo de resistencia vascular sistémica por ecocardiografía en la insuficiencia cardíaca crónica: una herramienta para optimizar la dosis de IECA y ARA II","Florio, Lucía, Vignolo, Gustavo, Centurión, Raúl, Pouso, Jorge","Insuficiencia cardíaca; 7(1); 2-9","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100002&lang=pt" 
"S1852-38622012000100003-arg","Inflamación y disfunción endotelial en la insuficiencia cardíaca aguda y crónica","Sánchez Lázaro, Ignacio J, Bonet, Luis Almenar, Liante, Virtudes Vila, Martínez Sales, Vicenta, Reganon Salvador, Edelmiro, Martínez Dolz, Luis, Salvador Sanz, Antonio","Insuficiencia cardíaca; 7(1); 10-15","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100003&lang=pt" 
"S1852-38622012000100004-arg","Diagnóstico y tratamiento de la hipertensión pulmonar en pacientes con esclerodermia","Sánchez Román, Julio, Castillo Palma, María Jesús, García Hernández, Francisco José, González León, Rocío, Ocaña Medina, Celia","Insuficiencia cardíaca; 7(1); 16-28","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100004&lang=pt" 
"S1852-38622012000100005-arg","Shock cardiogénico","Echazarreta, Diego Federico","Insuficiencia cardíaca; 7(1); 29-37","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100005&lang=pt" 
"S1852-38622012000100006-arg","Intervención de la enfermería en el shock cardiogénico","Basco Prado, Luis, Fariñas Rodríguez, Silvia, Bautista Villaécija, Óscar","Insuficiencia cardíaca; 7(1); 38-42","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100006&lang=pt" 
"S1852-38622012000100007-arg","Hipertensión pulmonar asociada a neurofibromatosis","Botta, Cristian, Fernández, Ricardo, Becker, Carlos, Gaggiamo, Pablo, Tomas, Leandro, García, Mauro, Cibils, Mario, Gentineta, Gisela","Insuficiencia cardíaca; 7(1); 43-47","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100007&lang=pt" 
"S1852-38622012000100008-arg","¿Cómo reducir los accidentes cerebrovasculares en Latinoamérica?","González Zuelgaray, Jorge","Insuficiencia cardíaca; 7(1); 48-48","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100008&lang=pt" 
"S1852-38622012000100009-arg","Al Dr. ALBERTO AGREST (1923-2012)","Wainsztein, Néstor A","Insuficiencia cardíaca; 7(1); 49-49","Insuficiencia cardíaca","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622012000100009&lang=pt" 
"S0101-32892012000100001-scl","Os processos de revisão de artigos","Vaz, Alexandre Fernandez, Almeida, Felipe Quintão de, Bassani, Jaison José","Revista Brasileira de Ciências do Esporte; 34(1); 09-10","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100001&lang=pt" 
"S0256-95742012000300002-sza","","van Niekerk, JP","SAMJ: South African Medical Journal; 102(3); 108-109","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300002&lang=pt" 
"S0256-95742012000300003-sza","Consent for children participating in research","Naidoo, Shan","SAMJ: South African Medical Journal; 102(3); 110-110","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300003&lang=pt" 
"S0256-95742012000300004-sza","Mini-slings - concern regarding marketing of these devices in South Africa","Lazarus, John, Jeffery, Stephen, Kaestner, Lisa","SAMJ: South African Medical Journal; 102(3); 110-111","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300004&lang=pt" 
"S0256-95742012000300005-sza","Management guidelines for common kidney disorders relevant to South Africa","Meyers, A M, du Toit, Fanie","SAMJ: South African Medical Journal; 102(3); 112-112","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300005&lang=pt" 
"S0256-95742012000300006-sza","Health professionals should be speaking out about the victimisation of doctors in Bahrain","Saunders, Stuart, London, Leslie","SAMJ: South African Medical Journal; 102(3); 112-113","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300006&lang=pt" 
"S0256-95742012000300007-sza","Side-effect of acetazolamide in prevention of acute mountain sickness","Pun, Matiram","SAMJ: South African Medical Journal; 102(3); 114-114","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300007&lang=pt" 
"S0256-95742012000300008-sza","Bogus neurosurgeon beats system hands down","Bateman, Chris","SAMJ: South African Medical Journal; 102(3); 115-117","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300008&lang=pt" 
"S0256-95742012000300009-sza","Medical aid system: change way overdue","Bateman, Chris","SAMJ: South African Medical Journal; 102(3); 118-120","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300009&lang=pt" 
"S0256-95742012000300010-sza","Answering when opportunity knocks - SATS goes global","Bateman, Chris","SAMJ: South African Medical Journal; 102(3); 121-122","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300010&lang=pt" 
"S0256-95742012000300011-sza","Voluntary male medical circumcision","Kesinger, Matthew, Millard, Peter S","SAMJ: South African Medical Journal; 102(3); 123-123","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300011&lang=pt" 
"S0256-95742012000300012-sza","The medical proof doesn&#039;t get much better than VMMC","Venter, Francois, Rees, Helen, Pillay, Yogan, Simelela, Nono, Mbengashe, Thobile, Geffen, Nathan, Conradie, Francesca, Shisana, Olive, Rech, Dino, Serenata, Celicia, Taljaard, Dirk, Gray, Glenda","SAMJ: South African Medical Journal; 102(3); 124-124","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300012&lang=pt" 
"S0256-95742012000300013-sza","Voluntary male medical circumcision - Dan Ncayiyana responds","","SAMJ: South African Medical Journal; 102(3); 125-125","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300013&lang=pt" 
"S0256-95742012000300014-sza","Circumcision - what&#039;s wrong with plastic rings?","Millard, Peter S","SAMJ: South African Medical Journal; 102(3); 126-129","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300014&lang=pt" 
"S0256-95742012000300015-sza","Sick certificates issued by South African traditional health practitioners: current legislation, challenges and the way forward","Mbatha, Nompumelelo, Street, Renée A, Ngcobo, Mlungisi, Gqaleni, Nceba","SAMJ: South African Medical Journal; 102(3); 129-131","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300015&lang=pt" 
"S0256-95742012000300016-sza","Developing anatomical terms in an african language","Madzimbamuto, Farai D","SAMJ: South African Medical Journal; 102(3); 132-135","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300016&lang=pt" 
"S0256-95742012000300017-sza","Nazier Khan","Peer, Shazia","SAMJ: South African Medical Journal; 102(3); 136-136","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300017&lang=pt" 
"S0256-95742012000300018-sza","","Harrison, Vincent","SAMJ: South African Medical Journal; 102(3); 136-136","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300018&lang=pt" 
"S0256-95742012000300019-sza","Missing &amp; Murdered.: A Personal Adventure in Forensic Anthropology.","Folb, Peter","SAMJ: South African Medical Journal; 102(3); 137-137","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300019&lang=pt" 
"S0256-95742012000300020-sza","Handling Truth: Navigating the Riptides of Rhetoric, Religion, Reason, and Research.","van Niekerk, J P de V","SAMJ: South African Medical Journal; 102(3); 137-137","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300020&lang=pt" 
"S0256-95742012000300021-sza","Healthcare information and the rural primary care doctor","Chatterjee, Pranab, Datta, Tamoghna Biswas Adrija, Sriganesh, Vasumathi","SAMJ: South African Medical Journal; 102(3); 138-139","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300021&lang=pt" 
"S0256-95742012000300022-sza","The potential impact of a cataract surgery programme on the care of orphans and vulnerable children in Swaziland","Pons, J, Mapham, W, Newsome, B, Myer, L, Anderson, R, Courtright, P, Cook, C","SAMJ: South African Medical Journal; 102(3); 140-141","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300022&lang=pt" 
"S0256-95742012000300023-sza","The changing trends of childhood poisoning at a tertiarychildren&#039;s hospital in South Africa","Balme, Kate, Roberts, J Clare, Glasstone, Marion, Curling, Linda, Mann, Michael D","SAMJ: South African Medical Journal; 102(3); 142-146","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300023&lang=pt" 
"S0256-95742012000300024-sza","Academic hospital accreditation strengthens postgraduate training programmes: Case study from Universitas Academic Hospital","Linegar, A, Whittaker, S, van Zyl, G","SAMJ: South African Medical Journal; 102(3); 147-148","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300024&lang=pt" 
"S0256-95742012000300025-sza","False-positive HIV DNA PCR testing of infants: Implications in a changing epidemic","Feucht, Ute, Forsyt, Brian, Kruger, Mariana","SAMJ: South African Medical Journal; 102(3); 149-152","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300025&lang=pt" 
"S0256-95742012000300026-sza","Nurses at risk for occupationally acquired blood-borne virus infection at a South African academic hospital","Mosendane, T, Kew, M C, Osih, R, Mahomed, A","SAMJ: South African Medical Journal; 102(3); 153-156","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300026&lang=pt" 
"S0256-95742012000300027-sza","HBV/HIV co-infection: The dynamics of HBV in South African patients with AIDS","Mayaphi, Simnikiwe H, Rossouw, Theresa M, Masemola, Difuro P, Olorunju, Steve A S, Mphahlele, M Jeffrey, Martin, Desmond J","SAMJ: South African Medical Journal; 102(3); 157-162","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300027&lang=pt" 
"S0256-95742012000300028-sza","Sharps disposal practices among diabetic patients using insulin","Govender, D, Ross, A","SAMJ: South African Medical Journal; 102(3); 163-164","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300028&lang=pt" 
"S0256-95742012000300029-sza","Chromosome 22q11 in a Xhosa schizophrenia population","Koen, Liezl, Niehaus, Dana J H, Wright, Galen, Warnich, Louise, de Jong, Greetje, Emsley, Robin A, Mall, Sumaya","SAMJ: South African Medical Journal; 102(3); 165-166","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300029&lang=pt" 
"S0256-95742012000300030-sza","Assisted reproductive technology in South Africa: first results generated from the South African Register of Assisted Reproductive Techniques","Dyer, S J, Kruger, T F","SAMJ: South African Medical Journal; 102(3); 167-170","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300030&lang=pt" 
"S0256-95742012000300031-sza","Paediatric anticoagulation guidelines","Schapkaitz, E, Sherman, G G, Jacobson, B F, Haas, S, Buller, H R, Davies, V, Diar, H, Peters, M, Shuttleworth, M, Velaphi, S","SAMJ: South African Medical Journal; 102(3); 171-176","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300031&lang=pt" 
"S0256-95742012000300032-sza","South African Dyslipidaemia Guideline Consensus Statement","","SAMJ: South African Medical Journal; 102(3); 177-187","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300032&lang=pt" 
"S0256-95742012000300001-sza","Traditional healers formalised?","van Niekerk, J P de V","SAMJ: South African Medical Journal; 102(3); iv-iv","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000300001&lang=pt" 
"S0104-40362012000100001-scl","Editorial","Pinto, Fátima Cunha Ferreira","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 7-8","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100001&lang=pt" 
"S0104-40362012000100003-scl","Gestão estratégica multicultural baseada no Balanced Scorecard em instituições de ensino","Mizrahi, Saul Eliahú, Canen, Alberto G.","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 27-49","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100003&lang=pt" 
"S0104-40362012000100004-scl","Avaliação de resultados da capacitação via estágios pós-doutorais: breves notas sobre a produção científica em periódicos","Castro, Pedro Marcos Roma de, Porto, Geciane Silveira","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 51-72","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100004&lang=pt" 
"S0104-40362012000100006-scl","Avaliando o curso de Ciências Contábeis: uma visão dos alunos da UnB","Paiva, Polyana Barcelos de, Freire, Fátima de Souza, Fernandes, José Lúcio Tozetti","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 89-113","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100006&lang=pt" 
"S0104-40362012000100007-scl","Educação e inclusão social das crianças e dos adolescentes","Queiroz, Amélia Maria Noronha P. de","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 113-134","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100007&lang=pt" 
"S0104-40362012000100009-scl","Implicações do plano de desenvolvimento da educação para a formação de professores","Masson, Gisele","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 165-184","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100009&lang=pt" 
"S0104-40362012000100010-scl","O Programa Nacional de Inclusão de Jovens: Projovem: uma análise entre a proposta oficial e a experiência vivida em Goiânia","Friedrich, Márcia, Benite, Claudio R. Machado, Benite, Anna M. Canavarro","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 185-206","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100010&lang=pt" 
"S0104-40362012000100011-scl","Educación en derechos humanos para una ciudadanía democrática e inclusiva: trabajar en la escuela y desde la Educación Física","Rodino, Ana María","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 207-227","Ensaio: Avaliação e Políticas Públicas em Educação","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100011&lang=pt" 
"S0104-40362012000100008-scl","A recuperação paralela no ensino de física: o que pensa o professor?","Dutra, Glênon, Martins, Maria Inês","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 135-164","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100008&lang=pt" 
"S0717-92272012000100001-chl","Abril: mes del cerebro","Cartier R, Luis","Revista chilena de neuro-psiquiatría; 50(1); 7-9","Revista chilena de neuro-psiquiatría","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272012000100001&lang=pt" 
"S0717-92272012000100002-chl","Validación y utilidad de la encuesta PHQ-9 (Patient Health Questionnaire) en el diagnóstico de depresión en pacientes usuarios de atención primaria en Chile","Baader M, Tomas, Molina F, José Luis, Venezian B, Silvia, Rojas C, Carmen, Farías S, Renata, Fierro-Freixenet, Carlos, Backenstrass, Mathias, Mundt, Christoph","Revista chilena de neuro-psiquiatría; 50(1); 10-22","Revista chilena de neuro-psiquiatría","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272012000100002&lang=pt" 
"S0717-92272012000100003-chl","Calidad de vida en pacientes con discapacidad motora según factores sociodemográficos y salud mental","González, Sofía, Tello, Javiera, Silva, Paula, Lüders, Claudia, Butelmann, Sandy, Fristch, Rosemarie, Solar, Felipe, Rigo-Righi, Cristina, David, Perla","Revista chilena de neuro-psiquiatría; 50(1); 23-34","Revista chilena de neuro-psiquiatría","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92272012000100003&lang=pt" 
"S0101-32892012000100002-scl","Indices fisiológicos e neuromusculares determinantes da performance de corredores velocistas e meio-fundistas","Pupo, Juliano Dal, Arins, Francimara Budal, Guglielmo, Luiz Guilherme Antonacci, Silva, Rosane Carla Rosendo da, Moro, Antônio Renato Pereira, Santos, Saray Giovana dos","Revista Brasileira de Ciências do Esporte; 34(1); 11-26","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100002&lang=pt" 
"S0101-32892012000100013-scl","O futebol feminino no discurso televisivo","Santos, Doiara Silva dos, Medeiros, Ana Gabriela Alves","Revista Brasileira de Ciências do Esporte; 34(1); 185-196","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100013&lang=pt" 
"S0101-32892012000100017-scl","A escolarização do esporte nas décadas de 1920 e 1930: a associação brasileira de educação e a energização do caráter","Macedo, Christiane Garcia, Goellner, Silvana Vilodre","Revista Brasileira de Ciências do Esporte; 34(1); 253-260","Revista Brasileira de Ciências do Esporte","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892012000100017&lang=pt" 
"S1679-87592012000100004-scl","Major element concentrations in Mangrove Pore Water, Sepetiba Bay, Brazil","Sanders, Christian J., Barcellos, Renato G. S., Silva-Filho, Emmanoel V.","Brazilian Journal of Oceanography; 60(1); 33-39","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100004&lang=pt" 
"S1679-87592012000100010-scl","Seasonal and spatial variation of mesozooplankton biomass in Ushuaia and Golondrina bays (Beagle Channel, Argentina))","Biancalana, Florencia, Diodato, Soledad L., Hoffmeyer, Mònica S.","Brazilian Journal of Oceanography; 60(1); 99-106","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100010&lang=pt" 
"S1679-87592012000100007-scl","Influence of piers on functional groups of benthic primary producers and consumers in the channel of a subtropical coastal lagoon","Pagliosa, Paulo Roberto, Cantor, Mauricio, Scherner, Fernando, Otegui, Mariana Beatriz Paz, Lemes-Silva, Aurea Luiza, Martins, Cintia Dalcuche Leal, Alves, Giorgia Freitas, Fonseca, Alessandra, Horta Jr, Paulo Antunes","Brazilian Journal of Oceanography; 60(1); 65-73","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100007&lang=pt" 
"S1679-87592012000100009-scl","Forage fauna in the diet of bigeye tuna (Thunnus obesus) in the western tropical Atlantic Ocean","Vaske Júnior, Teodoro, Travassos, Paulo Eurico, Hazin, Fábio Hissa Vieira, Tolotti, Mariana Travassos, Barbosa, Taciana Martins","Brazilian Journal of Oceanography; 60(1); 89-97","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100009&lang=pt" 
"S1679-87592012000100005-scl","Use of recent geoid models to estimate mean dynamic topography and geostrophic currents in South Atlantic and Brazil Malvinas confluence","Lopes, Alexandre Bernardino, Harari, Joseph","Brazilian Journal of Oceanography; 60(1); 41-48","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000100005&lang=pt" 
"S0073-47212012000100003-scl","Abundance, breeding and food of the Little Blue Heron Egretta caerulea (Aves, Ardeidae) in the Patos Lagoon estuary, a recently colonized area in southern Brazil","Gianuca, Dimas, Gianuca, Andros T., Vooren, Carolus M.","Iheringia. Série Zoologia; 102(1); 19-25","Iheringia. Série Zoologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100003&lang=pt" 
"S0073-47212012000100007-scl","Alometria reprodutiva de Podocnemis unifilis (Testudines: Podocnemididae) na várzea do baixo rio Amazonas, Santarém, Pará, Brasil","Pignati, Marina T., Pezzuti, Juarez C. B.","Iheringia. Série Zoologia; 102(1); 48-55","Iheringia. Série Zoologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100007&lang=pt" 
"S0073-47212012000100010-scl","Cuatro especies nuevas del grupo de especies Drosophila mesophragmatica (Diptera, Drosophilidae) de los Andes ecuatorianos","Céspedes, Diego, Rafael, Violeta","Iheringia. Série Zoologia; 102(1); 71-79","Iheringia. Série Zoologia","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100010&lang=pt" 
"S0073-47212012000100012-scl","Use of camera-traps in natural trails and shelters for the mammalian survey in the Atlantic Forest","Melo, Geruza L., Sponchiado, Jonas, Cáceres, Nilton C.","Iheringia. Série Zoologia; 102(1); 88-94","Iheringia. Série Zoologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100012&lang=pt" 
"S0073-47212012000100013-scl","Recognition characters and new records of two species of Phylloscyrtini (Orthoptera, Gryllidae, Trigonidiinae) from southern Brazil","Martins, Luciano de P., Redü, Darlan R., Oliveira, Gabriel L. de, Zefa, Edison","Iheringia. Série Zoologia; 102(1); 95-98","Iheringia. Série Zoologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212012000100013&lang=pt" 
