"S0103-84782012000900010-scl","Índices topográficos aplicados à modelagem agrícola e ambiental","Minella, Jean Paolo Gomes, Merten, Gustavo Henrique","Ciência Rural; 42(9); 1575-1582","Ciência Rural","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782012000900010&lang=pt" 
"S1809-98232012000300001-scl","RBGG: muito além do Rio de Janeiro","Caldas, Célia Pereira","Revista Brasileira de Geriatria e Gerontologia; 15(3); 401-401","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300001&lang=pt" 
"S1809-98232012000300018-scl","Vitaminas B12, B6, B9 e homocisteína e sua relação com a massa óssea em idosos","Coussirat, Caroline, Batista, Caroline, Schneider, Rodolfo Herberto, Resende, Thais de Lima, Schwanke, Carla Helena Augustin","Revista Brasileira de Geriatria e Gerontologia; 15(3); 577-585","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300018&lang=pt" 
"S1413-81232012011000001-spa","Artigo traz resultados de pesquisa sobre acidentes de transporte no Brasil e mostra tendências","Morais Neto, Otaliba Libânio de","Ciência &amp; Saúde Coletiva; 17(9); -","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012011000001&lang=pt" 
"S1809-98232012000300002-scl","Perfil criativo e qualidade de vida: implicações em adultos e idosos com dor lombar crônica","Zavarize, Sergio Fernando, Wechsler, Solange Muglia","Revista Brasileira de Geriatria e Gerontologia; 15(3); 403-414","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300002&lang=pt" 
"S1809-98232012000300003-scl","Temporal comparison theory and elderly satisfaction with their body: a preliminary study","Barreto, Philipe de Souto","Revista Brasileira de Geriatria e Gerontologia; 15(3); 415-421","Revista Brasileira de Geriatria e Gerontologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300003&lang=pt" 
"S1809-98232012000300004-scl","Idosos hipertensos na atenção básica em saúde: discursos e identidades","Renovato, Rogério Dias, Bagnato, Maria Helena Salgado","Revista Brasileira de Geriatria e Gerontologia; 15(3); 423-431","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300004&lang=pt" 
"S1809-98232012000300005-scl","Perfil de mortalidade do idoso: análise da evolução temporal em uma capital do Nordeste brasileiro de 1996 a 2007","Silva, Vanessa de Lima, Albuquerque, Maria de Fátima Pessoa Militão de, Cesse, Eduarda Ângela Pessoa, Luna, Carlos Feitosa","Revista Brasileira de Geriatria e Gerontologia; 15(3); 433-441","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300005&lang=pt" 
"S1809-98232012000300006-scl","A evolução do índice de envelhecimento no Brasil, nas suas regiões e unidades federativas no período de 1970 a 2010","Closs, Vera Elizabeth, Schwanke, Carla Helena Augustin","Revista Brasileira de Geriatria e Gerontologia; 15(3); 443-458","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300006&lang=pt" 
"S1809-98232012000300007-scl","Avaliação da performance muscular de idosas não sedentárias antes e após aplicação de um programa de exercícios de equilíbrio","Anjos, Elisangela Mendes dos, Cunha, Marina Ramos da, Ribas, Danieli Isabel Romanovitch, Gruber, Cristiane Regina","Revista Brasileira de Geriatria e Gerontologia; 15(3); 459-467","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300007&lang=pt" 
"S1809-98232012000300009-scl","Qualidade de vida e nível cognitivo de pessoas idosas participantes de grupos de convivência","Leite, Marinês Tambara, Winck, Marisa Teresinha, Hildebrandt, Leila Mariza, Kirchner, Rosane Maria, Silva, Luiz Anildo Anacleto da","Revista Brasileira de Geriatria e Gerontologia; 15(3); 481-492","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300009&lang=pt" 
"S1809-98232012000300010-scl","Correlação entre estado nutricional e força de preensão palmar em idosos","Martin, Fabíola Giannattasio, Nebuloni, Clarice Cavalero, Najas, Myrian Spínola","Revista Brasileira de Geriatria e Gerontologia; 15(3); 493-504","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300010&lang=pt" 
"S1809-98232012000300011-scl","Influência da orientação religiosa na qualidade de vida de idosos ativos","Barricelli, Inês de Lourdes Ferraz O.B.L., Sakumoto, Irene Keiko Yagome, Silva, Lívia Helena Moreira da, Araujo, Cibelle Vanessa de","Revista Brasileira de Geriatria e Gerontologia; 15(3); 505-515","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300011&lang=pt" 
"S1809-98232012000300012-scl","Instrumento de avaliação de quedas para idosos (IAQI): enfermeiro analisando vulnerabilidade e fragilidade","Mallmann, Danielli Gavião, Hammerschmidt, Karina Silveira de Almeida, Santos, Silvana Sidney Costa","Revista Brasileira de Geriatria e Gerontologia; 15(3); 517-527","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300012&lang=pt" 
"S1809-98232012000300015-scl","Efeitos do treinamento resistido sobre a força muscular e a autopercepção de saúde em idosas","Queiroz, Ciro Oliveira, Munaro, Hector Luiz Rodrigues","Revista Brasileira de Geriatria e Gerontologia; 15(3); 547-553","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300015&lang=pt" 
"S1809-98232012000300016-scl","Características dos idosos vítimas de violência doméstica no Distrito Federal","Oliveira, Maria Liz Cunha de, Gomes, Ana Cláudia Gonçalves, Amaral, Cláudia Pereira Machado, Santos, Laysa Buriti dos","Revista Brasileira de Geriatria e Gerontologia; 15(3); 555-566","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300016&lang=pt" 
"S1809-98232012000300017-scl","Associação entre índice glicêmico e carga glicêmica dietéticos e síndrome metabólica em idosos","Pereira, Isabella Barbosa, Sampaio, Helena Alves de Carvalho, Portela, Clarissa Lima de Melo, Sabry, Maria Olganê Dantas, Carioca, Antônio Augusto Ferreira, Passos, Tatiana Uchôa, Pinheiro, Larissa Angelo, Melo, Maria Luísa Pereira de","Revista Brasileira de Geriatria e Gerontologia; 15(3); 567-576","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300017&lang=pt" 
"S1809-98232012000300019-scl","Efeitos do exercício físico no controle da hipertensão arterial em idosos: uma revisão sistemática","Nogueira, Ingrid Correia, Santos, Zélia Maria de Sousa Araújo, Mont&#039;Alverne, Daniela Gardano Bucharles, Martins, Aline Barbosa Teixeira, Magalhães, Clarissa Bentes de Araujo","Revista Brasileira de Geriatria e Gerontologia; 15(3); 587-601","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300019&lang=pt" 
"S2011-75822012000300009-col","Rabdomiosarcoma retroperitoneal en el adulto","Olarte, Patricia, Duarte, Ricardo, Lora, Alejandro","Revista Colombiana de Cirugía; 27(3); 227-234","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300009&lang=pt" 
"S2011-75822012000300008-col","El pretratamiento con alopurinol disminuye la translocación bacteriana y atenúa los cambios morfológicos de la mucosa intestinal en un modelo de isquemia-reperfusión intestinal en ratas","Riveros, Efraín, Pérez, Iván, Becerra, Karen, Bustamante, Manuel, Millán, Cristina, Manrique, Fred","Revista Colombiana de Cirugía; 27(3); 227-234","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300008&lang=pt" 
"S2011-75822012000300005-col","¿Se debe fijar la malla durante una herniorrafia inguinal?","Domínguez, Luis Carlos, Sanabria, Álvaro, Vega, Neil Valentín, Osorio, Camilo","Revista Colombiana de Cirugía; 27(3); 202-212","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300005&lang=pt" 
"S2011-75822012000300004-col","Reflexiones sobre la educación actual de los residentes de cirugía","Sanabria, Álvaro","Revista Colombiana de Cirugía; 27(3); 196-201","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300004&lang=pt" 
"S2011-75822012000300007-col","Descripción de dos abordajes quirúrgicos para tumores retroperitoneales, experiencia en el Hospital Pablo Tobón Uribe, 2003-2011","Figueroa, Juan David, Herazo, Fernando, Ríos, Diana Carolina, Vergara, Edgar, Penagos, Diego, Perdomo, Camilo","Revista Colombiana de Cirugía; 27(3); 221-226","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300007&lang=pt" 
"S2011-75822012000300006-col","Características clínicas, demográficas e histopatológicas de los pacientes con cáncer colorrectal del Hospital Universitario de Santander","Ferreira, Edgar Julián, Meléndez, Héctor Julio","Revista Colombiana de Cirugía; 27(3); 213-220","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300006&lang=pt" 
"S2011-75822012000300001-col","Santiago de Cali","Bejarano, Mónica","Revista Colombiana de Cirugía; 27(3); 185-187","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300001&lang=pt" 
"S2011-75822012000300003-col","Buena fe y principio de confianza en medicina","Guzmán, Fernando, Arias, Carlos Alberto","Revista Colombiana de Cirugía; 27(3); 192-195","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300003&lang=pt" 
"S2011-75822012000300002-col","Programa de certificación periódica de actualización en cirugía general de la Asociación Colombiana de Cirugía","Borráez, Oswaldo A","Revista Colombiana de Cirugía; 27(3); 188-191","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000300002&lang=pt" 
"S0211-57352012000300011-esp","Las declaraciones: Hawai, Atenas, Madrid, Caracas, Hamburgo y Tenerife","Rodríguez Pulido, Francisco","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 607-612","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300011&lang=pt" 
"S0211-57352012000300010-esp","Catatonía periódica o síndrome neuroléptico maligno: claves para un reto diagnóstico","Sánchez García, Javier, Rezende Borges, Livia de, Vera López, Ignacio","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 597-603","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300010&lang=pt" 
"S0211-57352012000300004-esp","Validación de la Escala de valoración de los Niveles de Atención Residencial, para personas con Trastorno Mental Severo (ENAR-CPB)","Lascorz Fierro, David, Serrats Alabau, Eva, Pérez Solá, Víctor, Ruiz Fornós, Bibiana, Vegué Grilló, Joan","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 481-498","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300004&lang=pt" 
"S0211-57352012000300016-esp","Rechazo al Real Decreto-Ley 16/2012, de 20 de abril: Derecho a la salud para todas las personas","","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 668-670","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300016&lang=pt" 
"S0211-57352012000300009-esp","Anticonceptivos orales en pacientes con psicopatología alimentaria: implicaciones etiopatogénicas y terapéuticas","Frías Ibáñez, Álvaro, Vázquez Costa, María","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 591-596","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300009&lang=pt" 
"S0211-57352012000300007-esp","La historia clínica y la anamnesis en la psicopatología actual. De la biografía a la biología. De la escucha y mirada clínica a la escucha y mirada por los aparatos.: ¿Qué es la evidencia en salud mental?","Menéndez Osorio, Federico","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 547-566","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300007&lang=pt" 
"S0211-57352012000300012-esp","Foro de salud mental: La Declaración de Tenerife","","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 613-616","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300012&lang=pt" 
"S0211-57352012000300001-esp","Un nuevo relevo: A modo de balance (Junta AEN 2009-12)","Bravo Ortiz, María Fe","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 449-454","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300001&lang=pt" 
"S0211-57352012000300015-esp","Programa candidatura AEN-PSM (2012-2015)","","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 659-667","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300015&lang=pt" 
"S0211-57352012000300014-esp","Libros y documentos en la red","","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 633-651","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300014&lang=pt" 
"S0211-57352012000300002-esp","Malos tiempos para la lírica","Gay Pamos, Eudoxia","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 455-457","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300002&lang=pt" 
"S0211-57352012000300003-esp","Construcción y fiabilidad de un cuestionario para evaluar las necesidades familiares de personas con trastorno mental grave","Gómez Beneyto, Manuel, Ruiz Rodríguez, Álvaro, Palacios, María Luz, Freund Llovera, Namdev, Fernández Liria, Alberto","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 461-479","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300003&lang=pt" 
"S0211-57352012000300018-esp","Máster Universitario en Rehabilitación Psicosocial en Salud Mental Comunitaria (semipresencial) curso 2012/2013","","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 672-673","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300018&lang=pt" 
"S0211-57352012000300006-esp","Una crítica a la teoría del déficit cognitivo de la esquizofrenia","Valverde Eizaguirre, Miguel A.","Revista de la Asociación Española de Neuropsiquiatría; 32(115); 521-545","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352012000300006&lang=pt" 
"S1677-54492012000300003-scl","Hérnias incisionais no pós-operatório de correção de aneurisma de aorta abdominal","Menezes, Fábio Hüsemann, Guillaumon, Ana Terezinha","Jornal Vascular Brasileiro; 11(3); 182-186","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300003&lang=pt" 
"S1677-54492012000300005-scl","Triagem pré-participação em exercício físico em pacientes com doença arterial periférica","Lopes, Pollianny Ramos, Barbosa, João Paulo dos Anjos Souza, Lima, Aluísio Henrique Rodrigues de Andrade, Miranda, Alessandra de Souza, Rodrigues, Lausanne Barreto de Carvalho Cahú, Rodrigues, Sérgio Luiz Cahú, Dias, Raphael Mendes Ritti","Jornal Vascular Brasileiro; 11(3); 194-198","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300005&lang=pt" 
"S1677-54492012000300006-scl","Trauma vascular na população pediátrica","Silva, Melissa Andreia de Moraes, Burihan, Marcelo Calil, Barros, Orlando da Costa, Nasser, Felipe, Assis, Fábio Aprígio de, Ingrund, José Carlos, Neser, Adnan","Jornal Vascular Brasileiro; 11(3); 199-205","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300006&lang=pt" 
"S1677-54492012000300007-scl","Resultados do tratamento da Insuficiência Venosa Crônica grave com espuma de polidocanol guiada por ultrassom","Silva, Melissa Andreia de Moraes, Burihan, Marcelo Calil, Barros, Orlando da Costa, Nasser, Felipe, Ingrund, José Carlos, Neser, Adnan","Jornal Vascular Brasileiro; 11(3); 206-211","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300007&lang=pt" 
"S1677-54492012000300008-scl","Tratamento endovascular da oclusão de ramo ilíaco de endoprótese bifurcada de aorta abdominal: trombectomia rotativa e aspirativa seguida de angioplastia com stent primário","Oliveira, Fabio Augusto Cypreste, Campedelli, Fabio Lemos, Amorelli, Carlos Eduardo de Sousa, Costa Filho, José Eduardo da, Gibbon, Daniel Resende, Barreto, Juliana Caetano, Silva, Philippe Moreira da","Jornal Vascular Brasileiro; 11(3); 212-218","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300008&lang=pt" 
"S1677-54492012000300009-scl","Síndrome do desfiladeiro torácico - ressecção de costela cervical por videotoracoscopia","Ghefter, Mario Claudio, Yoshida, Winston Bonetti, Cataneo, Daniele Cristina, Hasimoto, Erica Nishida, Yoshida, Ricardo Alvarenga, Boscardim, Paulo Cesar Buffara, Cataneo, Antonio José Maria","Jornal Vascular Brasileiro; 11(3); 219-225","Jornal Vascular Brasileiro","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492012000300009&lang=pt" 
"S1809-98232012000300008-scl","Contribuição de cesta básica na segurança alimentar de idosos diabéticos de programa assistencial em uma cidade do sul do Brasil","Strasburg, Virgílio José, Alves, Gehysa Guimarães, Aerts, Denise Rangel Ganzo de Castro","Revista Brasileira de Geriatria e Gerontologia; 15(3); 469-480","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300008&lang=pt" 
"S1809-98232012000300013-scl","Perfil dos idosos em situação de violência atendidos em serviço de emergência em Recife-PE","Correia, Thyago Moreira Paranhos, Leal, Márcia Carréra Campos, Marques, Ana Paula de Oliveira, Salgado, Raphael Almeida Gomes, Melo, Hugo Moura de Albuquerque","Revista Brasileira de Geriatria e Gerontologia; 15(3); 529-536","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300013&lang=pt" 
"S1809-98232012000300014-scl","Influência do exercício físico na sintomatologia de mulheres climatéricas","Avelar, Laila Fernanda de Souza, Oliveira Júnior, Mario Norberto Sevílio de, Navarro, Francisco","Revista Brasileira de Geriatria e Gerontologia; 15(3); 537-545","Revista Brasileira de Geriatria e Gerontologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-98232012000300014&lang=pt" 
"S1984-29612012000300002-scl","In vitro efficacy of Coriandrum sativum, Lippia sidoides and Copaifera reticulata against Leishmania chagasi","Rondon, Fernanda Cristina Macedo, Bevilaqua, Claudia Maria Leal, Accioly, Marina Parissi, Morais, Selene Maia de, Andrade-Júnior, Heitor Franco de, Carvalho, Camila Aparecida de, Lima, Josemar Coelho, Magalhães, Hilton César Rodrigues","Revista Brasileira de Parasitologia Veterinária; 21(3); 185-191","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300002&lang=pt" 
"S1984-29612012000300004-scl","Toxoplasma gondii antibodies sheep in Lages, Santa Catarina, Brazil, and comparison using IFA and ELISA","Sakata, Francine Bragagnolo Liz Stefen, Bellato, Valdomiro, Sartor, Amélia Aparecida, Moura, Anderson Barbosa de, Souza, Antonio Pereira de, Farias, Juliana Antunes","Revista Brasileira de Parasitologia Veterinária; 21(3); 196-200","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300004&lang=pt" 
"S1984-29612012000300005-scl","Determination of presence of Tritrichomonas foetus in uterine lavages from cows with reproductive problems","González-Carmona, Lady Carolina, Sánchez-Ladino, Milena Jineth, Castañeda-Salazar, Rubiela, Pulido-Villamarín, Adriana del Pilar, Guáqueta-Munar, Humberto, Aranda-Silva, Moisés, Rueda-Varón, Milton Januario","Revista Brasileira de Parasitologia Veterinária; 21(3); 201-205","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300005&lang=pt" 
"S1984-29612012000300007-scl","Ticks on birds caught on the campus of the Federal Rural University of Rio de Janeiro, Brazil","Santolin, Ísis Daniele Alves Costa, Luz, Hermes Ribeiro, Alchorne, Nívea Maria, Pinheiro, Michele da Costa, Melinski, Ramiro Dário, Faccini, João Luiz Horácio, Ferreira, Ildemar, Famadas, Kátia Maria","Revista Brasileira de Parasitologia Veterinária; 21(3); 213-218","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300007&lang=pt" 
"S1984-29612012000300009-scl","Principal component analysis on the perceptions of milk producers about Rhipicephalus (Boophilus) microplus control in Minas Gerais","Rocha, Christiane Maria Barcellos Magalhães da, Bruhn, Fábio Raphael Pascoti, Leite, Romário Cerqueira, Guimarães, Antônio Marcos, Sampaio, Ivan Barbosa, Oliveira, Paulo Roberto de","Revista Brasileira de Parasitologia Veterinária; 21(3); 224-231","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300009&lang=pt" 
"S1984-29612012000300010-scl","Experimental infection with Neospora caninum in pregnant bitches","Cavalcante, Guacyara Tenorio, Soares, Rodrigo Martins, Nishi, Sandra Mayumi, Hagen, Stéfano Carlo Filippo, Vannucchi, Camila Infantoni, Maiorka, Paulo Cesar, Paixão, Anaiá Sevá, Gennari, Solange Maria","Revista Brasileira de Parasitologia Veterinária; 21(3); 232-236","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300010&lang=pt" 
"S1984-29612012000300011-scl","Occurrence of ectoparasites on dogs in rural regions of the state of Minas Gerais, Brazil","Costa-Junior, Livio Martins, Rembeck, Karina, Mendonça, Filipe Lucas de Melo, Azevedo, Sandro Coelho, Passos, Lygia Maria Friche, Ribeiro, Mucio Flavio Barbosa","Revista Brasileira de Parasitologia Veterinária; 21(3); 237-242","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300011&lang=pt" 
"S1984-29612012000300012-scl","Rangelia vitalii: changes in the enzymes ALT, CK and AST during the acute phase of experimental infection in dogs","Costa, Márcio Machado, França, Raqueli Teresinha, Da Silva, Aleksandro Schafer, Paim, Carlos Breno, Paim, Francine, Amaral, Carlos Henrique do, Dornelles, Guilherme Lopes, Cunha, João Paulo Monteiro Carvalho Mori da, Soares, João Fabio, Labruna, Marcelo Bahia, Mazzanti, Cinthia Melazzo Andrade, Monteiro, Silvia Gonzalez, Lopes, Sonia Terezinha dos Anjos","Revista Brasileira de Parasitologia Veterinária; 21(3); 243-248","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300012&lang=pt" 
"S1984-29612012000300013-scl","Recovery of gastrointestinal swine parasites in anaerobic biodigester systems","Cañon-Franco, William Alberto, Henao-Agudelo, Ricardo Andrés, Pérez-Bedoya, José Leandro","Revista Brasileira de Parasitologia Veterinária; 21(3); 249-253","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300013&lang=pt" 
"S1984-29612012000300017-scl","Molecular and parasitological detection of Leishmania spp. in dogs caught in Palmas, TO, Brazil","Teles, Natália Melquie Monteiro, Agostini, Maria Augusta Paes, Bigeli, Júlio Gomes, Noleto, Rosalba Valadares, Oliveira, Jaqueline Dias, Oliveira Junior, Waldesse Piragé de","Revista Brasileira de Parasitologia Veterinária; 21(3); 278-282","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300017&lang=pt" 
"S1984-29612012000300018-scl","In vitro biological control of infective larvae of Ancylostoma ceylanicum","Fernandes, Fernanda Mara, Araújo, Jackson Victor, Braga, Fabio Ribeiro, Gazzinelli-Guimarães, Pedro Henrique, Araujo, Juliana Milani, Ferreira, Sebastião Rodrigo, Carvalho, Rogério Oliva, Mello, Ingrid Ney Kramer de, Fujiwara, Ricardo Toshio","Revista Brasileira de Parasitologia Veterinária; 21(3); 283-286","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300018&lang=pt" 
"S1984-29612012000300024-scl","Design of primer pairs for species-specific diagnosis of Leishmania (Leishmania) infantum chagasi using PCR","Silveira Neto, Osvaldo José da, Duarte, Sabrina Castilho, Costa, Hérika Xavier da, Linhares, Guido Fontgalland Coelho","Revista Brasileira de Parasitologia Veterinária; 21(3); 304-307","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300024&lang=pt" 
"S1984-29612012000300025-scl","Pathologies of Oligacanthorhynchus pardalis (Acanthocephala, Oligacanthorhynchidae) in Leopardus tigrinus (Carnivora, Felidae) in Southern Brazil","Gallas, Moisés, Silvera, Eliane Fraga da","Revista Brasileira de Parasitologia Veterinária; 21(3); 308-312","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300025&lang=pt" 
"S1984-29612012000300028-scl","New host records for Amblyomma rotundatum (Acari: Ixodidae) from Grussaí restinga, Rio de Janeiro, Brazil","Viana, Lúcio André, Winck, Gisele Regina, Almeida-Santos, Marlon, Telles, Felipe Bottona da Silva, Gazêta, Gilberto Salles, Rocha, Carlos Frederico Duarte","Revista Brasileira de Parasitologia Veterinária; 21(3); 319-322","Revista Brasileira de Parasitologia Veterinária","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612012000300028&lang=pt" 
