"S1657-92672013000300017-col","Análisis psicosocial del consumo de alcohol en adolescentes mexicanos","Villarreal González, María Elena, Sánchez Sosa, Juan Carlos, Musitu Ochoa, Gonzalo","Universitas Psychologica; 12(3); 857-873","Universitas Psychologica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672013000300017&lang=pt" 
"S0718-92732013000200007-chl","La temática de los universales y su presencia en la cristología de algunos autores","Pardo Fariña, Felipe","Veritas; (29); 141-166","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200007&lang=pt" 
"S0718-92732013000200002-chl","Ética del deporte: La propuesta sustancialista de Lumpkin, Stoll y Beller, desde el procedimentalismo ético","Sebastián Solanes, Raúl Francisco","Veritas; (29); 33-57","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000200002&lang=pt" 
"S1516-44462013000300333-scl","Clinical psychometrics","Fleck, Marcelo Pio de Almeida","Revista Brasileira de Psiquiatria; 35(3); 333-333","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300333&lang=pt" 
"S1516-44462013000300262-scl","Ketamine alters behavior and decreases BDNF levels in the rat brain as a function of time after drug administration","Fraga, Daiane B., Réus, Gislaine Z., Abelaira, Helena M., De Luca, Renata D., Canever, Leila, Pfaffenseller, Bianca, Colpo, Gabriela D., Kapczinski, Flávio, Quevedo, João, Zugno, Alexandra I.","Revista Brasileira de Psiquiatria; 35(3); 262-266","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300262&lang=pt" 
"S1516-44462013000300334-scl","Importance of web-based intervention in minimizing depressive symptoms and associated stigma in depressed medical students","Alves, Jorge, Schwenk, Thomas L., Gonçalves, Óscar F., Petrosyan, Agavni","Revista Brasileira de Psiquiatria; 35(3); 334-334","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300334&lang=pt" 
"S1516-44462013000300215-scl","Difficulties in panic studies","Klein, Donald F.","Revista Brasileira de Psiquiatria; 35(3); 215-216","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300215&lang=pt" 
"S1516-44462013000300284-scl","Mild cognitive impairment (part 2): biological markers for diagnosis and prediction of dementia in Alzheimer&#039;s disease","Forlenza, Orestes V., Diniz, Breno S., Teixeira, Antonio L., Stella, Florindo, Gattaz, Wagner","Revista Brasileira de Psiquiatria; 35(3); 284-294","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300284&lang=pt" 
"S1516-44462013000300305-scl","Pharmacogenetics in schizophrenia: a review of clozapine studies","Kohlrausch, Fabiana Barzotti","Revista Brasileira de Psiquiatria; 35(3); 305-317","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300305&lang=pt" 
"S1516-44462013000300219-scl","Familial idiopathic basal ganglia calcification: rediscovering an old challenge in organic psychiatric disorders","Oliveira, João Ricardo Mendes de, Oliveira, Matheus Fernandes de","Revista Brasileira de Psiquiatria; 35(3); 219-220","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300219&lang=pt" 
"S1516-44462013000300248-scl","Human experimental anxiety: actual public speaking induces more intense physiological responses than simulated public speaking","Zuardi, Antonio Waldo, Crippa, José Alexandre de Souza, Hallak, Jaime Eduardo Cecílio, Gorayeb, Ricardo","Revista Brasileira de Psiquiatria; 35(3); 248-253","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300248&lang=pt" 
"S1516-44462013000300221-scl","Polydrug use among college students in Brazil: a nationwide survey","Oliveira, Lúcio Garcia de, Alberghini, Denis Guilherme, Santos, Bernardo dos, Andrade, Arthur Guerra de","Revista Brasileira de Psiquiatria; 35(3); 221-230","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300221&lang=pt" 
"S1516-44462013000300217-scl","Why we should use long-acting injectable antipsychotics more frequently","Maia-de-Oliveira, João Paulo, Bressan, Rodrigo A., Elkis, Helio, Machado-de-Sousa, João Paulo, Hallak, Jaime E.C.","Revista Brasileira de Psiquiatria; 35(3); 217-218","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300217&lang=pt" 
"S1516-44462013000300267-scl","Lack of association of S100β and neuron-specific enolase with mortality in critically ill patients","Macedo, Roberta Candal de, Tomasi, Cristiane Damiani, Giombelli, Vinicius René, Alves, Sarah Cascaes, Bristot, Maria de Lourdes Ugioni, Locks, Maria Fernanda Topanotti, Petronilho, Fabrícia, Grandi, Carmen, Quevedo, João, Dal-Pizzol, Felipe, Ritter, Cristiane","Revista Brasileira de Psiquiatria; 35(3); 267-270","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300267&lang=pt" 
"S1516-44462013000300271-scl","The Crack Use Relapse Scale (CURS): development and psychometric validation","Pedroso, Rosemeri, Pettenon, Márcia, Guimarães, Luciano, Kessler, Félix Henrique, Pechansky, Flavio","Revista Brasileira de Psiquiatria; 35(3); 271-273","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300271&lang=pt" 
"S1516-44462013000300231-scl","Psychological distress among postpartum mothers of preterm infants and associated factors: a neglected public health problem","Bener, Abdulbari","Revista Brasileira de Psiquiatria; 35(3); 231-236","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300231&lang=pt" 
"S1516-44462013000300274-scl","Higher proportion of inactive Gsk3β in platelets of elderly patients with bipolar disorder: an effect of treatment?","Ladeira, Rodolfo Braga, Joaquim, Helena Passarelli Giroud, Talib, Leda Leme, Nunes, Paula Villela, Forlenza, Orestes Vicente","Revista Brasileira de Psiquiatria; 35(3); 274-278","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300274&lang=pt" 
"S1516-44462013000300335-scl","Spirituality in psychiatric consultation: health benefits and ethical aspects","Garcia, Diego Librenza, Sansonowicz, Tatiana Klaus, Nuernberg, Gabriela Lotin, Fleck, Marcelo Pio de Almeida, Rocha, Neusa Sica da","Revista Brasileira de Psiquiatria; 35(3); 335-336","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300335&lang=pt" 
"S1516-44462013000300237-scl","Disordered eating behaviors and body image in male athletes","Goltz, Fernanda Reistenbach, Stenzel, Lucia Marques, Schneider, Cláudia Dornelles","Revista Brasileira de Psiquiatria; 35(3); 237-242","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300237&lang=pt" 
"S1516-44462013000300254-scl","Efficacy of the telephone-based Brief Motivational Intervention for alcohol problems in Brazil","Signor, Luciana, Pierozan, Pollianna Sangalli, Ferigolo, Maristela, Fernandes, Simone, Campos Moreira de, Taís, Mazoni, Claudia Galvão, Barros, Helena Maria Tannhauser","Revista Brasileira de Psiquiatria; 35(3); 254-261","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300254&lang=pt" 
"S1516-44462013000300332-scl","Angst: origins of anxiety and depression","Veras, André Barciela","Revista Brasileira de Psiquiatria; 35(3); 332-332","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000300332&lang=pt" 
"S2179-975X2013000300001-scl","","Farjalla, Vinicius Fortes, Camargo, Antonio Fernando Monteiro","Acta Limnologica Brasiliensia; 25(3); -","Acta Limnologica Brasiliensia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2013000300001&lang=pt" 
"S0102-76382013000300019-scl","Cartas ao Editor","","Brazilian Journal of Cardiovascular Surgery; 28(3); 412-419","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300019&lang=pt" 
"S0103-65132013000300010-scl","Índices baseados no número de clientes para localização de itens em armazéns","Fontana, Marcele Elisa, Cavalcante, Cristiano Alexandre Virgínio","Production; 23(3); 561-569","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300010&lang=pt" 
"S0103-65132013000300008-scl","Análise de conglomerados em curvas de aprendizado para formação de agrupamentos homogêneos de trabalhadores","Stroieke, Renato Eduardo, Fogliatto, Flavio Sanson, Anzanello, Michel Jose","Production; 23(3); 537-547","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300008&lang=pt" 
"S0103-65132013000300002-scl","Proposta de uma heurística construtiva baseada na TOC para definição de mix de produção","Sobreiro, Vinicius Amorim, Nagano, Marcelo Seido","Production; 23(3); 468-477","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300002&lang=pt" 
"S0103-65132013000300009-scl","Estudos de repetitividade e reprodutividade para dados funcionais","Pedott, Alexandre Homsi, Fogliatto, Flávio Sanson","Production; 23(3); 548-560","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300009&lang=pt" 
"S0103-65132013000300014-scl","Determinantes da satisfação e atributos da qualidade em serviços de salão de beleza","Ribeiro, José Luis Duarte, Thiesen, João Paulo Kappaun, Tinoco, Maria Auxiliadora Cannarozzo","Production; 23(3); 609-624","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300014&lang=pt" 
"S0103-65132013000300013-scl","Sistemática para apuração de custos por procedimento médico-hospitalar","Leoncine, Maury, Bornia, Antonio Cezar, Abbas, Katia","Production; 23(3); 595-608","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300013&lang=pt" 
"S0103-65132013000300007-scl","Algoritmo de um teste adaptativo informatizado com base na teoria da resposta ao item para a estimação da usabilidade de sites de e-commerce","Moreira Junior, Fernando de Jesus, Tezza, Rafael, Andrade, Dalton Francisco de, Bornia, Antonio Cezar","Production; 23(3); 525-536","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300007&lang=pt" 
"S0103-65132013000300011-scl","Relacionamento entre gerenciamento de risco e sucesso de projetos","Rabechini Junior, Roque, Carvalho, Marly Monteiro de","Production; 23(3); 570-581","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300011&lang=pt" 
"S0103-65132013000300001-scl","Otimização do planejamento hierárquico da produção em usinas cooperadas do setor sucroenergético","Paiva, Rafael Piatti Oiticica de, Morabito, Reinaldo","Production; 23(3); 449-467","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300001&lang=pt" 
"S0103-65132013000300003-scl","Local search-based heuristics for the multiobjective multidimensional knapsack problem","Vianna, Dalessandro Soares, Vianna, Marcilene de Fátima Dianin","Production; 23(3); 478-487","Production","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300003&lang=pt" 
"S0103-65132013000300012-scl","Melhores práticas em implantação de escritório de gerenciamento de projeto: desenvolvimento de referenciais de sucesso","Alves, Ricardo Oliveira, Costa, Helder Gomes, Quelhas, Osvaldo Luiz Gonçalves, Silva, Licínio Esmeraldo da, Pimentel, Leonardo Bezerra","Production; 23(3); 582-594","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300012&lang=pt" 
"S0103-65132013000300016-scl","Gestão de processos aplicada à realização de convênios internacionais bilaterais em uma instituição de ensino superior pública brasileira","Mückenberger, Everson, Togashi, Gustavo Benjamin, Pádua, Silvia Inês Dallavalle de, Miura, Irene Kazumi","Production; 23(3); 637-651","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300016&lang=pt" 
"S0103-65132013000300017-scl","Competências para a sustentabilidade organizacional: a proposição de um framework representativo do acontecimento da ecoeficiência","Munck, Luciano, Galleli, Bárbara, Souza, Rafael Borim de","Production; 23(3); 652-669","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300017&lang=pt" 
"S0102-76382013000300009-scl","Impact of aspirin use in the incidence of thromboembolic events after bioprosthesis replacement in patients with rheumatic disease","Durães, André Rodrigues, Durães, Milena Andrade Oliveira, Correia, Luis Claudio, Fernandes, André Mauricio Souza, Aras Junior, Roque","Brazilian Journal of Cardiovascular Surgery; 28(3); 347-352","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300009&lang=pt" 
"S0102-76382013000300015-scl","Angina instável não aumenta mortalidade em cirurgia de revascularização miocárdica","Sussenbach, Carolina Pelzer, Guaragna, João Carlos, Castagnino, Rômulo Soares, Piccoli, Jaqueline, Albuquerque, Luciano Cabral, Goldani, Marco Antônio, Petracco, João Batista, Bodanese, Luiz Carlos","Brazilian Journal of Cardiovascular Surgery; 28(3); 391-400","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300015&lang=pt" 
"S0103-65132013000300005-scl","A weight restricted DEA model for FMEA risk prioritization","Garcia, Pauli Adriano de Almada, Leal Junior, Ilton Curty, Oliveira, Murilo Alvarenga","Production; 23(3); 500-507","Production","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300005&lang=pt" 
"S0103-65132013000300006-scl","Evaluating efficiency in the Brazilian trucking industry","Wanke, Peter Fernandes","Production; 23(3); 508-524","Production","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300006&lang=pt" 
"S0103-65132013000300004-scl","Ordenação de alternativas de biomassa utilizando o apoio multicritério à decisão","Gomes, Carlos Francisco Simões, Maia, Ana Claudia Coenca","Production; 23(3); 488-499","Production","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132013000300004&lang=pt" 
"S0102-76382013000300003-scl","Screening of fetal congenital heart disease: the challenge continues","Rocha, Luciane Alves da, Araujo Júnior, Edward, Nardozza, Luciano Marcondes Machado, Moron, Antonio Fernandes","Brazilian Journal of Cardiovascular Surgery; 28(3); V-VII","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300003&lang=pt" 
"S0102-76382013000300010-scl","Risk factors for prolonged hospital stay after isolated coronary artery bypass grafting","Oliveira, Elayne Kelen de, Turquetto, Aída Luiza Ribeiro, Tauil, Pedro Luiz, Junqueira Jr, Luiz Fernando, Porto, Luiz Guilherme Grossi","Brazilian Journal of Cardiovascular Surgery; 28(3); 353-363","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300010&lang=pt" 
"S0102-76382013000300018-scl","Cisto tímico gigante com localização atípica: relato de caso","Costa, Mário Augusto Cray da, Montemor Netto, Mário Rodrigues, Colman, Joelmir, Costa, Gabriela Cordeiro da","Brazilian Journal of Cardiovascular Surgery; 28(3); 408-411","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300018&lang=pt" 
"S0102-76382013000300017-scl","Presentation of a needle for direct or percutaneous myocardium stem cells injection","Soubihe Junior, Nathan Valle, Schmidt, Andre, Albuquerque, Agnes Afrodite Sumarelli, Evora, Paulo Roberto Barbosa","Brazilian Journal of Cardiovascular Surgery; 28(3); 405-407","Brazilian Journal of Cardiovascular Surgery","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382013000300017&lang=pt" 
"S0535-51332013000300001-ven","Desde el apixaban hasta la aspirina, en la prevención del tromboembolismo venoso recurrente","Diez-Ewald, María","Investigación Clínica; 54(3); 231-233","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300001&lang=pt" 
"S0535-51332013000300003-ven","Relación de la ingesta de grupos de alimentos con la proteína C-reactiva en adultos sanos en la ciudad de Mexicali, Baja California, México","Ruiz-Esparza, Josefina, Robinson-Navarro, Octavio, Ortega-Vélez, María Isabel, Díaz-Molina R, Raúl, Carrillo-Cedillo, Eugenia Gabriela, Soria-Rodríguez, Carmen G","Investigación Clínica; 54(3); 246-256","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300003&lang=pt" 
"S0535-51332013000300002-ven","Genes blaTEM, blaSHV y blaCTX-M en enterobacterias productoras de b-lactamasas de espectro extendido aisladas de pacientes con infección intrahospitalaria","Guzmán L, Militza, Rodríguez, Eliosmar, Antón C, Karen, Silva, Suyin, Navarro, Jhonilys, Lastra, Loriannys, Salazar de V, Elsa, Alonso, Guillermina","Investigación Clínica; 54(3); 235-245","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300002&lang=pt" 
"S0535-51332013000300005-ven","Una peptidasa ácida, insensible a inhibidores clásicos, en extractos proteicos de Trypanosoma cruzi, proveniente de una zona rural de Venezuela, endémica para la enfermedad de Chagas","Zambrano, Edgar Armando, de la Cruz, Henry Samuel, Coita, Blanca Elena","Investigación Clínica; 54(3); 270-283","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300005&lang=pt" 
"S0535-51332013000300004-ven","Production and evaluation of chicken antibodies against a synthetic peptide from glial growth factor","Felizzola, Ornella, Martínez, Juan Carlos, Zerpa, Noraida, Malavé, Caridad","Investigación Clínica; 54(3); 257-269","Investigación Clínica","Inglês","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300004&lang=pt" 
"S0535-51332013000300007-ven","Frecuencia de signos y síntomas gastrointestinales del dengue: Análisis de una cohorte de 1484 pacientes","Durán, Anyelo, Ochoa, Edixon, Alcocer, Sirley, Gómez, María, Millano, María, Martínez, Olga, Maldonado, Mery, Valero, Nereida","Investigación Clínica; 54(3); 299-310","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300007&lang=pt" 
"S0535-51332013000300006-ven","Incremento en la expresión del ARNm del receptor c-Met en el cáncer gástrico","Amemiya, Hideki, Peña, Alix, Chiurillo, Miguel, Moscoso, Jaime, Useche, Alejandro, Baffi, Raúl","Investigación Clínica; 54(3); 284-298","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300006&lang=pt" 
"S0535-51332013000300009-ven","Autofagia y respuesta inmunitaria","Peña-Sanoja, María Johanna, De Sanctis, Juan Bautista","Investigación Clínica; 54(3); 325-337","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300009&lang=pt" 
"S0535-51332013000300008-ven","Factores que participan en la interacción huésped-agente patógeno en el riesgo de Linfoma de Hodgkin inducido por el virus Epstein Barr","Torres Espíndola, Luz María, Arellano Galindo, José, Velazquez Cruz, Rafael, Castillejos López, Manuel de Jesús","Investigación Clínica; 54(3); 311-324","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300008&lang=pt" 
"S0798-72692013000300005-ven","Efecto de la adición de electrólitos en agua y alimento sobre algunas variables productivas y sanguíneas en pollos de engorde bajo condiciones de estrés calórico","Farfán López, Charly, Rossini, Mario, De Basilio, Vasco","Zootecnia Tropical; 31(3); 225-234","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300005&lang=pt" 
"S0535-51332013000300010-ven","Estudio clínico-epidemiológico de coccidiosis intestinales en una población rural de región semiárida del estado Falcón, Venezuela","","Investigación Clínica; 54(3); 338-341","Investigación Clínica","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0535-51332013000300010&lang=pt" 
"S0798-72692013000300008-ven","Aditivos en el agua durante el transporte de Piaractus mesopotamicus: Efectos sobre la sobrevivencia después de haber sido mantenidos en jaulas de cultivo","Klein, Sidnei, Wolff Bueno, Guilherme, Kleber Lorenz, Evandro, Diemer, Odair, Feiden, Aldi, Boscolo, Wilson Rogério","Zootecnia Tropical; 31(3); 255-257","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300008&lang=pt" 
"S0798-72692013000300001-ven","Producción de harina de Spirulina máxima para ser empleada como ingrediente en la elaboración de dietas para peces","Rincón Rodríguez, David D., Semprún Avendaño, Abraham M., Dávila Ojeda, Martín J., Velásquez Gonzalez, Humberto A., Morales Avendaño, Ever D., Hernández Rangel, Jim L.","Zootecnia Tropical; 31(3); 187-192","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300001&lang=pt" 
"S0798-72692013000300002-ven","Perfil leucocitario en becerros anémicos infectados naturalmente con nematodos gastrointestinales","Barrios, Mariana, Sandoval, Espartaco, Borges, Jorge A, Sánchez, Darwin, Bastardo Rondón, Yanireth, Márquez, Oswaldo, Dávila, Lisbeth","Zootecnia Tropical; 31(3); 193-200","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300002&lang=pt" 
"S0798-72692013000300003-ven","Estudio fenotípico del bovino criollo Casanare biotipo Araucano. Análisis zoométrico","Salamanca Carreño, Arcesio, Crosby Granados, René Alejandro","Zootecnia Tropical; 31(3); 201-208","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300003&lang=pt" 
"S0798-72692013000300004-ven","Aplicación del índice de confort térmico como estimador del estrés calórico en la producción pecuaria de la Mesa de Guanipa, Anzoátegui, Venezuela","Olivares, Barlin Orlando, Guevara, Eunice, Oliveros, Yngrid, López, Luis","Zootecnia Tropical; 31(3); 209-224","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300004&lang=pt" 
"S0798-72692013000300006-ven","Estrategias alimenticias en el levantamiento de Postlarvas de Coporo (Prochilodus mariae) para una producción sustentable","Hernández, Glenn M, González, José A., Matute, Irana, Araujo, María, Linares, Zoraida, Pacheco, Dinora, Ramirez, Lismar, Arvelaez, Yuraima, Palma, Yudith","Zootecnia Tropical; 31(3); 235-242","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300006&lang=pt" 
"S0798-72692013000300007-ven","Polinización de tomate, calabacín y pepino, con Meliponinos y Apis mellifera en invernaderos","Manrique, Antonio José, Blanco, José Luis","Zootecnia Tropical; 31(3); 243-254","Zootecnia Tropical","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692013000300007&lang=pt" 
"S1029-30432013000300008-cub","Cromomicosis. Presentación de un paciente","González Escudero, Mabel, Morales Piñeiro, Sergio, Morales Morera, Tatiana","Medicentro Electrónica; 17(3); 133-137","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300008&lang=pt" 
"S1029-30432013000300009-cub","Pertinencia del enfoque bioético en los protocolos de actuación para la terapia celular","Arce González, Manuel Antonio, Hernández Moreno, Vicente José, Peñate Gaspar, Arelys de la Caridad","Medicentro Electrónica; 17(3); 138-140","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300009&lang=pt" 
"S1029-30432013000300005-cub","Promoción de salud mediante la aplicación de programas educativos: Experiencias de un decenio","Cabrera Llano, Silvia, Gálvez Moya, Maydelis, Ramos Hurtado, Isabel","Medicentro Electrónica; 17(3); 125-127","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300005&lang=pt" 
"S1029-30432013000300004-cub","Atención obstétrica de la brigada médica cubana en el hospital “Referal Baucau” de Timor Leste","Escobar Cabrera, Nilda María, Mpelumbe Escobar, Franklin, Beltrán González, Benita Mavel, López Espinosa, Guillermo José, Pérez Hernández, Milena, Hernández Díaz, Danay","Medicentro Electrónica; 17(3); 117-124","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300004&lang=pt" 
"S1029-30432013000300007-cub","El uso del inglés médico: algunos errores frecuentes en su traducción","López Díaz, Lídice","Medicentro Electrónica; 17(3); 130-132","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300007&lang=pt" 
"S1029-30432013000300006-cub","Enfermedades bucales en niños de la escuela “Fabio Fuentes Moreira” de Santa Clara, Villa Clara","Jova García, Alexander, Cabrera Llano, Silvia, Díaz Hernández, Zulma","Medicentro Electrónica; 17(3); 128-129","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300006&lang=pt" 
"S1029-30432013000300001-cub","Junto al derecho, el deber de cuidar la salud","Aparicio Suárez, José Luis","Medicentro Electrónica; 17(3); 100-101","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300001&lang=pt" 
"S1029-30432013000300003-cub","Factores biomecánicos en el estado de las rehabilitaciones implantosoportadas de carga inmediata","Zurbano Cobas, Anabel","Medicentro Electrónica; 17(3); 110-116","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300003&lang=pt" 
"S1029-30432013000300002-cub","Comportamiento de algunos indicadores del Programa Materno Infantil en Villa Clara durante los años 2011-2012","Rodríguez López, Justo F., Rodríguez González, Barbarita","Medicentro Electrónica; 17(3); 102-109","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000300002&lang=pt" 
"S0123-93922013000300001-col","Nuevo Comité Editorial en Infectio","Gómez Marín, Jorge Enrique","Infectio; 17(3); 121-121","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300001&lang=pt" 
"S0123-93922013000300006-col","Celulitis por Streptococcus equi: reporte de caso y revisión de la literatura","García Casallas, Julio César, Cuervo Millán, Francisco, Kling, Luis Felipe, Palencia Boada, M. Angelica","Infectio; 17(3); 160-162","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000300006&lang=pt" 
