"S0482-50042012000100014-scl","Níveis séricos elevados de homocisteína em pacientes pediátricos com fenômeno de Raynaud primário","Kutilek, Stepan, Nemec, Vladimir, Bockayova, Eva","Revista Brasileira de Reumatologia; 52(1); 128-130","Revista Brasileira de Reumatologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042012000100014&lang=pt" 
"S0100-879X2012000200002-scl","BC047440 antisense eukaryotic expression vectors inhibited HepG2 cell proliferation and suppressed xenograft tumorigenicity","Zheng, Lu, Liang, Ping, Zhou, JianBo, Huang, XiaoBing, Wen, Yu, Wang, Zheng, Li, Jing","Brazilian Journal of Medical and Biological Research; 45(2); 97-103","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200002&lang=pt" 
"S0100-879X2012000200006-scl","Viability of mesenchymal stem cells during electrospinning","Zanatta, G., Steffens, D., Braghirolli, D.I., Fernandes, R.A., Netto, C.A., Pranke, P.","Brazilian Journal of Medical and Biological Research; 45(2); 125-130","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200006&lang=pt" 
"S0100-879X2012000200007-scl","The miR-17-92 cluster regulates FOG-2 expression and inhibits proliferation of mouse embryonic cardiomyocytes","Xiang, Rui, Lei, Han, Chen, Mianzhi, Li, Qinwei, Sun, Huan, Ai, Jianzhong, Chen, Tielin, Wang, Honglian, Fang, Yin, Zhou, Qin","Brazilian Journal of Medical and Biological Research; 45(2); 131-138","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200007&lang=pt" 
"S0100-879X2012000200010-scl","Use of the polymerase chain reaction to detect Mycobacterium leprae in urine","Caleffi, K.R., Hirata, R.D.C., Hirata, M.H., Caleffi, E.R., Siqueira, V.L.D., Cardoso, R.F.","Brazilian Journal of Medical and Biological Research; 45(2); 153-157","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200010&lang=pt" 
"S0100-879X2012000200004-scl","Expression and characterization of an N-truncated form of the NifA protein of Azospirillum brasilense","Nishikawa, C.Y., Araújo, L.M., Kadowaki, M.A.S., Monteiro, R.A., Steffens, M.B.R., Pedrosa, F.O., Souza, E.M., Chubatsu, L.S.","Brazilian Journal of Medical and Biological Research; 45(2); 113-117","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200004&lang=pt" 
"S0100-879X2012000200011-scl","Vancomycin-resistant enterococcus outbreak in a pediatric intensive care unit: report of successful interventions for control and prevention","Carmona, F., Prado, S.I., Silva, M.F.I., Gaspar, G.G., Bellissimo-Rodrigues, F., Martinez, R., Matsuno, A.K., Carlotti, A.P.C.P.","Brazilian Journal of Medical and Biological Research; 45(2); 158-162","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200011&lang=pt" 
"S0100-879X2012000200003-scl","Distribution of human immunodeficiency virus type 1 subtypes in the state of Amazonas, Brazil, and subtype C identification","Cunha, L.K.H., Kashima, S., Amarante, M.F.C., Haddad, R., Rodrigues, E.S., Silva, K.L.T., Lima, T.A., Castro, D.B., Brito, F.C., Almeida, E.G., Covas, D.T., Malheiro, A.","Brazilian Journal of Medical and Biological Research; 45(2); 104-112","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200003&lang=pt" 
"S0103-90162012000100001-scl","Association of CSSM066 and ILSTS011 microsatellite markers and thyroglobulin gene SNP with backfat in Canchim cattle","Veneroni, Gisele Batista, Meirelles, Sarah Laguna, Oliveira, Henrique Nunes de, Alencar, Maurício Mello de, Gasparin, Gustavo, Gouveia, João José de Simoni, Cervini, Marcelo, Regitano, Luciana Correia de Almeida","Scientia Agricola; 69(1); 1-5","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100001&lang=pt" 
"S0103-90162012000100002-scl","Fractal analysis of agricultural nozzles spray","Agüera, Francisco, Nuyttens, David, Carvajal, Fernando, Sánchez-Hermosilla, Julián","Scientia Agricola; 69(1); 6-12","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100002&lang=pt" 
"S0103-90162012000100003-scl","Prunus hybrids rootstocks for flat peach","Legua, Pilar, Pinochet, Jorge, Moreno, María Ángeles, Martínez, Juan José, Hernández, Francisca","Scientia Agricola; 69(1); 13-18","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100003&lang=pt" 
"S0103-90162012000100006-scl","Horse grazing systems: understory biomass and plant biodiversity of a Pinus radiata stand","Rigueiro-Rodríguez, Antonio, Mouhbi, Rabia, Santiago-Freijanes, José Javier, González-Hernández, María del Pilar, Mosquera-Losada, María Rosa","Scientia Agricola; 69(1); 38-46","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100006&lang=pt" 
"S0103-90162012000100007-scl","Structure of genetic diversity of Bemisia tabaci (Genn.) (Hemiptera: Aleyrodidae) populations in Brazilian crops and locations","Fontes, Fernanda von Hertwig Mascarenhas, Colombo, Carlos Augusto, Lourenção, André Luiz","Scientia Agricola; 69(1); 47-53","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100007&lang=pt" 
"S0103-90162012000100008-scl","Heavy metals in vegetables and potential risk for human health","Guerra, Fernando, Trevizam, Anderson Ricardo, Muraoka, Takashi, Marcante, Nericlenes Chaves, Canniatti-Brazaca, Solange Guidolin","Scientia Agricola; 69(1); 54-60","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100008&lang=pt" 
"S0103-90162012000100009-scl","Soil profile, relief features and their relation to structure and distribution of Brazilian Atlantic rain forest trees","Guilherme, Frederico Augusto Guimarães, Ferreira, Tiago Osório, Assis, Marco Antonio, Torrado, Pablo Vidal, Morellato, Leonor Patrícia Cerdeira","Scientia Agricola; 69(1); 61-69","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100009&lang=pt" 
"S0103-90162012000100004-scl","Seed-borne pathogens and electrical conductivity of soybean seeds","Wain-Tassi, Adriana Luiza, Santos, Juliana Faria dos, Panizzi, Rita de Cássia, Vieira, Roberval Daiton","Scientia Agricola; 69(1); 19-25","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100004&lang=pt" 
"S0103-90162012000100011-scl","Dairy cow monitoring by RFID","Stankovski, Stevan, Ostojic, Gordana, Senk, Ivana, Rakic-Skokovic, Marija, Trivunovic, Snezana, Kucevic, Denis","Scientia Agricola; 69(1); 75-80","Scientia Agricola","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162012000100011&lang=pt" 
"S0100-879X2012000200008-scl","Effect of lipoarabinomannan from Mycobacterium avium subsp avium in Freund’s incomplete adjuvant on the immune response of cattle","Colavecchia, S.B., Jolly, A., Fernández, B., Fontanals, A.M., Fernández, E., Mundo, S.L.","Brazilian Journal of Medical and Biological Research; 45(2); 139-146","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200008&lang=pt" 
"S0100-879X2012000200012-scl","Angiotensin II type 1 receptor blockade partially attenuates hypoxia-induced pulmonary hypertension in newborn piglets: relationship with the nitrergic system","Camelo Jr., J.S., Martins, A.R., Rosa, E., Ramos, S.G., Hehre, D., Bancalari, E., Suguihara, C.","Brazilian Journal of Medical and Biological Research; 45(2); 163-171","Brazilian Journal of Medical and Biological Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2012000200012&lang=pt" 
"S1413-86702012000100003-scl","Risk factors of renal scars in children with acute pyelonephritis","Ehsanipour, Fahimeh, Gharouni, Minoo, Rafati, Ali Hoseinpoor, Ardalan, Maryam, Bodaghi, Neda, Otoukesh, Hasan","Brazilian Journal of Infectious Diseases; 16(1); 15-18","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000100003&lang=pt" 
"S0365-05962012000700001-scl","Evolução histórica dos Anais Brasileiros de Dermatologia em paralelo aos 100 anos da Sociedade Brasileira de Dermatologia","Costa, Izelda Maria Carvalho","Anais Brasileiros de Dermatologia; 87(1); 7-7","Anais Brasileiros de Dermatologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962012000700001&lang=pt" 
"S1413-86702012000100023-scl","Clinical investigation for infections caused by Enterobacteriaceae in intensive care unit of Anhui, China","Sun, Jing, Hu, Li-Fen, Wang, Min, Shi, Wei, Xu, Xi-Hai, Cheng, Jun, Ma, Tai, Luo, Xiao-Ming, Wang, Zhong-Xin, Ye, Ying, Li, Jia-Bin","Brazilian Journal of Infectious Diseases; 16(1); 109-110","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000100023&lang=pt" 
"S1413-86702012000100018-scl","Autoimmune features caused by dengue fever: a case report","Jardim, Denis Leonardo Fontes, Tsukumo, Daniela Miti Lemos, Angerami, Rodrigo N., Carvalho Filho, Marco Antonio de, Saad, Mário José Abdalla","Brazilian Journal of Infectious Diseases; 16(1); 92-95","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000100018&lang=pt" 
"S0102-311X2012000200004-scl","Pesquisa sobre Condições de Saúde Bucal da População Brasileira (SBBrasil 2003): determinação dos pesos amostrais e das informações estruturais da amostra","Queiroz, Rejane Christine de Sousa, Portela, Margareth Crisóstomo, Silva, Pedro Luis do Nascimento, Vasconcellos, Mauricio Teixeira Leite de","Cadernos de Saúde Pública; 28(2); 239-255","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200004&lang=pt" 
"S0102-311X2012000200005-scl","Concordância entre informações do Cartão da Gestante e da memória materna sobre assistência pré-natal","Santos Neto, Edson Theodoro dos, Leal, Maria do Carmo, Oliveira, Adauto Emmerich, Zandonade, Eliana, Gama, Silvana Granado Nogueira da","Cadernos de Saúde Pública; 28(2); 256-266","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200005&lang=pt" 
"S0102-311X2012000200006-scl","Distribuição espacial e temporal da tuberculose em indígenas e não indígenas de Rondônia, Amazônia Ocidental, Brasil","Melo, Tatiana Eustáquia Magalhães de Pinho, Resendes, Ana Paula da Costa, Souza-Santos, Reinaldo, Basta, Paulo Cesar","Cadernos de Saúde Pública; 28(2); 267-280","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200006&lang=pt" 
"S0102-311X2012000200007-scl","Custo-efetividade da escovação dental supervisionada convencional e modificada na prevenção da cárie em molares permanentes de crianças de 5 anos de idade","Frazão, Paulo","Cadernos de Saúde Pública; 28(2); 281-290","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200007&lang=pt" 
"S0102-311X2012000200009-scl","Risco de suicídio e comportamentos de risco à saúde em jovens de 18 a 24 anos: um estudo descritivo","Ores, Liliane da Costa, Quevedo, Luciana de Avila, Jansen, Karen, Carvalho, Adriana Bezerra de, Cardoso, Taiane Azevedo, Souza, Luciano Dias de Mattos, Pinheiro, Ricardo Tavares, Silva, Ricardo Azevedo da","Cadernos de Saúde Pública; 28(2); 305-312","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200009&lang=pt" 
"S0102-311X2012000200010-scl","Análise espacial da vulnerabilidade social da gravidez na adolescência","Ferreira, Rosiane Araújo, Ferriani, Maria das Graças Carvalho, Mello, Débora Falleiros de, Carvalho, Ione Pinto de, Cano, Maria Aparecida, Oliveira, Luiz Antônio de","Cadernos de Saúde Pública; 28(2); 313-323","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200010&lang=pt" 
"S0102-311X2012000200011-scl","Posição socioeconômica e duração do benefício por incapacidade devido a doenças musculoesqueléticas relacionadas ao trabalho","Souza, Norma Suely Souto, Santana, Vilma Sousa","Cadernos de Saúde Pública; 28(2); 324-334","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200011&lang=pt" 
"S0102-311X2012000200013-scl","Deficiência de iodo e fatores associados em lactentes e pré-escolares de um município do semiárido de Minas Gerais, Brasil, 2008","Macedo, Mariana de Souza, Teixeira, Romero Alves, Bonomo, Élido, Silva, Camilo Adalton Mariano da, Silva, Marcelo Eustáquio da, Sakurai, Emília, Carneiro, Mariângela, Lamounier, Joel Alves","Cadernos de Saúde Pública; 28(2); 346-356","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200013&lang=pt" 
"S0102-311X2012000200014-scl","Articulação entre serviços públicos de saúde nos cuidados voltados à saúde mental infantojuvenil","Delfini, Patricia Santos de Souza, Reis, Alberto Olavo Advincula","Cadernos de Saúde Pública; 28(2); 357-366","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200014&lang=pt" 
"S0102-311X2012000200015-scl","Validations of the Brazilian version of the Early Childhood Oral Health Impact Scale (ECOHIS)","Martins-Júnior, Paulo Antônio, Ramos-Jorge, Joana, Paiva, Saul Martins, Marques, Leandro Silva, Ramos-Jorge, Maria Letícia","Cadernos de Saúde Pública; 28(2); 367-374","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012000200015&lang=pt" 
"S1413-81232012010300001-spa","","Rocha, Sheila Sotelino da","Ciência &amp; Saúde Coletiva; 17(2); -","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012010300001&lang=pt" 
"S1413-81232012000200005-spa","A saúde no licenciamento ambiental: uma proposta metodológica para a avaliação dos impactos da indústria de petróleo e gás","Barbosa, Eduardo Macedo, Barata, Matha Macedo de Lima, Hacon, Sandra de Souza","Ciência &amp; Saúde Coletiva; 17(2); 299-310","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000200005&lang=pt" 
"S1413-81232012000200013-spa","Smoking among undergraduate students in the area of health","Granville-Garcia, Ana Flávia, Sarmento, Dmitry José de Santana, Santos, Jalber Almeida, Pinto, Tássia Almeida, Sousa, Raulison Vieira de, Cavalcanti, Alessandro Leite","Ciência &amp; Saúde Coletiva; 17(2); 389-396","Ciência &amp; Saúde Coletiva","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000200013&lang=pt" 
"S1413-81232012000200011-spa","Indicadores para Centros de Referência em Saúde do Trabalhador: proposição de um sistema de acompanhamento de serviços de saúde","Jacques, Camila Corrêa, Milanez, Bruno, Mattos, Rita de Cássia Oliveira da Costa","Ciência &amp; Saúde Coletiva; 17(2); 369-378","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000200011&lang=pt" 
"S1413-81232012000200025-spa","Cuidado e doença crônica: visão do cuidador familiar no Nordeste brasileiro","Pinto, Juliana Maria de Sousa, Nations, Marilyn Kay","Ciência &amp; Saúde Coletiva; 17(2); 521-530","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000200025&lang=pt" 
"S1413-81232012000200028-spa","A integralidade da atenção à saúde como eixo da organização tecnológica nos serviços","Bonfada, Diego, Cavalcante, José Rodolfo Lopes de Paiva, Araújo, Dayane Pessoa de, Guimarães, Jacileide","Ciência &amp; Saúde Coletiva; 17(2); 555-560","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000200028&lang=pt" 
"S0074-02762012000100022-scl","Erratum","","Memórias do Instituto Oswaldo Cruz; 107(1); -","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100022&lang=pt" 
"S0074-02762012000100012-scl","Comparison of two PCR methods for detection of Leptospira interrogans in formalin-fixed and paraffin-embedded tissues","D&#039;Andrea, Aleco, Martinez, Yarelys Zamora, Alduina, Rosa, Monteverde, Vincenzo, Molina, Carmen Fernandez, Vitale, Maria","Memórias do Instituto Oswaldo Cruz; 107(1); 85-88","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100012&lang=pt" 
"S0074-02762012000100004-scl","Genetic polymorphism in Taenia solium metacestodes from different Brazilian geographic areas","Barcelos, Ivanildes Solange da Costa, Souza, Maria Aparecida, Pena, Janethe Deolinda de Oliveira, Machado, Gleyce Alves, Moura, Lísia Gomes Martins de, Costa-Cruz, Julia Maria","Memórias do Instituto Oswaldo Cruz; 107(1); 24-30","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100004&lang=pt" 
"S0074-02762012000100014-scl","HIV-1 tropism and CD4 T lymphocyte recovery in a prospective cohort of patients initiating HAART in Ribeirão Preto, Brazil","Lanca, Andre Minhoto, Collares, Jeova Keny Baima, Ferreira, João Leandro de Paula, Lima, Danielle Malta, Brigido, Luis Fernando de Macedo, Rodrigues, Rosangela, Fonseca, Benedito Antonio Lopes da","Memórias do Instituto Oswaldo Cruz; 107(1); 96-101","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100014&lang=pt" 
"S0074-02762012000100013-scl","Establishment and characterisation of a new cell line derived from Culex quinquefasciatus (Diptera: Culicidae)","Segura, Nidya A, Santamaría, Erika, Cabrera, Olga L, Bello, Felio","Memórias do Instituto Oswaldo Cruz; 107(1); 89-95","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100013&lang=pt" 
"S0074-02762012000100008-scl","Risk factors for vancomycin-resistant enterococci colonisation in critically ill patients","Batistão, Deivid William da Fonseca, Gontijo-Filho, Paulo Pinto, Conceição, Natália, Oliveira, Adriana Gonçalves de, Ribas, Rosineide Marques","Memórias do Instituto Oswaldo Cruz; 107(1); 57-63","Memórias do Instituto Oswaldo Cruz","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762012000100008&lang=pt" 
"S0102-36162012000100001-scl","Atualização no diagnóstico e tratamento das lesões condrais do joelho","Cavalcanti Filho, Marcantonio Machado da Cunha, Doca, Daniel, Cohen, Moisés, Ferretti, Mário","Revista Brasileira de Ortopedia; 47(1); 12-20","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100001&lang=pt" 
"S0102-36162012000100012-scl","Eficácia do aprendizado da videoartroscopia em modelos sintéticos","Dal Molin, Fabio Farina, Mothes, Fernando Carlos, Feder, Marta Goldman","Revista Brasileira de Ortopedia; 47(1); 83-91","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100012&lang=pt" 
"S0102-36162012000100013-scl","Análise biomecânica e histológica de tendões flexores reparados em coelhos usando três técnicas de sutura (quatro e seis passadas) com mobilização ativa precoce","Severo, Antônio Lourenço, Arenhart, Rodrigo, Silveira, Daniela, Ávila, Aluísio Otávio Vargas, Berral, Francisco José, Lemos, Marcelo Barreto, Piluski, Paulo César Faiad, Lech, Osvandré Luís Canfield, Fukushima, Walter Yoshinori","Revista Brasileira de Ortopedia; 47(1); 92-101","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100013&lang=pt" 
"S0102-36162012000100004-scl","Resultados funcionais e radiológicos a longo prazo da fixação percutânea das fraturas da extremidade distal do rádio","Pardini Júnior, Arlindo Gomes, Bufáiçal, Henrique Gubert Freua, Freitas, Afrânio Donato de, Chaves, Antonio Barbosa","Revista Brasileira de Ortopedia; 47(1); 31-36","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100004&lang=pt" 
"S0100-06832012000100003-scl","Mycorrhizal effectiveness on physic nut as influenced by phosphate fertilization levels","Balota, Elcio Liborio, Machineski, Oswaldo, Scherer, Alexandra","Revista Brasileira de Ciência do Solo; 36(1); 23-32","Revista Brasileira de Ciência do Solo","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100003&lang=pt" 
"S0100-06832012000100008-scl","Intervalo hídrico ótimo como indicador de melhoria da qualidade estrutural de latossolo degradado","Lima, Vico Mendes Pereira, Oliveira, Geraldo César de, Serafim, Milson Evaldo, Curi, Nilton, Evangelista, Antônio Ricardo","Revista Brasileira de Ciência do Solo; 36(1); 71-78","Revista Brasileira de Ciência do Solo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100008&lang=pt" 
"S0100-06832012000100007-scl","Soil physical properties and sugarcane root growth in a red oxiso","Baquero, José Euripides, Ralisch, Ricardo, Medina, Cristiane de Conti, Tavares Filho, João, Guimarães, Maria de Fátima","Revista Brasileira de Ciência do Solo; 36(1); 63-70","Revista Brasileira de Ciência do Solo","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100007&lang=pt" 
"S0100-06832012000100011-scl","Frações de carbono orgânico de um latossolo húmico sob diferentes usos no agreste brasileiro","Pessoa, Priscila Maria de Aquino, Duda, Gustavo Pereira, Barros, Raquel Bezerra de, Freire, Maria Betânia Galvão dos Santos, Nascimento, Clístenes Willians Araújo do, Correa, Marcelo Metri","Revista Brasileira de Ciência do Solo; 36(1); 97-104","Revista Brasileira de Ciência do Solo","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100011&lang=pt" 
"S0100-06832012000100024-scl","Deficiency symptoms and uptake of micronutrients by castor bean grown in nutrient solution","Lavres Junior, José, Cabral, Cleusa Pereira, Rossi, Mônica Lanzoni, Nogueira, Thiago Assis Rodrigues, Nogueira, Neusa de Lima, Malavolta, Eurípedes","Revista Brasileira de Ciência do Solo; 36(1); 233-242","Revista Brasileira de Ciência do Solo","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100024&lang=pt" 
"S0100-06832012000100025-scl","Runoff and sediment transport in a degraded area","Thomaz, Edivaldo Lopes","Revista Brasileira de Ciência do Solo; 36(1); 243-252","Revista Brasileira de Ciência do Solo","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-06832012000100025&lang=pt" 
"S1020-49892012000200011-spa","Salud: un sistema complejo adaptativo","Toro-Palacio, Luis Fernando, Ochoa-Jaramillo, Francisco Luis","Revista Panamericana de Salud Pública; 31(2); 161-165","Revista Panamericana de Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000200011&lang=pt" 
"S1020-49892012000200009-spa","La práctica restaurativa atraumática: una alternativa dental bien recibida por los niños","Aguirre Aguilar, Antonio Armando, Rios Caro, Teresa Etelvina, Huamán Saavedra, Jorge, França, Cristiane Miranda, Fernandes, Kristianne Porta Santos, Mesquita-Ferrari, Raquel Agnelli, Bussadori, Sandra Kalil","Revista Panamericana de Salud Pública; 31(2); 148-152","Revista Panamericana de Salud Pública","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892012000200009&lang=pt" 
"S0102-36162012000100002-scl","Pseudartrose congênita de clavícula","Figueiredo, Marina Juliana Pita Sassioto Silveira de, Braga, Susana dos Reis, Akkari, Miguel, Prado, José Carlos Lopes, Santili, Cláudio","Revista Brasileira de Ortopedia; 47(1); 21-26","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100002&lang=pt" 
"S0102-36162012000100007-scl","Estudo comparativo da reconstrução do LCA com o posicionamento anatômico dos túneis entre o tendão patelar e os tendões flexores","Pádua, Vitor Barion Castro de, Maldonado, Hilário, Vilela, Júlio César Rodrigues, Provenza, Alexandre Ribeira, Monteiro, Cleverson, Oliveira Neto, Heleno Cavalcante de","Revista Brasileira de Ortopedia; 47(1); 50-56","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100007&lang=pt" 
"S0102-36162012000100008-scl","Reconstrução do ligamento cruzado posterior com enxerto autólogo do tendão do músculo semitendinoso duplo e do terço médio do tendão do quadríceps em duplo túnel no fêmur e único na tíbia: resultados clínicos em dois anos de seguimento","Cury, Ricardo de Paula Leite, Severino, Nilson Roberto, Camargo, Osmar Pedro Arbix, Aihara, Tatsuo, Oliveira, Victor Marques de, Avakian, Roger","Revista Brasileira de Ortopedia; 47(1); 57-65","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100008&lang=pt" 
"S0102-36162012000100010-scl","Dor na ponta da haste após revisão de artroplastia total de joelho","Albino, Rômulo Ballarin, Santos, Lívia Souza, Gobbi, Riccardo Gomes, Iamaguchi, Maurício, Demange, Marco Kawamura, Tirico, Luis Eduardo, Pécora, José Ricardo","Revista Brasileira de Ortopedia; 47(1); 73-76","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100010&lang=pt" 
"S0102-36162012000100011-scl","Qualidade de vida e o contexto social de pacientes submetidos à artroplastia total primária do joelho","Oliveira, Marcelo Parente, Ferreira, Aurora Marcionila de Assunção, Cordeiro, Roberta Xavier Ramos, Lima, Jairo de Andrade","Revista Brasileira de Ortopedia; 47(1); 77-82","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100011&lang=pt" 
"S0102-36162012000100015-scl","Estudo comparativo entre anestesia espinhal e anestesia local com infusão de propofol para artroscopia do joelho","Silva, Robson Rocha da, Matos, Marcos Almeida, Madureira, Gleise, Santos, Indiara Gouveia dos","Revista Brasileira de Ortopedia; 47(1); 108-112","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100015&lang=pt" 
"S0102-36162012000100016-scl","Sistema MINUS® - técnica minimamente invasiva para o tratamento das fraturas transtrocanterianas do fêmur","Sawaia, Rogério Naim, Belangero, William Dias","Revista Brasileira de Ortopedia; 47(1); 113-117","Revista Brasileira de Ortopedia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162012000100016&lang=pt" 
