"S1516-14982003000200009-scl","Futuro anterior","Costa-Moura, Fernanda","Ágora: Estudos em Teoria Psicanalítica; 6(2); 321-323","Ágora: Estudos em Teoria Psicanalítica","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14982003000200009&lang=pt" 
"S0864-215X2003000100005-cub","Correlación eco-gammagráfica en la enfermedad de Legg-Calvé-Perthes","Rodríguez Vázquez, Matilde, Marrero Riverón, Luis Oscar, Álvarez Cambras, Rodrigo, San Anastacio, Zenón de la Cruz, Roché Egües, Hilda Elena, Quintana Rodríguez, Francisco José, Hernández Espinosa, Orlando","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 27-36","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100005&lang=pt" 
"S0864-215X2003000100006-cub","Reintervenciones en fijación externa ósea","Escarpanter Buliés, Julio C","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 37-41","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100006&lang=pt" 
"S0864-215X2003000100007-cub","Artrodesis triple del pie","Labrado Berea, Galia de la Caridad, Quintana Rodríguez, Francisco, Marrero Riverón, Luis Oscar, Remón Dávila, Xiomara de Jesús, Guerra Ordóñez, Carlos Alberto, García Estrada, Elsa María","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 42-46","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100007&lang=pt" 
"S0864-215X2003000100008-cub","Oxigenación hiperbárica en el tratamiento de la enfermedad de Legg-Calvé-Perthes","Morales Cudello, Solerme, Junco Sánchez, Reinaldo, Gálvez Álvarez, María Coralina, García Delgado, Boris Luis, Rodríguez González, Wenceslao, Castellanos Gutiérrez, Rafael","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 47-52","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100008&lang=pt" 
"S0864-215X2003000100009-cub","Experiencia en tumores malignos en el Complejo Científico Ortopédico Internacional “Frank País”","Tamayo Figueroa, Alicia, Chao Carrasco, Lina, Cárdenas Centeno, Orlando de, Escandón León, Frank, Reyes Álvarez, Joel","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 53-56","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100009&lang=pt" 
"S0864-215X2003000100010-cub","Influencia de la corrección del metatarso primo varo en la cirugía del hallux valgus","Labrado Berea, Galia de la Caridad, Marrero Riverón, Luis Oscar, García Estrada, Elsa María, Remón Dávila, Xiomara de Jesús, Roché Egües, Hilda Elena, Guzmán Vázquez, Mariela, Roche Sánchez, Jorge Luis","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 57-61","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100010&lang=pt" 
"S0864-215X2003000100011-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 62-68","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100011&lang=pt" 
"S0864-215X2003000100012-cub","Correlação entre neumoartrografia e artrotomia em lesões de menisco","Escarpanter Buliés, Julio César, Pi Gómez, Agustín","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 69-72","Revista Cubana de Ortopedia y Traumatología","Português","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100012&lang=pt" 
"S0864-215X2003000100013-cub","Displasia del desarrollo de la cadera en la atención primaria","Pérez Hernández, Luis Miguel, Mesa Olán, Alberto, Calzado Calderón, Ragnar, Pérez Charbonier, Caridad","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 73-78","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100013&lang=pt" 
"S0864-215X2003000100014-cub","Sepsis del trayecto de los alambres de transfixión en fijación externa ósea","Escarpanter Buliés, Julio C","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 79-82","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100014&lang=pt" 
"S0864-215X2003000100015-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 83-87","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100015&lang=pt" 
"S0864-215X2003000100016-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 88-91","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100016&lang=pt" 
"S0864-215X2003000100017-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 92-95","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100017&lang=pt" 
"S0864-215X2003000100018-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 96-100","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100018&lang=pt" 
"S0864-215X2003000100019-cub","","","Revista Cubana de Ortopedia y Traumatología; 17(1-2); 101-104","Revista Cubana de Ortopedia y Traumatología","Espanhol","2003","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-215X2003000100019&lang=pt" 
"S0004-06222003000400015-ven","Nuevos libros","Chávez Pérez, José Félix","Archivos Latinoamericanos de Nutrición; 53(4); 426-426","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400015&lang=pt" 
"S0004-06222003000400008-ven","Calidad microbiológica y efecto del lavado y desinfección en vegetales pretrozados expendidos en chile","López V, Luis, Romero R, José, Duarte F, Francisco","Archivos Latinoamericanos de Nutrición; 53(4); 383-388","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400008&lang=pt" 
"S0004-06222003000400009-ven","Presencia de Escherichia coli O157: H7, Listeria monocytogenes y Salmonella spp. en alimentos de origen animal en Costa Rica.","Reuben, Alejandra, Treminio, Hellen, Arias, María Laura, Chaves, Carolina","Archivos Latinoamericanos de Nutrición; 53(4); 389-392","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400009&lang=pt" 
"S0004-06222003000400006-ven","Relación entre la antropometría materna y la ganancia de peso gestacional con el peso de nacimiento, y riesgos de peso bajo al nacer, pequeño para la edad gestacional y prematurez en una población urbana de Buenos Aires","Grandi, Carlos A","Archivos Latinoamericanos de Nutrición; 53(4); 369-375","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400006&lang=pt" 
"S0004-06222003000400007-ven","Exceso de peso y su relación con presión arterial alta en escolares y adolescentes de Medellín, Colombia","Uscátegui Peñuela, Rosa Magdalena, Pérez Giraldo, Jaime Alberto, Aristizábal Rivera, Juan Carlos, Camacho Pérez, Jesús Antonio","Archivos Latinoamericanos de Nutrición; 53(4); 376-382","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400007&lang=pt" 
"S0004-06222003000400004-ven","Deficiência da vitamina a e associações clínicas: revisão","El Beitune, Patrícia, Duarte, Geraldo, Nunes de Morais, Edson, Quintana, Silvana Maria, Vannucchi, Hélio","Archivos Latinoamericanos de Nutrición; 53(4); 355-363","Archivos Latinoamericanos de Nutrición","Português","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400004&lang=pt" 
"S0004-06222003000400005-ven","Estado de vitamina A en adolescentes embarazadas de bajo estrato socioeconómico","Barón, María Adela, Solano, Liseti, Llovera, Daisy, Peña, Evelyn","Archivos Latinoamericanos de Nutrición; 53(4); 364-368","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400005&lang=pt" 
"S0004-06222003000400002-ven","Revisión: alimentos e ingredientes funcionales derivados de la leche","R, Eryck, Hernández, Silva, Verdalet Guzmán, Iñigo","Archivos Latinoamericanos de Nutrición; 53(4); 333-347","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400002&lang=pt" 
"S0004-06222003000400003-ven","Leguminosas germinadas o fermentadas: alimentos o ingredientes de alimentos funcionales","Davila, Marbelly A., Sangronis, Elba, Granito, Marisela","Archivos Latinoamericanos de Nutrición; 53(4); 348-354","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400003&lang=pt" 
"S0004-06222003000400001-ven","Editorial","","Archivos Latinoamericanos de Nutrición; 53(4); 428-428","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400001&lang=pt" 
"S0717-92002003000300001-chl","Modelos de crecimiento diamétrico para Nothofagus obliqua","CHAUCHARD, LUIS, SBRANCIA, RENATO","Bosque (Valdivia); 24(3); 3-16","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300001&lang=pt" 
"S0717-92002003000300002-chl","Competencia entre tres especies de Nothofagus y Pseudotsuga menziesii en plantaciones mixtas jóvenes, establecidas en la precordillera andina de Valdivia","WIENSTROER, MARION, SIEBERT, HERBERT, MÜLLER-USING, BURKHARD","Bosque (Valdivia); 24(3); 17-30","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300002&lang=pt" 
"S0717-92002003000300003-chl","Análisis comparativo de cinco métodos para la estimación de precipitaciones areales anuales en períodos extremos","PIZARRO T, ROBERTO, RAMIREZ B, CLAUDIO, FLORES V, JUAN PABLO","Bosque (Valdivia); 24(3); 31-38","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300003&lang=pt" 
"S0717-92002003000300004-chl","Tableros de fibras de la madera de &quot;tornillo&quot; (Cedrelinga cateniformis Ducke): &quot;Tornillo&quot; (Cedrelinga cateniformis Ducke)","BELLIDO, , EGOAVIL-CUEVA, GRACIELA, GONZALES, ENRIQUE","Bosque (Valdivia); 24(3); 39-44","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300004&lang=pt" 
"S0717-92002003000300005-chl","Impacto ambiental temprano en la Araucanía deducido de crónicas españolas y estudios historiográficos","TORREJON, FERNANDO, CISTERNAS, MARCO","Bosque (Valdivia); 24(3); 45-55","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300005&lang=pt" 
"S0717-92002003000300006-chl","Relación entre la acumulación de días grado y el vuelo estacional de la mariposa europea del brote del pino en Esquel, Argentina","GOMEZ, CECILIA ANDREA","Bosque (Valdivia); 24(3); 57-63","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300006&lang=pt" 
"S0717-92002003000300007-chl","Análisis preliminar de la compatibilidad inter e intraespecífica de algunas especies nativas y exóticas en cultivo hidropónico","LOEWE M, VERONICA, GONZALEZ O, MARTA","Bosque (Valdivia); 24(3); 65-74","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300007&lang=pt" 
"S0717-92002003000300008-chl","Mejoramiento de la calidad fustal en plantaciones de Pseudotsuga menziesii al crecer en asociación con Acacia melanoxylon","SIEBERT W, HERBERT, VON EINSIEDEL, SOPHIE, FREIIN TRUCHSESS, AGATHA","Bosque (Valdivia); 24(3); 75-83","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300008&lang=pt" 
"S0717-92002003000300009-chl","Cinética mensual de parámetros químicos en la fase de prefloración en especies del género Nothofagus","RIVEROS, M, PEREZ, M, BAEZ, P, BAEZ, A","Bosque (Valdivia); 24(3); 85-95","Bosque (Valdivia)","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002003000300009&lang=pt" 
"S0004-06222003000400014-ven","Composición Química y Digestibilidad del Mote","Cravero, Andrea Paula, Morón Jiménez, María Joaquina, Ramón, Adriana Noemí","Archivos Latinoamericanos de Nutrición; 53(4); 418-424","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400014&lang=pt" 
"S0004-06222003000400011-ven","Propiedades funcionales de la fibra del musgo Sphagnum magellanicum y su utilización en la formulación de productos de panadería.","Villarroel, Mario, Acevedo, Carol, Yáñez, Enrique, Biolley, Edith","Archivos Latinoamericanos de Nutrición; 53(4); 400-407","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400011&lang=pt" 
"S0004-06222003000400010-ven","Avaliação do método enzímico-gravimétrico AOAC 985.29, para a determinação da fibra alimentar em grãos crus de aveia e milho","Picolli da Silva, Leila, Santorio Ciocca, Maria de Lourdes, Badiale Furlong, Eliana","Archivos Latinoamericanos de Nutrición; 53(4); 393-399","Archivos Latinoamericanos de Nutrición","Português","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400010&lang=pt" 
"S0004-06222003000400013-ven","Fibra dietética en frutas cultivadas en Chile","D, Nelly Pak","Archivos Latinoamericanos de Nutrición; 53(4); 413-417","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400013&lang=pt" 
"S0004-06222003000400012-ven","Contenido de yodo en leche de vacuno procedente de la Sierra y Costa del peru","Cárdenas Quintana, Haydeé, Gómez Bravo, Carlos, Pretell, Eduardo A","Archivos Latinoamericanos de Nutrición; 53(4); 408-412","Archivos Latinoamericanos de Nutrición","Espanhol","2003","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222003000400012&lang=pt" 
"S1405-74252003000400007-mex","La calidad del empleo regional: ¿un mecanismo para superar la pobreza?","Barba Solano, Carlos E., Pozos Ponce, Fernando","Papeles de población; 9(38); 195-212","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400007&lang=pt" 
"S1405-74252003000400001-mex","Presentación","Castillo F., Dídimo","Papeles de población; 9(38); 5-8","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400001&lang=pt" 
"S1405-74252003000400003-mex","Tendencias recientes de la pobreza con enfoque de género en América Latina","Damián, Araceli","Papeles de población; 9(38); 27-76","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400003&lang=pt" 
"S1405-74252003000400004-mex","El peso de los recursos: determinantes de la pobreza en hogares de Monclova, Aguascalientes y la Ciudad de México","Rojas García, Georgina","Papeles de población; 9(38); 77-119","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400004&lang=pt" 
"S1405-74252003000400009-mex","La evolución del aborto en el estado de México","Mejía Modesto, Alfonso","Papeles de población; 9(38); 253-273","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400009&lang=pt" 
"S1405-74252003000400010-mex","Nuevos paradigmas de la organización del trabajo","Lara Sánchez, Miguel Ángel","Papeles de población; 9(38); 275-277","Papeles de población","Espanhol","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252003000400010&lang=pt" 
"S0213-91112003000600019-esp","Réplica del autor","Caicoya, M.","Gaceta Sanitaria; 17(6); 530-531","Gaceta Sanitaria","Espanhol","2003","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112003000600019&lang=pt" 
"S0213-91112003000600003-esp","Evaluadores del año 2003","","Gaceta Sanitaria; 17(6); 445-446","Gaceta Sanitaria","Espanhol","2003","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112003000600003&lang=pt" 
"S0001-37652003000400006-scl","Stereological tools in biomedical research","Mandarim-de-Lacerda, Carlos A.","Anais da Academia Brasileira de Ciências; 75(4); 469-486","Anais da Academia Brasileira de Ciências","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652003000400006&lang=pt" 
"S0001-37652003000400007-scl","On the pterosaur remains from the Río Belgrano formation (Barremian), Patagonian Andes of Argentina","Kellner, Alexander W.A., Aguirre-Urreta, María B., Ramos, Victor A.","Anais da Academia Brasileira de Ciências; 75(4); 487-495","Anais da Academia Brasileira de Ciências","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652003000400007&lang=pt" 
"S0102-86502003000600001-scl","Publicação impressa da Acta Cirúrgica Brasileira: apoio compartilhado","","Acta Cirurgica Brasileira; 18(6); 492-492","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600001&lang=pt" 
"S0102-86502003000600011-scl","Efeito do omeprazol e do pantoprazol sobre a regeneração hepática após hepatectomia parcial em ratos","Melo, Gustavo Barreto de, Silva, Renata Lemos, Fakhouri, Ricardo, Melo, Valdinaldo Aragão de, Lima, Sônia Oliveira","Acta Cirurgica Brasileira; 18(6); 518-526","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600011&lang=pt" 
"S0102-86502003000600009-scl","Uric acid as a monitor of oxidative stress in a random skin flap in rats","Freire, Sueli Teresinha, Ferreira, Lydia Masako, Gomes, Heitor Carvalho, Percario, Sandro","Acta Cirurgica Brasileira; 18(6); 502-508","Acta Cirurgica Brasileira","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600009&lang=pt" 
"S0102-86502003000600003-scl","Revistas brasileiras publicadoras de artigos científicos em cirurgia. II - Terminologia e atribuições adotadas pelos editores. Proposta de organograma do periódico e fluxograma do artigo","Población, Dinah Aguiar, Goldenberg, Saul, Montero, Edna Frasson de Souza, Gomes, Paulo de Oliveira, Campanatti-Ostiz, Heliane, Moreira, Márcia Bento, Santos, Aparecida Cássia dos, Pellizzon, Rosely de Fátima","Acta Cirurgica Brasileira; 18(6); 497-501","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600003&lang=pt" 
"S0102-86502003000600012-scl","Estudo comparativo de anastomoses colorretais com anel biofragmentável e com grampeador em cães submetidos à irradiação gama pré-operatória","Santos, José Mauro dos, Matos, Delcio, Fernandes, Luís César, Silva Junior, João Péricles da, Silva, Marisa Helena da, Duarte, Fabrício","Acta Cirurgica Brasileira; 18(6); 509-513","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600012&lang=pt" 
"S0102-86502003000600010-scl","Colostomia continente com esfíncter artificial de silicone: estudo em cães","Gomes, Edmundo Guilherme de Almeida, Brandt, Carlos Teixeira, Jucá, Mario Jorge, Menezes, Hunaldo Lima de","Acta Cirurgica Brasileira; 18(6); 527-533","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600010&lang=pt" 
"S0102-86502003000600013-scl","Modelo experimental de esplenectomia laparoscópica em ratos","Costa, Vanessa Alves, Oliveira, Fabrício Mascarenhas de, Oliveira Jr, Lúcio Couto de, Carreiro, Mario Castro, Guimarães, Pedro","Acta Cirurgica Brasileira; 18(6); 553-556","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600013&lang=pt" 
"S0102-86502003000600006-scl","Estudo experimental de linfonodo sentinela na mama da cadela com azul patente e Tecnécio Tc99m","Pinheiro, Luiz Gonzaga Porto, Moraes, Manoel Odorico de, Soares, Aléssia Holanda, Lopes, Adriano Jorge Teixeira, Naguére, Maria Amélia S. Pessoa, Gondim, Francisco Átila de Lira, Brandão, Carla Barbosa, Nascimento, Daiana Ciléa Honorato, Soares, João Paulo Holanda, Silva, João Marcos de Meneses e","Acta Cirurgica Brasileira; 18(6); 545-552","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600006&lang=pt" 
"S0102-86502003000600004-scl","Avaliação de dois modelos experimentais de isquemia e reperfusão cerebral em ratos com oclusão temporária carotídea associada ou não à oclusão vertebral","Tardini, Daniela Mazza Sundefeld, Yoshida, Winston Bonetti, Novelli, Ethel Lourenzi Barbosa, Sequeira, Júlio Lopes","Acta Cirurgica Brasileira; 18(6); 514-517","Acta Cirurgica Brasileira","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502003000600004&lang=pt" 
