"S1516-14392016000501033-scl","Effect of Cold Work on Cavitation Resistance of an Austenitic Stainless Steel Coating","Cruz, Juliane Ribeiro da, Henke, Sérgio Luiz, d&#039;Oliveira, Ana Sofia Clímaco Monteiro","Materials Research; 19(5); 1033-1041","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000501033&lang=pt" 
"S1806-37132016000500374-scl","Is there a rationale for pulmonary rehabilitation following successful chemotherapy for tuberculosis?","Muñoz-Torrico, Marcela, Rendon, Adrian, Centis, Rosella, D&#039;Ambrosio, Lia, Fuentes, Zhenia, Torres-Duque, Carlos, Mello, Fernanda, Dalcolmo, Margareth, Pérez-Padilla, Rogelio, Spanevello, Antonio, Migliori, Giovanni Battista","Jornal Brasileiro de Pneumologia; 42(5); 374-385","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500374&lang=pt" 
"S1517-86922016000500398-scl","DIGOXINA E VERAPAMIL INDUZEM HIPERTROFIA EM CARDIOMIÓCITOS DE RATOS SEDENTÁRIOS E/OU TREINADOS","Neves, Claodete Hasselstrom, Aguiar, Andreo Fernando, Aguiar, Danilo Henrique, Leopoldo, André Soares, Lima-Leopoldo, Ana Paula, Voltarelli, Fabrício Azevedo, Lourenço, Fabio José, Sugizaki, Mario Mateus","Revista Brasileira de Medicina do Esporte; 22(5); 398-402","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500398&lang=pt" 
"S1806-37132016000500310-scl","Randomization: beyond tossing a coin","Ferreira, Juliana Carvalho, Patino, Cecilia Maria","Jornal Brasileiro de Pneumologia; 42(5); 310-310","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500310&lang=pt" 
"S1807-25772016000500290-scl","Chronic stress associated to contraceptives use on the progression of ligature-induced periodontitis in rats","MARTINS, Débora Prado, SEMENOFF, Tereza Aparecida Delle Vedove, BORGES, Álvaro Henrique, SILVA, Natalino Francisco da, SEMENOFF-SEGUNDO, Alex","Revista de Odontologia da UNESP; 45(5); 290-296","Revista de Odontologia da UNESP","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772016000500290&lang=pt" 
"S1678-77572016000500535-scl","Prevalence and morphometric analysis of three-rooted mandibular first molars in a Brazilian subpopulation","Rodrigues, Clarissa Teles, Oliveira-Santos, Christiano de, Bernardineli, Norberti, Duarte, Marco Antonio Hungaro, Bramante, Clovis Monteiro, Minotti-Bonfante, Paloma Gagliardi, Ordinola-Zapata, Ronald","Journal of Applied Oral Science; 24(5); 535-542","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500535&lang=pt" 
"S1678-77572016000500420-scl","Sustained drug-delivery system: a promising therapy for denture stomatitis?","Neppelenbroek, Karin Hermana","Journal of Applied Oral Science; 24(5); 420-422","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500420&lang=pt" 
"S1806-37132016000500309-scl","Intracavitary nodule","Marchiori, Edson, Hochhegger, Bruno, Zanetti, Gláucia","Jornal Brasileiro de Pneumologia; 42(5); 309-309","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500309&lang=pt" 
"S1806-37132016000500348-scl","Prevalence of latent Mycobacterium tuberculosis infection in prisoners","Navarro, Pedro Daibert de, Almeida, Isabela Neves de, Kritski, Afrânio Lineu, Ceccato, Maria das Graças, Maciel, Mônica Maria Delgado, Carvalho, Wânia da Silva, Miranda, Silvana Spindola de","Jornal Brasileiro de Pneumologia; 42(5); 348-355","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500348&lang=pt" 
"S1678-77572016000500453-scl","Porosity of temporary denture soft liners containing antifungal agents","Lima, Jozely Francisca Mello, Maciel, Janaína Gomes, Hotta, Juliana, Vizoto, Ana Carolina Pero, Honório, Heitor Marques, Urban, Vanessa Migliorini, Neppelenbroek, Karin Hermana","Journal of Applied Oral Science; 24(5); 453-461","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500453&lang=pt" 
"S1517-86922016000500374-scl","QUESTIONÁRIO PARA AVALIAÇÃO DA DOR MUSCULOESQUELÉTICA EM PRATICANTES DE EXERCÍCIO (Q-ADOM)","Lima, Daiane Pereira, Sties, Sabrina Weiss, Gonzáles, Ana Inês, Bundchen, Daiana C., Aquino, Isabela Gomes, Carvalho, Tales de, Schmitt Neto, Almir, Fontes, Yolanda Gonçalves da Silva","Revista Brasileira de Medicina do Esporte; 22(5); 374-380","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500374&lang=pt" 
"S1678-77572016000500437-scl","Effects of the application techniques of self-adhesive resin cements on the interfacial integrity and bond strength of fiber posts to dentin","Pedreira, Ana Paula Ribeiro do Vale, D&#039;Alpino, Paulo Henrique Perlatti, Pereira, Patrícia Nóbrega Rodrigues, Chaves, Sasha Braun, Wang, Linda, Hilgert, Leandro, Garcia, Fernanda Cristina Pimentel","Journal of Applied Oral Science; 24(5); 437-446","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000500437&lang=pt" 
"S1517-86922016000500336-scl","VELOCIDADE AUTOSSELECIONADA E IDEAL DA CAMINHADA DE AMPUTADOS TRANSFEMORAIS: SOLO E ESTEIRA","Bona, Renata Luísa, Gomeñuka, Natalia Andrea, Santos, Artur Bonezi dos, Storniolo, Jorge, Silva, Paula Figueiredo da, Tartaruga, Leonardo Alexandre Peyré","Revista Brasileira de Medicina do Esporte; 22(5); 336-339","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500336&lang=pt" 
"S1517-86922016000500345-scl","EFFECTS OF AEROBIC TRAINING ON THE CARDIOMYOCYTES OF THE RIGHT ATRIUM OF MICE","Oliveira, Vanessa Gonçalves Coutinho de, Maifrino, Laura Beatriz Mesiano, Pithon-Curi, Tania Cristina, França, Elias de, Souza, Romeu Rodrigues de","Revista Brasileira de Medicina do Esporte; 22(5); 345-349","Revista Brasileira de Medicina do Esporte","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500345&lang=pt" 
"S1517-86922016000500412-scl","FATORES ASSOCIADOS AO USO DE SUPLEMENTOS ALIMENTARES ENTRE ATLETAS: REVISÃO SISTEMÁTICA","Nabuco, Hellen Clair Garcez, Rodrigues, Vanessa Behrends, Ravagnani, Christianne de Faria Coelho","Revista Brasileira de Medicina do Esporte; 22(5); 412-419","Revista Brasileira de Medicina do Esporte","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922016000500412&lang=pt" 
"S1806-37132016000500356-scl","Staphylococcal superantigen-specific IgE antibodies: degree of sensitization and association with severity of asthma","Elabras Filho, José, Mello, Fernanda Carvalho de Queiroz, Lupi, Omar, Bica, Blanca Elena Rios Gomes, Papi, José Angelo de Souza, França, Alfeu Tavares","Jornal Brasileiro de Pneumologia; 42(5); 356-361","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000500356&lang=pt" 
"S1413-86702016000500509-scl","Antimicrobial resistance of Pseudomonas aeruginosa in a Romanian hospital at the dawn of multidrug resistance","Gavriliu, Liana-Catalina, Popescu, Gabriel-Adrian, Popescu, Cristina","Brazilian Journal of Infectious Diseases; 20(5); 509-510","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500509&lang=pt" 
"S2359-39972016000500409-scl","Transsphenoidal pituitary surgery by microscopic or endoscopic approach: the still unsolved question of superiority","Vellutini, Eduardo de Arnaldo S.","Archives of Endocrinology and Metabolism; 60(5); 409-410","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500409&lang=pt" 
"S1679-78252016001001912-scl","Study About Buckling Phenomenon in Perforated Thin Steel Plates Employing Computational Modeling and Constructal Design Method","Helbig, Daniel, Silva, Caio Cesar Cardoso da, Real, Mauro de Vasconcellos, Santos, Elizaldo Domingues dos, Isoldi, Liércio André, Rocha, Luiz Alberto Oliveira","Latin American Journal of Solids and Structures; 13(10); 1912-1936","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001912&lang=pt" 
"S2359-39972016000500450-scl","Evolution to permanent or transient conditions in children with positive neonatal TSH screening tests in Sergipe, Brazil","Matos, Diana M., Ramalho, Roberto J. R., Carvalho, Bruno M., Almeida, Maria Augusta C. T., Passos, Luciana F. D., Vasconcelos, Talmay T. S., Melo, Enaldo V., Oliveira, Carla R. P., Santos, Elenilde G., Resende, Karla F., Aguiar-Oliveira, Manuel H.","Archives of Endocrinology and Metabolism; 60(5); 450-456","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500450&lang=pt" 
"S1679-78252016001001968-scl","Tip Deflection Determination of a Barrel for the Effect of an Accelerating Projectile Before Firing Using Finite Element and Artificial Neural Network Combined Algorithm","Koç, Mehmet Akif, Esen, İsmail, Çay, Yusuf","Latin American Journal of Solids and Structures; 13(10); 1968-1995","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001968&lang=pt" 
"S2359-39972016000500420-scl","Experience with a third-generation parathyroid hormone assay (BIO-PTH) in the diagnosis of primary hyperparathyroidism in a Brazilian population","Bonanséa, Teresa Cristina P., Ohe, Monique Nakayama, Brandão, Cynthia, Ferrer, Cláudia de Francischi, Santos, Lívia Marcela, Lazaretti-Castro, Marise, Vieira, José Gilberto Henriques","Archives of Endocrinology and Metabolism; 60(5); 420-425","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500420&lang=pt" 
"S2359-39972016000500492-scl","Risk factors analyses for lateral lymph node metastases in papillary thyroid carcinomas: a retrospective study of 356 patients","Nie, Xilin, Tan, Zhuo, Ge, MingHua, LieHaoJiang, , Wang, JiaFeng, Zheng, ChuanMing","Archives of Endocrinology and Metabolism; 60(5); 492-499","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500492&lang=pt" 
"S1679-78252016001001866-scl","Nonlinear Vibrations of Cantilever Timoshenko Beams: A Homotopy Analysis","Shahlaei-Far, Shahram, Nabarrete, Airton, Balthazar, José Manoel","Latin American Journal of Solids and Structures; 13(10); 1866-1877","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001866&lang=pt" 
"S1413-86702016000500476-scl","Antimicrobial susceptibility of Brazilian Clostridium difficile strains determined by agar dilution and disk diffusion","Fraga, Edmir Geraldo, Nicodemo, Antonio Carlos, Sampaio, Jorge Luiz Mello","Brazilian Journal of Infectious Diseases; 20(5); 476-481","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500476&lang=pt" 
"S1413-86702016000500494-scl","Quality of life and pain multidimensional aspects in individuals with HTLV-1","Macêdo, Maíra Carvalho, Mota, Renata de Sousa, Patrício, Naiane Araújo, Santos, Ana Paula Campos dos, Mendes, Selena Márcia Dubois, Dias, Cristiane Maria Carvalho Costa, Baptista, Abrahão Fontes, Sá, Katia Nunes","Brazilian Journal of Infectious Diseases; 20(5); 494-498","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500494&lang=pt" 
"S1413-86702016000500413-scl","Improving hand hygiene compliance among healthcare workers: an intervention study in a Hospital in Guizhou Province, China","Mu, Xia, Xu, Yan, Yang, Tingxiu, Zhang, Ji, Wang, Chong, Liu, Wei, Chen, Jing, Tang, Luyu, Yang, Huai","Brazilian Journal of Infectious Diseases; 20(5); 413-418","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500413&lang=pt" 
"S1679-78252016001001954-scl","Superposition of Stress Fields in Diametrically Compressed Cylinders","Rocha, João Augusto de Lima, Wahrhaftig, Alexandre de Macêdo","Latin American Journal of Solids and Structures; 13(10); 1954-1967","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001954&lang=pt" 
"S1413-86702016000500457-scl","Patients with severe accidental tetanus admitted to an intensive care unit in Northeastern Brazil: clinical–epidemiological profile and risk factors for mortality","Nóbrega, Marcus Vinícius Dantas da, Reis, Ricardo Coelho, Aguiar, Isabel Cristina Veras, Queiroz, Timóteo Vasconcelos, Lima, Ana Claudia Feitosa, Pereira, Eanes Delgado Barros, Ferreira, Raquel Feijó de Araújo","Brazilian Journal of Infectious Diseases; 20(5); 457-461","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500457&lang=pt" 
"S1679-78252016001001823-scl","Study Neo-Hookean and Yeoh Hyper-Elastic Models in Dielectric Elastomer-Based Micro-Beam Resonators","Barforooshi, Saeed Danaee, Mohammadi, Ardeshir Karami","Latin American Journal of Solids and Structures; 13(10); 1823-1837","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001823&lang=pt" 
"S1413-86702016000500444-scl","Effects of hydrogen peroxide mouthwash on preventing ventilator-associated pneumonia in patients admitted to the intensive care unit","Nobahar, Monir, Razavi, Mohammad Reza, Malek, Farhad, Ghorbani, Raheb","Brazilian Journal of Infectious Diseases; 20(5); 444-450","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500444&lang=pt" 
"S1413-86702016000500429-scl","Adherence to antiretroviral therapy of Brazilian HIV-infected children and their caregivers","Ricci, Gabriela, Netto, Eduardo Martins, Luz, Estela, Rodamilans, Cynthia, Brites, Carlos","Brazilian Journal of Infectious Diseases; 20(5); 429-436","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500429&lang=pt" 
"S1413-86702016000500437-scl","Ventilator-associated pneumonia: the influence of bacterial resistance, prescription errors, and de-escalation of antimicrobial therapy on mortality rates","Souza-Oliveira, Ana Carolina, Cunha, Thúlio Marquez, Passos, Liliane Barbosa da Silva, Lopes, Gustavo Camargo, Gomes, Fabiola Alves, Röder, Denise Von Dolinger de Brito","Brazilian Journal of Infectious Diseases; 20(5); 437-443","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500437&lang=pt" 
"S1679-78252016001001937-scl","Continuous Modeling Technique of Fiber Pullout from a Cement Matrix with Different Interface Mechanical Properties Using Finite Element Program","Friedrich, Leandro Ferreira, Wang, Chong","Latin American Journal of Solids and Structures; 13(10); 1937-1953","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001937&lang=pt" 
"S1413-86702016000500451-scl","Serum levels of vancomycin: is there a prediction using doses in mg/kg/day or m2/day for neonates?","Romanelli, Roberta Maia de Castro, Anchieta, Lêni Márcia, Fernandes, Juliana Chaves Abreu, Lima, Mariana Antunes Faria, Souza, Taís Marina de, Rosado, Viviane, Clemente, Wanessa Trindade, Camargos, Paulo Augusto Moreira","Brazilian Journal of Infectious Diseases; 20(5); 451-456","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500451&lang=pt" 
"S1679-78252016001001878-scl","Load Rate Effects in Adhesive Single Lap Joints Bonded with Epoxy/Ceramic Composites","Mattos, Heraldo da Costa, Nunes, Luiz Carlos da Silva, Monteiro, Antonio Henrique","Latin American Journal of Solids and Structures; 13(10); 1878-1892","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001878&lang=pt" 
"S1679-78252016001001893-scl","Parameters Determination of Yoshida Uemori Model Through Optimization Process of Cyclic Tension-Compression Test and V-Bending Springback","Toros, Serkan","Latin American Journal of Solids and Structures; 13(10); 1893-1911","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001893&lang=pt" 
"S2359-39972016000500479-scl","Experience with pegvisomant treatment in acromegaly in a single Brazilian tertiary reference center: efficacy, safety and predictors of response","Kasuki, Leandro, Machado, Evelyn de Oliveira, Ogino, Liana Lumi, Coelho, Maria Caroline Alves, Silva, Cintia Marques dos Santos, Wildemberg, Luiz Eduardo Armondi, Lima, Carlos Henrique Azeredo, Gadelha, Mônica R.","Archives of Endocrinology and Metabolism; 60(5); 479-485","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500479&lang=pt" 
"S2359-39972016000500486-scl","Age related endocrine patterns observed in polycystic ovary syndrome patients vs. ovulatory controls: descriptive data from a university based infertility center","Rashidi, Batool Hossein, Gorginzadeh, Mansoureh, Aalipour, Soroush, Sills, Eric Scott","Archives of Endocrinology and Metabolism; 60(5); 486-491","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500486&lang=pt" 
"S2359-39972016000500500-scl","Long-term follow-up of a female with congenital adrenal hyperplasia due to P450-oxidoreductase deficiency","Bonamichi, Beatriz D. S. F., Santiago, Stella L. M., Bertola, Débora R., Kim, Chong A., Alonso, Nivaldo, Mendonca, Berenice B., Bachega, Tania A. S. S., Gomes, Larissa G.","Archives of Endocrinology and Metabolism; 60(5); 500-504","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500500&lang=pt" 
"S1413-86702016000500502-scl","Abacavir-induced liver toxicity","Pezzani, Maria Diletta, Resnati, Chiara, Di Cristo, Valentina, Riva, Agostino, Gervasoni, Cristina","Brazilian Journal of Infectious Diseases; 20(5); 502-504","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500502&lang=pt" 
"S2359-39972016000500411-scl","Endoscopic versus microscopic transsphenoidal surgery in the treatment of pituitary tumors: systematic review and meta-analysis of randomized and non-randomized controlled trials","Bastos, Rodrigo V. S., Silva, Carla Maria D. M., Tagliarini, Jose Vicente, Zanini, Marco Antonio, Romero, Flavio R., Boguszewski, Cesar Luiz, Nunes, Vania dos Santos","Archives of Endocrinology and Metabolism; 60(5); 411-419","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500411&lang=pt" 
"S1413-86702016000500513-scl","The fast transmission of infectious diseases around the world – a new concern to the public health","Fujita, Dennis Minoru, Nali, Luiz Henrique da Silva, Urbano, Paulo Roberto, Soeiro, Débora Maringoni, Andrade Jr., Heitor Franco de","Brazilian Journal of Infectious Diseases; 20(5); 513-515","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500513&lang=pt" 
"S1413-86702016000500507-scl","First serological evidence of hantavirus infection in humans from the Orinoquia region of Colombia☆","Sánchez, Liliana, Mattar, Salim, Rodriguez, Derly, Tique, Vaneza, Rodríguez, Islay","Brazilian Journal of Infectious Diseases; 20(5); 507-508","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500507&lang=pt" 
"S1413-86702016000500499-scl","Parkinsonism in HIV infected patients during antiretroviral therapy – data from a Brazilian tertiary hospital","Dehner, Luis Filipe, Spitz, Mariana, Pereira, João Santos","Brazilian Journal of Infectious Diseases; 20(5); 499-501","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500499&lang=pt" 
"S2359-39972016000500436-scl","Association of the conicity index with diabetes and hypertension in Brazilian women","Andrade, Mirelli Dantas, Freitas, Maria Camila Pruper de, Sakumoto, Alyne Mayumi, Pappiani, Caroline, Andrade, Samantha Caesar de, Vieira, Viviane Laudelino, Damasceno, Nágila Raquel Teixeira","Archives of Endocrinology and Metabolism; 60(5); 436-442","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500436&lang=pt" 
"S1413-86702016000500505-scl","Arthralgia and scaly rashes over the palms and the soles","Tan, Cheng, Zhu, Wen-Yuan","Brazilian Journal of Infectious Diseases; 20(5); 505-506","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500505&lang=pt" 
"S2359-39972016000500472-scl","Surgical treatment for thyroid carcinoma: retrospective study with 811 patients in a Brazilian tertiary hospital","Cavalheiro, Beatriz G., Matos, Leandro L., Leite, Ana Kober N., Kulcsar, Marco Aurélio V., Cernea, Claudio R., Brandão, Lenine G.","Archives of Endocrinology and Metabolism; 60(5); 472-478","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500472&lang=pt" 
"S1413-86702016000500516-scl","Nephrin gene expression in chronic kidney disease of dogs with Leishmania (Leishmania) infantum chagasi","Torres, Mariana de Medeiros, Chitarra, Cristiane Silva, Nakazato, Luciano, Almeida, Arleana Bom Parto Ferreira de, Sousa, Valéria Régia Franco","Brazilian Journal of Infectious Diseases; 20(5); 516-517","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500516&lang=pt" 
"S1413-86702016000500462-scl","Assessment of an intervention aimed at early discontinuation of intravenous antimicrobial therapy in a Brazilian University hospital","Bonella, Gislaine Ferraresi, Fontes, Astrídia Marília de Souza, Jorge, Miguel Tanús, Silveira, Alexandre Barcelos Morais da","Brazilian Journal of Infectious Diseases; 20(5); 462-467","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000500462&lang=pt" 
"S2359-39972016000500426-scl","Paraoxonase 1 (PON1) Q192R genotypes and their interaction with smoking strongly increase atherogenicity and the Framingham risk score","Souza-Nogueira, Andre de, Camargo, Alissana Ester, Remondi, Felipe Assan, Paoliello, Monica Maria Bastos, Richter, Rebecca J., Furlong, Clement E., Barbosa, Decio Sabbatini, Maes, Michael, Moreira, Estefania Gastaldello","Archives of Endocrinology and Metabolism; 60(5); 426-435","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000500426&lang=pt" 
"S1679-78252016001001851-scl","Effect of Dental Restorative Material Type and Shade on Characteristics of Two-Layer Dental Composite Systems","Karimzadeh, Atefeh, Ayatollahi, Majid R., Bushroa, A.R.","Latin American Journal of Solids and Structures; 13(10); 1851-1865","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001001851&lang=pt" 
"S1413-78522016000500267-scl","ACETABULAR COMPONENT ORIENTATION IN TOTAL HIP ARTHROPLASTY: THE ROLE OF ACETABULAR TRANSVERSE LIGAMENT","IDRISSI, MOHAMMED EL, ELIBRAHIMI, ABDELHALIM, SHIMI, MOHAMMED, ELMRINI, ABDELMAJID","Acta Ortopédica Brasileira; 24(5); 267-269","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500267&lang=pt" 
"S1413-78522016000500262-scl","SHEEP AS AN EXPERIMENTAL MODEL FOR BIOMATERIAL IMPLANT EVALUATION","SARTORETTO, SUELEN CRISTINA, UZEDA, MARCELO JOSÉ, MIGUEL, FÚLVIO BORGES, NASCIMENTO, JHONATHAN RAPHAELL, ASCOLI, FABIO, CALASANS-MAIA, MÔNICA DIUANA","Acta Ortopédica Brasileira; 24(5); 262-266","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500262&lang=pt" 
"S1413-78522016000500253-scl","SIMPLIFIED CALCULATION FOR CORRECTIVE OSTEOTOMIES OF LONG BONES","ROLIM FILHO, EPITÁCIO LEITE, TORRES, MARCELO RAUL CAVALCANTI, SILVA, MAURISTON RENAN MARTINS, LIMA, FILIPE RAMOS, AGUIAR, JOSÉ LAMARTINE DE ANDRADE","Acta Ortopédica Brasileira; 24(5); 253-258","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500253&lang=pt" 
"S1413-78522016000500275-scl","TRANSPORTING CHILDREN IN CARS AND THE USE OF CHILD SAFETY RESTRAINT SYSTEMS","GARCÊS, ALLAN QUADROS, COIMBRA, IGOR BONIFACIO ANDRADE, SILVA, DIEGO SALVADOR MUNIZ DA","Acta Ortopédica Brasileira; 24(5); 275-278","Acta Ortopédica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522016000500275&lang=pt" 
"S0365-05962016000500697-scl","Dermal tunneling: a proposed treatment for depressed scars","Lima, Emerson Vasconcelos de Andrade","Anais Brasileiros de Dermatologia; 91(5); 697-699","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500697&lang=pt" 
"S2358-04292016000500006-scl","Journal Impact Factors for the year-after the next can be objectively predicted","Rocha-e-Silva, Mauricio","MedicalExpress; 3(5); -","MedicalExpress","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2358-04292016000500006&lang=pt" 
"S0365-05962016000500621-scl","Indication guidelines for Mohs micrographic surgery in skin tumors","Cernea, Selma Schuartz, Gontijo, Gabriel, Pimentel, Eugenio Raul de Almeida, Tarlé, Roberto Gomes, Tassara, Glaysson, Ferreira, Juliana Areas de Souza Lima Beltrame, Fernandes, Victor Miguel Coutinho, Bernardo, Wanderley Marques","Anais Brasileiros de Dermatologia; 91(5); 621-627","Anais Brasileiros de Dermatologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962016000500621&lang=pt" 
"S0102-86502016001000680-scl","Ventral abdominal wall defect correction in rats with contaminated meshes","Varella, Paola Zarur, Czeczko, Nicolau Gregori, Prestes, Manoel Alberto, Czeczko, Alexandre Eduardo Augustin, Fagundes, Marília da Cruz, Petisco, Roberta Dombroski","Acta Cirurgica Brasileira; 31(10); 680-688","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016001000680&lang=pt" 
