"S2317-17822015000400307-scl","Guest editorial","Silva, Hilton Justino da, Tomé, Marileda","CoDAS; 27(4); 307-308","CoDAS","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822015000400307&lang=pt" 
"S0102-09352015000401166-scl","Meat quality and cut yield of pigs slaughtered over 100kg live weight","Bertol, T.M., Oliveira, E.A., Coldebella, A., Kawski, V.L., Scandolera, A.J., Warpechowski, M.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 67(4); 1166-1174","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352015000401166&lang=pt" 
"S0365-05962015000400450-scl","Black women’s hair: the main scalp dermatoses and aesthetic practices in women of African ethnicity","Tanus, Aline, Oliveira, Camila Caberlon Cruz, Villarreal, Delky Johanna Villarreal, Sanchez, Fernando Andres Vargas, Dias, Maria Fernanda Reis Gavazzoni","Anais Brasileiros de Dermatologia; 90(4); 450-465","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400450&lang=pt" 
"S0365-05962015000400479-scl","Oral isotretinoin in photoaging: objective histological evidence of efficacy and durability","Bravo, Bruna Souza Felix, Azulay, David Rubem, Luiz, Ronir Raggio, Mandarim-De-Lacerda, Carlos Alberto, Cuzzi, Tullia, Azulay, Mônica Manela","Anais Brasileiros de Dermatologia; 90(4); 479-486","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400479&lang=pt" 
"S0365-05962015000400494-scl","Physiological and lifestyle factors contributing to risk and severity of peri-orbital dark circles in the Brazilian population","Matsui, Mary S, Schalka, Sérgio, Vanderover, Garrett, Fthenakis, Christina G., Christopher, J, Bombarda, Patricia Camarano Pinto, Bueno, Juliana Regina, Viscomi, Bianca Lenci Inácio, Bombarda Júnior, Mário Sérgio","Anais Brasileiros de Dermatologia; 90(4); 494-503","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400494&lang=pt" 
"S0365-05962015000400505-scl","Clinicopathological profile and management of 161 cases of actinic cheilitis","Lopes, Maria Luiza Diniz de Sousa, Silva Júnior, Francisco Leonardo da, Lima, Kenio Costa, Oliveira, Patrícia Teixeira de, Silveira, Éricka Janine Dantas da","Anais Brasileiros de Dermatologia; 90(4); 505-512","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400505&lang=pt" 
"S0365-05962015000400545-scl","Vascular structures in dermoscopy","Ayhan, Erhan, Ucmak, Derya, Akkurt, ZeynepMeltem","Anais Brasileiros de Dermatologia; 90(4); 545-553","Anais Brasileiros de Dermatologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962015000400545&lang=pt" 
"S0004-27492015000400212-scl","Intrastromal corneal ring segment implantation for ectasia after refractive surgery","Stival, Larissa Rossana Souza, Nassaralla, Belquiz R. do Amaral, Figueiredo, Marisa Novaes Falleiro Chaves de, Bicalho, Frederico, Nassaralla Junior, João Jorge","Arquivos Brasileiros de Oftalmologia; 78(4); 212-215","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400212&lang=pt" 
"S1413-86702015000400431-scl","Cardiovascular disease in human immunodeﬁciency virus-infection as a cause of hospitalization: a case-series in a General Hospital in Peru","Valenzuela-Rodríguez, Germán, Mezones-Holguín, Edward, Mendo-Urbina, Fernando, Rodríguez-Morales, Alfonso J.","Brazilian Journal of Infectious Diseases; 19(4); 431-435","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400431&lang=pt" 
"S0004-27492015000400207-scl","Limbal transplantation at a tertiary hospital in Brazil: a retrospective study","Moreira, Pedro Bertino, Magalhães, Renata Soares, Pereira, Nicolas Cesario, Oliveira, Lauro Augusto de, Sousa, Luciene Barbosa de","Arquivos Brasileiros de Oftalmologia; 78(4); 207-211","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400207&lang=pt" 
"S0004-27492015000400216-scl","Local treatment of toxoplasmic retinochoroiditis with intravitreal clindamycin and dexamethasone","Zamora, Yuslay Fernández, Arantes, Tiago, Reis, Frederico Augusto, Garcia, Claudio Renato, Saraceno, Janaína Jamile Ferreira, Belfort Jr., Rubens, Muccioli, Cristina","Arquivos Brasileiros de Oftalmologia; 78(4); 216-219","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400216&lang=pt" 
"S0004-27492015000400224-scl","Vision-related quality of life in children with retinopathy of prematurity","Messa, Alcione Aparecida, Mattos, Ricardo Belfort, Areco, Kelsy Catherina Nema, Sallum, Juliana Maria Ferraz","Arquivos Brasileiros de Oftalmologia; 78(4); 224-228","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400224&lang=pt" 
"S0004-27492015000400229-scl","Investigation of the association between glaucoma and Helicobacter pylori infection using the 14C-urea breath test","Tuzcu, Esra Ayhan, Aydogan, Fusun, Motor, Vicdan Koksaldi, Ilhan, Ozgur, Daglıoglu, Mutlu Cihan, Coskun, Mesut, Parlakfikirer, Nihan, Keskin, Ugurcan","Arquivos Brasileiros de Oftalmologia; 78(4); 229-231","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400229&lang=pt" 
"S0004-27492015000400232-scl","Influence of the blood glucose level on the development of retinopathy of prematurity in extremely premature children","Nicolaeva, Galina V., Sidorenko, Evgenyj I., Iosifovna, Amkhanitskaya Lyubov","Arquivos Brasileiros de Oftalmologia; 78(4); 232-235","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400232&lang=pt" 
"S0004-27492015000400236-scl","Evaluation of central and peripheral corneal thicknesses in patients with rheumatoid arthritis","Gunes, Alime, Inal, Esra Erkol, Tok, Levent, Tok, Ozlem","Arquivos Brasileiros de Oftalmologia; 78(4); 236-240","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400236&lang=pt" 
"S0004-27492015000400241-scl","Optical coherence tomography in patients undergoing cataract surgery","Moreira Neto, Carlos Augusto, Moreira Júnior, Carlos Augusto, Moreira, Ana Tereza Ramos","Arquivos Brasileiros de Oftalmologia; 78(4); 241-245","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400241&lang=pt" 
"S0004-27492015000400246-scl","Evaluation of MEWDS-like lesions with fluorescein angiography and its frequency at an ophthalmic emergency department in Rio de Janeiro","Dias, Lillian Abreu, Morizot, Eduardo H.","Arquivos Brasileiros de Oftalmologia; 78(4); 246-249","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400246&lang=pt" 
"S0004-27492015000400260-scl","Anophthalmic socket: choice of orbital implants for reconstruction","Schellini, Silvana Artioli, El Dib, Regina, Limongi, Roberto Murillo, Mörschbächer, Ricardo","Arquivos Brasileiros de Oftalmologia; 78(4); 260-263","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400260&lang=pt" 
"S1413-86702015000400339-scl","A meta-analysis of metronidazole and vancomycin for the treatment of Clostridium difﬁcile infection, stratiﬁed by disease severity","Di, Xiuzhen, Bai, Nan, Zhang, Xin, Liu, Bin, Ni, Wentao, Wang, Jin, Wang, Kai, Liang, Beibei, Liu, Youning, Wang, Rui","Brazilian Journal of Infectious Diseases; 19(4); 339-349","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400339&lang=pt" 
"S1413-86702015000400350-scl","Spread of multidrug-resistant Acinetobacter baumannii and Pseudomonas aeruginosa clones in patients with ventilator-associated pneumonia in an adult intensive care unit at a university hospital","Royer, Sabrina, Faria, Ana Luiza Souza, Seki, Liliane Miyuki, Chagas, Thiago Pavoni Gomes, Campos, Paola Amaral de, Batistão, Deivid William da Fonseca, Asensi, Marise Dutra, Gontijo Filho, Paulo P., Ribas, Rosineide Marques","Brazilian Journal of Infectious Diseases; 19(4); 350-357","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400350&lang=pt" 
"S1413-86702015000400358-scl","Parainfluenza virus as a cause of acute respiratory infection in hospitalized childrens","Pecchini, Rogério, Berezin, Eitan Naaman, Souza, Maria Cândida, Vaz-de-Lima, Lourdes de Andrade, Sato, Neuza, Salgado, Maristela, Ueda, Mirthes, Passos, Saulo Duarte, Rangel, Raphael, Catebelota, Ana","Brazilian Journal of Infectious Diseases; 19(4); 358-362","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400358&lang=pt" 
"S1413-86702015000400363-scl","Disease burden of chronic hepatitis C in Brazil","Ferreira, Paulo Roberto Abrão, Brandão-Mello, Carlos Eduardo, Estes, Chris, Gonçales Júnior, Fernando Lopes, Coelho, Henrique Sérgio Moraes, Razavi, Homie, Cheinquer, Hugo, Wolff, Fernando Herz, Ferraz, Maria Lúcia Gomes, Pessoa, Mário Guimarães, Mendes-Correa, Maria Cássia","Brazilian Journal of Infectious Diseases; 19(4); 363-368","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400363&lang=pt" 
"S1413-86702015000400369-scl","Knowledge, attitudes and practices on HIV/AIDS and prevalence of HIV in the general population of Sucre, Bolivia","Terán Calderón, Carolina, Gorena Urizar, Dorian, González Blázquez, Cristina, Alejos Ferreras, Belén, Rubio, Oriana Ramírez, Bolumar Montrull, Francisco, Ortiz Rivera, Marta, del Amo Valero, Julia","Brazilian Journal of Infectious Diseases; 19(4); 369-375","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400369&lang=pt" 
"S1413-86702015000400376-scl","Validation and clinical application of a nested PCR for paracoccidioidomycosis diagnosis in clinical samples from Colombian patients","Gaviria, Marcela, Rivera, Vanessa, Muñoz-Cadavid, Cesar, Cano, Luz Elena, Naranjo, Tonny Williams","Brazilian Journal of Infectious Diseases; 19(4); 376-383","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400376&lang=pt" 
"S1413-86702015000400384-scl","MRSA from Santa Catarina State, Southern Brazil: intriguing epidemiological differences compared to other Brazilian regions","Silveira, Alessandro C.O., Cunha, Gabriela R., Caierão, Juliana, Cordova, Caio M. de, d&#039;Azevedo, Pedro A.","Brazilian Journal of Infectious Diseases; 19(4); 384-389","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400384&lang=pt" 
"S1413-86702015000400390-scl","Early predictive efﬁcacy of core antigen on antiviral outcomes in genotype 1 hepatitis C virus infected patients","Feng, Bo, Yang, Rui-Feng, Zhang, Hai-Ying, Luo, Bi-Fen, Kong, Fan-Yun, Rao, Hui-Ying, Jin, Qian, Cong, Xu, Wei, Lai","Brazilian Journal of Infectious Diseases; 19(4); 390-398","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400390&lang=pt" 
"S1413-86702015000400410-scl","Urine alpha1-microglobulin is a better marker for early tubular dysfunction than beta2-microglobulin among tenofovir-exposed human immunodeﬁciency virus-infected men who have sex with men","Kang, Jing, Liu, Jing, Ding, Haibo, Li, Xiaolin, Wang, Qi, Guo, Xiaolin, Geng, Wenqing, Shang, Hong","Brazilian Journal of Infectious Diseases; 19(4); 410-416","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400410&lang=pt" 
"S1413-86702015000400417-scl","Natural killer cells in hepatitis B virus infection","Wu, Shao-fei, Wang, Wen-jing, Gao, Yue-qiu","Brazilian Journal of Infectious Diseases; 19(4); 417-425","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400417&lang=pt" 
"S0213-12852015000400005-esp","Impacto de la caries dental y enfermedad periodontal sobre la sexualidad de la mujer","Fuentes Fernández, R., Oporto, V.G.H., Silva, M.A., Soto, P.C., Prieto, R., Sanhueza, A., Cantín, M.","Avances en Odontoestomatología; 31(4); 273-281","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000400005&lang=pt" 
"S0213-12852015000400003-esp","Leucoplasia asociada al hábito de fumar invertido: presentación de un caso clínico","Medina Márquez, M., Carmona Lorduy, M., Álvarez Villadiego, P., Díaz Caballero, A.","Avances en Odontoestomatología; 31(4); 261-266","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000400003&lang=pt" 
"S0213-12852015000400004-esp","Dolor miofascial en el territorio craneocervical: una revisión de la patología y su relación con polimorfismos genéticos del sistema GABAérgico","Iturriaga, V., Bornhardt, T., Oporto, G.","Avances en Odontoestomatología; 31(4); 267-271","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000400004&lang=pt" 
"S0213-12852015000400001-esp","","","Avances en Odontoestomatología; 31(4); 245-245","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000400001&lang=pt" 
"S1025-02552015000400010-cub","Reabsorción radicular externa: presentación de un caso","Afonso Presilla, Évora Mercedes, Long Oñate, Mariano Luis, Valero Betancourt, Idalmis, Presilla Andreu, Beatriz","Revista Archivo Médico de Camagüey; 19(4); 381-388","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400010&lang=pt" 
"S1025-02552015000400007-cub","Evolución de lesiones complejas en el pie diabético con uso de Heberprot-P®","Silva Pupo, Milena, González Moya, Israel Alejandro, Valenciano García, Yilena, González Cedeño, Mileidys","Revista Archivo Médico de Camagüey; 19(4); 357-365","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400007&lang=pt" 
"S1025-02552015000400006-cub","Uso de surfactante porcino en recién nacidos pretérminos con bronconeumonía de inicio temprano","Morilla Guzmán, Andrés Armando, Díaz Casañas, Elaine, Fernández Limia, Octavio, Ávila Albuerne, Yisel, Barrese Pérez, Yinet","Revista Archivo Médico de Camagüey; 19(4); 348-356","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400006&lang=pt" 
"S1025-02552015000400005-cub","Evaluación de resultados de la osteotomía en cuña cerrada de Coventry para corregir el genus valgum","Sánchez Pérez, Yosvani, Gutiérrez Blanco, Mario Osvaldo, Ramos Meno, Yanet, Cabrera Reyes, Yamisel","Revista Archivo Médico de Camagüey; 19(4); 341-347","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400005&lang=pt" 
"S1025-02552015000400004-cub","Estrategia educativa sobre dengue en estudiantes de la Universidad de Ciencias Pedagógicas de Pinar del Río","Morales Mayo, Manuel de Jesús, Rodríguez Hernández, Cira Zucet, Casanova Moreno, Maria de la Caridad, Trasancos Delgado, Maricela, Corvea Collazo, Yariet, Martínez Porras, Mareilys","Revista Archivo Médico de Camagüey; 19(4); 331-340","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400004&lang=pt" 
"S1025-02552015000400009-cub","Surfactante exógeno como tratamiento de la atelectasia pulmonar masiva","Rodríguez Moya, Valentín Santiago, Quiroz Viqueira, Odila, Oliva de Céspedes, Carlos Manuel, Díaz Casañas, Elaine","Revista Archivo Médico de Camagüey; 19(4); 375-380","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400009&lang=pt" 
"S1025-02552015000400008-cub","Resultados del Heberprot-P® en pacientes con úlceras de pie diabético","González Rodríguez, Raidel, Cardentey García, Juan, Casanova Moreno, María de la Caridad","Revista Archivo Médico de Camagüey; 19(4); 366-374","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400008&lang=pt" 
"S0717-75262015000400009-chl","Mioma cervical gigante en adolescente","Sandoval-Diaz, Ither, Hernández-Alarcón, Ronald, Torres-Arones, Esperanza","Revista chilena de obstetricia y ginecología; 80(4); 337-340","Revista chilena de obstetricia y ginecología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262015000400009&lang=pt" 
"S0717-75262015000400008-chl","Asociación MURCS: reporte de caso","Saldarriaga, Wilmar, Cruz Perea, Manuel Enrique, Ramírez-Cheyne, Julián","Revista chilena de obstetricia y ginecología; 80(4); 331-336","Revista chilena de obstetricia y ginecología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262015000400008&lang=pt" 
"S0036-36342015000400006-mex","En el contexto actual de las enfermedades infecciosas emergentes, ¿debería incorporarse la enseñanza de la salud global en programas de medicina de América Latina?","Henao, Daniel E, Abella-Marquez, Lina M, Failoc-Rojas, Virgilio E, Lagos-Grisales, Guillermo J, Rodríguez-Morales, Alfonso J","Salud Pública de México; 57(4); 296-297","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400006&lang=pt" 
"S0036-36342015000400007-mex","Medición simplificada del nivel socioeconómico en encuestas breves: propuesta a partir de acceso a bienes y servicios","Díaz-Acosta, Rodrigo, Shiba-Matsumoto, Andrey Ryo, Gutiérrez, Juan Pablo","Salud Pública de México; 57(4); 298-303","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400007&lang=pt" 
"S0036-36342015000400004-mex","Hacia un paradigma de la actividad física como elemento articulador entre la salud y el aprendizaje","Navarro-Aburto, Braulio, Osses-Bustingorry, Sonia","Salud Pública de México; 57(4); 293-294","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400004&lang=pt" 
"S0717-75262015000400007-chl","Úlcera genital por Klebsiella granulomatis (Donovanosis) en una pareja heterosexual","Gaviria-Sánchez, Viany, Monterrosa-Castro, Alvaro, Fernández-Daza, Eduardo","Revista chilena de obstetricia y ginecología; 80(4); 324-330","Revista chilena de obstetricia y ginecología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262015000400007&lang=pt" 
"S0717-75262015000400002-chl","Hábitos higiénicos vulvo-vaginales de consultantes ambulatorias en gineco-obstetricia","López A, Marcia, Ubilla S, Felipe, Morales S, Cristián, Zitko M, Pedro, Burgos M, Viviana, Rivera A, Ma. Angélica","Revista chilena de obstetricia y ginecología; 80(4); 282-288","Revista chilena de obstetricia y ginecología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262015000400002&lang=pt" 
"S0036-36342015000400014-mex","Concordancia entre procedimientos diagnósticos invasivos para la infección por Helicobacter pylori en adultos","Sánchez-Cuén, Jaime Alberto, Canizalez-Román, Vicente Adrián, León-Sicairos, Nidia Maribel, Irineo-Cabrales, Ana Bertha, Bernal-Magaña, Gregorio","Salud Pública de México; 57(4); 352-357","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400014&lang=pt" 
"S0036-36342015000400011-mex","Evaluación de la implementación del programa Sicalidad en México","Rivera-Buendía, Frida, Bello-Chavolla, Omar Y, Zubieta-Zavala, Adriana, Hernández-Ramírez, Luz, Zepeda-Tena, Carolina, Durán-Arenas, Luis","Salud Pública de México; 57(4); 329-334","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400011&lang=pt" 
"S0717-75262015000400012-chl","La OMS valida la eliminación de Cuba de la transmisión de madre a hijo del VIH y de la sífilis","","Revista chilena de obstetricia y ginecología; 80(4); 351-353","Revista chilena de obstetricia y ginecología","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75262015000400012&lang=pt" 
"S0036-36342015000400015-mex","Mediciones épicas: un médico para 7 mil millones de pacientes","Gómez Dantés, Héctor","Salud Pública de México; 57(4); 358-360","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400015&lang=pt" 
"S1025-02552015000400001-cub","Comportamiento del proceso editorial en la revista Archivo Médico de Camagüey durante el año 2014","Rodríguez Roura, Sandra","Revista Archivo Médico de Camagüey; 19(4); 322-324","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400001&lang=pt" 
"S1025-02552015000400002-cub","El proceso educativo sobre salud bucal en adultos mayores posterior al triunfo de la Revolución","Reyes Obediente, Fidela","Revista Archivo Médico de Camagüey; 19(4); 325-327","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400002&lang=pt" 
"S1025-02552015000400003-cub","A propósito de la Revista Archivo Médico de Camagüey","González Rodríguez, Raidel","Revista Archivo Médico de Camagüey; 19(4); 328-330","Revista Archivo Médico de Camagüey","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552015000400003&lang=pt" 
"S0036-36342015000400005-mex","Sintomatología en niños rurales de la Araucanía, Chile: Pistas para mejorar el sistema de salud y las oportunidades de desarrollo","Díaz-Fuentes, Rolando Hernán, Alarcón Muñoz, Ana María, Osses-Bustingorry, Sonia, Muñoz-Navarro, Sergio","Salud Pública de México; 57(4); 294-295","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400005&lang=pt" 
"S0036-36342015000400002-mex","Mortalidad y carga de enfermedad asociadas con el consumo de alcohol","Pérez-Pérez, Eduardo, Hernández-Llanes, Norberto Francisco, Gallegos-Cari, Andrea, Camacho-Solís, Rafael Edgardo, Mendoza-Meléndez, Miguel Ángel","Salud Pública de México; 57(4); 292-292","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400002&lang=pt" 
"S0036-36342015000400003-mex","Conocimiento y aceptación de la hidroterapia para el parto","Martínez-Galiano, Juan Miguel","Salud Pública de México; 57(4); 292-293","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400003&lang=pt" 
"S0036-36342015000400001-mex","Situaciones de género en la prevalencia de lesiones neurológicas vinculadas con el trauma","Baquero, Germán","Salud Pública de México; 57(4); 291-292","Salud Pública de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342015000400001&lang=pt" 
"S1413-86702015000400444-scl","Kaposi&#039;s sarcoma simulating verrucous syndrome","Ferreira, Cassio Porto, Miranda, Alice, Nery, José Augusto da Costa","Brazilian Journal of Infectious Diseases; 19(4); 444-445","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400444&lang=pt" 
"S0004-27492015000400255-scl","Corneal melanosis successfully treated using topical mitomycin-C and alcohol corneal epitheliectomy: a 3-year follow-up case report","Balcı, Mehmet, Yağcı, Ramazan, Güler, Emre, Haltaş, Hacer, Duman, Rahmi, Hepşen, İbrahim F.","Arquivos Brasileiros de Oftalmologia; 78(4); 255-256","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400255&lang=pt" 
"S1413-86702015000400446-scl","Asthma exacerbation and viral infection in adult patients, Brazil","Silva, Raquel Cirlene, Couceiro, José Nelson, Câmara, Fernando Portela, Valle, Solange, Santos, Norma","Brazilian Journal of Infectious Diseases; 19(4); 446-448","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400446&lang=pt" 
"S1413-86702015000400439-scl","Vasculitis: an unusual manifestation in an HIV-infected patient","Manuel, Ana, Victório, Tânia, Gomes, Constança, Martins, Telmo, Dias Neto, António","Brazilian Journal of Infectious Diseases; 19(4); 439-441","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400439&lang=pt" 
"S0004-27492015000400001-scl","Cataract surgery teaching","Soriano, Eduardo Sone","Arquivos Brasileiros de Oftalmologia; 78(4); V-VI","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400001&lang=pt" 
"S1413-86702015000400451-scl","Molecular detection of Bartonella clarridgeiae in domestic cats from Midwest Brazil","Braga, Ísis Assis, Dias, Ingrid Savino de Oliveira, Chitarra, Cristiane Silva, Amude, Alexandre Mendes, Aguiar, Daniel Moura","Brazilian Journal of Infectious Diseases; 19(4); 451-452","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400451&lang=pt" 
"S0004-27492015000400265-scl","Combined 20- and 23-gauge pars plana vitrectomy","Totan, Yüksel, Güler, Emre","Arquivos Brasileiros de Oftalmologia; 78(4); 265-266","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400265&lang=pt" 
"S0004-27492015000400220-scl","The influence of size and shape of Nd:YAG capsulotomy on visual acuity and refraction","Cetinkaya, Servet, Cetinkaya, Yasemin Fatma, Yener, Halil Ibrahim, Dadaci, Zeynep, Ozcimen, Muammer, Acir, Nursen Oncel","Arquivos Brasileiros de Oftalmologia; 78(4); 220-223","Arquivos Brasileiros de Oftalmologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492015000400220&lang=pt" 
"S1413-86702015000400403-scl","Receptor expression and responsiveness of human peripheral blood mononuclear cells to a human cytomegalovirus encoded CC chemokine","Zheng, Qi, Xu, Jun, Gao, Huihui, Tao, Ran, Li, Wei, Shang, Shiqiang, Gu, Weizhong","Brazilian Journal of Infectious Diseases; 19(4); 403-409","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000400403&lang=pt" 
