"S2237-93632014000200073-scl","The influence of time on the quality of life of patients with intestinal stoma","Salles, Valdemir José Alegre, Becker, Carolina de Paula Penteado, Faria, Giuliana da Matta Rossi","Journal of Coloproctology (Rio de Janeiro); 34(2); 73-75","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000200073&lang=pt" 
"S0102-311X2014000400891-spa","Medicamentos falsificados e contrabandeados no Brasil: panorama geral e perspectivas de combate ao seu consumo","Hurtado, Renato Lopes, Lasmar, Marcelo Carvalho","Cadernos de Saúde Pública; 30(4); 891-895","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400891&lang=pt" 
"S0100-69162014000200015-scl","Performance of an anaerobic-aerobic reactor and kinetic study of organic matter removal of cattle slaughterhouse effluent","Kreutz, Cristiane, Passig, Fernando H., Carvalho, Karina Q. de, Mees, Juliana B. R., Gomes, Simone D.","Engenharia Agrícola; 34(2); 341-351","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200015&lang=pt" 
"S0100-69162014000200018-scl","The impact of the law 10,267/2001 in the brazilian rural registration","Rosalen, David L.","Engenharia Agrícola; 34(2); 372-384","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200018&lang=pt" 
"S0100-69162014000200016-scl","Water quality indicators for environmental and resistance profile of Escherichia coli strains isolated in Rio Cascavel, Paraná, Brazil","Souza, Marinêz de, Pinto, Fabiana G. da S., Fruet, Thomas K., Piana, Pitágoras A., Moura, Alexandre C. de","Engenharia Agrícola; 34(2); 352-362","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200016&lang=pt" 
"S0100-69162014000200011-scl","Potencialidade do gps de navegação garmin 12 xl utilizando um sistema de baixo custo","Guimarães, Gabriel do N., Camargo, Paulo de O.","Engenharia Agrícola; 34(2); 300-310","Engenharia Agrícola","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200011&lang=pt" 
"S0102-311X2014000400885-spa","Utilização dos equipamentos de proteção individual por mototaxistas: percepção dos fatores de risco e associados","Teixeira, Jules Ramon Brito, Santos, Ninalva de Andrade, Sales, Zenilda Nogueira, Moreira, Ramon Missias, Boery, Rita Narriman Silva de Oliveira, Boery, Eduardo Nagib, Santos, Ramon Araújo dos, Mota, Tilson Nunes","Cadernos de Saúde Pública; 30(4); 885-890","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400885&lang=pt" 
"S0102-311X2014000400735-spa","Movilidad, accidentalidad por tránsito y sus factores asociados en estudiantes universitarios de Guatemala","Rodríguez-Guzmán, Sandra, Jiménez-Mejías, Eladio, Martínez-Ruiz, Virginia, Lupiáñez-Tapia, Fernando, Lardelli-Claret, Pablo, Jiménez-Moleón, José Juan","Cadernos de Saúde Pública; 30(4); 735-745","Cadernos de Saúde Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400735&lang=pt" 
"S0102-311X2014000400899-spa","ERRATA","","Cadernos de Saúde Pública; 30(4); 899-900","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400899&lang=pt" 
"S0102-311X2014000400875-spa","Fórum: saúde e povos indígenas no Brasil. Posfácio","Garnelo, Luiza","Cadernos de Saúde Pública; 30(4); 875-877","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400875&lang=pt" 
"S0102-311X2014000400896-spa","A política pública como campo multidisciplinar. Marques E, Faria CAP, organizadores. São Paulo: Editora Unesp/Rio de Janeiro: Editora Fiocruz; 2013.","","Cadernos de Saúde Pública; 30(4); 896-897","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400896&lang=pt" 
"S0102-311X2014000400879-spa","Adaptação transcultural dos Bancos de Itens de Ansiedade e Depressão do Patient-Reported Outcomes Measurement Information System (PROMIS) para língua portuguesa","Castro, Natália Fontes Caputo de, Rezende, Carlos Henrique Alves de, Mendonça, Tânia Maria da Silva, Silva, Carlos Henrique Martins da, Pinto, Rogério de Melo Costa","Cadernos de Saúde Pública; 30(4); 879-884","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400879&lang=pt" 
"S0102-311X2014000400774-spa","Fatores associados ao uso regular de cigarros por adolescentes estudantes de escolas públicas de Londrina, Paraná, Brasil","Menezes, Adriana Henriques Ribeiro, Dalmas, José Carlos, Scarinci, Isabel Cristina, Maciel, Sandra Mara, Cardelli, Alexandrina Aparecida Maciel","Cadernos de Saúde Pública; 30(4); 774-784","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400774&lang=pt" 
"S0102-311X2014000400897-spa","Na primeira margem do rio: território e ecologia do povo xavante de wedezé. welch jr, santos rv, flowers nm, coimbra jr. cea. rio de janeiro: museu do índio, fundação nacional do índio; 2013. 248 p.","","Cadernos de Saúde Pública; 30(4); 897-898","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400897&lang=pt" 
"S0100-69162014000200014-scl","Effect of time-temperature binomial in obtaining biochemical oxygen demand of different wastewaters","Matos, Mateus P. de, Borges, Alisson C., Matos, Antonio T. de, Silva, Edson F. da, Martinez, Mauro A.","Engenharia Agrícola; 34(2); 332-340","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200014&lang=pt" 
"S0100-69162014000200006-scl","Spatial variability of mechanical resistance to penetration evaluated with mobile unit on haplic vertisol cultivated with mango","Cortez, Jorge W., Lopes, Hélio L., Coelho, Daniela S., Arcoverde, Sálvio N. S.","Engenharia Agrícola; 34(2); 244-253","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200006&lang=pt" 
"S0100-69162014000200007-scl","Corn productivity in function of surface application of lime in differents management systems and cultural preparation","Narimatsu, Karem C. P., Mello, Luiz M. M. de, Domingues, Luis A. da Silva, Chioderoli, Carlos A., Lima, Ronaldo C.","Engenharia Agrícola; 34(2); 254-262","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200007&lang=pt" 
"S0100-69162014000200004-scl","Uncertainties of the 137Cs technique for validation of soil redistribution modelling in a semiarid meso-scale watershed","Medeiros, Pedro H. A., Araújo, José Carlos de, Andrello, Avacir C.","Engenharia Agrícola; 34(2); 222-235","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200004&lang=pt" 
"S0100-69162014000200003-scl","Estimation of alluvial recharge in the semiarid","Andrade, Tafnes S., Montenegro, Suzana M. G. L., Montenegro, Abelardo A. de A., Rodrigues, Diogo F. B.","Engenharia Agrícola; 34(2); 211-221","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200003&lang=pt" 
"S0100-69162014000200010-scl","Modelo de regressão espacial para estimativa da produtividade da soja associada a variáveis agrometeorológicas na região oeste do estado do Paraná","Araújo, Everton C. de, Uribe-Opazo, Miguel A., Johann, Jerry Adriani","Engenharia Agrícola; 34(2); 286-299","Engenharia Agrícola","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200010&lang=pt" 
"S0100-69162014000200013-scl","Determination of total accumulated rainfall, global radiation, evapotranspiration and degree-days originated from the ECMWF model to sugar cane crop","Moraes, Rafael A., Rocha, Jansle V., Lamparelli, Rubens A. C.","Engenharia Agrícola; 34(2); 322-331","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200013&lang=pt" 
"S0100-69162014000200012-scl","Influence of distance, geometry and number of control stations on quality of local geodetic networks for the purpose of georeferencing of rural properties","Rosalen, David Luciano","Engenharia Agrícola; 34(2); 311-321","Engenharia Agrícola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200012&lang=pt" 
"S1413-70542014000200004-scl","Soil loss by water erosion in areas under maize and jack beans intercropped and monocultures","Lima, Pedro Luiz Terra, Silva, Marx Leandro Naves, Curi, Nilton, Quinton, John","Ciência e Agrotecnologia; 38(2); 129-139","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200004&lang=pt" 
"S1413-70542014000200001-scl","Sisvar: a Guide for its Bootstrap procedures in multiple comparisons","Ferreira, Daniel Furtado","Ciência e Agrotecnologia; 38(2); 109-112","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200001&lang=pt" 
"S1413-70542014000200006-scl","Vegetation characterization in gully areas as basis for soil conservation","Gomide, Plínio Henrique Oliveira, Silva, Marx Leandro Naves, Castro, Gislene Carvalho de, Soares, Cláudio Roberto Fonsêca Sousa, Oliveira, Anna Hoffmann, Curi, Nilton","Ciência e Agrotecnologia; 38(2); 149-159","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200006&lang=pt" 
"S1413-70542014000200002-scl","Chemical changes in an oxisol treated with pyroligneous acid","Togoro, Aluísio Hideki, Silva, Juliana Aparecida dos Santos da, Cazetta, Jairo Osvaldo","Ciência e Agrotecnologia; 38(2); 113-121","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200002&lang=pt" 
"S1413-70542014000200003-scl","Software Image J to study soil pore distribution","Passoni, Sabrina, Borges, Fernando da Silva, Pires, Luiz Fernando, Saab, Sérgio da Costa, Cooper, Miguel","Ciência e Agrotecnologia; 38(2); 122-128","Ciência e Agrotecnologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542014000200003&lang=pt" 
"S0102-311X2014000400851-spa","Fórum: saúde e povos indígenas no Brasil. Introdução","Welch, James R.","Cadernos de Saúde Pública; 30(4); 851-854","Cadernos de Saúde Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400851&lang=pt" 
"S0102-311X2014000400684-spa","Thalidomide and its analogues: comparative clinical efficacy and safety, and cost-effectiveness","Paumgartten, Francisco J. R.","Cadernos de Saúde Pública; 30(4); 684-686","Cadernos de Saúde Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400684&lang=pt" 
"S0100-69162014000200001-scl","Auditoria energética em uma agroindústria de laticínios","Debastiani, Gilson, Nogueira, Carlos E. C., Lawder, José H., Vidotto, Magno L., Azevedo, Ricardo L.","Engenharia Agrícola; 34(2); 194-202","Engenharia Agrícola","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69162014000200001&lang=pt" 
"S0102-311X2014000400681-spa","Governança global para a saúde","","Cadernos de Saúde Pública; 30(4); 681-681","Cadernos de Saúde Pública","Inglês, Português, Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2014000400681&lang=pt" 
"S1022-51292014000200008-per","Hiperplasia de las glándulas de Brunner: A propósito de 2 casos","Padilla Ruiz, Maykel","Revista de Gastroenterología del Perú; 34(2); 141-143","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200008&lang=pt" 
"S1022-51292014000200009-per","Sarcoma de Kaposi gástrico en un paciente con virus de inmunodeficiencia humana (VIH)","Martínez, Julián D, Hernández, Geovanny, Salinas, Carolina, Hormaza, Natán, Garzón, Martín, Lizarazo, Jorge, Manrique, Camilo, Marulanda, Juan, Molano, Juan, Rey, Mario, Rivera, Daysi","Revista de Gastroenterología del Perú; 34(2); 145-147","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200009&lang=pt" 
"S1022-51292014000200001-per","Despistaje del cáncer colorectal: ¿es necesario?","Rebaza Vasquez, Segundo","Revista de Gastroenterología del Perú; 34(2); 105-106","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200001&lang=pt" 
"S1022-51292014000200002-per","Síndromes hereditarios de predisposición al cáncer colorrectal identificados en el Instituto Nacional de Enfermedades Neoplásicas (INEN), Lima, Perú","Castro-Mujica, María del Carmen, Sullcahuamán-Allende, Yasser, Barreda-Bolaños, Fernando, Taxa-Rojas, Luis","Revista de Gastroenterología del Perú; 34(2); 107-114","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200002&lang=pt" 
"S1022-51292014000200003-per","Evaluación microbiológica de la desinfección de alto nivel de los endoscopios flexibles en un hospital general","Robles, Christian, Turín, Christie, Villar, Alicia, Huerta-Mercado, Jorge, Samalvides, Frine","Revista de Gastroenterología del Perú; 34(2); 115-119","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200003&lang=pt" 
"S1022-51292014000200004-per","Evaluación de la realización de paracentesis en pacientes cirróticos ingresados a dos servicios de medicina interna de hospitales mediana complejidad","Carvajal, Cinthia, Contreras, Pía, Covarrubias, Natalia, Bresky, Gustavo, Lancelloti, Domingo","Revista de Gastroenterología del Perú; 34(2); 121-125","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200004&lang=pt" 
"S1022-51292014000200005-per","Factores de riesgo con el desarrollo de la hiperamilasemia y pancreatitis post PCRE en el Cuban National Institute","Hernández Garcés, Héctor Ruben, Almeida Linnet, Alonso, Abreu Vázquez, María del Rosario, Calzadilla Bertot, Luis, Peña, Kevin, Andrain Sierra, Yudit, Moutary, Issoufo, Segura Fernández, Nilmer","Revista de Gastroenterología del Perú; 34(2); 127-132","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200005&lang=pt" 
"S1022-51292014000200006-per","Síndrome de prolapso de mucosa rectal: estudio de casos. Hospital Daniel A Carrión,Lima, Perú. 2010-2013","Arévalo Suarez, Fernando, Cárdenas Vela, Irene, Rodríguez Rodríguez, Kriss, Pérez Narrea, María Teresa, Rodríguez Vargas, Omar, Montes Teves, Pedro, Monge Salgado, Eduardo","Revista de Gastroenterología del Perú; 34(2); 133-137","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200006&lang=pt" 
"S1022-51292014000200007-per","Doble píloro en la era de los inhibidores de la bomba de protones","Mansur Reimão, Sílvia, Ferreira De Souza, Thiago, Otoch, Jose P, Makoto Sakai, Christiano, Yance Hurtado, Robin Mauricio, Menezes Marques, Lucas, Guimarães Hourneaux De Moura, Eduardo, Artifon, Everson L. A","Revista de Gastroenterología del Perú; 34(2); 139-140","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200007&lang=pt" 
"S1022-51292014000200011-per","Introducción al meta-análisis indirecto","Bolaños Díaz, Rafael, Calderón Cahua, María","Revista de Gastroenterología del Perú; 34(2); 151-154","Revista de Gastroenterología del Perú","Espanhol","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200011&lang=pt" 
"S1022-51292014000200010-per","Metastasis of breast cancer to major duodenal papilla","Bastos, Tiago, Souza, Thiago F, Otoch, Jose P, Grecco, Eduardo, Àvila, Fabio, Artifon, Everson L.A","Revista de Gastroenterología del Perú; 34(2); 149-150","Revista de Gastroenterología del Perú","Inglês","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200010&lang=pt" 
"S1022-51292014000200012-per","Endoscopic ultrasound hemostasis techniques","Artifon, Everson L.A, P.S. Aparicio, Dayse, Otoch, Jose P, Carvalho, Paulo B, Marson, Fernando P, Fernandes, Kaie, Tchekmedyian, Asadur J","Revista de Gastroenterología del Perú; 34(2); 155-160","Revista de Gastroenterología del Perú","Inglês","2014","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1022-51292014000200012&lang=pt" 
"S0101-32892014000200369-scl","Atividades motoras aquáticas na coordenação corporal de adolescentes com deficiência intelectual","Rodrigues, Marilia Naves, Lima, Solange Rodovalho","Revista Brasileira de Ciências do Esporte; 36(2); 369-381","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200369&lang=pt" 
"S0101-32892014000200397-scl","Representações sociais de adolescentes sobre ser saudável","Silva, Antonio Carlos Santos da, Sales, Zenilda Nogueira, Moreira, Ramon Missias, Boery, Eduardo Nagib, Santos, Washington da Silva, Teixeira, Jules Ramon Brito","Revista Brasileira de Ciências do Esporte; 36(2); 397-409","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200397&lang=pt" 
"S0101-32892014000200561-scl","Os três pontos de entrada da economia política no futebol","Santos, Anderson David Gomes dos","Revista Brasileira de Ciências do Esporte; 36(2); 561-575","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200561&lang=pt" 
"S0101-32892014000200577-scl","Treinamento mental no tênis: revisão sistemática da literatura","Godtsfriedt, Jonas, Andrade, Alexandro, Vasconcellos, Diego Itibere Cunha","Revista Brasileira de Ciências do Esporte; 36(2); 577-586","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200577&lang=pt" 
"S0101-32892014000200327-scl","The Q angle analysis, during resistance training, on open kinematics chain and intermidiate closed kinematics chain, through photogrametry","Araujo, Ayslan Jorge Santos de, Silva Junior, Walderi Monteiro da","Revista Brasileira de Ciências do Esporte; 36(2); 327-339","Revista Brasileira de Ciências do Esporte","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200327&lang=pt" 
"S0101-32892014000200515-scl","Esporte e política em Invictus, de Clint Eastwood","Dias, Cleber","Revista Brasileira de Ciências do Esporte; 36(2); 515-530","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200515&lang=pt" 
"S0101-32892014000200485-scl","A beleza feminina como poder: desvendando outros sentidos para a construção estética de si","Teixeira, Fábio Luís Santos, Freitas, Clara Maria Silvestre Monteiro De, Caminha, Iraquitan De Oliveira","Revista Brasileira de Ciências do Esporte; 36(2); 485-500","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200485&lang=pt" 
"S0101-32892014000200501-scl","Quando &quot;rola a bola&quot;: reflexões sobre as práticas futebolísticas e a forma escolar nas aulas de Educação Física","Faria, Eliene Lopes","Revista Brasileira de Ciências do Esporte; 36(2); 501-513","Revista Brasileira de Ciências do Esporte","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32892014000200501&lang=pt" 
"S1517-45222014000100002-scl","Histórico, relevância e explorações ontológicas da questão ambiental","Almeida, Jalcione, Premebida, Adriano","Sociologias; 16(35); 14-33","Sociologias","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100002&lang=pt" 
"S1517-45222014000100004-scl","Disputas cognitivas e exercício da capacidade crítica: o caso dos conflitos ambientais no Brasil","Acselrad, Henri","Sociologias; 16(35); 84-105","Sociologias","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100004&lang=pt" 
"S1517-45222014000100003-scl","O ambiente como questão sociológica: conflitos ambientais em perspectiva","Fleury, Lorena Cândido, Almeida, Jalcione, Premebida, Adriano","Sociologias; 16(35); 34-82","Sociologias","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100003&lang=pt" 
"S1517-45222014000100005-scl","O surgimento das questões de risco","Borraz, Olivier","Sociologias; 16(35); 106-137","Sociologias","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100005&lang=pt" 
"S1517-45222014000100006-scl","A injunção da participação no campo ambiental ou a questão da incorporação dos &quot;públicos&quot; nos espaços de discussão","Billaud, Jean-Paul","Sociologias; 16(35); 138-164","Sociologias","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100006&lang=pt" 
"S1517-45222014000100007-scl","La reinvención de la autenticidad en el contexto de la mercantilización neoliberal","Rodríguez Victoriano, José Manuel, Mora, Marina Requena I","Sociologias; 16(35); 166-201","Sociologias","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222014000100007&lang=pt" 
"S1984-46702014000200011-scl","Eudistoma (Ascidiacea: Polycitoridae) from tropical Brazil","Oliveira, Livia de Moura, Gamba, Gustavo Antunes, Rocha, Rosana Moreira da","Zoologia (Curitiba); 31(2); 195-208","Zoologia (Curitiba)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702014000200011&lang=pt" 
"S0103-21002014000200006-scl","Associação entre transtornos do sono e níveis de fragilidade entre idosos","Santos, Ariene Angelini dos, Ceolim, Maria Filomena, Pavarini, Sofia Cristina Iost, Neri, Anita Liberalesso, Rampazo, Mariana Kátia","Acta Paulista de Enfermagem; 27(2); 120-125","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200006&lang=pt" 
"S0103-21002014000200004-scl","Validação e adaptação cultural para o português da Interpersonal Communication Competence Scale","Puggina, Ana Cláudia, Silva, Maria Júlia Paes da","Acta Paulista de Enfermagem; 27(2); 108-114","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200004&lang=pt" 
"S0103-21002014000200005-scl","Caracterização do transporte de pacientes críticos na modalidade intra-hospitalar","Meneguin, Silmara, Alegre, Patrícia Helena Corrêa, Luppi, Claudia Helena Bronzatto","Acta Paulista de Enfermagem; 27(2); 115-119","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200005&lang=pt" 
"S0103-21002014000200002-scl","Padrão de consumo de bebidas alcoólicas entre os trabalhadores e perfil socioeconômico","Brites, Riany Moura Rocha, Abreu, Ângela Maria Mendes de","Acta Paulista de Enfermagem; 27(2); 93-99","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200002&lang=pt" 
"S0103-21002014000200003-scl","Análise de causa raiz de acidentes por quedas e erros de medicação em hospital","Teixeira, Thalyta Cardoso Alux, Cassiani, Silvia Helena de Bortoli","Acta Paulista de Enfermagem; 27(2); 100-107","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200003&lang=pt" 
"S0103-21002014000200008-scl","Grau de conhecimento, atitudes e práticas de puérperas sobre a infecção por HIV e sua prevenção","Brasil, Raquel Ferreira Gomes, Moreira, Maysa Mayran Chaves, Teles, Liana Mara Rocha, Damasceno, Ana Kelve de Castro, Moura, Escolástica Rejane Ferreira","Acta Paulista de Enfermagem; 27(2); 133-137","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200008&lang=pt" 
"S0103-21002014000200009-scl","Opinião dos estudantes de enfermagem sobre a simulação realística e o estágio curricular em cenário hospitalar","Valadares, Alessandra Freire Medina, Magro, Marcia Cristina da Silva","Acta Paulista de Enfermagem; 27(2); 138-143","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200009&lang=pt" 
"S0103-21002014000200015-scl","Oncoaudit: desenvolvimento e avaliação de aplicativo para enfermeiros auditores","Grossi, Luciane Mandia, Pisa, Ivan Torres, Marin, Heimar de Fátima","Acta Paulista de Enfermagem; 27(2); 179-185","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200015&lang=pt" 
"S0103-21002014000200014-scl","Validação de conteúdo da intervenção de enfermagem Controle Ambiental: segurança do trabalhador","Sánchez-Ayllón, Francisca, Oliveira, Adriana Catarina de Souza, Morales, Isabel, Sá, Jéssica Dantas de, Pérez, Paloma Echevarría","Acta Paulista de Enfermagem; 27(2); 173-178","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200014&lang=pt" 
"S0103-21002014000200016-scl","Análise da hemorragia no parto vaginal pelos índices de eritrócitos e hematócrito","Gabrielloni, Maria Cristina, Armellini, Cláudia Junqueira, Barbieri, Márcia, Schirmer, Janine","Acta Paulista de Enfermagem; 27(2); 186-193","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200016&lang=pt" 
"S0103-21002014000200011-scl","Situações de assédio moral vivenciadas por enfermeiros no ambiente de trabalho","Cahú, Graziela Ribeiro Pontes, Costa, Solange Fátima Geraldo da, Costa, Isabelle Cristinne Pinto, Batista, Patrícia Serpa de Souza, Batista, Jaqueline Brito Vidal","Acta Paulista de Enfermagem; 27(2); 151-156","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200011&lang=pt" 
"S0103-21002014000200010-scl","Taxa de contaminação de testes hematológicos e seus fatores determinantes","Rubia-Ortí, José Enrique De La, Verdu-Trescolí, Gemma, Prado-Gascó, Vicente, Selvi-Sabater, Pablo, Firmino-Canhoto, Joao","Acta Paulista de Enfermagem; 27(2); 144-150","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200010&lang=pt" 
"S0103-21002014000200013-scl","Tabagismo, consumo de álcool e atividade física: associações na síndrome coronariana aguda","Brunori, Evelise Helena Fadini Reis, Cavalcante, Agueda Maria Ruiz Zimmer, Lopes, Camila Takao, Lopes, Juliana de Lima, Barros, Alba Lucia Bottura Leite de","Acta Paulista de Enfermagem; 27(2); 165-172","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200013&lang=pt" 
"S0103-21002014000200012-scl","Qualidade de vida antes e após a cirurgia bariátrica","Moraes, Josiane da Motta, Caregnato, Rita Catalina Aquino, Schneider, Daniela da Silva","Acta Paulista de Enfermagem; 27(2); 157-164","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000200012&lang=pt" 
