"S0034-75152013000300016-cub","Truabin inyectable","","Revista Cubana de Farmacia; 47(3); 423-424","Revista Cubana de Farmacia","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152013000300016&lang=pt" 
"S0121-16172013000300006-col","Abigeato, control estatal y relaciones de poder en el Territorio Nacional de La Pampa en las primeras décadas del siglo XX","Moroni, Marisa","Historia Crítica; (51); 97-119","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300006&lang=pt" 
"S0121-16172013000300009-col","Reflexiones sobre el imperialismo norteamericano: la política agraria colombiana y la influencia estadounidense en la década de 1930","Ardila Falla, Juan Pablo","Historia Crítica; (51); 171-195","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300009&lang=pt" 
"S0121-16172013000300008-col","Acuerdos y confrontaciones: la política agraria peronista en el marco del Pacto Social","Lázzaro, Silvia B","Historia Crítica; (51); 145-168","Historia Crítica","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172013000300008&lang=pt" 
"S0465-546X2013000300001-esp","Psychosocial risks and work-related stress","Forastieri, Valentina","Medicina y Seguridad del Trabajo; 59(232); 297-301","Medicina y Seguridad del Trabajo","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2013000300001&lang=pt" 
"S0718-58392013000300007-chl","Antimicrobial activity against Xanthomonas albilineans and fermentation kinetics of a lactic acid bacterium isolated from the sugar cane crop","Serna-Cock, Liliana, Camargo-Guarnizo, Andres Felipe, Rengifo-Guerrero, Carlos Andres","Chilean journal of agricultural research; 73(3); 250-258","Chilean journal of agricultural research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392013000300007&lang=pt" 
"S0718-58392013000300008-chl","Comparative study of two coniferous species (Pinus pinaster Aiton and Cupressus sempervirens L. var. dupreziana [A. Camus] Silba) essential oils: chemical composition and biological activity","Amri, Ismail, Hanana, Mohsen, Gargouri, Samia, Jamoussi, Bassem, Hamrouni, Lamia","Chilean journal of agricultural research; 73(3); 259-266","Chilean journal of agricultural research","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392013000300008&lang=pt" 
"S0044-59672013000300001-scl","Níveis críticos e faixas de suficiência nutricional em laranjeira-pêra na Amazônia Central obtidas pelo método DRIS","Dias, Jairo Rafael Machado, Tucci, Carlos Alberto Franco, Wadt, Paulo Guilherme Salvador, Silva, Aldilane Mendonça da, Santos, José Zilton Lopes","Acta Amazonica; 43(3); 239-246","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300001&lang=pt" 
"S0044-59672013000300002-scl","Fitossociologia de uma Floresta Ombrófila Densa na Amazônia Setentrional, Roraima, Brasil","Condé, Tiago Monteiro, Tonini, Helio","Acta Amazonica; 43(3); 247-259","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300002&lang=pt" 
"S0044-59672013000300004-scl","Crescimento de mudas de mangue sob diferentes níveis de sombreamento na península de Ajuruteua, Bragança, Pará","Lopes, Elaine Cristina, Araujo, Erneida Coelho de, Costa, Rejane Silva da, Daher, Rogerio Figueiredo, Fernandes, Marcus Emanuel Barroncas","Acta Amazonica; 43(3); 291-296","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300004&lang=pt" 
"S0044-59672013000300006-scl","Variações espaço-temporais no estoque de sementes do solo na floresta amazônica","Leal Filho, Niwton, Sena, Juliana dos Santos, Santos, Gisele Rodrigues dos","Acta Amazonica; 43(3); 305-314","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300006&lang=pt" 
"S0044-59672013000300009-scl","Mineralogical and geochemical influences on sediment color of Amazon wetlands analyzed by visible spectrophotometry","Guimarães, José Tasso Felix, Cohen, Marcelo Cancela Lisboa, França, Marlon Carlos, Silva, Any Kelly Terra da, Rodrigues, Suyanne Flavia Santos","Acta Amazonica; 43(3); 331-342","Acta Amazonica","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300009&lang=pt" 
"S0044-59672013000300015-scl","Comparação da eficiência relativa de dois apetrechos de coleta de peixes em praias no baixo rio Purus, Amazonas, Brasil","Duarte, Cleber, Deus, Cláudia Pereira de, Py-Daniel, Lúcia Rapp","Acta Amazonica; 43(3); 383-387","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300015&lang=pt" 
"S0044-59672013000300005-scl","Incidência de leishmaniose tegumentar americana no norte de Mato Grosso entre 2001 e 2008","Nobres, Evaldir de Souza, Souza, Laudenice Aparecida de, Rodrigues, Domingos de Jesus","Acta Amazonica; 43(3); 297-303","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300005&lang=pt" 
"S0044-59672013000300007-scl","Manejo da podridão-de-Sclerotium em pimentão em um argisolo no Amazonas","Netto, Rosalee Albuquerque Coelho, Ferreira, Andréia Aline Bastos, Noda, Hiroshi","Acta Amazonica; 43(3); 315-322","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300007&lang=pt" 
"S0044-59672013000300008-scl","The mineralogy and chemistry of the German and Portuguese tiles used to face a historic building in the Amazon region and their natural susceptibility to tropical weathering","Costa, Marcondes L. da, Sanjad, Thais A.B.C., Paiva, Rosildo S.","Acta Amazonica; 43(3); 323-330","Acta Amazonica","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300008&lang=pt" 
"S0044-59672013000300010-scl","Geoquímica de rios de água preta do sudeste do Amazonas: origem, fluxo dos elementos e consumo de CO2","Lages, Anderson da Silva, Horbe, Adriana Maria Coimbra, Moquet, Jean-Sébastien","Acta Amazonica; 43(3); 343-352","Acta Amazonica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672013000300010&lang=pt" 
"S0100-83582013000300006-scl","Competitive ability of soybean cultivars with horseweed (Conyza bonariensis)","Trezzi, M.M., Balbinot Jr., A.A., Benin, G., Debastiani, F., Patel, F., Miotto Jr., E.","Planta Daninha; 31(3); 543-550","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300006&lang=pt" 
"S0100-83582013000300023-scl","Computer programs for analysis of droplets sprayed on water sensitive papers","Cunha, J.P.A.R., Farnese, A.C., Olivet, J.J.","Planta Daninha; 31(3); 715-720","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300023&lang=pt" 
"S0100-83582013000300024-scl","Implications of weeds of genus euphorbia for crop production: a review","Tanveer, A., Khaliq, A., Javaid, M.M., Chaudhry, M.N., Awan, I.","Planta Daninha; 31(3); 723-731","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300024&lang=pt" 
"S0100-83582013000300002-scl","Allelopathic effects of Rhynchosia capitata on germination and seedling growth of mungbean","Ali, H.H., Tanveer, A., Nadeem, M.A., Javaid, M.M., Kashif, M.S., Chadhar, A.R.","Planta Daninha; 31(3); 501-509","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300002&lang=pt" 
"S0100-83582013000300003-scl","Effect of weed interference on soybean cultivars at two sowing times","Marangoni, R.E., Jakelaitis, A., Tavares, C.J., Rezende, B.P.M., Mello Filho, O.L., Cunha, P.C.R.","Planta Daninha; 31(3); 511-519","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300003&lang=pt" 
"S0100-83582013000300004-scl","Habilidade competitiva de cultivares de trigo com plantas daninhas","Lamego, F.P., Ruchel, Q., Kaspary, T.E., Gallon, M., Basso, C.J., Santi, A.L.","Planta Daninha; 31(3); 521-531","Planta Daninha","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300004&lang=pt" 
"S0100-83582013000300005-scl","Weed interference periods in the &#039;Fécula Branca&#039; cassava","Costa, N.V., Ritter, L., Peres, E.J.L., Silva, P.V., Vasconcelos, E.S.","Planta Daninha; 31(3); 533-542","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300005&lang=pt" 
"S0100-83582013000300007-scl","Infestation of weed species in pre-planting of soybean in succession to winter crops","Concenço, G., Silva, C.J., Tomazi, M., Correia, I.V.T., Souza, N.C.D.S., Andres, A.","Planta Daninha; 31(3); 551-558","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300007&lang=pt" 
"S0100-83582013000300008-scl","Corn cultivar intercropping with arboreal legumes for weed control","Silva, P.S.L., Silva, P.I.B., Oliveira, V.R., Barros, G.L., Monteiro, A.L.","Planta Daninha; 31(3); 559-567","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300008&lang=pt" 
"S0100-83582013000300009-scl","Density and sowing season of two Brachiaria species on the soybean culture","Saraiva, A.S., Erasmo, E.A.L., Mata, J.F., Dornelas, B.F., Dornelas, D.F., SILVA, J.I.C.","Planta Daninha; 31(3); 569-576","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300009&lang=pt" 
"S0100-83582013000300010-scl","Some biological aspects of the weed Lesser celandine (Ranunculus ficaria)","Sohrabi Kertabad, S., Rashed Mohassel, M.H., Nasiri Mahalati, M., Gherekhloo, J.","Planta Daninha; 31(3); 577-585","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300010&lang=pt" 
"S0100-83582013000300011-scl","Effect of ecological factors on germination of horse purslane (Trianthema portulacastrum)","Tanveer, A., Mumtaz, K., Javaid, M.M., Chaudhry, M.N., Balal, R.M., Khaliq, A.","Planta Daninha; 31(3); 587-597","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300011&lang=pt" 
"S0100-83582013000300012-scl","Análise de crescimento de erva-de-touro em competição com soja cultivada sob deficiência hídrica","Vivian, R., Dourado-Neto, D., Silva, A.A., Victoria Filho, R., Yeda, M.P., Ruiz‑Corrêa, S.","Planta Daninha; 31(3); 599-610","Planta Daninha","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300012&lang=pt" 
"S0100-83582013000300013-scl","Época de aplicación y toxicidad varietal del herbicida amicarbazone en la caña de azúcar, en Veracruz, México","Esqueda-Esquivel, V.A., Rosales-Robles, E.","Planta Daninha; 31(3); 611-621","Planta Daninha","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300013&lang=pt" 
"S0100-83582013000300014-scl","Trinexapac-ethyl e adubação nitrogenada na cultura do trigo","Pagliosa, E.E., Benin, G., Biezus, E., Beche, E., Silva, C.L., Marchese, J.A., Martin, T.N.","Planta Daninha; 31(3); 623-630","Planta Daninha","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300014&lang=pt" 
"S0100-83582013000300015-scl","Effects of irrigated rice sowing season and imazapyr + imazapic time of application on rice grain yield and red rice management","Sartori, G.M.S., Marchesan, E., Azevedo, C.F., Filho, A.C., Roso, R., Coelho, L.L., Oliveira, M.L.","Planta Daninha; 31(3); 631-644","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300015&lang=pt" 
"S0100-83582013000300016-scl","Rapid diagnosis of resistance to imidazolinone herbicides in barnyardgrass (Echinochloa crus-galli) and control of resistant biotypes with alternative herbicides","Matzenbacher, F.O., Kalsing, A., Menezes, V.G., Barcelos, J.A.N., Merotto Junior, A.","Planta Daninha; 31(3); 645-656","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300016&lang=pt" 
"S0100-83582013000300017-scl","Limited occurrence of resistant radish (Raphanus sativus) to AHAS-inhibiting herbicides in Argentina","Pandolfo, C.E., Presotto, A., Poverene, M., Cantamutto, M.","Planta Daninha; 31(3); 657-666","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300017&lang=pt" 
"S0100-83582013000300018-scl","Atrazine persistence applied as commercial and xerogel formulations in oxisol","Trezzi, M.M., Marchesan, E.D., Vidal, R.A., Xavier, E., Dick, D.P.","Planta Daninha; 31(3); 667-675","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300018&lang=pt" 
"S0100-83582013000300019-scl","Low level resistance of goosegrass (Eleusine indica) to glyphosate in Rio Grande do Sul-Brazil","Vargas, L., Ulguim, A.R., Agostinetto, D., Magro, T.D., Thürmer, L.","Planta Daninha; 31(3); 677-686","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300019&lang=pt" 
"S0100-83582013000300020-scl","Germination and growth of Fimbristylis miliacea biotypes resistant and susceptible to acetolactate synthase-inhibiting herbicides","Schaedler, C.E., Noldin, J.A., Agostinetto, D., Dal Magro, T., Fontana, L.C.","Planta Daninha; 31(3); 687-694","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300020&lang=pt" 
"S0100-83582013000300021-scl","Effect of plant regulators on growth and flowering of &#039;Meyer&#039; zoysiagrass","Marchi, S.R., Martins, D., Costa, N.V., Silva, J.R.V.","Planta Daninha; 31(3); 695-703","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300021&lang=pt" 
"S0100-83582013000300022-scl","Volumes de calda e adjuvante no controle de plantas daninhas com glyphosate","Bueno, M.R., Alves, G.S., Paula, A.D.M., Cunha, J.P.A.R.","Planta Daninha; 31(3); 705-713","Planta Daninha","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300022&lang=pt" 
"S0100-83582013000300025-scl","Growth inhibitors in turfgrass","March, S.R., Martins, D., McElroy, J.S.","Planta Daninha; 31(3); 733-747","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300025&lang=pt" 
"S0100-83582013000300001-scl","Floristic and structural variation of weeds in eucalyptus plantations as influenced by relief and time of year","Tuffi Santos, L.D., Cardoso Filho, O., Santos Júnior, A., Sant&#039;Anna-Santos, B.F., Felix, R.C., Leite, F.P.","Planta Daninha; 31(3); 491-499","Planta Daninha","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582013000300001&lang=pt" 
"S1888-75462013000300002-esp","Motor performance and habitual physical activity in individuals with Parkinson&#039;s disease","Guimarães, A. V., Barbosa, A. R.","Revista Andaluza de Medicina del Deporte; 6(3); 96-100","Revista Andaluza de Medicina del Deporte","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462013000300002&lang=pt" 
"S1888-75462013000300004-esp","O uso da maturação somática na identificação morfofuncional em jovens jogadores de futebol","Mortatti, A. L., Honorato, R. C., Moreira, A., Arruda, M. de","Revista Andaluza de Medicina del Deporte; 6(3); 108-114","Revista Andaluza de Medicina del Deporte","Português","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462013000300004&lang=pt" 
"S1888-75462013000300003-esp","El procesado del desplazamiento del centro de presiones para el estudio de la relación complejidad/rendimiento observada en el control postural en bipedestación","Caballero, C., Barbado, D., Moreno, F. J.","Revista Andaluza de Medicina del Deporte; 6(3); 101-107","Revista Andaluza de Medicina del Deporte","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462013000300003&lang=pt" 
"S1888-75462013000300006-esp","Pruebas angulares de estimación de la flexibilidad isquiosural: descripción de los procedimientos exploratorios y valores de referencia","Ayala, F., Sainz de Baranda, P., Cejudo, A., Santonja, F.","Revista Andaluza de Medicina del Deporte; 6(3); 120-128","Revista Andaluza de Medicina del Deporte","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462013000300006&lang=pt" 
"S1888-75462013000300001-esp","Effects of training in physical fitness and body composition of the Brazilian 5-a-side football team","Castelli Correia de Campos, L. F., Athayde Costa e Silva, A. de, Teixeira Fabrício dos Santos, L. G., Trevisan Costa, L., Montagner, P. C., Borin, J. P., Ferreira de Araújo, P., Irineu Gorla, J.","Revista Andaluza de Medicina del Deporte; 6(3); 91-95","Revista Andaluza de Medicina del Deporte","Inglês","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462013000300001&lang=pt" 
"S1984-82502013000300001-scl","Internationalizing Brazilian Pharmaceutical Sciences","Ferreira, Elizabeth Igne","Brazilian Journal of Pharmaceutical Sciences; 49(3); v-v","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300001&lang=pt" 
"S1984-82502013000300005-scl","Pharmacokinetic study of isoquercitrin in rat plasma after intravenous administration at three different doses","Xue, Hefei, Li, Yuzhong, Zhang, Wenjie, Lu, Dongrui, Chen, Yinghui, Yin, Jingjing, Meng, Yihan, Ying, Xixiang, Kang, Tingguo","Brazilian Journal of Pharmaceutical Sciences; 49(3); 435-441","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300005&lang=pt" 
"S1984-82502013000300014-scl","Development of enteric coated sustained release minitablets containing mesalamine","Souza, Dayse Fernanda de, Goebel, Karin, Andreazza, Itamar Francisco","Brazilian Journal of Pharmaceutical Sciences; 49(3); 529-536","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300014&lang=pt" 
"S1984-82502013000300012-scl","Quality parameters of some Brazilian panettones","Valcárcel-Yamani, Beatriz, Lannes, Suzana Caetano da Silva","Brazilian Journal of Pharmaceutical Sciences; 49(3); 511-519","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300012&lang=pt" 
"S1984-82502013000300011-scl","Insulin analogues versus human insulin in type 1 diabetes: direct and indirect meta-analyses of efficacy and safety","Sanches, Andréia Cristina Conegero, Correr, Cassyano Januário, Venson, Rafael, Gonçalves, Patrícia Rodrigues, Garcia, Mariana Martins, Piantavini, Mário Sérgio, Pontarolo, Roberto","Brazilian Journal of Pharmaceutical Sciences; 49(3); 501-509","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300011&lang=pt" 
"S1984-82502013000300010-scl","Consumption of medicines in high-risk pregnancy: evaluation of determinants related to the use of prescription drugs and self-medication","Araújo, Danielle Dayse, Leal, Marineide Marinho, Santos, Eliane Jucielly Vasconcelos, Leal, Leila Bastos","Brazilian Journal of Pharmaceutical Sciences; 49(3); 491-499","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300010&lang=pt" 
"S1984-82502013000300008-scl","Social inequalities in lawsuits for drugs","Provin, Mércia Pandolfo, Leite, Silvana Nair, Amaral, Rita Goreti","Brazilian Journal of Pharmaceutical Sciences; 49(3); 465-474","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300008&lang=pt" 
"S1984-82502013000300019-scl","Enhancement of solubility and dissolution rate of poorly water soluble raloxifene using microwave induced fusion method","Patil, Payal Hasmukhlal, Belgamwar, Veena Sailendra, Patil, Pratibha Ramratan, Surana, Sanjay Javerilal","Brazilian Journal of Pharmaceutical Sciences; 49(3); 571-578","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300019&lang=pt" 
"S1984-82502013000300007-scl","The physical, chemical and functional characterization of starches from Andean tubers: oca (Oxalis tuberosa Molina), olluco (Ullucus tuberosus Caldas) and mashua (Tropaeolum tuberosum Ruiz &amp; Pavón)","Valcárcel-Yamani, Beatriz, Rondán-Sanabria, Gerby Giovanna, Finardi-Filho, Flavio","Brazilian Journal of Pharmaceutical Sciences; 49(3); 453-464","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300007&lang=pt" 
"S1984-82502013000300013-scl","Simultaneous determination of ethinyl estradiol and drospirenone in oral contraceptive by high performance liquid chromatography","Silva, Viviane Benevenuti, Galdos, Angel Arturo Gaona, Mothe, Cintia Maria Alves, Pallastrelli, Michele Bacchi, Prado, Maria Segunda Aurora, Singh, Anil Kumar, Kedor-Hackmann, Erika Rosa Maria, Santoro, Maria Inês Rocha Miritello","Brazilian Journal of Pharmaceutical Sciences; 49(3); 521-528","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300013&lang=pt" 
"S1984-82502013000300017-scl","Isolation of flavonoids from Anemopaegma arvense (Vell) Stellf. ex de Souza and their antifungal activity against Trichophyton rubrum","Costanzo, Camila Di Giovane, Fernandes, Vanessa Colnaghi, Zingaretti, Sônia, Beleboni, Rene Oliveira, Pereira, Ana Maria Soares, Marins, Mozart, Taleb-Contini, Sílvia Helena, Pereira, Paulo Sérgio, Fachin, Ana Lúcia","Brazilian Journal of Pharmaceutical Sciences; 49(3); 559-565","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300017&lang=pt" 
"S1984-82502013000300016-scl","Stryphnodendron adstringens (Mart.) Coville (Fabaceae) proanthocyanidins quantitation by RP-HPLC","Nascimento, André Márcio do, Guedes, Priscila Tavares, Castilho, Rachel Oliveira, Vianna-Soares, Cristina Duarte","Brazilian Journal of Pharmaceutical Sciences; 49(3); 549-558","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300016&lang=pt" 
"S1984-82502013000300018-scl","Use of the Ogawa-Kudoh method to isolate mycobacteria in a tuberculosis reference laboratory in northwestern Paraná, Brazil","Silva, Fernanda Schaefer Borges da, Castilho, Aline Lemes, Maltempe, Flaviane Granero, Pina, Rosangela Zampieri, Takao, Elisa Keiko Hirayama, Siqueira, Vera Lúcia Dias, Cardoso, Rosilene Fressatti, Caleffi-Ferracioli, Katiany Rizzieri","Brazilian Journal of Pharmaceutical Sciences; 49(3); 567-570","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300018&lang=pt" 
"S1984-82502013000300021-scl","A simple method for the quantification of diclofenac potassium in oral suspension by high-performance liquid chromatography with UV-detection","Rubim, Alexandre Machado, Rubenick, Jaqueline Bandeira, Laporta, Luciane Varine, Rolim, Clarice Madalena Bueno","Brazilian Journal of Pharmaceutical Sciences; 49(3); 589-597","Brazilian Journal of Pharmaceutical Sciences","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502013000300021&lang=pt" 
"S1678-77572013000500391-scl","Oral cancer: from bench to bedside, the continuous effort towards better diagnostic, treatment and prognostic tools","Garlet, Gustavo Pompermaier","Journal of Applied Oral Science; 21(5); 391-391","Journal of Applied Oral Science","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572013000500391&lang=pt" 
"S1678-77572013000500430-scl","Leukotoxicity of Aggregatibacter actinomycetemcomitans in generalized aggressive periodontitis in Brazilians and their family members","Silveira, Virginia Regia Souza, Nogueira, Marcia Viana Bessa, Nogueira, Nadia Accioly Pinto, Lima, Vilma, Furlaneto, Flavia Aparecida Chaves, Rego, Rodrigo Otavio","Journal of Applied Oral Science; 21(5); 430-436","Journal of Applied Oral Science","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572013000500430&lang=pt" 
"S1678-77572013000500422-scl","Clinical and radiographic evaluation of Bio-Gen with biocollagen compared with Bio-Gen with connective tissue in the treatment of class II furcation defects: a randomized clinical trial","Jenabian, Niloofar, Haghanifar, Sina, Maboudi, Avideh, Bijani, Ali","Journal of Applied Oral Science; 21(5); 422-429","Journal of Applied Oral Science","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572013000500422&lang=pt" 
"S1678-77572013000500416-scl","Low expression of MSH2 DNA repair protein is associated with poor prognosis in head and neck squamous cell carcinoma","Pereira, Camila Santos, Oliveira, Marcos Vinicius Macedo de, Barros, Lucas Oliveira, Bandeira, Gabriela Alencar, Santos, Sergio Henrique Sousa, Basile, John R., Guimaraes, Andre Luiz Sena, De Paula, Alfredo Mauricio Batista","Journal of Applied Oral Science; 21(5); 416-421","Journal of Applied Oral Science","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572013000500416&lang=pt" 
"S1806-11172013000300033-scl","Rolamento e atrito de rolamento ou por que um corpo que rola pára","Andrade-Neto, A.V., Cruz, J.A., Miltão, M.S.R., Ferreira, E.S.","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300033&lang=pt" 
"S1806-11172013000300025-scl","Um experimento hemodinâmico em sala de aula para ensino de biofísica da circulação","Lüdke, Everton, Cauduro, Paola Jardim","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300025&lang=pt" 
"S1806-11172013000300024-scl","Instrumento livre para medidas de movimento","Peña, Norberto, Credidio, Bruno Cecílio, Corrêa, Lorena Peixoto Nogueira Rodriguez Martinez Salles, França, Lucas Gabriel Souza, Cunha, Marcelo do Vale, Sousa, Marcos Cavalcanti de, Vieira, João Paulo Bomfim Cruz, Miranda, José Garcia Vivas","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300024&lang=pt" 
"S1806-11172013000300023-scl","Vídeos didáticos bilíngues no ensino de leis de Newton","Cozendey, Sabrina Gomes, Pessanha, Márlon Caetano Ramos, Costa, Maria da Piedade Resende da","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300023&lang=pt" 
"S1806-11172013000300018-scl","Física dos anos iniciais: estudo sobre a queda livre dos corpos através da metodologia da mediação dialética","Silveira Junior, Pedro Belchior da, Arnoni, Maria Eliza Brefere","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300018&lang=pt" 
"S1806-11172013000300015-scl","The change in the motions of the Earth and spacecraft launching: a college physics level analysis","Zhang, Gengmin","Revista Brasileira de Ensino de Física; 35(3); -","Revista Brasileira de Ensino de Física","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172013000300015&lang=pt" 
