"S0872-34192015000100001-prt","EDITORIAL","Gonçalves, Carlos Manuel","Sociologia; 29(); 7-8","Sociologia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-34192015000100001&lang=pt" 
"S0122-87062015000100004-col","Caracterización del consumidor de calamar gigante en Baja California Sur, México","Montaño Méndez, Iliana Enriqueta, Hernández González, Luis Alberto, Lomelí Mayoral, Hiram, Mesías Díaz, Francisco Javier, Ávila Arce, Adanelly","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 41-50","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100004&lang=pt" 
"S0122-87062015000100005-col","Tendencia anual de los grados día cafeto y los grados día broca en la región andina ecuatorial de Colombia","Ramírez C., Carolina, Daza G., Jhoana, Peña Q., Andrés J.","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 51-63","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100005&lang=pt" 
"S0122-87062015000100007-col","Relationship between the presence and damage of Monalonion velezangeli Carvalho &amp; Costa and some climatic factors in avocado cv. Hass crops","Torres Jaimes, Luisa Fernanda, Cartagena Valenzuela, José Régulo, Correa Londoño, Guillermo Antonio, Monsalve García, Danilo Augusto, Londoño Zuluaga, Martha Eugenia","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 79-85","Corpoica Ciencia y Tecnología Agropecuaria","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100007&lang=pt" 
"S0122-87062015000100002-col","Efecto de las variables de evaporación: presión y flujo calórico en la calidad de la panela","Prada Forero, Luz Esperanza, García Bernal, Hugo Reinel, Chaves Guerrero, Arlex","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 7-23","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100002&lang=pt" 
"S0122-87062015000100011-col","Parcela permanente de monitoreo de bosque de galería, en Puerto Gaitán, Meta","Gutiérrez, Albert, García, Fernando, Rojas, Salvador, Castro, Francisco","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 113-129","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100011&lang=pt" 
"S0122-87062015000100003-col","Aplicación de una metodología de análisis de datos obtenidos por percepción remota orientados a la estimación de la productividad de caña para panela al cuantificar el NDVI (índice de vegetación de diferencia normalizada)","Rueda Calier, Fabio, Peñaranda Mallungo, Luis Alfonso, Velásquez Vargas, Wilmer Leonardo, Díaz Báez, Sergio Antonio","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 25-40","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100003&lang=pt" 
"S0122-87062015000100009-col","Efecto de la inoculación simple y combinada con Hongos Formadores de Micorriza Arbuscular (HFMA) y Rizobacterias Promotoras de Crecimiento Vegetal (BPCV) en plántulas micropropagadas de mora (Rubus glaucus L.)","Pérez Moncada, Urley Adrian, Ramírez Gómez, María Margarita, Zapata Narváez, Yimmy Alexander, Córdoba Sánchez, Juana Marcela","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 95-103","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100009&lang=pt" 
"S0122-87062015000100006-col","Análisis del desarrollo de plantas de mortiño (Vaccinium meridionale Swart.) bajo dos sistemas de propagación: clonal y sexual","Medina Cano, Clara Inés, Lobo Arias, Mario, Castaño Colorado, Álvaro Arley, Cardona, Luis Eduardo","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 65-77","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100006&lang=pt" 
"S0122-87062015000100008-col","Efecto del riego y la fertilización sobre el rendimiento y la calidad de la fruta de lima ácida Tahití Citrus latifolia Tanaka (Rutaceae)","Guerra, Diana Dorado, Grajales, Luis Carlos, Ríos Rojas, Liliana","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 79-85","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100008&lang=pt" 
"S0122-87062015000100001-col","Editorial","González Mejía, Alonso","Corpoica Ciencia y Tecnología Agropecuaria; 16(1); 3-5","Corpoica Ciencia y Tecnología Agropecuaria","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-87062015000100001&lang=pt" 
"S0872-07542015000300003-prt","Infeções sexualmente transmissíveis e factores de risco nas adolescentes e jovens: Dados de um Centro de Atendimento a Jovens","Sá, Maria Isabel, Silva, Maria Teresa, Almeida, Daniela, Vieira, Bruna, Lima, Tânia, Conde, Cidália, Teixeira, Marcília, Lima, Joana, Oliveira, Teresa","Nascer e Crescer; 24(2); 64-69","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300003&lang=pt" 
"S0872-07542015000300002-prt","Elevação das enzimas hepáticas, persistente e assintomática, como forma de apresentação da doença de Wilson em idade pediátrica","Matos, Catarina, Martins, Sofia, Quintal, Idolinda, Vieira, Lucília, Costa, Francisca, Pereira, Fernando, Silva, Ermelinda Santos","Nascer e Crescer; 24(2); 56-63","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300002&lang=pt" 
"S0872-07542015000300005-prt","Paralisia do plexo braquial: uma manifestação rara de infeção osteo-articular","Moutinho, Ana, Valério, Margarida, Marques, Inês, Carrusca, Catarina, Vieira, José Pedro, Tavares, Delfin, Neves, Manuel Cassiano","Nascer e Crescer; 24(2); 75-78","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300005&lang=pt" 
"S0872-07542015000300004-prt","Remoção do pelo na adolescência: Hair removal in adolescence","Pereira, Sandra, Machado, Susana, Selores, Manuela","Nascer e Crescer; 24(2); 70-74","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300004&lang=pt" 
"S0872-07542015000300007-prt","Policitemia vera: a propósito de um caso clínico","Macedo, Joana, Costa, Emília, Barbot, José, Neto, Cláudia","Nascer e Crescer; 24(2); 83-87","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300007&lang=pt" 
"S0872-07542015000300006-prt","Vasculite de hipersensibilidade após terapêutica com metilfenidato: caso clínico","Sá, Mário Correia de, Faria, Carolina, Alves, Marta, Macedo, Liliana, Carvalho, Sónia","Nascer e Crescer; 24(2); 79-82","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300006&lang=pt" 
"S0872-07542015000300008-prt","Diagnóstico Prénatal de Hemocromatose Neonatal: Será possível?","Lopes, Helena Isabel, Montes, Ana Luísa, Novais, Mariana Veiga, Brandão, Otília, Valente, Francisco","Nascer e Crescer; 24(2); 88-90","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300008&lang=pt" 
"S0872-07542015000300001-prt","Síncope em idade pediátrica: avaliação e estratificação de risco","Alvares, Silvia","Nascer e Crescer; 24(2); 53-55","Nascer e Crescer","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542015000300001&lang=pt" 
"S0325-00752015000300001-arg","Errores de diagnóstico en la práctica médica","Ceriani Cernadas, José M","Archivos argentinos de pediatría; 113(3); 194-195","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300001&lang=pt" 
"S0325-00752015000300023-arg","Consideraciones sobre el sueño seguro del lactante: Resumen ejecutivo","","Archivos argentinos de pediatría; 113(3); 285-287","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300023&lang=pt" 
"S0325-00752015000300026-arg","Archivos hace 75 años","","Archivos argentinos de pediatría; 113(3); e175-e196","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300026&lang=pt" 
"S0325-00752015000300027-arg","","","Archivos argentinos de pediatría; 113(3); e197-e198","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300027&lang=pt" 
"S0325-00752015000300024-arg","","","Archivos argentinos de pediatría; 113(3); 288-288","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300024&lang=pt" 
"S0325-00752015000300025-arg","","","Archivos argentinos de pediatría; 113(3); e168-e174","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300025&lang=pt" 
"S0325-00752015000300002-arg","La predicción de la mortalidad neonatal","Grandi, Carlos","Archivos argentinos de pediatría; 113(3); 196-197","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300002&lang=pt" 
"S0325-00752015000300012-arg","Reflexiones del Comité de Bioética de un hospital pediátrico sobre las implicancias del diagnóstico y tratamiento de los trastornos del desarrollo sexual","del Valle, Miguel, Díaz Zorita, María Isabel, Stepansky, Nuria, García Barthe, Mónica, Rodríguez, María Celeste, Sánchez, María del Pilar, Garra, María Mabel, Cúneo, María Martha, Coglianese, Cristina, Firenze Aldeghi, Lorena, Jaureguizar, María de la Paz, Muraciole, Beatriz, Selinger, Cecilia, Chamorro, Gabriela","Archivos argentinos de pediatría; 113(3); 260-264","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300012&lang=pt" 
"S0325-00752015000300011-arg","Sala de Recreación para Adolescentes Internados en un hospital de alta complejidad: Programa para la Atención Integral de Adolescentes Internados","Mato, Roberto, Rodríguez, M. Susana","Archivos argentinos de pediatría; 113(3); 254-259","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300011&lang=pt" 
"S0325-00752015000300021-arg","La Convención sobre los Derechos del Niño en Acción: Experiencia del Hospital &quot;Prof. Dr. Juan P. Garrahan&quot; en la integración del enfoque de derechos en las prácticas del equipo de salud","Schon, Andrea, Hammermüller, Erica, Di Tommaso, Viviana, Bagari, Gabriela","Archivos argentinos de pediatría; 113(3); 269-275","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300021&lang=pt" 
"S0325-00752015000300020-arg","Enfermedad de Lyme en pediatría: distintas caras, una misma enfermedad. Serie de casos","Suárez Castañón, Cristina, García González, Verónica, Díaz Díaz, Elena, López Vilar, Purificación, Pérez Méndez, Carlos","Archivos argentinos de pediatría; 113(3); e164-e167","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300020&lang=pt" 
"S0325-00752015000300022-arg","Recomendaciones para el manejo del niño con enfermedades alérgicas en la escuela","","Archivos argentinos de pediatría; 113(3); 276-287","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300022&lang=pt" 
"S0325-00752015000300010-arg","Nutrición pre y posnatal: impacto a largo plazo en la salud","Toca, María del Carmen, Tonietti, Miriam, Vecchiarelli, Carmen","Archivos argentinos de pediatría; 113(3); 254-259","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300010&lang=pt" 
"S0325-00752015000300013-arg","Síndrome de Wiskott-Aldrich: Caso clínico","Pacheco-Rosas, Daniel, Pomerantz, Alan, Blachman-Braun, Ruben","Archivos argentinos de pediatría; 113(3); e137-e139","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300013&lang=pt" 
"S0325-00752015000300014-arg","Símdrome de Silver-Russell (hemihipertrofia) y cor triatriatum en un neonato","Ríos-Méndez, Raúl Enrique, Montero-Monar, Hernán Eduardo, Fernández-Alvarado, Antonio Pedro, Hidalgo-Flores, Einstein Gustavo","Archivos argentinos de pediatría; 113(3); e140-e144","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300014&lang=pt" 
"S0325-00752015000300015-arg","Infección sintomática por citomegalovirus a través de la lactancia materna en un niño de 45 días","Sordelli, Nora, Sapia, Elizabeth, Delgado, Micaela, Mistchenko, Alicia, Dastugue, Mónica","Archivos argentinos de pediatría; 113(3); e145-e148","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300015&lang=pt" 
"S0325-00752015000300016-arg","Distrofia muscular de Duchenne: Presentación atípica y diagnóstico precoz","Cabezudo García, Pablo, Moreno Medinilla, Esther, Calvo Medina, Rocío, Mora Ramírez, María Dolores, Martínez Antón, Jacinto","Archivos argentinos de pediatría; 113(3); e149-e152","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300016&lang=pt" 
"S0325-00752015000300017-arg","Presentación atípica del síndrome de Gorham-Stout: Caso clínico","González Luna, Alejandro, Nuñez Pizarro, Jorge Luis, Rodríguez Echegaray, Clodo Iván","Archivos argentinos de pediatría; 113(3); e153-e156","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300017&lang=pt" 
"S0325-00752015000300018-arg","Tromboembolia arterial y amputación de una extremidad en un neonato posterior al síndrome de dificultad respiratoria: Caso clínico","Kim, Sung Shin, Park, Ihl Sung, Hong, Hyun Sook","Archivos argentinos de pediatría; 113(3); e157-e160","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300018&lang=pt" 
"S0325-00752015000300019-arg","Hemorragia suprarrenal que se manifiesta como hematoma escrotal en el recién nacido: A propósito de un caso","Yarci, Erbu, Arayici, Sema, Nur Sari, Fatma, Emre Canpolat, Fuat, Uras, Nurdan, Dilmen, Ugur","Archivos argentinos de pediatría; 113(3); e161-e163","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300019&lang=pt" 
"S0325-00752015000300007-arg","Evaluación de una estrategia de mejora sobre la incidencia de errores en la prescripción de medicamentos en una unidad de cuidados intensivos pediátricos","Taffarel, Pedro, Meregalli, Claudia, Jorro Barón, Facundo, Sabatini, Carolina, Narbait, Mariana, Debaisi, Gustavo","Archivos argentinos de pediatría; 113(3); 229-236","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300007&lang=pt" 
"S0325-00752015000300006-arg","Validación del índice pediátrico de mortalidad 2 (PIM2) en Argentina: un estudio prospectivo, multicéntrico, observacional","Fernández, Ariel L, Arias López, María P, Ratto, María E, Saligari, Liliana, Siaba Serrate, Alejandro, de la Rosa, Marcela, Raúl, Norma, Boada, Nancy, Gallardo, Paola, Ko, Inja, Schnitzler, Eduardo","Archivos argentinos de pediatría; 113(3); 221-228","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300006&lang=pt" 
"S0325-00752015000300005-arg","Desarrollo y validación de la Escala de Mortalidad Neonatal-9 México para predecir la mortalidad en neonatos críticamente enfermos","Márquez-González, Horacio, Jiménez-Báez, María Valeria, Muñoz-Ramírez, C. Mireya, Yáñez-Gutiérrez, Lucelli, Huelgas-Plaza, Ana C, Almeida-Gutiérrez, Eduardo, Villa-Romero, Antonio Rafael","Archivos argentinos de pediatría; 113(3); 213-220","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300005&lang=pt" 
"S0325-00752015000300004-arg","Prevención de infecciones respiratorias: Situación en 12 jardines maternales privados de la Ciudad Autónoma de Buenos Aires","Serra, María Elina, Soria, Rose Mari","Archivos argentinos de pediatría; 113(3); 205-212","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300004&lang=pt" 
"S0325-00752015000300003-arg","Adaptación transcultural de un cuestionario que evalúa la actividad física en niños de 10 y 11 años","Rodríguez García, Pedro Luis, Pérez Soto, Juan José, García Cantó, Eliseo, Rosa Guillamón, Andrés","Archivos argentinos de pediatría; 113(3); 198-204","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300003&lang=pt" 
"S0325-00752015000300009-arg","Características del líquido cefalorraquídeo en niños con infecciones del sistema de derivación ventrículo-peritoneal","Rowensztein, Hernán, Manfrin, Lisandro, Paglia, Marcela, Cong, Tai Luong, Ruvinsky, Silvina, Scrigni, Adriana","Archivos argentinos de pediatría; 113(3); 244-247","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300009&lang=pt" 
"S0325-00752015000300008-arg","Varicela en la Casa Garrahan, 2008-2013: Evaluación de las medidas de profilaxis posexposición","Ruvinsky, Silvina, Taicz, Moira, Pérez, M. Guadalupe, Mónaco, Andrea, García Escudé, Natalia, Inda, Laura, Carbonaro, Mirta, Bologna, Rosa","Archivos argentinos de pediatría; 113(3); 237-243","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000300008&lang=pt" 
"S1668-80902015000100001-arg","In Memorian Marcelo Daniel Marchionni: (1967-2014)","","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100001&lang=pt" 
"S1668-80902015000100007-arg","La discusión estratégica en la izquierda argentina en los años ’70: Aproximación al debate entre guerrillerismo e insurreccionalismo en el Partido Comunista Revolucionario (PCR), 1967-19721","Lissandrello, Guido","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100007&lang=pt" 
"S1668-80902015000100008-arg","¡Se vienen los chiriguanos!: Los rumores sobre ataques a la villa imperial de Potosí","Zagalsky, Paula C., Oliveto, Lía Guillermina","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100008&lang=pt" 
"S1668-80902015000100003-arg","Algunas líneas de impugnación a los &quot;filósofos&quot; reformistas: Francisco Castañeda en el contexto de la reforma del clero en Buenos Aires en los inicios de 1820","Herrero, Fabián","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100003&lang=pt" 
"S1668-80902015000100004-arg","Los &quot;sagrados derechos&quot; en cuestión: El conflicto por la tierra en las haciendas de la quebrada de Humahuaca (Jujuy, Argentina), décadas de 1870 y 1880","Fandos, Cecilia A.","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100004&lang=pt" 
"S1668-80902015000100009-arg","La Virgen que se &quot;aparece&quot; en Salta: ¿por qué los lugareños le dan la espalda?","Suárez, Ana Lourdes, Marchetta, Agustín Perez","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100009&lang=pt" 
"S1668-80902015000100006-arg","La asistencia médica en los ingenios durante el primer peronismo: la resignificación de un viejo debate social","Gutiérrez, Florencia, Rosales, María del Carmen","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100006&lang=pt" 
"S1668-80902015000100010-arg","Talokan: matriz de la cosmovisión chamánica de los nahuas en la Sierra Norte de Puebla, México","Duquesnoy, Michel","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100010&lang=pt" 
"S1668-80902015000100005-arg","De radicales a peronistas: la producción de una opción política vivida","Garzón Rogé, Mariana","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100005&lang=pt" 
"S1668-80902015000100002-arg","Guerra e Independencia en los países andinos: La &quot;traumática transición&quot;","Lorandi, Ana María","Andes; 26(1); -","Andes","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-80902015000100002&lang=pt" 
"S0325-82382015000100011-arg","Conflictos religiosos y adhesiones políticas en la guerra revolucionaria. La retirada del ejército auxiliar del Perú en 1811","Gómez, Fernando D","Folia Histórica del Nordeste; (23); 219-241","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100011&lang=pt" 
"S0325-82382015000100003-arg","Estado y producción: la actividad yerbatera en el territorio nacional de Misiones (1926 - 1953)","Rodríguez, Lisandro R","Folia Histórica del Nordeste; (23); 43-64","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100003&lang=pt" 
"S0325-82382015000100004-arg","Produciendo conocimiento geográfico: procesos de resistencia de mujeres Guaraníes en el noroeste Argentino","Castelnuovo Biraben*, Natalia","Folia Histórica del Nordeste; (23); 43-64","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100004&lang=pt" 
"S0325-82382015000100009-arg","Entre lo terrenal y lo celestial. La sociedad de beneficencia y la sociedad filantrópica de Jujuy: concepciones ideológicas y proyectos (siglo XIX)","Medina, Federico","Folia Histórica del Nordeste; (23); 173-199","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100009&lang=pt" 
"S0325-82382015000100010-arg","La administración diocesana como instrumento de equipamiento eclesiástico del territorio. Ángel Mariano Moscoso, Córdoba del Tucumán (1788-1804)","Mazzoni, María Laura","Folia Histórica del Nordeste; (23); 151-172","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100010&lang=pt" 
"S0325-82382015000100013-arg","Río arriba: el viaje iniciático de Guido Boggiani","Kokrhaneklli, María V, Bossert, Federico, Braunstein, José A.","Folia Histórica del Nordeste; (23); 265-303","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100013&lang=pt" 
"S0325-82382015000100002-arg","El Comando del Litoral y la acción armada contra el régimen de la restauración conservadora en la primera mitad de los años treinta","Giménez, Sebastián R","Folia Histórica del Nordeste; (23); 15-41","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100002&lang=pt" 
"S0325-82382015000100012-arg","&quot;Gringos&quot; en la frontera: los curas del Tandil y el Azul en la segunda mitad del siglo XIX","Bilbao, Lucas","Folia Histórica del Nordeste; (23); 243-260","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100012&lang=pt" 
"S0325-82382015000100007-arg","La historia de la Iglesia Católica en Argentina: un campo historiográfico que crece","Ayrolo, Valentina, Barral, María E","Folia Histórica del Nordeste; (23); 139-149","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100007&lang=pt" 
"S0325-82382015000100006-arg","Resistencia: origen presente de su nombre una reflexión en tránsito entre lo discursivo, lo público y lo político","Cantero, Emanuel","Folia Histórica del Nordeste; (23); 113-134","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100006&lang=pt" 
"S0325-82382015000100001-arg","","","Folia Histórica del Nordeste; (23); 7-7","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100001&lang=pt" 
"S0325-82382015000100016-arg","Banzato, Guillermo. Tierras rurales. Política, transacciones y mercados en Argentina, 1780-1914. Rosario: Prohistoria, 2013, pp. 242","Almirón, Adrián","Folia Histórica del Nordeste; (23); 327-329","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100016&lang=pt" 
"S0325-82382015000100008-arg","Reforma eclesiástica y tolerancia de cultos en Cuyo. Debates a través de la prensa","Feroni, Julián J","Folia Histórica del Nordeste; (23); 151-172","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100008&lang=pt" 
"S0325-82382015000100017-arg","Campagne, Fabián Alejandro (editor) Poder y religión en el mundo moderno: la cultura como escenario del conflicto en la Europa de los siglos XV a XVIII. Buenos Aires, Biblos, 2014, 422 pp","García, Analía","Folia Histórica del Nordeste; (23); 329-333","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100017&lang=pt" 
"S0325-82382015000100005-arg","El riesgo de la población a inundaciones por lluvias como consecuencia de la dinámica de expansión urbana sobre paisajes anegadizos. El caso de la ciudad de Corrientes (Argentina)","Contreras, Félix I, Fantín, María A","Folia Histórica del Nordeste; (23); 43-64","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100005&lang=pt" 
"S0325-82382015000100014-arg","Messineo, Cristina. Arte verbal qom: consejos, rogativas y relatos de El Espinillo (Chaco). Buenos Aires, Asociación Civil Rumbo Sur. 2014. 207 pp","Medina, Mónica M, Cayré Baito, Lorena","Folia Histórica del Nordeste; (23); 321-323","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100014&lang=pt" 
"S0325-82382015000100015-arg","Salas, Andrés Alberto - Piñeyro, Enrique Antonio. Corrientes tradición, folklore patrimonio. Detallado compendio ilustrado. Corrientes, Ed. Entidad Binacional Yaciretá, 2014, 379 pp","Lytwyn, Gabriela","Folia Histórica del Nordeste; (23); 324-326","Folia Histórica del Nordeste","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-82382015000100015&lang=pt" 
"S0871-91872015000100007-prt","Manuais escolares de Ciências Naturais de 8º ano em Portugal e estrutura conceptual do PISA 2006","Antunes, Maria P. Lobo, Galvão, Cecília","Revista Portuguesa de Educação; 28(1); 139-169","Revista Portuguesa de Educação","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-91872015000100007&lang=pt" 
