"S0102-76382009000400025-scl","Dilatações gigantes das artérias coronárias em paciente assintomático","Carvalho, Enisa de Miranda de Freitas, Salerno, Tomas A, Coy, Kevin","Brazilian Journal of Cardiovascular Surgery; 24(3); 413-415","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382009000400025&lang=pt" 
"S1677-54492009000300016-scl","Spontaneous splenic rupture in a patient receiving thrombolytic therapy","Revesz, Elizabeth, Grimaldi, John A., Clark, Elizabeth T., Podbielski, Francis J.","Jornal Vascular Brasileiro; 8(3); 274-276","Jornal Vascular Brasileiro","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300016&lang=pt" 
"S1677-54492009000300014-scl","Oclusão arterial aguda de stent fêmoro-poplíteo","Rossi, Fabio Henrique, Uehara, Milton Kiyonory, Chen, Juliana, Maia, Thiago Emilio Burza, Darold, Eduardo Mulinari, Martins, Andréia Silveira, Izukawa, Nilo Mitsuro, Prakasan, Akash Kuzhiparambil, Izukawa, Nilo Mitsuro","Jornal Vascular Brasileiro; 8(3); 267-270","Jornal Vascular Brasileiro","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300014&lang=pt" 
"S1677-54492009000300003-scl","Retrievable inferior vena cava filter use in trauma: has the fever broken?","Coimbra, Raul, Constantini, Todd","Jornal Vascular Brasileiro; 8(3); 204-206","Jornal Vascular Brasileiro","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300003&lang=pt" 
"S1677-54492009000300002-scl","O Jornal Vascular Brasileiro é o espelho da Sociedade Brasileira de Angiologia e de Cirurgia Vascular","Yoshida, Winston Bonetti","Jornal Vascular Brasileiro; 8(3); 202-203","Jornal Vascular Brasileiro","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300002&lang=pt" 
"S1677-54492009000300011-scl","Inner tubing endograft: a new technique for bifurcation preservation","Lederman, Alex, Saliture Neto, Fernando Tavares, Mioto Netto, Boulanger, Bub, Guilherme Linhares, Lobato, Manoel Augusto, Aun, Ricardo","Jornal Vascular Brasileiro; 8(3); 255-258","Jornal Vascular Brasileiro","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300011&lang=pt" 
"S1677-54492009000300001-scl","Hybrid procedures for complex thoracoabdominal aortic aneurysms in high-risk patients","Chiesa, Roberto, Amato, Alexandre Campos Moraes","Jornal Vascular Brasileiro; 8(3); 199-201","Jornal Vascular Brasileiro","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300001&lang=pt" 
"S1677-54492009000300018-scl","Oclusão arterial aguda por derivados da ergotamina","Souza, Edison Barreto de, Araújo, Márcia Marinho Gomes de","Jornal Vascular Brasileiro; 8(3); 281-284","Jornal Vascular Brasileiro","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300018&lang=pt" 
"S1677-54492009000300015-scl","Common celiacomesenteric trunk: a rare anatomic variation","Sridhar Varma, K., Pamidi, Narendra, Vollala, Venkata R.","Jornal Vascular Brasileiro; 8(3); 271-273","Jornal Vascular Brasileiro","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300015&lang=pt" 
"S1677-54492009000300019-scl","Aneurisma de artéria femoral superficial roto: relato de caso e revisão de literatura","Oliveira, Alexandre Faraco de, Oliveira Filho, Horácio de","Jornal Vascular Brasileiro; 8(3); 285-288","Jornal Vascular Brasileiro","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300019&lang=pt" 
"S1677-54492009000300013-scl","Tratamento de hemangioma ulcerado: relato de caso","Pitta, Guilherme Benjamin Brandão, Gomes, Rosamaria Rodrigues","Jornal Vascular Brasileiro; 8(3); 263-266","Jornal Vascular Brasileiro","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-54492009000300013&lang=pt" 
"S0102-77862009000300002-scl","Episódios de bloqueios no hemisfério sul: comparação entre reanálises do NCEP/NCAR e modelo HADCM3","Damião Mendes, Monica Cristina, Cavalcanti, Iracema Fonseca De Albuquerque, Trigo, Ricardo Machado, Mendes, David, Dacamara, Carlos Do Carmo, Aragão, Maria Regina Da Silva","Revista Brasileira de Meteorologia; 24(3); 262-275","Revista Brasileira de Meteorologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862009000300002&lang=pt" 
"S0104-92242009000300005-scl","Avaliação da geometria de ferramenta e parâmetros do processo FSW na soldagem da liga de alumínio AA 5052","Capelari, Tiago Valdameri, Mazzaferro, José Antônio Esmerio","Soldagem &amp; Inspeção; 14(3); 215-227","Soldagem &amp; Inspeção","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-92242009000300005&lang=pt" 
"S0104-92242009000300006-scl","Avaliação da suscetibilidade à corrosão sob tensão da ZAC do aço inoxidável AISI 316L em ambiente de reator nuclear PWR","Schvartzman, Mônica Maria de Abreu Mendonça, Quinan, Marco Antônio Dutra, Campos, Wagner Reis da Costa, Lima, Luciana Iglésias Lourenço","Soldagem &amp; Inspeção; 14(3); 228-237","Soldagem &amp; Inspeção","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-92242009000300006&lang=pt" 
"S0104-92242009000300007-scl","Preliminary study on the mechanical behavior of friction spot welds","Mazzaferro, José Antônio Esmerio, Rosendo, Tonilson de Souza, Mazzaferro, Cíntia Cristiane Petry, Ramos, Fabiano Dornelles, Tier, Marco Antônio Durlo, Strohaecker, Telmo Roberto, Santos, Jorge Fernandes dos","Soldagem &amp; Inspeção; 14(3); 238-247","Soldagem &amp; Inspeção","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-92242009000300007&lang=pt" 
"S0104-92242009000300008-scl","3D modeling of material flow and temperature in Friction Stir Welding","Santiago, Diego, Urquiza, Santiago, Lombera, Guillermo, Vedia, Luis de","Soldagem &amp; Inspeção; 14(3); 248-256","Soldagem &amp; Inspeção","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-92242009000300008&lang=pt" 
"S0103-166X2009010400001-scl","Estudo faz uma análise das relações interpessoais na escola","Martinelli, Selma","Estudos de Psicologia (Campinas); 26(3); -","Estudos de Psicologia (Campinas)","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2009010400001&lang=pt" 
"S1516-35982009000900012-scl","Níveis de lisina digestível em rações para poedeiras no período de 24 a 40 semanas de idade","Rocha, Tatiana Cristina da, Gomes, Paulo Cezar, Donzele, Juarez Lopes, Barreto, Sergio Luiz de Toledo, Mello, Heloisa Helena de Carvalho, Brumano, Gladstone","Revista Brasileira de Zootecnia; 38(9); 1726-1731","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900012&lang=pt" 
"S1516-35982009000900010-scl","Physical composition, primary cuts and meat cuts of carcasses from Zebu and Bos taurus X Bos indicus crossbred cattle","Perotto, Daniel, Abrahão, José Jorge dos Santos, Moletta, José Luiz, Paula, Meiby Carneiro de, Kuss, Fernando","Revista Brasileira de Zootecnia; 38(9); 1712-1718","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900010&lang=pt" 
"S1516-35982009000900008-scl","Cinética da fermentação e taxas de degradação de forrageiras tropicais em diferentes idades de corte estimadas pela técnica de produção de gases in vitro","Velásquez, Paula Andrea Toro, Berchielli, Telma Teresinha, Reis, Ricardo Andrade, Rivera, Astrid Rivera, Dian, Paulo Henrique Moura, Teixeira, Izabelle Auxiliadora Molina de Almeida","Revista Brasileira de Zootecnia; 38(9); 1695-1705","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900008&lang=pt" 
"S1516-35982009000900007-scl","Caracterização da estrutura da vegetação numa pastagem natural do Bioma Pampa submetida a diferentes estratégias de manejo da oferta de forragem","Neves, Fabio Pereira, Carvalho, Paulo César de Faccio, Nabinger, Carlos, Carassai, Igor Justin, Santos, Davi Teixeira dos, Veiga, Gustavo Velasquez da","Revista Brasileira de Zootecnia; 38(9); 1685-1694","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900007&lang=pt" 
"S1516-35982009000900006-scl","Perfilhamento, acúmulo de forragem e composição bromatológica do capim-braquiária adubado com nitrogênio","Moreira, Luciano de Melo, Martuscello, Janaina Azevedo, Fonseca, Dilermando Miranda da, Mistura, Claudio, Morais, Rodrigo Vieira de, Ribeiro Júnior, José Ivo","Revista Brasileira de Zootecnia; 38(9); 1675-1684","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900006&lang=pt" 
"S1516-35982009000900005-scl","Sward structural characteristics and ingestive behaviour of beef heifers in a Pearl Millet pasture","Montagner, Denise Baptaglin, Rocha, Marta Gomes da, Genro, Teresa Cristina Moraes, Quadros, Fernando Luiz Ferreira de, Roman, Juliano, Roso, Dalton","Revista Brasileira de Zootecnia; 38(9); 1668-1674","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900005&lang=pt" 
"S1516-35982009000900004-scl","Morphological and anatomical aspects of birdsfoot trefoil and big trefoil","Maroso, Rita Poles, Carneiro, Cerci Maria, Scheffer-Basso, Simone Meredith, Favero, Daniela","Revista Brasileira de Zootecnia; 38(9); 1663-1667","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900004&lang=pt" 
"S1516-35982009000900001-scl","Índices de vegetação de base espectral para discriminar doses de nitrogênio em capim-tanzânia","Abrahão, Selma Alves, Pinto, Francisco de Assis de Carvalho, Queiroz, Daniel Marçal de, Santos, Nerilson Terra, Gleriani, José Marinaldo, Alves, Enrique Anastácio","Revista Brasileira de Zootecnia; 38(9); 1637-1644","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900001&lang=pt" 
"S1516-35982009000900002-scl","Características morfológicas, estruturais e produtividade do capim-braquiária e do amendoim forrageiro submetidos ao sombreamento","Gobbi, Kátia Fernanda, Garcia, Rasmo, Garcez Neto, Américo Fróes, Pereira, Odilon Gomes, Ventrella, Marília Contin, Rocha, Gabriel Cipriano","Revista Brasileira de Zootecnia; 38(9); 1645-1654","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900002&lang=pt" 
"S1516-35982009000900003-scl","Relações planta-animal em ambiente pastoril heterogêneo: processo de ingestão de forragem","Gonçalves, Edna Nunes, Carvalho, Paulo César de Faccio, Kunrath, Taise Robinson, Carassai, Igor Justin, Bremm, Carolina, Fischer, Vivian","Revista Brasileira de Zootecnia; 38(9); 1655-1662","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900003&lang=pt" 
"S1516-35982009000900009-scl","Interação genótipo X ambiente em codornas de postura alimentadas com rações com dois níveis de energia metabolizável","Georg, Priscilla Cristina, Paiva, Emilia de, Conti, Ana Carolina Müller, Martins, Elias Nunes, Gasparino, Eliane, Santos, Alexandre Leseur dos","Revista Brasileira de Zootecnia; 38(9); 1706-1711","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900009&lang=pt" 
"S1516-35982009000900016-scl","Fontes e níveis de metionina em dietas para frangos de corte","Viana, Maurício Tárcio dos Santos, Albino, Fernando Teixeira, Rostagno, Horacio Santiago, Barreto, Sergio Luiz de Toledo, Carvalho, Débora Cristine de Oliveira, Gomes, Paulo Cezar","Revista Brasileira de Zootecnia; 38(9); 1751-1756","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900016&lang=pt" 
"S1516-35982009000900015-scl","Efeito da utilização de farelo de girassol na dieta sobre o desempenho de frangos de corte","Tavernari, Fernando de Castro, Dutra Junior, Wilson Moreira, Albino, Luiz Fernando Teixeira, Rostagno, Horacio Santiago, Vieira, Rodolfo Alves, Silva, Carla Rodrigues da","Revista Brasileira de Zootecnia; 38(9); 1745-1750","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900015&lang=pt" 
"S1516-35982009000900021-scl","Correlações entre pluviosidade e características produtivas em caprinos no semiárido paraibano","Pimenta Filho, Edgard Cavalcanti, Morais, Sérgio Antonio de Normando, Costa, Roberto Germano, Almeida, Carla Cristina de, Medeiros, Geovergue Rodrigues de","Revista Brasileira de Zootecnia; 38(9); 1785-1789","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900021&lang=pt" 
"S1516-35982009000900024-scl","Degradação in vitro da fibra em detergente neutro de forragem tropical de alta qualidade em função da suplementação com proteína e/ou carboidratos","Costa, Viviane Aparecida Carli, Detmann, Edenio, Valadares Filho, Sebastião de Campos, Paulino, Mário Fonseca, Henriques, Lara Toledo, Mantovani, Hilário Cuquetto","Revista Brasileira de Zootecnia; 38(9); 1803-1811","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900024&lang=pt" 
"S1516-35982009000900026-scl","Avaliação do uso de frações indigestíveis do alimento como indicadores internos de digestibilidade em ovinos","Kozloski, Gilberto Vilmar, Mesquita, Francisco Rondon, Alves, Tiago Pansard, Castagnino, Douglas de Souza, Stefanello, Cristiano Miguel, Sanchez, Luis Maria Bonnecarrère","Revista Brasileira de Zootecnia; 38(9); 1819-1823","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900026&lang=pt" 
"S1516-35982009000900029-scl","Composição lipídica de carne bovina de grupos genéticos taurinos e zebuínos terminados em confinamento","Rossato, Lizandra Vercezi, Bressan, Maria Cristina, Rodrigues, Érika Cristina, Carolino, Maria Inês Alves de Carvalho Martins, Bessa, Rui José Branquinho, Alves, Susana Paula Pereira","Revista Brasileira de Zootecnia; 38(9); 1841-1846","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900029&lang=pt" 
"S0104-40362009000300002-scl","Processo nacional de avaliação do rendimento escolar: tema esquecido entre os Sistemas Municipais de Ensino","Werle, Flávia Obino Corrêa, Thum, Adriane Brill, Andrade, Alenis Cleusa de","Ensaio: Avaliação e Políticas Públicas em Educação; 17(64); 397-419","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362009000300002&lang=pt" 
"S0104-40362009000300003-scl","Políticas de gestión de la educación pública escolar en Chile (1990 -2010): una evaluación inicial","Donoso, Sebastián, Donoso, Gonzalo","Ensaio: Avaliação e Políticas Públicas em Educação; 17(64); 421-448","Ensaio: Avaliação e Políticas Públicas em Educação","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362009000300003&lang=pt" 
"S0104-40362009000300008-scl","A participação da comunidade no Projeto Escola Aberta no Rio Grande do Sul: o uso da escola pública nos finais de semana","Mendes, Valdelaine, Cruz, Glauber Fonseca, Ferraz, Felipe Fonseca, Reis, Maurício Cravo","Ensaio: Avaliação e Políticas Públicas em Educação; 17(64); 549-570","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362009000300008&lang=pt" 
"S0103-166X2009000300006-scl","Percepção do aluno sobre sua interação com o professor e status sociométrico","Martinelli, Selma de Cássia, Schiavoni, Andreza","Estudos de Psicologia (Campinas); 26(3); 327-336","Estudos de Psicologia (Campinas)","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2009000300006&lang=pt" 
"S1516-35982009000900013-scl","Modelos matemáticos para estimar as exigências de lisina digestível para aves de corte ISA Label","Siqueira, Jefferson Costa de, Sakomura, Nilva Kazue, Nascimento, Dáphinne Cardoso Nagib, Fernandes, João Batista Kochenborger","Revista Brasileira de Zootecnia; 38(9); 1732-1737","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900013&lang=pt" 
"S1516-35982009000900014-scl","Desempenho de pintos de corte alimentados com rações contendo milho pré-gelatinizado","Stringhini, José Henrique, Santos, Denise Alencar, Brito, Alexandre Barbosa de, Nunes, Romão da Cunha, Rufino, Luciana Moura, Santos, Bruno Moreira dos","Revista Brasileira de Zootecnia; 38(9); 1738-1744","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900014&lang=pt" 
"S1516-35982009000900017-scl","Evaluation of different corn textures in dry grain or silage forms for piglets from 7 to 15 kg","Vieira Neto, José, Cantarelli, Vinícius de Souza, Fialho, Elias Tadeu, Zangeronimo, Márcio Gilberto, Amaral, Nikolas de Oliveira, Rodrigues, Paulo Borges","Revista Brasileira de Zootecnia; 38(9); 1757-1761","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900017&lang=pt" 
"S1516-35982009000900018-scl","Relação entre medidas ultrassônicas e da carcaça de bubalinos Murrah abatidos em diferentes períodos de confinamento","Andrighetto, Cristiana, Jorge, André Mendes, Cervieri, Rafael da Costa, Cucki, Thalita Oliveira, Rodrigues, Érico, Arrigoni, Mário de Beni","Revista Brasileira de Zootecnia; 38(9); 1762-1768","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900018&lang=pt" 
"S1516-35982009000900019-scl","Efeitos do sexo, do grupo racial e da idade ao abate nas características de carcaça e maciez da carne de caprinos","Menezes, Jakilane Jacque Leal de, Gonçalves, Heraldo Cesar, Ribeiro, Marcela Silva, Rodrigues, Luciana, Cañizares, Gil Ignacio Lara, Medeiros, Brenda Batista Lemos de","Revista Brasileira de Zootecnia; 38(9); 1769-1778","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900019&lang=pt" 
"S1516-35982009000900020-scl","Suplementação com óleo de soja na dieta de potros","Pastori, Waleska Tobo, Ribeiro, Rodrigo Martins, Fagundes, Marco Henrique Ramos, Prezotto, Ligia Dias, Gobesso, Alexandre Augusto de Oliveira","Revista Brasileira de Zootecnia; 38(9); 1779-1784","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900020&lang=pt" 
"S1516-35982009000900022-scl","Qualidade de carnes provenientes de cortes da carcaça de cordeiros e de ovinos adultos","Pinheiro, Rafael Silvio Bonilha, Silva Sobrinho, Américo Garcia da, Souza, Hirasilva Borba Alves de, Yamamoto, Sandra Mari","Revista Brasileira de Zootecnia; 38(9); 1790-1796","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900022&lang=pt" 
"S1516-35982009000900023-scl","Níveis de energia na alimentação de cordeiros em confinamento e composição regional e tecidual das carcaças","Piola Junior, Walter, Ribeiro, Edson Luis de Azambuja, Mizubuti, Ivone Yurika, Silva, Leandro das Dores Ferreira da, Sousa, Cícero Leandro de, Paiva, Fernando Henrique Pereira de","Revista Brasileira de Zootecnia; 38(9); 1797-1802","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900023&lang=pt" 
"S1516-35982009000900025-scl","Desempenho de ovelhas da raça Bergamácia alimentadas com dieta contendo gordura protegida","Emediato, Rodrigo Martins de Souza, Siqueira, Edson Ramos de, Stradiotto, Monalissa de Melo, Maestá, Sirlei Aparecida, Gonçalves, Heraldo Cesar","Revista Brasileira de Zootecnia; 38(9); 1812-1818","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900025&lang=pt" 
"S1516-35982009000900027-scl","Influência da frequência de suplementação no consumo, na digestibilidade e na fermentação ruminal em novilhos de corte mantidos em pastagem de capim-marandu","Morais, Juciléia Aparecida da Silva, Berchielli, Telma Teresinha, Queiroz, Maria Fernanda Soares, Keli, Abdelhafid, Reis, Ricardo Andrade, Souza, Samuel Figueirêdo de","Revista Brasileira de Zootecnia; 38(9); 1824-1834","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900027&lang=pt" 
"S1516-35982009000900028-scl","Desempenho de novilhas Holandesas confinadas com dietas com diferentes níveis de monensina sódica","Oliveira, Marcus Vinicius Morais de, Lana, Rogério de Paula, Eifert, Eduardo da Costa, Luz, Dirce Ferreira, Vargas Junior, Fernando Miranda de","Revista Brasileira de Zootecnia; 38(9); 1835-1840","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900028&lang=pt" 
"S1516-35982009000900030-scl","Performance and carcass characteristics of beef cattle fed with ammoniated marandugrass hay","Roth, Marcella de Toledo Piza, Resende, Flávio Dutra de, Reis, Ricardo Andrade, Siqueira, Gustavo Rezende, Faria, Marcelo Henrique de, Berchielli, Telma Teresinha","Revista Brasileira de Zootecnia; 38(9); 1847-1855","Revista Brasileira de Zootecnia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900030&lang=pt" 
"S1516-35982009000900011-scl","Níveis nutricionais de zinco para frangos de corte machos e fêmeas nas fases de crescimento e terminação","Gomes, Paulo Cezar, Rigueira, Dalton César Milagres, Brumano, Gladstone, Albino, Luiz Fernando Teixeira, Rostagno, Horacio Santiago, Schmidt, Marlene","Revista Brasileira de Zootecnia; 38(9); 1719-1725","Revista Brasileira de Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982009000900011&lang=pt" 
"S0717-75182009000300001-chl","NIVELES DE ZINC EN PLASMA Y GLOBULO ROJO EN ESTUDIANTES UNIVERSITARIAS","Pita Martín de P, María Luz, Weisstaub, Adriana, Vazquez, Marisa, López, Laura Beatriz","Revista chilena de nutrición; 36(3); 194-199","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300001&lang=pt" 
"S0717-75182009000300002-chl","DIFERENCIAS EN LA CALIDAD DE VIDA DE ESTUDIANTES UNIVERSITARIOS DE DIFERENTE AÑO DE INGRESO DEL CAMPUS ANTUMAPU","Durán A, Samuel, Castillo A, Marcela, Vio del R, Fernando","Revista chilena de nutrición; 36(3); 200-209","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300002&lang=pt" 
"S0717-75182009000300003-chl","INGESTA DE ALIMENTOS DE ORIGEN ANIMAL VERSUS ORIGEN VEGETAL Y RIESGO CARDIOVASCULAR","Pino L, Ángela, Cediel G, Gustavo, Hirsch B, Sandra","Revista chilena de nutrición; 36(3); 210-216","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300003&lang=pt" 
"S0717-75182009000300004-chl","ALCOHOL CONSUMIDO Y VARIABLES ASOCIADAS EN BUCARAMANGA, COLOMBIA","Herrán F, Oscar Fernando, Ardila L, María Fernanda","Revista chilena de nutrición; 36(3); 217-226","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300004&lang=pt" 
"S0717-75182009000300005-chl","EVALUACIÓN DE BACTERIOCINAS COMO MEDIO PROTECTOR PARA LA BIOPRESERVACIÓN DE LA CARNE BAJO REFRIGERACIÓN","Vásquez M, Sandra Milena, Suárez M, Héctor, Montoya, Olga Inés","Revista chilena de nutrición; 36(3); 228-238","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300005&lang=pt" 
"S0717-75182009000300006-chl","LA CASCARILLA DE LA SOJA: POTENCIAL COMPONENTE DE ALIMENTOS FUNCIONALES","Olguin B, María Catalina, Posadas R, Marta Delia, Revelant Z, Gilda Celina, Labourdette P, Verónica, Marinozzi T, Darío, Elías M, Héctor Daniel, Gayol F, María del Carmen, Zingale V, María Isabel","Revista chilena de nutrición; 36(3); 239-245","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300006&lang=pt" 
"S0717-75182009000300007-chl","ACEITES DE ORIGEN MARINO; SU IMPORTANCIA EN LA NUTRICIÓN Y EN LA CIENCIA DE ALIMENTOS","Valenzuela B, Alfonso, Sanhueza C, Julio","Revista chilena de nutrición; 36(3); 246-257","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300007&lang=pt" 
"S0717-75182009000300010-chl","METABOLIC AND NUTRITIONAL INTERFACES IN POLYCYSTIC OVARY SYNDROME: CONSIDERATIONS REGARDING OBESITY AND DIETARY MACRONUTRIENTS","Rodrigues de O. P., Fernanda, Cremonezi J, Camila, Troncon R, Flávia, de Arruda L, Izabel, Wanda D, Rosa, García Ch, Paula","Revista chilena de nutrición; 36(3); 278-284","Revista chilena de nutrición","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300010&lang=pt" 
"S0717-75182009000300011-chl","VIDA Y LEGADO DEL DR. FRANCISCO MARDONES RESTAT (1919-2009)","Hevia Rivas, Patricio","Revista chilena de nutrición; 36(3); 285-288","Revista chilena de nutrición","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182009000300011&lang=pt" 
"S0365-66912009000900001-esp","Factores neurotróficos derivados de las células de Müller: En el camino hacia la terapia neuroprotectora en la retina","Hauck, S.M., Ueffing, M.","Archivos de la Sociedad Española de Oftalmología; 84(9); 423-426","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000900001&lang=pt" 
"S0004-28032009000300003-scl","Inglês é preciso...","Viebig, Ricardo Guilherme, Pardini, Fernando","Arquivos de Gastroenterologia; 46(3); 162-163","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300003&lang=pt" 
"S0004-28032009000300002-scl","Dr. Dahir Ramos de Andrade","Tacla, Mounib","Arquivos de Gastroenterologia; 46(3); 161-161","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300002&lang=pt" 
"S0004-28032009000300001-scl","1º Encontro Nacional dos Editores dos Arquivos de gastroenterologia","Tacla, Mounib","Arquivos de Gastroenterologia; 46(3); 159-160","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300001&lang=pt" 
"S0004-28032009000300004-scl","Ética no trabalho científico","Carvalho, Newton Sergio De","Arquivos de Gastroenterologia; 46(3); 164-166","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000300004&lang=pt" 
