"S0100-29452008000100024-scl","A comercialização de uvas finas na região de Jales - SP","Costa, Sílvia Maria Almeida Lima, Gomes, Marcos Roberto Lacerda, Tarsitano, Maria Aparecida Anselmo","Revista Brasileira de Fruticultura; 30(1); 127-132","Revista Brasileira de Fruticultura","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452008000100024&lang=pt" 
"S0123-93922008000100006-col","¿ES NECESARIA LA PROFILAXIS ANTIBIÓTICA EN LA OFIDIOTOXICOSIS","Cuesta, Jenny, Peña, Lina, Zuluaga, Andrés F","Infectio; 12(1); 54-63","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000100006&lang=pt" 
"S1729-519X2008000100001-cub","V Aniversario del Programa de Formación de Tecnólogos de la Salud","Portal Pineda, Julio Antonio","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100001&lang=pt" 
"S1729-519X2008000100002-cub","HACIA UNA COMUNICACION EFECTIVA Y HUMANISTA EN AMBITOS DE SALUD","Otero Martínez, Haydée","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100002&lang=pt" 
"S1729-519X2008000100003-cub","DR. EUSEBIO HERNANDEZ: “VERDADERO HOMBRE DE IDEAS AVANZADAS”","Portuondo Pajón, Marlene Irene","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100003&lang=pt" 
"S1729-519X2008000100004-cub","PROFESOR JOSE ANTONIO PRESNO ALBARRAN UNA GLORIA DE LAS CIENCIAS MEDICAS","O&#039;Farrill Mons, Esperanza, González García, Nerys, Cathcart Roca, Fidel","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100004&lang=pt" 
"S1729-519X2008000100005-cub","COMPORTAMIENTO DE ALGUNOS INDICADORES DEMOGRAFICOS MUNICIPIO PLAZA DE LA REVOLUCION: 2006","Pagola Leyva, Joel, Mendoza Trujillo, Madelín, Rendueles Hernández, Mayra","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100005&lang=pt" 
"S1729-519X2008000100006-cub","ENFERMEDAD PERIODONTAL Y EMBARAZO: (REVISION BIBLIOGRAFICA)","Méndez González, José Alberto, Armesto Coll, Wilfredo","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100006&lang=pt" 
"S1729-519X2008000100007-cub","QUEILONASO Y ESTAFILORRAFIA PRECOZ EN UN TIEMPO QUIRURGICO: RESULTADOS POSTOPERATORIOS. 1990-2006","Garmendía Hernández, Georgia, Felipe Garmendia, Angel Mario, Vila Morales, Dadonim","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100007&lang=pt" 
"S1729-519X2008000100008-cub","COMPORTAMIENTO DEL SINDROME DEMENCIAL Y LA ENFERMEDAD DE ALZHEIMER","LLibre Guerra, Juan Carlos, Guerra Hernández, Milagros A., Perera Miniet, Elianne","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100008&lang=pt" 
"S1729-519X2008000100009-cub","¿COMO MEJORAR EL MANEJO DE LA ENFERMEDAD RENAL CRONICA?: CONSIDERACIONES Y RECOMENDACIONES PRACTICAS","Pérez-Oliva Díaz, Jorge F., Herrera Valdés, Raúl, Almaguer López, Miguel","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100009&lang=pt" 
"S1729-519X2008000100010-cub","FASCITIS NECROTIZANTE DE ORIGEN ODONTOGÉNICO: A PROPÓSITO DE UN CASO","Pereira Dávalos, Concepción Isabel, Sánchez Acuña, Guillermo, Basulto Varela, Felipe","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100010&lang=pt" 
"S1729-519X2008000100011-cub","SINDROME DE GORLIN: A PROPOSITO DE UN CASO","Pereira Dávalos, Concepción, Urbizo Vélez, Joaquín, Mori Estévez, Ana Dolores","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100011&lang=pt" 
"S1729-519X2008000100012-cub","ENFOQUE BIOETICO DEL VIH/SIDA: UNA REFLEXION","Cabrera Cantelar, Nereyda, Cantelar de Francisco, Nereyda, Tápanes Fernández, Thelma","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100012&lang=pt" 
"S1729-519X2008000100013-cub","GENES MODIFICADORES EN ENFERMEDADES POLIGLUTAMÍNICAS","Almaguer Mederos, Luis Enrique, González Zaldivar, Yanetza, Almaguer Gotay, Dennis, Laffita Mesa, José Miguel, Coello Almarales, Dany","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100013&lang=pt" 
"S1729-519X2008000100014-cub","TERAPIA GENICA: PERSPECTIVAS Y CONSIDERACIONES ETICAS EN RELACION CON SU APLICACION","García Miniet, Rocío Salomé, González Fraguela, María Elena","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100014&lang=pt" 
"S1729-519X2008000100015-cub","IMPACTO DEL TRATAMIENTO NUTRICIONAL EN PACIENTES TRIBUTARIOS DE CIRUGIA TORACO ABDOMINAL: INFORME PRELIMINAR","Bolet Astoviza, Miriam, Larrea, Martha Esther, Cahcart Roca, Fidel","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100015&lang=pt" 
"S1729-519X2008000100016-cub","RETINOSIS PIGMENTARIA: CLÍNICA, GENÉTICA Y EPIDEMIOLOGÍA EN ESTUDIO DE FAMILIAS HABANERAS","Hernández Baguer, Raisa, Copello Noblet, Mirta, Dyce Gordon, Beatriz, Rodríguez Alba, Moraima, Arce Alvarez, Angel, Saint- Blancard Morgado, Georgina, Suárez Herrera, Fructuoso, Pérez Lara, Julián Pastor","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100016&lang=pt" 
"S1729-519X2008000100017-cub","EMBARAZO HETEROTÓPICO: PRESENTACIÓN DE UN CASO","Barreras González, Javier Ernesto, Menéndez Chil, Orestes, Hernández Gutiérrez, José Manuel, Cáceres Lavernia, Haslen Hassiul","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100017&lang=pt" 
"S1729-519X2008000100018-cub","EL BOSTEZO INDUCIDO POR APOMORFINA EN RATAS ALCOHOLIZADAS EN PERIODO DE ABSTINENCIA: EVIDENCIAS DE UN MECANISMO DOPAMINERGICO POSTSINAPTICO","Hernández Darias, Alain, Santana Felipe, Ariel","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100018&lang=pt" 
"S1729-519X2008000100019-cub","RESULTADOS DEL TRATAMIENTO CON YODO SALICILICO Y KETOCONAZOL EN LA PITIRIASIS VERSICOLOR","Pérez Armas, Rubén","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100019&lang=pt" 
"S1729-519X2008000100020-cub","TRATAMIENTO DE LA PROCTITIS ACTINICA CON ARGON PLASMA: PRIMERA EXPERIENCIA EN CUBA","Martínez López, Rolando, Díaz-Canel Fernández, Osvaldo, Ruiz Torres, Julián, Anido Escobar, Vivianne, García-Menocal Hernández, Jorge Luis, Olazábal, Enrique, Martínez Lamelas, Yarileynis","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100020&lang=pt" 
"S1729-519X2008000100021-cub","ALCOHOLISMO Y ENFERMEDADES CONSECUENTES DE LA ATEROSCLEROSIS EN INSTRUCTORES DE KARATE-DO","Rodríguez Alvarez, Leonel, Valdes Ramos, Yarina","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100021&lang=pt" 
"S1729-519X2008000100022-cub","HIPERTENSION ARTERIAL Y ENFERMEDADES CONSECUENTES DE LA ATEROSCLEROSIS EN INSTRUCTORES DE KARATE-DO","Rodríguez Alvarez, Leonel, Valdes Ramos, Yarina","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100022&lang=pt" 
"S1729-519X2008000100023-cub","UNA APROXIMACION DE LAS VARIABLES A TENER EN CUENTA PARA LA CONFECCION DE UN SISTEMA DE ACREDITACION Y EVALUACION DE ESPECIALIDADES","Otero Iglesias, Jacinta, Pérez Díaz, Teresa de la Caridad, Alemañy Pérez, Eduardo Joaquín","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100023&lang=pt" 
"S1729-519X2008000100024-cub","TUBERCULOSIS PULMONAR (TB), ALTO COMISIONADO DE LAS NACIONES UNIDAS PARA LOS REFUGIADOS (ACNUR) Y ADMINISTRACION PARA LOS ASUNTOS DE LOS REFUGIADOS Y RETORNADOS (ARRA)","Dibaba Kuma, Berhanu, Cantelar de Francisco, Nereyda, Pérez Rodríguez, Antonio E., Cathcart Roca, Fidel","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100024&lang=pt" 
"S1729-519X2008000100025-cub","INTRODUCCION A LA PUBLICACIÓN DE MENCIONES Y PREMIOS DEL CONCURSO PERIODÍSTICO DEL ISCM-H","Moré Cuesta, Cosme","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100025&lang=pt" 
"S1729-519X2008000100027-cub","EL MEDICO QUE NO HA DESAPARECIDO","Rodríguez Crespo, Ingrid, LydiaPaz Figueroa, Olga, Olivera Nodarse, Yadira, Valerino Salas, Bismarck","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100027&lang=pt" 
"S1729-519X2008000100028-cub","ERNESTO GUEVARA IDEALISTA, REVOLUCIONARIO Y HUMANO","Rendueles, Ariadna","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100028&lang=pt" 
"S1729-519X2008000100029-cub","LA SENSIBILIDAD DE ERNESTO","Roca Ferrer, Ileana","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100029&lang=pt" 
"S2011-75822008000100008-col","Traumatismos de páncreas: diagnóstico y tratamiento","Petrone, Patrizio, Asensio, Juan A, Pardo, Marcela, Kimbrell, Brian, Kuncir, Eric","Revista Colombiana de Cirugía; 23(1); 44-52","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100008&lang=pt" 
"S2011-75822008000100001-col","La importancia de la labor editorial","Bejarano, Mónica","Revista Colombiana de Cirugía; 23(1); 4-5","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100001&lang=pt" 
"S2011-75822008000100002-col","El síndrome de compresión biliar extrínseca benigna o síndrome de Mirizzi: experiencia de cinco años en el Hospital de San José","Rodríguez, Carolina, Aldana, Guillermo","Revista Colombiana de Cirugía; 23(1); 6-11","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100002&lang=pt" 
"S2011-75822008000100003-col","Resultados de duodenopancreatectomía cefálica en el Hospital Pablo Tobón Uribe de Medellín, en un período de tres años","Hoyos Duque, Sergio, Guzman Luna, Carlos","Revista Colombiana de Cirugía; 23(1); 12-15","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100003&lang=pt" 
"S2011-75822008000100004-col","Complicaciones de colecistitis aguda en pacientes operados de urgencia","Castro, Felipe, Galindo, Juliana, Bejarano, Mónica","Revista Colombiana de Cirugía; 23(1); 16-21","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100004&lang=pt" 
"S2011-75822008000100005-col","Curso clínico de la peritonitis grave en pacientes críticamente enfermos tratados con sutura primaria diferida","Ordóñez, Carlos Alberto, Pineda, Jaime Andrés, Arias, Rafael Humberto, Benítez, Federico Andrés, Toro, Luis Eduardo, Aristizábal, Gonzalo, Martínez, Jorge Eduardo, Rosso, Fernando, Granados, Marcela, Badiel, Marisol","Revista Colombiana de Cirugía; 23(1); 22-30","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100005&lang=pt" 
"S2011-75822008000100006-col","La cirugía de trauma está basada en la evidencia?","Morales, Carlos H","Revista Colombiana de Cirugía; 23(1); 31-38","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100006&lang=pt" 
"S2011-75822008000100007-col","Es necesaria la radiografía de pelvis de rutina en el trauma cerrado?","Arellano, Luz Ángela, Sanabria, Álvaro","Revista Colombiana de Cirugía; 23(1); 39-43","Revista Colombiana de Cirugía","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822008000100007&lang=pt" 
"S0101-20612008000100032-scl","Caracterização microbiológica e físico-química de leite pasteurizado destinado ao programa do leite no Estado de Alagoas","Silva, Maria Cristina Delgado da, Silva, Juliana Vasconcelos Lyra da, Ramos, Alécia Cristinne Santos, Melo, Rossana de Oliveira, Oliveira, Juliana Omena","Food Science and Technology (Campinas); 28(1); 226-230","Food Science and Technology (Campinas)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612008000100032&lang=pt" 
"S1729-519X2008000100026-cub","CHE, PARADIGMA DEL MÉDICO REVOLUCIONARIO: Che, a paradigm of a revolutionary doctor Vigencia del pensamiento médico-social del Dr. Ernesto Guevara de la Serna","Aguiar González de la Peña, Nelson, Benítez Piñón, Lourdes","Revista Habanera de Ciencias Médicas; 7(1); -","Revista Habanera de Ciencias Médicas","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1729-519X2008000100026&lang=pt" 
"S0034-71402008000100001-scl","Efeitos regionais da política monetária no Brasil: impactos e transbordamentos espaciais","Bertanha, Marinho, Haddad, Eduardo Amaral","Revista Brasileira de Economia; 62(1); 3-29","Revista Brasileira de Economia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100001&lang=pt" 
"S0034-71402008000100002-scl","Assessing Brazilian educational inequalities","Lorel, Benoit","Revista Brasileira de Economia; 62(1); 31-56","Revista Brasileira de Economia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100002&lang=pt" 
"S0034-71402008000100003-scl","Conhecimento imperfeito, custo de otimização e racionalidade limitada: uma dinâmica evolucionária de ajustamento nominal incompleto","Silveira, Jaylson Jair da, Lima, Gilberto Tadeu","Revista Brasileira de Economia; 62(1); 57-75","Revista Brasileira de Economia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100003&lang=pt" 
"S0034-71402008000100004-scl","Imposto de importação e evasão fiscal: uma investigação do caso brasileiro","Sousa, Maria da Conceição Sampaio de, Tannuri-Pianto, Maria Eduarda, Santos, Carlos Antônio Silva dos","Revista Brasileira de Economia; 62(1); 77-93","Revista Brasileira de Economia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100004&lang=pt" 
"S0034-71402008000100006-scl","Testando a assimetria nos preços da gasolina brasileira","Uchôa, Carlos Frederico Azeredo","Revista Brasileira de Economia; 62(1); 103-117","Revista Brasileira de Economia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100006&lang=pt" 
"S0034-71402008000100005-scl","A note on purchasing power parity and the choice of price index","Terra, Cristina, Vahia, Ana Lucia","Revista Brasileira de Economia; 62(1); 95-102","Revista Brasileira de Economia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402008000100005&lang=pt" 
"S0104-59702008000100012-scl","Crânios, corpos e medidas: a constituição do acervo de instrumentos antropométricos do Museu Nacional na passagem do século XIX para o XX","Sá, Guilherme José da Silva e, Santos, Ricardo Ventura, Rodrigues-Carvalho, Claudia, Silva, Elizabeth Christina da","História, Ciências, Saúde-Manguinhos; 15(1); 197-208","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100012&lang=pt" 
"S0001-60022008000100001-cri","Peritazgo","Pacheco Mena, Licda. Olga Martha","Acta Médica Costarricense; 50(1); 4-4","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100001&lang=pt" 
"S0001-60022008000100002-cri","Actualización en los mecanismos fisiopatológicos de la insuficiencia cardiaca","Ulate-Montero, Guido, Ulate-Campos, Adriana","Acta Médica Costarricense; 50(1); 5-12","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100002&lang=pt" 
"S0001-60022008000100003-cri","El virus influenza y la gripe aviar","Herrero-Uribe, Libia","Acta Médica Costarricense; 50(1); 13-19","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100003&lang=pt" 
"S0001-60022008000100004-cri","Tamaño de muestra en estudios clínicos","Camacho-Sandoval, Jorge","Acta Médica Costarricense; 50(1); 20-21","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100004&lang=pt" 
"S0001-60022008000100005-cri","Mortalidad por causas accidentales en niños menores de 5 años en el Hospital Nacional de Niños &quot;Dr. Carlos Sáenz Herrera&quot;, 2002-2004","Benavides-Lara, Adriana, Vargas-Salas, Marco","Acta Médica Costarricense; 50(1); 22-28","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100005&lang=pt" 
"S0001-60022008000100006-cri","Incidencia de diabetes tipo 2 en un área urbano marginal de Costa Rica","Laclé-Murray, Adriana, Valero-Juan, Luis F","Acta Médica Costarricense; 50(1); 29-34","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100006&lang=pt" 
"S0001-60022008000100007-cri","Diagnóstico molecular de la enfermedad de Huntington en Costa Rica","Vásquez-Cerdas, Melissa, Morales-Montero, Fernando, Fernández-Morales, Húbert, el Valle-Carazo, Gerardo, Fornaguera-Trías, Jaime, Cuenca-Berger, Patricia","Acta Médica Costarricense; 50(1); 35-41","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100007&lang=pt" 
"S0001-60022008000100008-cri","Brote de varicela en el Servicio de Oncología de hombres del Hospital San Juan de Dios, febrero-abril de 2004, San José, Costa Rica","Vargas-Naranjo, Sócrates, Espinoza-Aguirre, Azálea","Acta Médica Costarricense; 50(1); 42-46","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100008&lang=pt" 
"S0001-60022008000100009-cri","El médico en procesos judiciales","Flores-Sandí, Grettchen","Acta Médica Costarricense; 50(1); 47-50","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100009&lang=pt" 
"S0001-60022008000100013-cri","Costa Rica en el exterior","","Acta Médica Costarricense; 50(1); 50-50","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100013&lang=pt" 
"S0001-60022008000100010-cri","Confirmación por laboratorio de leptospirosis: laboratory confirmation","Valverde-Jiménez, María De los Ángeles, Brenes-Esquivel, Roberto, Sequeiro-Soto, Jorge","Acta Médica Costarricense; 50(1); 51-54","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100010&lang=pt" 
"S0001-60022008000100011-cri","Mielolipoma, una lesión quirúrgica poco frecuente de la glándula adrenal","Álvarez-Pertuz, Humberto, Arroyo-Martínez, Laura, Acuña-Calvo, Jorge","Acta Médica Costarricense; 50(1); 54-57","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100011&lang=pt" 
"S0001-60022008000100012-cri","Insuficiencia renal aguda asociada a picadura de abeja africanizada","Huertas-Franco, Verny, Bucknor-Masís, Jorge","Acta Médica Costarricense; 50(1); 57-60","Acta Médica Costarricense","Espanhol","2008","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022008000100012&lang=pt" 
"S0717-554X2008000100001-chl","EPISTEMOLOGÍA DE LA INVESTIGACIÓN SOCIAL EN AMÉRICA LATINA: DESARROLLOS EN EL SIGLO XXI","Mejia, Julio","Cinta de moebio; (31); 1-13","Cinta de moebio","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2008000100001&lang=pt" 
"S0717-554X2008000100002-chl","REFLEXIONES SOBRE LAS PRACTICAS DE PRODUCCIÓN DE CONOCIMIENTOS: CIENCIA Y TECNOLOGÍA","Acuña, Maria Elena","Cinta de moebio; (31); 14-22","Cinta de moebio","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2008000100002&lang=pt" 
"S0717-554X2008000100003-chl","LA EPISTEMOLOGÍA DE LA COMUNICACIÓN EN MICHEL SERRES","Garduño-Oropeza, Gustavo, Zúñiga-Roca, María Fernanda, Rogel-Salazary, Rosario, Aguado-López, Eduardo","Cinta de moebio; (31); 23-37","Cinta de moebio","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2008000100003&lang=pt" 
"S0717-554X2008000100004-chl","EL FENÓMENO DE LA EVOLUCIÓN DE LA CIENCIA EN ILYA PRIGOGINE Y EDUARDO NICOL","González, Rush","Cinta de moebio; (31); 38-52","Cinta de moebio","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2008000100004&lang=pt" 
"S0717-554X2008000100005-chl","DEBATE EN TORNO A LAS CONCEPCIONES DEL TIEMPO EN SOCIOLOGÍA","Zamorano, Raúl","Cinta de moebio; (31); 53-69","Cinta de moebio","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2008000100005&lang=pt" 
"S1415-790X2008000100017-spa","Professor Oswaldo Paulo Forattini, médico, epidemiologista e entomologista","Sallum, Maria Anice Mureb","Revista Brasileira de Epidemiologia; 11(1); 180-181","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100017&lang=pt" 
"S1415-790X2008000100005-spa","Adaptação dos instrumentos de avaliação de eventos adversos para uso em hospitais brasileiros","Mendes, Walter, Travassos, Claudia, Martins, Mônica, Marques, Priscilla Mouta","Revista Brasileira de Epidemiologia; 11(1); 55-66","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100005&lang=pt" 
"S1415-790X2008000100013-spa","Perfil epidemiológico das intoxicações alimentares notificadas no Centro de Atendimento Toxicológico de Campina Grande, Paraíba","Almeida, Cristiane Falcão de, Araújo, Emmanuele de Souza, Soares, Yette da Cruz, Diniz, Rafael Loureiro das Chagas, Fook, Sayonara Maria Lia, Vieira, Karlete Vânia Mendes","Revista Brasileira de Epidemiologia; 11(1); 139-146","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100013&lang=pt" 
"S1415-790X2008000100016-spa","Determinantes do baixo peso ao nascer a partir das Declarações de Nascidos Vivos","Carniel, Emília de Faria, Zanolli, Maria de Lurdes, Antônio, Maria Ângela Reis de Góes Monteiro, Morcillo, André Moreno","Revista Brasileira de Epidemiologia; 11(1); 169-179","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100016&lang=pt" 
"S1415-790X2008000100015-spa","Associações entre atividade física, índice de massa corporal e comportamentos sedentários em adolescentes","Silva, Kelly Samara da, Nahas, Markus Vinicius, Hoefelmann, Luana Peter, Lopes, Adair da Silva, Oliveira, Elusa Santina de","Revista Brasileira de Epidemiologia; 11(1); 159-168","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100015&lang=pt" 
"S1415-790X2008000100011-spa","Subnotificação de acidentes por animais peçonhentos registrados pelo SINAN no Estado do Rio de Janeiro no período de 2001 a 2005","Fiszon, Judith Tiomny, Bochner, Rosany","Revista Brasileira de Epidemiologia; 11(1); 114-127","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2008000100011&lang=pt" 
