"S0210-56912011000200014-esp","Fallo enmascarado de captura ventricular en paciente portador de marcapasos bicameral","Canabal-Berlanga, A., Sánchez-Rodríguez, P., Raigal-Caño, A.","Medicina Intensiva; 35(2); 135-136","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000200014&lang=pt" 
"S0103-84782011000300011-scl","Propriedades químicas de um Argissolo tratado sucessivamente com composto de lixo urbano","Krob, Alexandre Diehl, Moraes, Sílvio Paulo, Selbach, Pedro Alberto, Bento, Fátima Menezes, Camargo, Flávio Anastácio de Oliveira","Ciência Rural; 41(3); 433-439","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000300011&lang=pt" 
"S0103-50532011000300003-scl","Electropolymerization of brilliant cresyl blue on carbon ionic liquid electrode and electrocatalytic application for the voltammetric determination of ascorbic acid","Xia, Li, Niu, Qingjuan, Li, Guangjiu, Zhan, Tianrong, Sun, Wei","Journal of the Brazilian Chemical Society; 22(3); 422-427","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300003&lang=pt" 
"S0103-50532011000300004-scl","Quantum mechanics/molecular mechanics investigation of the ethene polymerization mechanism catalyzed by a bulky diimine-Ni(II) complex","Ferreira, Daví A. C, Meneghetti, Simoni M. P, Oliveira Neto, Marçal de, Rocha, Willian R, Meneghetti, Mario R","Journal of the Brazilian Chemical Society; 22(3); 428-436","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300004&lang=pt" 
"S0103-50532011000300006-scl","Ultrasound-assisted emulsification solidified floating organic drop microextraction for the determination of trace cadmium in water samples by flame atomic absorption spectrometry","Zhang, Jing-Wen, Wang, Yu-Kun, Du, Xin, Lei, Xia, Ma, Jing-Jun, Li, Jing-Ci","Journal of the Brazilian Chemical Society; 22(3); 446-453","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300006&lang=pt" 
"S0103-50532011000300007-scl","Development and validation of analytical method for sulfonamide residues in eggs by liquid chromatography Tandem Mass Spectrometry based on the Comission Decision 2002/657/EC","de la Cruz, Márcia N. S, Soares, Renata F, Marques, Anna Sylvia F, Aquino-Neto, Francisco Radler de","Journal of the Brazilian Chemical Society; 22(3); 454-461","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300007&lang=pt" 
"S0103-50532011000300009-scl","Electroless deposition of bis(4&#039;-(4-Pyridyl)-2,2&#039;:6&#039;,2&#039;&#039;-terpyridine)iron(II) thiocyanate complex onto carbon nanotubes modified glassy carbon electrode: application to simultaneous determination of ascorbic acid, dopamine and uric acid","Kamyabi, M. A, Narimani, O, Monfared, H. H","Journal of the Brazilian Chemical Society; 22(3); 468-477","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300009&lang=pt" 
"S0103-50532011000300013-scl","An anionic resin modified by di-2-pyridyl ketone salicyloylhydrazone as a new solid preconcentration phase for copper determination in ethanol fuel samples","Garcia, Samara, Gaubeur, Ivanise","Journal of the Brazilian Chemical Society; 22(3); 501-510","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300013&lang=pt" 
"S0103-50532011000300024-scl","Enzyme kinetics, structural analysis and molecular modeling studies on a series of Schistosoma mansoni PNP inhibitors","Postigo, Matheus P, Krogh, Renata, Terni, Marcela F, Pereira, Humberto M, Oliva, Glaucius, Castilho, Marcelo S, Andricopulo, Adriano D","Journal of the Brazilian Chemical Society; 22(3); 583-591","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300024&lang=pt" 
"S0103-50532011000300017-scl","Fast method of multi-elemental analysis of stream sediment samples by inductively coupled plasma-mass spectrometry (ICP-MS) with prior single-step microwave-assisted digestion","Roje, Vibor","Journal of the Brazilian Chemical Society; 22(3); 532-539","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300017&lang=pt" 
"S0103-50532011000300002-scl","Recent advances in 1,4-benzoquinone chemistry","Abraham, Ignatious, Joshi, Rahul, Pardasani, Pushpa, Pardasani, R.T","Journal of the Brazilian Chemical Society; 22(3); 385-421","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300002&lang=pt" 
"S0103-50532011000300008-scl","Microwave-assisted Passerini reactions under solvent-free conditions","Barreto, Angélica de Fátima S, Vercillo, Otilie E, Andrade, Carlos Kleber Z","Journal of the Brazilian Chemical Society; 22(3); 462-467","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300008&lang=pt" 
"S0103-50532011000300010-scl","Preparation of tunable wettability polymer (ionic liquid) brushes at rough substrate using surface initiated atom transfer radical polymerization","Sun, Kanjun, Yang, Wu, Ma, Guofu, Wan, Fei, Gao, Jinzhang, Lei, Ziqiang, Guo, Hao","Journal of the Brazilian Chemical Society; 22(3); 478-483","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300010&lang=pt" 
"S0103-50532011000300012-scl","Solution properties of a hydrophobically associating polyacrylamide and its polyelectrolyte derivatives determined by light scattering, small angle x-ray scattering and viscometry","Maia, Ana M. S, Villetti, Marcos A, Vidal, Rosangela R. L, Borsali, Redouane, Balaban, Rosangela C","Journal of the Brazilian Chemical Society; 22(3); 489-500","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300012&lang=pt" 
"S0103-50532011000300014-scl","A convenient and efficient protocol for the one pot synthesis of 3,4-Dihydropyrimidin-2-(1H)-ones catalyzed by ionic liquids under ultrasound irradiation","Dadhania, Abhishek N, Patel, Vaibhav K, Raval, Dipak K","Journal of the Brazilian Chemical Society; 22(3); 511-516","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300014&lang=pt" 
"S0103-50532011000300015-scl","Ligandless cloud point extraction for trace nickel determination in water samples by flame atomic absorption spectrometry","Abdolmohammad-Zadeh, Hosssein, Ebrahimzadeh, Elnaz","Journal of the Brazilian Chemical Society; 22(3); 517-524","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300015&lang=pt" 
"S0103-50532011000300016-scl","Nano aluminium nitride as a solid source of ammonia for the preparation of hantzsch 1,4-dihydropyridines and bis-(1,4-dihydropyridines) in water via one pot multicomponent reaction","Ghorbani-Choghamarani, Arash, Zolfigol, Mohammad Ali, Hajjami, Maryam, Goudarziafshar, Hamid, Nikoorazm, Mohsen, Yousefi, Somaieh, Tahmasbi, Bahman","Journal of the Brazilian Chemical Society; 22(3); 525-531","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300016&lang=pt" 
"S0103-50532011000300019-scl","Simple route for the synthesis of copper hydroxy salts","Aguirre, Jhon Mauricio, Gutiérrez, Adamo, Giraldo, Oscar","Journal of the Brazilian Chemical Society; 22(3); 546-551","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300019&lang=pt" 
"S0103-50532011000300020-scl","Determination of copper, iron, lead and zinc in gasoline by sequential multi-element flame atomic absorption spectrometry after solid phase extraction","Santos, Denilson S. S, Korn, Maria Graças A, Guida, Mauro A. B, Santos, Gabriel L. dos, Lemos, Valfredo A, Teixeira, Leonardo S. G","Journal of the Brazilian Chemical Society; 22(3); 552-557","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300020&lang=pt" 
"S0103-50532011000300021-scl","Dry washing in biodiesel purification: a comparative study of adsorbents","Faccini, Candice Schmitt, Cunha, Michele Espinosa da, Moraes, Maria Silvana Aranda, Krause, Laiza C, Manique, Márcia C, Rodrigues, Maria Regina A, Benvenutti, Edilson V, Caramão, Elina B","Journal of the Brazilian Chemical Society; 22(3); 558-563","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300021&lang=pt" 
"S0103-50532011000300023-scl","Design of experiments (DOE) for the optimization of hydrothermal synthesis of hydroxyapatite nanoparticles","Sadat-Shojai, Mehdi, Atai, Mohammad, Nodehi, Azizollah","Journal of the Brazilian Chemical Society; 22(3); 571-582","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300023&lang=pt" 
"S0103-50532011000300025-scl","Synthesis of a new class of triazole-linked benzoheterocycles via 1,3-dipolar cycloaddition","Barbosa, Fernanda C. G, Oliveira, Ronaldo N. de","Journal of the Brazilian Chemical Society; 22(3); 592-597","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300025&lang=pt" 
"S0103-50532011000300026-scl","Synthesis of 3-bromotetronamides via amination of 3,4-dibromofuran-2(5H)-one","Cunha, Silvio, Oliveira, Caio C, Sabino, José R","Journal of the Brazilian Chemical Society; 22(3); 598-603","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011000300026&lang=pt" 
"S0103-84782011000300020-scl","Substituição dos ligamentos cruzados cranial e caudal em cães por duplo implante de polipropileno","Müller, Daniel Curvello de Mendonça, Basso, Paula Cristina, Serafini, Gabriele Maria Callegaro, Rosa, Maurício Borges da, Sprada, Arícia Gomes, Cunha, João Paulo Monteiro Carvalho Mori da, Pippi, Ney Luis","Ciência Rural; 41(3); 487-491","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000300020&lang=pt" 
"S0103-84782011000300015-scl","Demanda hídrica e coeficientes de cultura (Kc) para macieiras em Vacaria, RS","Conceição, Marco Antônio Fonseca, Nachtigall, Gilmar Ribeiro, Cargnino, Camila, Fioravanço, João Caetano","Ciência Rural; 41(3); 459-462","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000300015&lang=pt" 
"S0103-84782011000300014-scl","Micropropagação e conservação de Macrosyphonia velame (St. Hil.) Muell. Arg. em banco de germoplasma in vitro","Martins, Letícia Maria, Pereira, Ana Maria Soares, França, Suzelei de Castro, Bertoni, Bianca Waléria","Ciência Rural; 41(3); 454-458","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011000300014&lang=pt" 
"S0101-31572011000100003-scl","O mito do populismo econômico de Vargas","Fonseca, Pedro Cezar Dutra","Revista de Economia Política; 31(1); 56-76","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100003&lang=pt" 
"S0101-31572011000100006-scl","Crescimento e industrialização no Brasil: uma interpretação à luz das propostas de Kaldor","Lamonica, Marcos Tostes, Feijó, Carmen Aparecida de","Revista de Economia Política; 31(1); 118-138","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100006&lang=pt" 
"S0210-56912011000200008-esp","Papel de las infecciones víricas en pacientes inmunodeprimidos","Salavert, M., Granada, R., Díaz, A., Zaragoza, R.","Medicina Intensiva; 35(2); 117-125","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000200008&lang=pt" 
"S1679-39512011000100012-scl","Processos de aprendizagem, competências aprendidas, funcionamento, compartilhamento e armazenagem de conhecimentos em grupos de pesquisa","Odelius, Catarina Cecília, Abbad, Gardênia da Silva, Resende Junior, Pedro Carlos, Sena, André de Castro, Viana, Caroline Rodrigues, Freitas, Tatiana Leão, Santos, Tamisia Cristofane Novaes dos","Cadernos EBAPE.BR; 9(1); 199-220","Cadernos EBAPE.BR","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512011000100012&lang=pt" 
"S0004-05922011000100008-esp","Rendimento forrageiro e valor nutritivo de clones de pennisetum sob corte, na zona da mata seca","Silva, M.A, Lira, M.A., Santos, M.V.F., Dubeux Junior, J.C.B., Freitas, E.V. de, Araújo, G.G.L.","Archivos de Zootecnia; 60(229); 63-74","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000100008&lang=pt" 
"S1980-65742011000100009-scl","Influência de diferentes movimentos dos membros superiores nas respostas cardiorrespiratórias da corrida em piscina funda","Oliveira, Alessandra Silva, Posser, Moara Simões, Alberton, Cristine Lima, Kruel, Luiz Fernando Martins","Motriz: Revista de Educação Física; 17(1); 71-81","Motriz: Revista de Educação Física","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-65742011000100009&lang=pt" 
"S0101-73302011000100002-scl","Avaliação da educação superior no segundo governo Lula: &quot;provão II&quot; ou a reedição de velhas práticas?","Rothen, José Carlos, Barreyro, Gladys Beatriz","Educação &amp; Sociedade; 32(114); 21-38","Educação &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302011000100002&lang=pt" 
"S0034-75072011000100001-cub","Personas con necesidades especiales","Gispert Abreu, Estela de los Ángeles","Revista Cubana de Estomatología; 48(1); 1-2","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100001&lang=pt" 
"S0034-75072011000100002-cub","Relatoría del I Concurso Nacional de Historia de la Estomatología","Bécquer Águila, Jorge Luis","Revista Cubana de Estomatología; 48(1); 3-5","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100002&lang=pt" 
"S0034-75072011000100003-cub","Prevalencia de caries y enfermedad periodontal en estudiantes de odontología","Arrieta Vergara, Katherine Margarita, Díaz Caballero, Antonio, González Martínez, Farith","Revista Cubana de Estomatología; 48(1); 6-13","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100003&lang=pt" 
"S0034-75072011000100004-cub","Prevalencia de secuelas de traumatismos en dientes temporales en niños institucionalizados del municipio Playa","Casals González, Yanet, Montero del Castillo, Mirta Elena, González Naya, Grisel","Revista Cubana de Estomatología; 48(1); 14-21","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100004&lang=pt" 
"S0034-75072011000100005-cub","Correlación entre las edades cronológica y ósea en pacientes de ortodoncia","Toledo Mayarí, Gladia, Otaño Lugo, Rigoberto","Revista Cubana de Estomatología; 48(1); 22-28","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100005&lang=pt" 
"S0034-75072011000100007-cub","Distracción osteogénica alveolar como método de aumento del reborde alveolar","Morales Navarro, Denia","Revista Cubana de Estomatología; 48(1); 43-55","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100007&lang=pt" 
"S0034-75072011000100009-cub","Variante oncocítica del carcinoma mucoepidermoide","Salazar Rodríguez, Sirced, Jiménez Galainena, Julio J., Suárez Lamadrid, Anabel, Martin Moya, Luz Amarilis","Revista Cubana de Estomatología; 48(1); 62-68","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100009&lang=pt" 
"S0034-75072011000100010-cub","Carcinoma odontogénico de células claras","Flores Alvarado, Sergio Alberto, Morales Casas, José, Sepúlveda Infante, Rogelio, Romero de León, Elías","Revista Cubana de Estomatología; 48(1); 69-76","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100010&lang=pt" 
"S0034-75072011000100011-cub","The importance of early diagnosis of large lipomas in the maxillofacial region","Furtado de Carvalho, Matheus, Pinheiro Junqueira, Thiago, Reis de Souza, Rafael, Marques Capistrano, Hermínia, das Graças Afonso Miranda Chaves, Maria","Revista Cubana de Estomatología; 48(1); 77-83","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100011&lang=pt" 
"S0034-75072011000100012-cub","Granuloma central de células gigantes","Portelles Massó, Ayelén María, Heredia Pérez, José María","Revista Cubana de Estomatología; 48(1); 84-88","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100012&lang=pt" 
"S0034-75072011000100013-cub","Aumento del reborde alveolar residual mediante técnica de rollo","Simancas Pallares, Miguel Ángel, Herrera Herrera, Alejandra del Carmen, Arévalo Tovar, Luisa Leonor, Díaz Caballero, Antonio José, González Martínez, Farith Damián","Revista Cubana de Estomatología; 48(1); 89-94","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100013&lang=pt" 
"S0034-75072011000100006-cub","Osteogénesis por distracción en defectos mandibulares y su estabilidad esquelética a los 2 años de tratados","Vila Morales, Dadonim, Garmendia Hernández, Georgia, Felipe Garmendia, Ángel Mario","Revista Cubana de Estomatología; 48(1); 29-42","Revista Cubana de Estomatología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75072011000100006&lang=pt" 
"S0366-69132011000100002-scl","A influência do tipo de cimento no desempenho de concretos avançados formulados a partir do método de dosagem computacional","Castro, A. L. de, Liborio, J. B. L., Pandolfelli, V. C.","Cerâmica; 57(341); 10-21","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100002&lang=pt" 
"S0366-69132011000100005-scl","Produção de cerâmicas celulares por emulsão seguida de gelificação","Sousa, E. de, Dellú Jr, M., Pandolfelli, V. C., Ortega, F. S.","Cerâmica; 57(341); 38-44","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100005&lang=pt" 
"S0366-69132011000100008-scl","The mineralogical and fabric analysis of ancient pottery artifacts","Palanivel, R., Rajesh Kumar, U.","Cerâmica; 57(341); 56-62","Cerâmica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100008&lang=pt" 
"S0366-69132011000100009-scl","Reologia de concretos de alto desempenho aplicados na construção civil: revisão","Castro, A. L. de, Liborio, J. B. L., Pandolfelli, V. C.","Cerâmica; 57(341); 63-75","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100009&lang=pt" 
"S0366-69132011000100011-scl","Síntese e caracterização de hidróxidos duplos a partir da lama vermelha","Cunha, M. V. P. O., Corrêa, J. A. M.","Cerâmica; 57(341); 85-93","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100011&lang=pt" 
"S0366-69132011000100012-scl","Efeito do tempo de cura na rigidez de argamassas produzidas com cimento Portland","Garcia, G. C. R., Santos, E. M. B., Ribeiro, S.","Cerâmica; 57(341); 94-99","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100012&lang=pt" 
"S0366-69132011000100014-scl","Correlation between glaze-colors and structural properties of the HIZEN celadons produced in the Edo period of Japan, by means of X-ray diffraction (І)","Hidaka, M., Ohashi, K., Wijesundera, R. P., Kumara, L. S. R., Watanabe, M., Koga, K., Choi, Jae-Young, Sung, N. E., Park, Y. J.","Cerâmica; 57(341); 106-114","Cerâmica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100014&lang=pt" 
"S0366-69132011000100015-scl","Desenvolvimento e caracterização de partículas nanorecobertas à base de nanoargilas de haloisita","Silva, T. P., Raubach, C. W., Ullmann, M. A., Carreño, N. L. V., Cava, S., Gonçalves, M. R. F., Nunes, M. R.","Cerâmica; 57(341); 115-121","Cerâmica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100015&lang=pt" 
"S0366-69132011000100017-scl","Effect of sulfur on the polymorphism and reactivity of dicalcium silicate of Portland clinker","Andrade, F. R. D, Gomes, S. D, Pecchio, M, Kihara, Y, Carvalho, F. M. S, Matos, J. R","Cerâmica; 57(341); 129-135","Cerâmica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132011000100017&lang=pt" 
"S0101-31572011000100002-scl","As convenções de desenvolvimento no governo Lula: um ensaio de economia política","Erber, Fabio S.","Revista de Economia Política; 31(1); 31-55","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100002&lang=pt" 
"S0101-31572011000100004-scl","Cooperação monetária e financeira: o que é bom para a Ásia também é para a América Latina?","Baumann, Renato, Mussi, Carlos","Revista de Economia Política; 31(1); 77-97","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100004&lang=pt" 
"S0101-31572011000100005-scl","Leigos, expertos e formação de expectativa","Camargos, Luiz Rogério de","Revista de Economia Política; 31(1); 98-117","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100005&lang=pt" 
"S0101-31572011000100007-scl","Ajuste fiscal no Brasil: algumas considerações de caráter pós-keynesian","Gobetti, Sergio Wulff, Amado, Adriana Moreira","Revista de Economia Política; 31(1); 139-159","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100007&lang=pt" 
"S0101-31572011000100008-scl","Um estudo sobre a vitimização para a cidade de São Paulo","Madalozzo, Regina, Furtado, Giovanna Maia","Revista de Economia Política; 31(1); 160-180","Revista de Economia Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572011000100008&lang=pt" 
"S0104-59702011010200001-scl","A África vista por um médico britânico","Viana, Larissa","História, Ciências, Saúde-Manguinhos; 18(1); -","História, Ciências, Saúde-Manguinhos","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702011010200001&lang=pt" 
"S0864-34662011000100014-cub","La enfermedad de Chagas como un rezago social en salud","Guadalupe Pérez, Silvia María, Hernández Meléndrez, Edelsys, Rodríguez Cabrera, Aida","Revista Cubana de Salud Pública; 37(1); -","Revista Cubana de Salud Pública","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662011000100014&lang=pt" 
"S1027-28522011000100001-cub","Hepatitis C virus and lipid metabolism: their implications in vaccine development and treatment","Dueñas-Carrera, Santiago","Biotecnología Aplicada; 28(1); 1-5","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100001&lang=pt" 
"S1027-28522011000100002-cub","Glycosylation and Bioinformatics: current status for glycosylation prediction tools","Mazola, Yuliet, Chinea, Glay, Musacchio, Alexis","Biotecnología Aplicada; 28(1); 6-12","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100002&lang=pt" 
"S1027-28522011000100003-cub","The Sticholysin I mutants St I E2C and St I R52C show similar binding to liposomal vesicles but differ in their permeabilizing activity","López, Aracelys, Valle, Aisel, Pedrera, Lohans, Martínez, Diana, Fando, Rafael, Schreier, Shirley, Álvarez, Carlos, Lanio, María E, Pazos, Fabiola","Biotecnología Aplicada; 28(1); 13-18","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100003&lang=pt" 
"S1027-28522011000100005-cub","Diagnostic value of alpha-fetoprotein for hepatocellular carcinoma","Hernández, Julio C, Samada, Marcia, Roque, Alejandro, Cruz, Yolanda, Howland, Ivón, Fernández, Irma","Biotecnología Aplicada; 28(1); 34-39","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100005&lang=pt" 
"S1027-28522011000100006-cub","Comparison of three methods for DNA extraction from paraffin-embedded tissues","de Armas, Yaxsier, Capó, Virginia, López, Ledy X, Mederos, Lilian, Díaz, Raúl","Biotecnología Aplicada; 28(1); 44-47","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100006&lang=pt" 
"S1027-28522011000100004-cub","Using reibergrams to evaluate the intrathecal synthesis of C3c and C4 in children affected with Neisseria meningitidis meningoencephalitis","Dorta-Contreras, Alberto J, Padilla-Docal, Bárbara, Coifiu-Fanego, Raisa B","Biotecnología Aplicada; 28(1); 24-27","Biotecnología Aplicada","Inglês","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522011000100004&lang=pt" 
"S1562-30092011000100001-cub","Etiología de la mancha foliar del chile dulce (Capsicum annuum L.) y su control in vitro en Yucatán, México","Tun Suárez, José María, Castillo Peraza, Marcia Elvis, Cristóbal Alejo, Jairo, Latournerie Moreno, Luis","Fitosanidad; 15(1); 05-10","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100001&lang=pt" 
"S1562-30092011000100002-cub","Fitonematodos asociados a las Arecáceas en las antiguas provincias habaneras","Li Hung, Mei, Gandarilla Basterrechea, Hortensia, Reyes Laffita, Lamberto","Fitosanidad; 15(1); 11-16","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100002&lang=pt" 
"S1562-30092011000100003-cub","Incidencia y caracterización molecular del Potato Leafroll Virus (PLRV) en las principales regiones productoras de papa de Colombia","Gil Ramírez, José F, Cotes Torres, José M, Marín Montoya, Mauricio","Fitosanidad; 15(1); 17-24","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100003&lang=pt" 
"S1562-30092011000100004-cub","Composición y riqueza de insectos y arañas asociados a plantas florecidas en sistemas agrícolas urbanos","Matienzo Brito, Yaril, Veitía Rubio, Marlene M, Alayón García, Giraldo","Fitosanidad; 15(1); 25-30","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100004&lang=pt" 
"S1562-30092011000100005-cub","Efecto in vitro de siete fungicidas químicos sobre Beauveria bassiana (Bals.) Vuil.","Castellanos González, Leónides, Muiño García, Berta Lina, Lorenzo Nicao, María E, Rodríguez Fernández, Ana, Gómez Albernal, Medardo","Fitosanidad; 15(1); 31-38","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100005&lang=pt" 
"S1562-30092011000100006-cub","Identificación y caracterización de seis aislados pertenecientes al género Bacillus promisorios para el control de Rhizoctonia solani Künh y Sclerotium rolfsii Sacc.","Sosa López, Acenet I., Pazos Álvarez-Rivera, Victoria, Torres Campos, Dania, Casadesús Romero, Luis","Fitosanidad; 15(1); 39-44","Fitosanidad","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1562-30092011000100006&lang=pt" 
