"S0188-252X2014000100015-mex","¿A dónde hemos llegado? Un siglo de vanguardias artísticas en Occidente","Cortazar Rodríguez, Francisco Javier","Comunicación y sociedad; (21); 319-323","Comunicación y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-252X2014000100015&lang=pt" 
"S0103-65132014000200015-scl","Gestão ambiental: levantamento da produção científica brasileira em periódicos de Engenharia de Produção","Trierweiller, Andréa Cristina, Campos, Lucila Maria de Souza, Carvalho, Danielly Nunes de, Santos, Thiago Henrique Silva dos, Bornia, Antonio Cezar, Peixe, Blênio César Severo","Production; 24(2); 435-450","Production","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132014000200015&lang=pt" 
"S0103-65132014000200016-scl","Gestão de recursos humanos e manufatura enxuta: evidências empíricas do setor automotivo brasileiro","Freitas, Wesley Ricardo de Souza, Jabbour, Charbel José Chiappetta, Teixeira, Adriano Alves, Jabbour, Ana Beatriz Lopes de Sousa","Production; 24(2); 451-461","Production","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132014000200016&lang=pt" 
"S0104-66322014000200019-scl","Local linear model tree and Neuro-Fuzzy system for modelling and control of an experimental pH neutralization process","Petchinathan, G., Valarmathi, K., Devaraj, D., Radhakrishnan, T. K.","Brazilian Journal of Chemical Engineering; 31(2); 483-495","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200019&lang=pt" 
"S0104-66322014000200011-scl","Activated sludge inhibition capacity index","Surerus, V., Giordano, G., Teixeira, L. A. C.","Brazilian Journal of Chemical Engineering; 31(2); 385-392","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200011&lang=pt" 
"S0104-66322014000200015-scl","Emulsifying properties of maillard conjugates produced from sodium caseinate and locust bean gum","Perrechil, F. A., Santana, R. C., Lima, D. B., Polastro, M. Z., Cunha, R. L.","Brazilian Journal of Chemical Engineering; 31(2); 429-438","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200015&lang=pt" 
"S0042-96862014000600454-spa","The economic and social benefits of childhood vaccinations in BRICS","Mirelman, Andrew J, Ozawa, Sachiko, Grewal, Simrun","Bulletin of the World Health Organization; 92(6); 454-456","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600454&lang=pt" 
"S0042-96862014000600459-spa","Tuberculosis in BRICS: challenges and opportunities for leadership within the post-2015 agenda","Creswell, Jacob, Sahu, Suvanand, Sachdeva, Kuldeep Singh, Ditiu, Lucica, Barreira, Draurio, Mariandyshev, Andrei, Mingting, Chen, Pillay, Yogan","Bulletin of the World Health Organization; 92(6); 459-460","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600459&lang=pt" 
"S0104-66322014000200005-scl","Immobilization of puerarin glycosidase from Microbacterium oxydans CGMCC 1788 increases puerarin transformation efficiency","Liu, Guiyou, Sun, Lei, Wu, Xiuxiu, Zhang, Wen, Feng, Jianshu, Cui, Yi, Lu, Zhou, Shen, Jiaojiao, Liu, Zhonghua, Yuan, Sheng","Brazilian Journal of Chemical Engineering; 31(2); 325-333","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200005&lang=pt" 
"S0104-66322014000200009-scl","Electroremediation of heavy metals in sewage sludge","Elicker, C., Sanches Filho, P. J., Castagno, K. R. L.","Brazilian Journal of Chemical Engineering; 31(2); 365-371","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200009&lang=pt" 
"S0104-66322014000200008-scl","Production of fermentable sugars by combined chemo-enzymatic hydrolysis of cellulosic material for bioethanol production","Idrees, M., Adnan, A., Bokhari, S. A., Qureshi, F. A.","Brazilian Journal of Chemical Engineering; 31(2); 355-363","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200008&lang=pt" 
"S0104-66322014000200001-scl","Biodiesel production through non-catalytic supercritical transesterification: current state and perspectives","Silva, C. da, Oliveira, J. Vladimir","Brazilian Journal of Chemical Engineering; 31(2); 271-285","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200001&lang=pt" 
"S0101-66282014000200006-scl","Consultoria empresarial de Serviço Social: expressões da precarização e da terceirização profissional","Azevedo, Fernanda Caldas de","Serviço Social &amp; Sociedade; (118); 318-338","Serviço Social &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282014000200006&lang=pt" 
"S0101-66282014000200007-scl","Benefício de Prestação Continuada e perícia médica previdenciária: limitações do processo","Bim, Miriam Cláudia Spada, Murofuse, Neide Tiemi","Serviço Social &amp; Sociedade; (118); 339-365","Serviço Social &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282014000200007&lang=pt" 
"S0101-66282014000200009-scl","A nova morfologia do trabalho, informalidade e precarização","Queiroz, Pedro","Serviço Social &amp; Sociedade; (118); 395-397","Serviço Social &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282014000200009&lang=pt" 
"S0042-96862014000600452-spa","BRICS? role in global health and the promotion of universal health coverage: the debate continues","McKee, Martin, Marten, Robert, Balabanova, Dina, Watt, Nicola, Huang, Yanzhong, Finch, Aureliano P, Fan, Victoria Y, Van Damme, Wim, Tediosi, Fabrizio, Missoni, Eduardo","Bulletin of the World Health Organization; 92(6); 452-453","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600452&lang=pt" 
"S0042-96862014000600457-spa","Tracking the flow of health aid from BRICS countries","Fan, Victoria Y, Grépin, Karen A, Shen, Gordon C, Chen, Lucy","Bulletin of the World Health Organization; 92(6); 457-458","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600457&lang=pt" 
"S0104-66322014000200023-scl","Simple multicomponent batch distillation procedure with a variable reflux policy","García, A. N., Loría, J. C. Z., Marín, A. R., Quiroz, A. V. C.","Brazilian Journal of Chemical Engineering; 31(2); 531-542","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200023&lang=pt" 
"S0104-66322014000200022-scl","Adsorption of lead and copper ions from aqueous effluents on rice husk ash in a dynamic system","Vieira, M. G. A., Almeida Neto, A. F. de, Silva, M. G. C. da, Carneiro, C. N., Melo Filho, A. A.","Brazilian Journal of Chemical Engineering; 31(2); 519-529","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200022&lang=pt" 
"S0104-66322014000200020-scl","Separation and effect of residual moisture in liquid phase adsorption of xylene on y zeolites","Lahot, P., Rani, M., Maken, S.","Brazilian Journal of Chemical Engineering; 31(2); 497-502","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200020&lang=pt" 
"S0042-96862014000600429-spa","Progress towards universal health coverage in BRICS: translating economic growth into better health","Rao, Krishna D, Petrosyan, Varduhi, Araujo, Edson Correia, McIntyre, Diane","Bulletin of the World Health Organization; 92(6); 429-435","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600429&lang=pt" 
"S0042-96862014000600388-spa","BRICS cooperation in strategic health projects","Silva Junior, Jarbas Barbosa da, Desiraju, Keshav, Matsoso, Precious, Minghui, Ren, Salagay, Oleg","Bulletin of the World Health Organization; 92(6); 388-388","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600388&lang=pt" 
"S0042-96862014000600387-spa","Commodities for better health in Africa ? time to invest locally","Sidibé, Michel, Yong, LI, Chan, Margaret","Bulletin of the World Health Organization; 92(6); 387-387A","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600387&lang=pt" 
"S0042-96862014000600423-spa","BRICS: opportunities to improve road safety","Hyder, Adnan A, Vecino-Ortiz, Andres I","Bulletin of the World Health Organization; 92(6); 423-428","Bulletin of the World Health Organization","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862014000600423&lang=pt" 
"S1135-57272014000300011-spa","Construcción y validación del cuestionario G_Clinic para medir la satisfacción laboral en profesionales de enfermería de las unidades de gestión clínica","Porcel-Gálvez, Ana Mª, Martínez-Lara, Concepción, Gil-García, Eugenia, Grao-Cruces, Alberto","Revista Española de Salud Pública; 88(3); 419-428","Revista Española de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272014000300011&lang=pt" 
"S2177-70552014000100001-scl","Editorial","Cademartori, Luiz Henrique Urquhart, Santos, Priscilla Camargo","Sequência (Florianópolis); (68); 15-17","Sequência (Florianópolis)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2177-70552014000100001&lang=pt" 
"S0103-65132014000200009-scl","Modelo de apoio à decisão para priorização de projetos em uma empresa de saneamento","Lima, Maria Teresa de Araujo de, Oliveira, Elaine Cristina Batista de, Alencar, Luciana Hazin","Production; 24(2); 351-363","Production","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132014000200009&lang=pt" 
"S0103-65132014000200008-scl","Disfunções na implementação da gestão de portfólio de projetos: um estudo quantitativo","Marzagão, Daniela Santana Lambert, Carvalho, Marly Monteiro de","Production; 24(2); 337-350","Production","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132014000200008&lang=pt" 
"S1135-57272014000300005-spa","Estimación de la carga de enfermedad por incapacidad laboral permanente en España durante el período 2009-2012","López, María Andrée, Duran, Xavier, Alonso, Jordi, Martínez, José Miguel, Espallargues, Mireia, Benavides, Fernando G.","Revista Española de Salud Pública; 88(3); 349-358","Revista Española de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272014000300005&lang=pt" 
"S1135-57272014000300004-spa","Valoración epidemiológica de la linfadenitis tuberculosa en un distrito de Barcelona: propuesta de algoritmo diagnóstico","Aguilar-Duran, Silvia, Sánchez Martínez, Francesca","Revista Española de Salud Pública; 88(3); 339-348","Revista Española de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272014000300004&lang=pt" 
"S2177-70552014000100005-scl","Subsidiariedade: a evolução do princípio constitucional limitador da interferência estatal","Duarte, Francisco Carlos, Nacle, Isabella Cristina Costa","Sequência (Florianópolis); (68); 91-107","Sequência (Florianópolis)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2177-70552014000100005&lang=pt" 
"S1560-43812014000200015-cub","Factores genéticos en el bajo peso al nacer","Godoy Matos, Karelia, Silva Campos, Lucy, Rodríguez Silva, Marianela","Correo Científico Médico; 18(2); 327-329","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200015&lang=pt" 
"S1560-43812014000200016-cub","Entrenador de Metodología de la Investigación y Estadística","Cruz Carballosa, Yosvanis, López Sánchez, Yamicela","Correo Científico Médico; 18(2); 330-332","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200016&lang=pt" 
"S1560-43812014000200017-cub","La categorización científica. Un camino a la excelencia","Cruz Casaus, Milka Sofía, Velázquez Zúñiga, George","Correo Científico Médico; 18(2); 333-336","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200017&lang=pt" 
"S1560-43812014000200010-cub","Método clínico-analógico para la preparación ante las consecuencias del uso de las armas biológicas","Ruiz Nápoles, Juan Bruno, Aguilera Lozada, Oscar, Correa Martínez, Amaury, Ruiz Nápoles, Katerine, Diéguez Barrera, Yunior","Correo Científico Médico; 18(2); 274-282","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200010&lang=pt" 
"S1560-43812014000200011-cub","Exigencias básicas para el desarrollo del cirujano pediátrico cubano. Primera parte","Trinchet Soler, Rafael Manuel, Trinchet Varela, Carlos","Correo Científico Médico; 18(2); 283-296","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200011&lang=pt" 
"S1560-43812014000200012-cub","Alternativa metodológica para la educación económica y axiológica de los estudiantes de medicina","Hidalgo Hernández, Rubizeida, Coello Velázquez, Denis, Lorenzo Felipe, Daysi, González Rodríguez, Martha, Velázquez Hechavarría, Nelson, Virnadel Lorenzo, Juan Carlos","Correo Científico Médico; 18(2); 297-313","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200012&lang=pt" 
"S1560-43812014000200013-cub","Software educativo para el aprendizaje de la asignatura Rehabilitación II de Estomatología","Gutiérrez Segura, Mildred, Ochoa Rodríguez, Miguel Orlando","Correo Científico Médico; 18(2); 314-323","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200013&lang=pt" 
"S1560-43812014000200021-cub","Mixolipoma en la lengua. Presentación de un caso","González Cardona, Yamily, Parladé Formell, Cecilia, Vivar Bauzá, Mirian","Correo Científico Médico; 18(2); 357-362","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200021&lang=pt" 
"S1560-43812014000200020-cub","Reporte de un caso con taponamiento cardíaco como forma de presentación de cáncer de pulmón","Correa Martínez, Amaury Jesús, Peña Arañó, Manuel, Ayón Tamayo, Yanisey, Campos González, Maydelín, Riverón Ricardo, Iveth","Correo Científico Médico; 18(2); 350-356","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200020&lang=pt" 
"S1560-43812014000200023-cub","Treinta y tres revistas de la salud de Cuba disponen de alta visibilidad internacional: ¿oportunidad, desafío o responsabilidad?","Cañedo Andalia, Rubén, Celorrio Zaragoza, Ivonne, Nodarse Rodríguez, Mario","Correo Científico Médico; 18(2); 372-382","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200023&lang=pt" 
"S1560-43812014000200022-cub","Síndrome de Brugada. Reporte de caso","Romero García, Armando, Fernández Chelala, Fabian I, Dominguez Pérez, Reybert de J, Padrosa Santos, Dabel, Santos Hernández, Aldo M","Correo Científico Médico; 18(2); 363-371","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200022&lang=pt" 
"S1560-43812014000200025-cub","Ensayos clínicos en el Policlínico Docente José Ávila Serrano de Velasco","Pérez Guilarte, Beatriz Isabel, Santos Rojas, Yudith","Correo Científico Médico; 18(2); 385-386","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200025&lang=pt" 
"S1560-43812014000200024-cub","Capacitados más de 400 colaboradores en la provincia Holguín en el 2013","Salermo Reyes, Maria de los Ángeles, Peña Rojas, Larisa","Correo Científico Médico; 18(2); 383-384","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200024&lang=pt" 
"S1560-43812014000200026-cub","Intervención educativa para fortalecer el valor responsabilidad en estudiantes de ciencias médicas en Urbano Noris","Claro González, Nuria Yulemia","Correo Científico Médico; 18(2); 387-388","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200026&lang=pt" 
"S1560-43812014000200018-cub","¿Qué hacer para modificar la situación medioambiental del municipio Urbano Noris?","Marrero Pastor, Alberto, Calzadilla Castillo, Wilmar, Betancourt Doimeadios, Juan Eusebio","Correo Científico Médico; 18(2); 337-340","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200018&lang=pt" 
"S1560-43812014000200019-cub","Aplicación de la técnica de Karapandzic en un carcinoma epidermoide del labio inferior","Castillo Ramos, Maribel, Aldana Mendoza, Ricardo, Orellana Pérez, Victoria Cecilia, Estrada Domínguez, Suleija, Viñals Legrá, Aracelis","Correo Científico Médico; 18(2); 341-349","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200019&lang=pt" 
"S1560-43812014000200014-cub","Enfermedad periodontal y síndrome metabólico","Peña Lage, Margarita, Manresa Reyes, Luisa, Rodríguez Legrá, Elaine","Correo Científico Médico; 18(2); 324-326","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200014&lang=pt" 
"S1560-43812014000200003-cub","Asociación del bruxismo con factores biosociales","Alcolea Rodríguez, José Rolando, Herrero Escobar, Pilar, Ramón Jorge, Mariela, Labrada Sol, Elena Trinidad, Pérez Téllez, Mercedes, Garcés Llauger, Dolores","Correo Científico Médico; 18(2); 190-202","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200003&lang=pt" 
"S1560-43812014000200002-cub","Estrategias para la prevención y control de un desastre de origen sanitario por cólera","Garrido Tapia, Elbert José, Manso López, Ana Margarita","Correo Científico Médico; 18(2); 177-189","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200002&lang=pt" 
"S1560-43812014000200001-cub","Doctor Carlos Juan Finlay de Barres, paradigma en valores éticos profesionales","Finalés Hechavarría, Roxana, Olivé Iglesias, Miguel Ángel","Correo Científico Médico; 18(2); 175-177","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200001&lang=pt" 
"S1560-43812014000200007-cub","Correspondencia clínica y anátomo-patológica del infarto agudo de miocardio en el municipio de Mayarí","Hernández Molina, Ana Celia, Soria Pérez, Reynier, Merencio Leyva, Niumila, López Torres, Yunia, Carmenate Pousada, Doris","Correo Científico Médico; 18(2); 238-247","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200007&lang=pt" 
"S1560-43812014000200006-cub","Resultados del Centro Regional de Holguín en la atención, con tratamiento quirúrgico, al recién nacido","Velázquez Rodríguez, Georgina, Trinchet Soler, Rafael M, Hidalgo Marrero, Yanet, Figueredo Borrego, Rafael J, Céspedes Gamboa, María del Pilar","Correo Científico Médico; 18(2); 226-237","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200006&lang=pt" 
"S1560-43812014000200005-cub","Estudios analíticos y criterios de evolución clínico-ecográficos en pacientes cirróticos ingresados","Rodríguez Diéguez, Margarita, Mulet Pérez, Agustín, Pérez Berlanga, Ana María, Miranda Moles, Zulma, Pupo Serrano, Caridad E, Cortés Callizay, Reyna Rossio","Correo Científico Médico; 18(2); 214-225","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200005&lang=pt" 
"S1560-43812014000200004-cub","Síndrome de Burnout moderado en estudiantes y su tratamiento con masaje tradicional tailandés","Rosales Ricardo, Yury, Cruz Torres, Walter, de la Cruz Mora, Osmel, Santos Velásquez, Jorge Luís, Nápoles Riaño, Rafael","Correo Científico Médico; 18(2); 203-213","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200004&lang=pt" 
"S1560-43812014000200009-cub","Influencia de las acuaporinas en la génesis de múltiples enfermedades","Rodríguez Padrón, Damaris, Carrera Iset, María Ivonne, Pérez Leyva, Ernesto, López Pereira, Liset, Hernández García, Annalia, Silva Velazco, Edilio","Correo Científico Médico; 18(2); 259-273","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200009&lang=pt" 
"S1560-43812014000200008-cub","Nuevos virus respiratorios emergentes diagnosticados por exudado nasofaríngeo","Chávez González, Niuvis, Sánchez Pérez, Yusleidys, Elías Montes, Yelenis, Montes de Oca Alemán, Cristina","Correo Científico Médico; 18(2); 248-258","Correo Científico Médico","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1560-43812014000200008&lang=pt" 
"S0864-02892014000200006-cub","Síndrome torácico agudo en niños con drepanocitosis en el Instituto de Hematología e Inmunología","Roque García, Wilfredo, Svarch, Eva, Quesada Laferté, Yaimir, Gutiérrez Díaz, Adys","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 137-145","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200006&lang=pt" 
"S0864-02892014000200007-cub","Evaluación de la hemostasia en niños con Síndrome de Ehlers-Danlos tipo III","Campo Díaz, Mirta C, Hernández González, Jorge L, Gato Santiesteban, Yumnary, Valdés Sojo, César, Fortún Prieto, Adalberto","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 146-154","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200007&lang=pt" 
"S0864-02892014000200004-cub","Aspectos a tener en cuenta en la atención integral de enfermería durante la quimioterapia en pediatría: issues to consider in nursing comprehensive care","Martell Martorell, Librada de la C, Arencibia Núñez, Alberto","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 114-124","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200004&lang=pt" 
"S0864-02892014000200005-cub","Morbilidad y mortalidad de la hemoglobinopatía sc en el Instituto de Hematología e Inmunología: Experiencia de 36 años","Machín García, Sergio, Cutiño Martínez, Mirelys, Svarch, Eva, Arencibia Núñez, Alberto, Menéndez Veitía, Andrea, Hernández Padrón, Carlos, Gutiérrez Díaz, Adys, Lam Díaz, Rosa M","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 125-136","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200005&lang=pt" 
"S0864-02892014000200002-cub","Gen de fusión AML1-ETO: particularidades en la leucemia mieloide aguda","Garrote Santana, Heidys, Amor Vigil, Ana M, Díaz Alonso, Carmen, Suárez González, Yandi, Gómez Pacheco, Michel","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 98-107","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200002&lang=pt" 
"S0864-02892014000200003-cub","Importancia del diagnóstico de portadoras en familias con antecedentes de hemofilia","Lavaut Sánchez, Kalia","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 108-113","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200003&lang=pt" 
"S0864-02892014000200001-cub","Carest (asociación caribeña para investigadores en drepanocitosis y talasemia): un logro caribeño que abre mayores oportunidades de cooperación","Villaescusa Blanco, Rinaldo","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 95-97","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200001&lang=pt" 
"S0864-02892014000200008-cub","Prevalence of hemophilia in six cuban provinces","Castillo-González, Dunia, Lardoeyt-Ferrer, Roberto, Almagro-Vázquez, Delfina, Lam-Díaz, Rosa M, Lavaut-Sánchez, Kalia, Gutiérrez-Díaz, Adys, Campo-Díaz, Mirtha, Álvarez-Vega, Nereyda, Salinas-González, Jorge L, Fernández-Águila, Julio D, Agramonte-Llanes, Olga","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 155-161","Revista Cubana de Hematología, Inmunología y Hemoterapia","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200008&lang=pt" 
"S0864-02892014000200009-cub","Caracterización fenotípica de células madre mesenquimales humanas de médula ósea y tejido adiposo. Resultados preliminares","Macías-Abraham, Consuelo, O del Valle-Pérez, Lázaro, Galván Cabrera, José Armando, de la Cuétara Bernal, Karelys, Socarrás Ferrer, Berta B, Hernández Ramírez, Porfirio, Ballester Santovenia, José M","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 162-170","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200009&lang=pt" 
"S0864-02892014000200011-cub","Calidad en los servicios de salud: un reto ineludible","Forrellat Barrios, Mariela","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 179-183","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200011&lang=pt" 
"S0864-02892014000200010-cub","Caracterización de los concentrados plaquetarios utilizados en Medicina Regenerativa","González Iglesias, Ana Iris, Fernández Delgado, Norma, Forrellat Barrios, Mariela, Hernández Ramírez, Porfirio","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 171-178","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200010&lang=pt" 
"S0864-02892014000200013-cub","Junio 19, Día mundial de la Sicklemia","","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 190-191","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200013&lang=pt" 
"S0864-02892014000200012-cub","Alteraciones inmunológicas en la Enfermedad de Castleman","Alfonso Valdés, María Elena, Fernández Aguila, Julio D, del Valle Pérez, Lázaro O, Bencomo Hernández, Antonio, Macías Abraham, Consuelo","Revista Cubana de Hematología, Inmunología y Hemoterapia; 30(2); 184-189","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892014000200012&lang=pt" 
"S0104-66322014000200004-scl","Maintenance-energy-dependent dynamics of growth and poly(3-hydroxybutyrate) [P(3HB)] production by Azohydromonas lata MTCC 2311 using simple and renewable carbon substrates","Zafar, M., Kumar, S., Kumar, S., Dhiman, A. K., Park, H.-S.","Brazilian Journal of Chemical Engineering; 31(2); 313-323","Brazilian Journal of Chemical Engineering","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322014000200004&lang=pt" 
