"S0100-72032009000800008-scl","Tratamento do trabalho de parto prematuro","Bittar, Roberto Eduardo, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 31(8); 415-422","Revista Brasileira de Ginecologia e Obstetrícia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032009000800008&lang=pt" 
"S0365-66912009000800005-esp","Parálisis del tercer par craneal como única manifestación de arteritis de la temporal oculta","Asensio-Sánchez, V.M., Morales-Gómez, I., Rodríguez-Vaca, I.","Archivos de la Sociedad Española de Oftalmología; 84(8); 395-398","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800005&lang=pt" 
"S0365-66912009000800003-esp","Manejo de las inyecciones intravítreas","Gómez-Ulla, F., Basauri, E., Arias, L., Martínez-Sanz, F.","Archivos de la Sociedad Española de Oftalmología; 84(8); 377-388","Archivos de la Sociedad Española de Oftalmología","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912009000800003&lang=pt" 
"S1984-02922009000200001-scl","Editorial","Ferreira, Marcelo","Fractal : Revista de Psicologia; 21(2); 199-201","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200001&lang=pt" 
"S0037-86822009000400023-scl","Correlação epidemiológica entre fungos queratinofílicos isolados do solo e agentes de dermatomicoses","Leal, André Ferraz Goiana, Macêdo, Danielle Patrícia Cerqueira, Laranjeira, Delson, Souza-Motta, Cristina Maria de, Fernandes, Maria José dos Santos, Magalhães, Oliane Maria Correia, Beltrão, Eduardo Isidoro Carneiro, Neves, Rejane Pereira","Revista da Sociedade Brasileira de Medicina Tropical; 42(4); 471-473","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000400023&lang=pt" 
"S1677-55382009000400021-scl","Pediatric Urology","Snow, Brent W.","International braz j urol; 35(4); 503-505","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400021&lang=pt" 
"S0256-01002009000300001-sza","Situational effects of the school factors included in the dynamic model of educational effectiveness","Creemers, Bert, Kyriakides, Leonidas","South African Journal of Education; 29(3); 293-315","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300001&lang=pt" 
"S0256-01002009000300002-sza","Manifestations of &#039;capabilities poverty&#039; with learners attending informal settlement schools","Maarman, Rouaan","South African Journal of Education; 29(3); 317-332","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300002&lang=pt" 
"S0256-01002009000300003-sza","A narrative analysis of educators&#039; lived experiences of motherhood and teaching","Knowles, Mariska, Nieuwenhuis, Jan, Smit, Brigitte","South African Journal of Education; 29(3); 333-344","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300003&lang=pt" 
"S0256-01002009000300007-sza","The advocacy of an appraisal system for teachers: a case study","Bisschoff, Tom, Mathye, Annah","South African Journal of Education; 29(3); 393-404","South African Journal of Education","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-01002009000300007&lang=pt" 
"S1984-02922009000200002-scl","A cidade dos outros","Venturini, Ernesto","Fractal : Revista de Psicologia; 21(2); 203-222","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200002&lang=pt" 
"S1984-02922009000200003-scl","Cuerpos fantasmales en la urbe global","Martínez-Hernáez, Angel","Fractal : Revista de Psicologia; 21(2); 223-236","Fractal : Revista de Psicologia","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200003&lang=pt" 
"S1984-02922009000200004-scl","Cisões, silêncios e alguns ruídos: considerações acerca da subjetividade, cidade e modernidade","Rodrigues, Ana Cabral","Fractal : Revista de Psicologia; 21(2); 237-252","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200004&lang=pt" 
"S1984-02922009000200006-scl","Barcelona, posa&#039;t guapa","Cabral, Károl Veiga, Belloc, Márcio Mariath","Fractal : Revista de Psicologia; 21(2); 263-274","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200006&lang=pt" 
"S1984-02922009000200007-scl","De desejos e de cidades: a difícil arte cotidiana da vida coletiva","Kuster, Eliana","Fractal : Revista de Psicologia; 21(2); 275-293","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200007&lang=pt" 
"S1984-02922009000200009-scl","Loucura e cidade: cenas biopolíticas e incursões (des) institucionalizantes","Amorim, Ana Karenina Arraes, Dimenstein, Magda","Fractal : Revista de Psicologia; 21(2); 319-335","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200009&lang=pt" 
"S1984-02922009000200011-scl","9 cenas, algumas obs-cenas, da rua","Pechman, Robert Moses","Fractal : Revista de Psicologia; 21(2); 351-368","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200011&lang=pt" 
"S1984-02922009000200012-scl","Permanecendo no próprio ser: a potência de corpos e afetos em Espinosa","Peixoto Junior, Carlos Augusto","Fractal : Revista de Psicologia; 21(2); 371-385","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200012&lang=pt" 
"S1984-02922009000200013-scl","Corporeidades contemporâneas: do corpo-imagem ao corpo-devir","Sander, Jardel","Fractal : Revista de Psicologia; 21(2); 387-407","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200013&lang=pt" 
"S1984-02922009000200014-scl","História da psicologia social no Rio de Janeiro: dois importantes personagens","Lima, Renato Sampaio","Fractal : Revista de Psicologia; 21(2); 409-423","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200014&lang=pt" 
"S1984-02922009000200015-scl","Insegurança e produção de subjetividade no Brasil contemporâneo","Reishoffer, Jefferson Cruz, Bicalho, Pedro Paulo Gastalho de","Fractal : Revista de Psicologia; 21(2); 425-444","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200015&lang=pt" 
"S0101-74382009000200006-scl","A genetic symbiotic algorithm applied to the one-dimensional cutting stock problem","Golfeto, Rodrigo Rabello, Moretti, Antonio Carlos, Salles Neto, Luiz Leduíno de","Pesquisa Operacional; 29(2); 365-382","Pesquisa Operacional","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200006&lang=pt" 
"S1315-85972009000200004-ven","Grupo Bolonia - Castilla La Mancha - Turín XVII Encuentro Internacional 2008: San Cristóbal-Venezuela Segundo Tema. Salud laboral. Informe de Venezuela","Camba, Nelson, Díaz, Luis Eduardo","Gaceta Laboral; 15(2); 81-103","Gaceta Laboral","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-85972009000200004&lang=pt" 
"S1315-85972009000200001-ven","Desigualdad salarial en el mercado laboral estadounidense: La situación de los inmigrantes mexicanos, cubanos y centroamericanos","Caicedo Riascos, Maritza","Gaceta Laboral; 15(2); 5-31","Gaceta Laboral","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-85972009000200001&lang=pt" 
"S1315-85972009000200003-ven","Tipos penales relacionados con el Derecho del Trabajo y la Seguridad Social: Breve análisis comparativo entre la Legislación Venezolana y Española","Carmona García, José Leonardo","Gaceta Laboral; 15(2); 59-77","Gaceta Laboral","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-85972009000200003&lang=pt" 
"S1315-85972009000200002-ven","Aproximaciones teóricas en torno a la representación sindical","Menéndez, Nicolás Diana","Gaceta Laboral; 15(2); 32-58","Gaceta Laboral","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-85972009000200002&lang=pt" 
"S1984-02922009000200017-scl","Programa de atenção na área de alcool e outras drogas (PAAD)","Serra, Artemis Soares Viot, Mello, Nilda Maria dos Santos, Lessa, Sônia Marília Matsuda, Soares, Hugo Leonardo Rodrigues, Gonçalves, Hérica Cristina Batista","Fractal : Revista de Psicologia; 21(2); 449-450","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200017&lang=pt" 
"S1984-02922009000200016-scl","Nueva versión del dibujo de una persona para la estimación intelectual: estudio psicométrico preliminar en preescolares","Dávila Ormeño, Magaly de Jesús, Tello Ceron, Kattia, Merino Soto, César","Fractal : Revista de Psicologia; 21(2); 447-448","Fractal : Revista de Psicologia","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200016&lang=pt" 
"S0101-74382009000200010-scl","A heuristic for the minimization of open stacks problem","Ashikaga, Fernando Masanori, Soma, Nei Yoshihiro","Pesquisa Operacional; 29(2); 439-450","Pesquisa Operacional","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200010&lang=pt" 
"S0101-74382009000200001-scl","Algoritmo evolucionário para otimização do plano de tratamento em radioterapia conformal 3D","Goldbarg, Marco César, Goldbarg, Elizabeth Ferreira Gouvêa, Mendes, Carlos Raoni de Alencar, Araújo, Frederiko Stenio Luiz Neves de, Corso, Gilberto, Osti, Nuruara Mara","Pesquisa Operacional; 29(2); 239-267","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200001&lang=pt" 
"S0101-74382009000200003-scl","Influência de variáveis contextuais em medidas não-paramétricas de eficiência: uma aplicação com métodos de reamostragem","Souza, Mirian Oliveira de, Souza, Geraldo da Silva e, Staub, Roberta Blass","Pesquisa Operacional; 29(2); 289-302","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200003&lang=pt" 
"S0101-74382009000200004-scl","Aquisição de energia no mercado cativo brasileiro: simulações dos efeitos da regulação sobre o risco das distribuidoras","Barros, Mônica, Mello, Marina Figueira de, Souza, Reinaldo Castro","Pesquisa Operacional; 29(2); 303-322","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200004&lang=pt" 
"S0101-74382009000200005-scl","O problema do carteiro chinês, algoritmos exatos e um ambiente MVI para análise de suas instâncias: sistema XNÊS","Gomes, Marcos José Negreiros, Coelho Júnior, Wiler Rodrigues, Palhano, Augusto Wagner de Castro, Coutinho, Emanuel Ferreira, Castro, Gerson Alves de, Gomes, Francisco José Negreiros, Barcellos, Gianfrancesca Cutini, Rezende, Bruno Fernandes, Pereira, Lúcio Wagner Lessa","Pesquisa Operacional; 29(2); 323-363","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200005&lang=pt" 
"S0101-74382009000200008-scl","A decision model for portfolio selection","Ferreira, Rodrigo José Pires, Almeida Filho, Adiel Teixeira de, Souza, Fernando Menezes Campello de","Pesquisa Operacional; 29(2); 403-417","Pesquisa Operacional","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200008&lang=pt" 
"S0101-74382009000200009-scl","Use of radial basis functions for meshless numerical solutions applied to financial engineering barrier options","Santos, Gisele Tessari, Souza, Maurício Cardoso de, Fortes, Mauri","Pesquisa Operacional; 29(2); 419-437","Pesquisa Operacional","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200009&lang=pt" 
"S0101-74382009000200011-scl","O apoio multicritério à decisão como instrumento de gestão do conhecimento: uma aplicação à indústria de refino de petróleo","Meirelles, Carmen Lúcia de Almeida, Gomes, Luiz Flávio Autran Monteiro","Pesquisa Operacional; 29(2); 451-470","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200011&lang=pt" 
"S0101-74382009000200012-scl","O problema de caminho mínimo com incertezas e restrições de tempo","Hernandes, Fábio, Berton, Lilian, Castanho, Maria José de Paula","Pesquisa Operacional; 29(2); 471-488","Pesquisa Operacional","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382009000200012&lang=pt" 
"S0104-11692009000400003-scl","Daily activities of nursing auxiliaries and technicians in relation to ethical events","Freitas, Genival Fernandes de","Revista Latino-Americana de Enfermagem; 17(4); 449-454","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400003&lang=pt" 
"S0104-11692009000400004-scl","Blood pressure measurement: arm circumference and cuff size availability","Veiga, Eugenia Velludo, Arcuri, Edna Aparecida Moura, Cloutier, Lyne, Santos, Jair Lício Ferreira","Revista Latino-Americana de Enfermagem; 17(4); 455-461","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400004&lang=pt" 
"S0104-11692009000400005-scl","Physical activity level in people with high blood pressure","Martins, Larissa Castelo Guedes, Guedes, Nirla Gomes, Teixeira, Iane Ximenes, Lopes, Marcos Venícios de Oliveira, Araujo, Thelma Leite de","Revista Latino-Americana de Enfermagem; 17(4); 462-467","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400005&lang=pt" 
"S0104-11692009000400006-scl","Knowledge and attitude: important components in diabetes education","Rodrigues, Flávia Fernanda Luchetti, Zanetti, Maria Lúcia, Santos, Manoel Antônio dos, Martins, Tatiane Aparecida, Sousa, Valmi D., Teixeira, Carla Regina de Sousa","Revista Latino-Americana de Enfermagem; 17(4); 468-473","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400006&lang=pt" 
"S0104-11692009000400007-scl","Insulin self-administration technique with disposable syringe among patients with diabetes mellitus followed by the family health strategy","Stacciarini, Thaís Santos Guerra, Pace, Ana Emilia, Haas, Vanderlei José","Revista Latino-Americana de Enfermagem; 17(4); 474-480","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400007&lang=pt" 
"S0104-11692009000400008-scl","Quality of sleep in postoperative surgical oncologic patients","Barichello, Elizabeth, Sawada, Namie Okino, Sonobe, Helena Megumi, Zago, Márcia Maria Fontão","Revista Latino-Americana de Enfermagem; 17(4); 481-488","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400008&lang=pt" 
"S0104-11692009000400010-scl","Suffering eases over time: the experience of families in the care of children with congenital anomalies","Guiller, Cristiana Araújo, Dupas, Giselle, Pettengill, Myriam Aparecida Mandetta","Revista Latino-Americana de Enfermagem; 17(4); 495-500","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400010&lang=pt" 
"S0104-11692009000400012-scl","Accuracy of simple urine tests for diagnosis of urinary tract infections in low-risk pregnant women","Feitosa, Danielle Cristina Alves, Silva, Márcia Guimarães da, Parada, Cristina Maria Garcia de Lima","Revista Latino-Americana de Enfermagem; 17(4); 507-513","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400012&lang=pt" 
"S0104-11692009000400014-scl","Knowledge about aids and drugs among undergraduate students in a higher education institution in the state of Paraná","Santos, Sônia Maria Soares dos, Oliveira, Magda Lúcia Félix de","Revista Latino-Americana de Enfermagem; 17(4); 522-528","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400014&lang=pt" 
"S0104-11692009000400016-scl","Work objective in emergency wards: professionals&#039; conceptions","Garlet, Estela Regina, Lima, Maria Alice Dias da Silva, Santos, José Luís Guedes dos, Marques, Giselda Quintana","Revista Latino-Americana de Enfermagem; 17(4); 535-540","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400016&lang=pt" 
"S0104-11692009000400017-scl","Cross-cultural adaptation of the instrument &quot;Family Needs Questionnaire&quot;","Hora, Edilene Curvelo, Sousa, Regina Márcia Cardoso de","Revista Latino-Americana de Enfermagem; 17(4); 541-547","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400017&lang=pt" 
"S0104-11692009000400018-scl","Bipolar affective disorder: medication adherence and satisfaction with treatment and guidance by the health team in a mental health service","Miasso, Adriana Inocenti, Monteschi, Maristela, Giacchero, Kelly Graziani","Revista Latino-Americana de Enfermagem; 17(4); 548-556","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400018&lang=pt" 
"S0104-11692009000400019-scl","Characteristics of fatigue in heart failure patients: a literature review","Fini, Andrea, Cruz, Diná de Almeida Lopes Monteiro da","Revista Latino-Americana de Enfermagem; 17(4); 557-565","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400019&lang=pt" 
"S0104-11692009000400021-scl","Grounded theory - conceptual and operational aspects: a method possible to be applied in nursing research","Dantas, Claudia de Carvalho, Leite, Joséte Luzia, Lima, Suzinara Beatriz Soares de, Stipp, Marluci Andrade Conceição","Revista Latino-Americana de Enfermagem; 17(4); 573-579","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400021&lang=pt" 
"S0104-11692009000400002-scl","Dysthanasia: nursing professionals&#039; perception","Menezes, Milene Barcellos de, Selli, Lucilda, Alves, Joseane de Souza","Revista Latino-Americana de Enfermagem; 17(4); 443-448","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400002&lang=pt" 
"S0104-11692009000400022-scl","Technical attainment, practical success and practical knowledge: hermeneutical bases for child nursing care","Mello, Débora Falleiros de, Lima, Regina Aparecida Garcia de","Revista Latino-Americana de Enfermagem; 17(4); 580-585","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400022&lang=pt" 
"S0104-11692009000400020-scl","Health disorders and teachers&#039; voices: a workers&#039; health issue","Alves, Liliana Amorim, Robazzi, Maria Lúcia do Carmo Cruz, Marziale, Maria Helena Palucci, Felippe, Ana Clara Naufel de, Romano, Cristiane da Conceição","Revista Latino-Americana de Enfermagem; 17(4); 566-572","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000400020&lang=pt" 
"S1984-02922009000200005-scl","Instantâneos de certa Copacabana","Mizoguchi, Danichi Hausen","Fractal : Revista de Psicologia; 21(2); 253-262","Fractal : Revista de Psicologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922009000200005&lang=pt" 
"S1677-55382009000400019-scl","Urological Oncology","Bohle, Andreas","International braz j urol; 35(4); 498-500","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400019&lang=pt" 
"S1677-55382009000400017-scl","Basic and Translational Urology","Sampaio, Francisco J. B.","International braz j urol; 35(4); 494-495","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400017&lang=pt" 
"S1677-55382009000400014-scl","Endourology &amp; Laparoscopy","Kim, Fernando J.","International braz j urol; 35(4); 487-488","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400014&lang=pt" 
"S1677-55382009000400013-scl","Stone Disease","Monga, Manoj","International braz j urol; 35(4); 485-486","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400013&lang=pt" 
"S1677-55382009000400001-scl","New Video Section","Sampaio, Francisco J. B.","International braz j urol; 35(4); 394-395","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400001&lang=pt" 
"S0102-46982009000200002-scl","Processos disciplinares e trabalho docente na escola primária de Minas Gerais (1869-1890)","Durães, Sarah Jane Alves","Educação em Revista; 25(2); 15-42","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200002&lang=pt" 
"S0102-46982009000200003-scl","População negra e civilização: uma análise a partir do estabelecimento da obrigatoriedade escolar em Minas Gerais (1830-1850)","Fonseca, Marcus Vinicios","Educação em Revista; 25(2); 43-71","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200003&lang=pt" 
"S0102-46982009000200004-scl","Facetas da democratização: uma escola exigente","Antunes, Fátima","Educação em Revista; 25(2); 73-106","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200004&lang=pt" 
"S0102-46982009000200005-scl","Perfil del profesor y de la clase universitaria en Cuba: resultados de un estudio de caso","González Carmenate, Maricela, Fernández Aquino, Orlando, Valdés Puentes, Roberto","Educação em Revista; 25(2); 107-131","Educação em Revista","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200005&lang=pt" 
"S0102-46982009000200006-scl","Parceria intergeracional e formação docente","Sarti, Flávia Medeiros","Educação em Revista; 25(2); 133-152","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200006&lang=pt" 
"S0102-46982009000200007-scl","A redução ontológica do Homem à máquina em Marx: subsídios ao debate contemporâneo","Melo, Alessandro de","Educação em Revista; 25(2); 153-173","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200007&lang=pt" 
"S0102-46982009000200008-scl","As histórias e culturas indígenas e as afro-brasileiras nas aulas de matemática","Costa, Wanderleya Nara Gonçalves","Educação em Revista; 25(2); 175-197","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200008&lang=pt" 
"S0102-46982009000200010-scl","A avaliação da aprendizagem como um ato amoroso: o que o professor pratica?","Cavalcanti Neto, Ana Lúcia Gomes, Aquino, Josefa de Lima Fernandes","Educação em Revista; 25(2); 223-240","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200010&lang=pt" 
"S0102-46982009000200011-scl","A investigação da própria prática: mobilização e apropriação de saberes profissionais em Matemática","Lima, Claudia Neves do Monte Freitas de, Nacarato, Adair Mendes","Educação em Revista; 25(2); 241-265","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200011&lang=pt" 
"S0102-46982009000200012-scl","A natureza e o lugar habitado como âmbitos da experiência estética: novos entendimentos da relação ser humano - ambiente","Marin, Andréia Aparecida, Kasper, Kátia Maria","Educação em Revista; 25(2); 267-282","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200012&lang=pt" 
"S0102-46982009000200013-scl","Quietas e caladas: as atividades de movimento com as crianças na Educação Infantil","Iza, Dijnane Fernanda Vedovatto, Mello, Maria Aparecida","Educação em Revista; 25(2); 283-302","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200013&lang=pt" 
"S0102-46982009000200009-scl","Os sentidos da sensibilidade e sua fruição no fenômeno do educar","Araújo, Miguel Almir Lima de","Educação em Revista; 25(2); 199-221","Educação em Revista","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982009000200009&lang=pt" 
"S1677-55382009000400003-scl","Update in the management of penile cancer","Caso, Jorge R., Rodriguez, Alejandro R., Correa, Jose, Spies, Philippe E.","International braz j urol; 35(4); 406-415","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400003&lang=pt" 
"S1677-55382009000400011-scl","Multimodal therapy for painful bladder syndrome / interstitial cystitis: pilot study combining behavioral, pharmacologic, and endoscopic therapies","Hanley, Robert S., Stoffel, John T., Zagha, Ralph M., Mourtzinos, Arthur, Bresette, John F.","International braz j urol; 35(4); 467-474","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400011&lang=pt" 
"S1677-55382009000400012-scl","Analysis of rhythmic rectal contractions during filling cystometry in women","Valentini, Françoise A., Marti, Brigitte G., Robain, Gilberte, Nelson, Pierre P.","International braz j urol; 35(4); 475-483","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400012&lang=pt" 
"S1677-55382009000400002-scl","Use of traditional Chinese medicine in the management of urinary stone disease","Miyaoka, Ricardo, Monga, Manoj","International braz j urol; 35(4); 396-405","International braz j urol","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382009000400002&lang=pt" 
"S0718-18762009000200001-chl","Guest Editors&#039; Introduction on eHealth and Services Computing in Healthcare","McGregor, Carolyn, Maeder, Anthony","Journal of theoretical and applied electronic commerce research; 4(2); l-ll","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200001&lang=pt" 
"S0718-18762009000200002-chl","An Evaluation Framework for Business Process Modeling Languages in Healthcare","Afrasiabi Rad, Amir, Benyoucef, Morad, Kuziemsky, Craig E","Journal of theoretical and applied electronic commerce research; 4(2); 1-19","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200002&lang=pt" 
"S0718-18762009000200003-chl","Using Visual Analytics to Improve Hospital Scheduling and Patient Flow","Anneke Fitzgerald, Janna, Dadich, Ann","Journal of theoretical and applied electronic commerce research; 4(2); 20-30","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200003&lang=pt" 
"S0718-18762009000200004-chl","A process model to support automated measurement and detection of out-of-bounds events in a hospital laboratory process","Costello, Claire, Molloy, Owen","Journal of theoretical and applied electronic commerce research; 4(2); 31-54","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200004&lang=pt" 
"S0718-18762009000200005-chl","Measuring end-users&#039; opinions for establishing a usercentred Electronic Health Record (EHR) system from the perspective of nurses","Yu Su, Yung, Than Win, Khin, Fulcher, John, Chia Chiu, Herng","Journal of theoretical and applied electronic commerce research; 4(2); 55-63","Journal of theoretical and applied electronic commerce research","Inglês","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-18762009000200005&lang=pt" 
