"S1130-01082010000800016-esp","On time to veto the use of the word &quot;appendagitis&quot;?","Morera Ocón, F. J.","Revista Española de Enfermedades Digestivas; 102(8); 513-513","Revista Española de Enfermedades Digestivas","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082010000800016&lang=pt" 
"S1010-27522010000200007-cub","PATOGENICIDAD, VIRULENCIA Y POTENCIAL REPRODUCTIVO DE Heterorhabditis bacteriophora (CEPA HC1) SOBRE Cylas formicarius var. elegantulus (SUMMERS)","Jiménez, L.C, del Pozo, E","Revista de Protección Vegetal; 25(2); 113-118","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200007&lang=pt" 
"S1010-27522010000200008-cub","USO DE LA BIOFUMIGACIÓN PARA EL MANEJO DE Meloidogyne spp., EN LAPRODUCCIÓN PROTEGIDA DE HORTALIZAS","Gómez, Lucila, González, E, Enrique, R, Hernández, M.A, Rodríguez, Mayra G","Revista de Protección Vegetal; 25(2); 119-123","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200008&lang=pt" 
"S1010-27522010000200009-cub","Jessicathrips cubensis (THYSANOPTERA: THRIPIDAE), NEW GENUS AND SPECIES FOR SCIENCE","González, C, Retana-Salazar, A.P, Castillo, Neisy","Revista de Protección Vegetal; 25(2); 124-126","Revista de Protección Vegetal","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200009&lang=pt" 
"S1010-27522010000200010-cub","Scirtothrips saturherminii (THYSANOPTERA: THRIPIDAE), NEW SPECIES FOR SCIENCE","González, C, Retana-Zalaza, AP, Castillo, Neisy","Revista de Protección Vegetal; 25(2); 127-128","Revista de Protección Vegetal","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200010&lang=pt" 
"S1010-27522010000200011-cub","USO DEL CEPILLO MECÁNICO PARA EL CONTEO DE POBLACIONES DE Steneotarsonemus spinki SMILEY (ACARI: TARSONEMIDAE)","Quirós-McIntire, Evelyn Itzel","Revista de Protección Vegetal; 25(2); 129-133","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200011&lang=pt" 
"S1010-27522010000200012-cub","Amblyseius largoensis (MUMA), THE ONLY SPECIES COLLECTED TOGETHER WITH THE RED PALM MITE","Ramos, Mayra, Flores-Galano, G, Rodríguez, H","Revista de Protección Vegetal; 25(2); 134-134","Revista de Protección Vegetal","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200012&lang=pt" 
"S1010-27522010000200013-cub","ABOUT THE IDENTIFICATION OF SOME Trichoderma ISOLATES REPORTED IN REVISTA DE PROTECCIÓN VEGETAL","Martínez, B, Infante, Danay, Reyes, Yusimy","Revista de Protección Vegetal; 25(2); 135-135","Revista de Protección Vegetal","Inglês","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200013&lang=pt" 
"S1010-27522010000200014-cub","INTERACCIÓN DE Glomus mosseae-Pochonia chlamydosporia var. catenulata Y Meloidogyne incognita EN TOMATE (Solanum lycopersicum L.)","Hernández Socorro, Miguel Angel","Revista de Protección Vegetal; 25(2); 136-136","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200014&lang=pt" 
"S0021-75572010000400015-scl","Sibilância em crianças e adolescentes vizinhos a uma indústria petroquímica no Rio Grande do Norte, Brasil","Moraes, Ana Claudia Lopes de, Ignotti, Eliane, Netto, Paulo Artaxo, Jacobson, Ludmilla da Silva Viana, Castro, Hermano, Hacon, Sandra de Souza","Jornal de Pediatria; 86(4); 337-344","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400015&lang=pt" 
"S0021-75572010000400001-scl","Fator de impacto 2009: uma nova realidade para o Jornal de Pediatria","Procianoy, Renato S.","Jornal de Pediatria; 86(4); 255-256","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400001&lang=pt" 
"S0021-75572010000400003-scl","Diagnóstico de alergia intestinal ao leite de vaca, nunca uma tarefa fácil","Vanderhoof, Jon A.","Jornal de Pediatria; 86(4); 259-260","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400003&lang=pt" 
"S0021-75572010000400002-scl","Assistência médica de qualidade para a anemia falciforme: já chegamos lá?","Hankins, Jane","Jornal de Pediatria; 86(4); 256-258","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400002&lang=pt" 
"S0021-75572010000400007-scl","Teste de desencadeamento alimentar oral na confirmação diagnóstica da alergia à proteína do leite de vaca","Lins, Maria das Graças Moura, Horowitz, Márcia Raquel, Silva, Giselia Alves Pontes da, Motta, Maria Eugênia Farias Almeida","Jornal de Pediatria; 86(4); 285-289","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400007&lang=pt" 
"S0021-75572010000400006-scl","Mortalidade de crianças com doença falciforme: um estudo de base populacional","Fernandes, Ana Paula Pinheiro Chagas, Januário, José Nélio, Cangussu, Camila Blanco, Macedo, Daniela Lino de, Viana, Marcos Borato","Jornal de Pediatria; 86(4); 279-284","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400006&lang=pt" 
"S0021-75572010000400004-scl","Atrofia muscular espinhal: diagnóstico, tratamento e perspectivas futuras","Baioni, Mariana T. C., Ambiel, Celia R.","Jornal de Pediatria; 86(4); 261-270","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400004&lang=pt" 
"S0021-75572010000400005-scl","Atividade física na criança com diabetes tipo 1","Miculis, Cristiane P., Mascarenhas, Luis P., Boguszewski, Margaret C. S., Campos, Wagner de","Jornal de Pediatria; 86(4); 271-278","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400005&lang=pt" 
"S0021-75572010000400008-scl","Descarte de leite humano doado a Banco de Leite antes e após medidas para reduzir a quantidade de leite imprópria para consumo","Grazziotin, Ana L., Grazziotin, Maria C. B., Letti, Luiz A. J.","Jornal de Pediatria; 86(4); 290-294","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400008&lang=pt" 
"S0021-75572010000400009-scl","Avaliação do perfil de nascimentos e óbitos em hospital de referência","Rego, Maria Albertina S., França, Elisabeth Barboza, Travassos, Ana Paula Azevedo, Barros, Fernando C.","Jornal de Pediatria; 86(4); 295-302","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400009&lang=pt" 
"S0021-75572010000400010-scl","Excesso de sódio e déficit de ferro em alimentos de transição","Portella, Marcia Bitar, Morais, Tania Beninga de, Morais, Mauro Batista de","Jornal de Pediatria; 86(4); 303-310","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400010&lang=pt" 
"S0021-75572010000400011-scl","Fatores determinantes do sobrepeso em crianças menores de 4 anos de idade","Jesus, Gilmar M. de, Vieira, Graciete O., Vieira, Tatiana O., Martins, Camila da Cruz, Mendes, Carlos Maurício Cardeal, Castelão, Elizia S.","Jornal de Pediatria; 86(4); 311-316","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400011&lang=pt" 
"S0021-75572010000400012-scl","A prática do aleitamento materno nas capitais brasileiras e Distrito Federal: situação atual e avanços","Venancio, Sonia I., Escuder, Maria M. L., Saldiva, Sílvia R. D. M., Giugliani, Elsa R. J.","Jornal de Pediatria; 86(4); 317-324","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400012&lang=pt" 
"S0021-75572010000400013-scl","Síndrome metabólica: comparação de critérios diagnósticos","Cavali, Mônica de Lima Raeder, Escrivão, Maria Arlete Meil Schimith, Brasileiro, Rosana Sarmento, Taddei, José Augusto de Aguiar Carrazedo","Jornal de Pediatria; 86(4); 325-330","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400013&lang=pt" 
"S0021-75572010000400016-scl","Vitamina E no soro e colostro humanos em condições de jejum e pós-prandial","Dimenstein, Roberto, Medeiros, Ana C. P., Cunha, Lahyana R. F., Araújo, Katherine F., Dantas, Juliana C. O., Macedo, Thamizy M. S., Stamford, Tânia L. M.","Jornal de Pediatria; 86(4); 345-348","Jornal de Pediatria","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572010000400016&lang=pt" 
"S0103-63512010000200001-scl","Análise regional da competitividade da indústria mineira utilizando os microdados da PIA, 1996-2006","Silva, Antonio Braz de Oliveira e, Alves, Juliana Dias","Nova Economia; 20(2); 219-252","Nova Economia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512010000200001&lang=pt" 
"S0103-63512010000200005-scl","Da arte de conhecer as doenças: o diagnóstico da economia mineira de 1968 e o planejamento do desenvolvimento de Minas Gerais","Godoy, Marcelo Magalhães, Barbosa, Daniel Henrique Diniz, Barbosa, Lidiany Silva","Nova Economia; 20(2); 343-388","Nova Economia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512010000200005&lang=pt" 
"S0103-63512010000200003-scl","O modelo de Solow-Swan na linguagem de dinâmica de sistemas: uma aplicação para o Brasil","Bueno, Newton Paulo","Nova Economia; 20(2); 287-310","Nova Economia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512010000200003&lang=pt" 
"S0103-63512010000200002-scl","Indústria e serviços na Macrometrópole Paulista: para a caracterização produtiva de um amplo espaço econômico","Abdal, Alexandre","Nova Economia; 20(2); 253-286","Nova Economia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512010000200002&lang=pt" 
"S0103-63512010000200004-scl","Mudanças no sistema tributário e no mercado de crédito e seus efeitos sobre a informalidade no Brasil","Paes, Nelson Leitão","Nova Economia; 20(2); 315-340","Nova Economia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-63512010000200004&lang=pt" 
"S0124-00642010000400008-col","Presión arterial en adolescentes mexicanos: clasificación, factores de riesgo e importancia","Salcedo-Rocha, Ana L, García de Alba, Javier E, Contreras-Marmolejo, Margarita","Revista de Salud Pública; 12(4); 612-622","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400008&lang=pt" 
"S0124-00642010000400001-col","Calidad en los servicios de salud desde los marcos de sentido de diferentes actores sociales en Colombia y Brasil","Delgado-Gallego, María E, Vázquez-Navarrete, María L, de Moraes-Vanderlei, Lygia","Revista de Salud Pública; 12(4); 533-545","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400001&lang=pt" 
"S0124-00642010000400003-col","Eficacia de la educación lúdica en la prevención del Dengue en escolares","Vesga-Gómez, Celmira, Cáceres-Manrique, Flor de María","Revista de Salud Pública; 12(4); 558-569","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400003&lang=pt" 
"S0124-00642010000400006-col","Síndrome de Burnout en docentes de dos universidades de Popayán, Colombia","Correa-Correa, Zamanda, Muñoz-Zambrano, Isabel, Chaparro, Andrés F","Revista de Salud Pública; 12(4); 589-598","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400006&lang=pt" 
"S0124-00642010000400012-col","Gestión de la calidad de atención en laboratorios clínicos de hospitales públicos en Maracaibo, Venezuela","Molero, Tania, Panunzio, Amelia, Cruz, Solbellys, Núñez, Milagros, Zambrano, Mariana, Parra, Irene, Sánchez, Jesús","Revista de Salud Pública; 12(4); 658-668","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400012&lang=pt" 
"S0124-00642010000400013-col","Aluminio en pacientes con terapia de reemplazo renal crónico con hemodiálisis en dos unidades renales en Bogotá","Cárdenas, Omayda, Segura, Omar, Puentes, William, Sanabria, Mauricio, Nava, Gerardo, Torrenegra, Rubén","Revista de Salud Pública; 12(4); 669-681","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400013&lang=pt" 
"S0124-00642010000400010-col","Prevalência de síndrome metabólica em homens","Pelegrini, Andreia, Santos-Silva, Diego A, Petroski, Edio L, Glaner, Maria F","Revista de Salud Pública; 12(4); 635-646","Revista de Salud Pública","Português","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400010&lang=pt" 
"S0124-00642010000400002-col","Seguridad alimentaria: un método alterno frente a uno clásico","Herrán, Oscar F, Quintero, Doris C, Prada, Gloria E","Revista de Salud Pública; 12(4); 546-557","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400002&lang=pt" 
"S0124-00642010000400011-col","Necesidades de tratamiento periodontal en adultos de la región rural Mixteca del Estado de Puebla, México","García-Conde, Gloria G, Espinosa de Santillana, Irene A, Martínez-Arroniz, Fernando, Huerta-Herrera, Ninfa, Islas-Márquez, Arturo J, Medina-Solís, Carlo E","Revista de Salud Pública; 12(4); 647-657","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400011&lang=pt" 
"S0124-00642010000400009-col","Estágios de mudanças de comportamento para atividade física em estudantes de uma cidade do Brasil","S. Silva, Diego A, Menezes, Aldemir Smith, de Almeida-Gomes, Marcius, Ferreira de Sousa, Thiago","Revista de Salud Pública; 12(4); 623-634","Revista de Salud Pública","Português","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400009&lang=pt" 
"S0124-00642010000400004-col","Características socio demográficas de las mujeres con abortos inducidos en un Hospital Público de Bucaramanga","Quintero-Roa, Eliana M, Ortiz-Serrano, Ricardo, Ochoa-Vera, Miguel E, Consuegra-Rodríguez, Mónika P, Oliveros, Carol A","Revista de Salud Pública; 12(4); 570-579","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400004&lang=pt" 
"S0124-00642010000400014-col","La prevención de las patologías del asbesto: perspectivas operativas de la cooperación italiana con los países de América Latina","Marsili, Daniela, Comba, Pietro, Bruno, Caterina, Calisti, Roberto, Marinaccio, Alessandro, Mirabelli, Dario, Papa, Lorenzo, Harari, Raúl","Revista de Salud Pública; 12(4); 682-692","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400014&lang=pt" 
"S0124-00642010000400005-col","Farmacovigilancia activa en pacientes afiliados al sistema general de seguridad social en salud","Machado-Alba, Jorge E, Giraldo-Giraldo, Claudia, Moncada-Escobar, Juan C","Revista de Salud Pública; 12(4); 580-588","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400005&lang=pt" 
"S0124-00642010000400007-col","Evaluación de las conductas de salud en jóvenes universitarios","Salazar-Torres, Isabel C, Varela-Arévalo, Ma Teresa, Lema-Soto, Luisa F, Tamayo-Cardona, Julián A, Duarte-Alarcón, Carolina","Revista de Salud Pública; 12(4); 599-611","Revista de Salud Pública","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642010000400007&lang=pt" 
"S1010-27522010000200001-cub","POTYVIRUS: CARACTERÍSTICAS GENERALES, SITUACIÓN DE SU DIAGNÓSTICO Y DETERMINACIÓN DE SU PRESENCIA EN EL CULTIVO DEL PIMIENTO EN CUBA","Díaz, Acela, Quiñones, Madelaine, Arana, Franklyn, Soto, Marianela, Hernández, Annia","Revista de Protección Vegetal; 25(2); 69-79","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200001&lang=pt" 
"S1010-27522010000200005-cub","ÁCAROS DEPREDADORES ASOCIADOS A Steneotarsonemus spinki SMILEY (ACARI: TARSONEMIDAE) EN PANAMÁ","Quirós-McIntire, Evelyn, Rodríguez, H","Revista de Protección Vegetal; 25(2); 103-107","Revista de Protección Vegetal","Espanhol","2010","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522010000200005&lang=pt" 
"S0100-72032010000800011-scl","O papel das duchas higiênicas vaginais sobre a prevalência das infecções genitais em mulheres profissionais do sexo","Amaral, Rose Luce Gomes do, Giraldo, Paulo César, Gonçalves, Ana Katherine da Silveira","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 413-413","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800011&lang=pt" 
"S0100-72032010000800009-scl","Expressão imunohistoquímica do fator indutor de hipóxia 1-alfa (HIF-1α) em pacientes com câncer de mama localmente avançado","Brito, Luiz Gustavo Oliveira, Marana, Heitor Ricardo Cosiski","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 412-412","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800009&lang=pt" 
"S0100-72032010000800010-scl","Avaliação da perda sanguínea em gestantes submetidas à indução do parto com misoprostol","Sousa, Paulo César Praciano de, Feitosa, Francisco Edson de Lucena","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 412-412","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800010&lang=pt" 
"S0100-67622010000400016-scl","Fitossociologia de uma área de floresta estacional perenifólia na fazenda Amoreiras, Querência, MT","Kunz, Sustanis Horn, Martins, Sebastião Venâncio, Ivanauskas, Natália Macedo, Stefanello, Daniel, Silva, Elias","Revista Árvore; 34(4); 713-721","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000400016&lang=pt" 
"S1135-57272010000400009-spa","Efecto de las desigualdades socioeconómicas en la mortalidad de la ciudad de Fortaleza, Ceará, Brasil durante el año 2007","Carneiro de Oliveira, Danila, Salgado Barreira, Ángel, Taracido Trunk, Margarita, Figueiras Guzmán, Adolfo","Revista Española de Salud Pública; 84(4); 441-450","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400009&lang=pt" 
"S1135-57272010000400007-spa","Factores predictivos de cumplimiento del tratamiento de la hepatitis C crónica en personas drogodependientes de cuatro prisiones de Barcelona","Marco Mouriño, Andrés, Silva Morán, Antonio da, Ortiz Seuma, Jordi, Solé Carbó, Concepció, Roget Alemany, Mercè, Sarriera Gracia, Carmen, Teixidó Pérez, Núria, Robres Guillén, Pilar, Guerrero Moreno, Rafael Alonso","Revista Española de Salud Pública; 84(4); 421-429","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400007&lang=pt" 
"S1135-57272010000400006-spa","Prevalencia del déficit de atención e hiperactividad en personas adultas según el registro de las historias clínicas informatizadas de atención primaria","Aragonès, Enric, Piñol, Josep Lluís, Ramos-Quiroga, Josep Antoni, López-Cortacans, Germán, Caballero, Antònia, Bosch, Rosa","Revista Española de Salud Pública; 84(4); 415-420","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400006&lang=pt" 
"S1135-57272010000400005-spa","Traducción al español y validación del cuestionario de creencias en salud bucal para cuidadores (DCBS-SP)","Garrido Urrutia, Constanza, Espinoza Santander, Iris, Romo Ormazábal, Fernando","Revista Española de Salud Pública; 84(4); 407-414","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400005&lang=pt" 
"S1135-57272010000400004-spa","Análisis poblacional por áreas de salud de las variaciones en consumo, precio y gasto de medicamentos cardiovasculares en 8 comunidades autónomas, España, 2005","Sanfélix-Gimeno, Gabriel, Peiró, Salvador, Librero, Julián, Ausejo-Segura, Mónica, Suárez-Alemán, Carmen, Molina-López, Teresa, Celaya, Mª Concepción, Castaño-Riera, Eusebi","Revista Española de Salud Pública; 84(4); 389-407","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400004&lang=pt" 
"S1135-57272010000400003-spa","La continuidad asistencial entre niveles percibida por usuarios del Sistema de Salud en Cataluña","Aller Hernández, Marta Beatriz, Vargas Lorenzo, Ingrid, Sánchez Pérez, Inma, Henao Martínez, Diana, Coderch de Lassaletta, Jordi, Llopart López, Josep Ramon, Ferran Mercadé, Manel, Colomés Figuera, Lluís, Vázquez Navarrete, Mª Luisa","Revista Española de Salud Pública; 84(4); 371-387","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400003&lang=pt" 
"S1135-57272010000400001-spa","Percepción de la continuidad asistencial: conocer para actuar","Fernández Moyano, Antonio, Ollero Baturone, Manuel","Revista Española de Salud Pública; 84(4); 349-351","Revista Española de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272010000400001&lang=pt" 
"S0100-15742010000200010-scl","Modelo profesional de referencia en la formación inicial de profesores","Ferrada Torres, Donatila, Villena Spuler, Alicia","Cadernos de Pesquisa; 40(140); 507-527","Cadernos de Pesquisa","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742010000200010&lang=pt" 
"S0100-15742010000200014-scl","Diferença no currículo","Paraíso, Marlucy Alves","Cadernos de Pesquisa; 40(140); 587-604","Cadernos de Pesquisa","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742010000200014&lang=pt" 
"S0100-15742010000200004-scl","Representações sociais e culturas de ação","Barvier, Jean-Marie","Cadernos de Pesquisa; 40(140); 351-378","Cadernos de Pesquisa","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742010000200004&lang=pt" 
"S0100-15742010000200005-scl","Uma abordagem da historicidade das representações sociais","Villas Bôas, Lúcia Pintor Santiso","Cadernos de Pesquisa; 40(140); 379-405","Cadernos de Pesquisa","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742010000200005&lang=pt" 
"S0100-72032010000800001-scl","Métodos diagnósticos para o rastreamento do câncer de colo","Sarian, Luís Otávio, Derchain, Sophie François Mauricette, Bastos, Joana Froes Bragança","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 363-367","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800001&lang=pt" 
"S0100-72032010000800002-scl","Concordância entre citologia, colposcopia e histopatologia cervical","Katz, Letícia Maria Correia, Souza, Alex Sandro Rolland, Fittipaldi, Simone Oliveira, Santos, Gisele de Melo, Amorim, Melania Maria Ramos","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 368-373","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800002&lang=pt" 
"S0100-72032010000800003-scl","Ação da melatonina sobre a apoptose e fator de crescimento endotelial vascular no córtex da adrenal de ratas pinealectomizadas","Fuchs, Luiz Fernando Portugal, Guimarães, Camila Rennó, Maganhin, Carla Cristina, Simões, Ricardo Santos, Baracat, Maria Candida Pinheiro, Soares Júnior, José Maria, Baracat, Edmund Chada","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 374-380","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800003&lang=pt" 
"S0100-72032010000800005-scl","Epidemiologia e impacto econômico do câncer de colo de útero no Estado de Roraima: a perspectiva do SUS","Fonseca, Allex Jardim da, Ferreira, Leonardo Pires, Dalla-Benetta, Anderson César, Roldan, Cibelli Navarro, Ferreira, Mauro Luiz Schmitz","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 386-392","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800005&lang=pt" 
"S0100-72032010000800006-scl","Avaliação histeroscópica em pacientes com infertilidade","Lasmar, Ricardo Bassil, Barrozo, Paulo Roberto Mussel, Parente, Raphael Câmara Medeiros, Lasmar, Bernardo Portugal, Rosa, Daniela Baltar da, Penna, Ivan Araujo, Dias, Rogério","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 393-397","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800006&lang=pt" 
"S0100-72032010000800007-scl","Desfechos maternos e perinatais em gestantes bolivianas no município de São Paulo: um estudo transversal caso-controle","Sass, Nelson, Figueredo Junior, Alcides Rocha de, Siqueira, José Martins, Silva, Fabio Roberto Oliveira da, Sato, Jussara Leiko, Nakamura, Mary Uchiyama, Sousa, Eduardo de","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 398-404","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800007&lang=pt" 
"S0100-72032010000800008-scl","Resultados maternos e perinatais em gestações complicadas por doenças falciformes","Nomura, Roseli Mieko Yamamoto, Igai, Ana Maria Kondo, Tosta, Karine, Fonseca, Guilherme Henrique Hencklain da, Gualandro, Sandra Fátima Menosi, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 32(8); 405-411","Revista Brasileira de Ginecologia e Obstetrícia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032010000800008&lang=pt" 
"S0100-67622010000400004-scl","Desempenho da cultura do milho (Zea mays L.) em sucessão com aveia-preta (Avena strigosa Schreb.) sob manejos agroflorestal e tradicional","Bertalot, Maria José Alves, Guerrini, Iraê Amaral, Mendoza, Eduardo, Pinto, Mauro Sérgio Vianello","Revista Árvore; 34(4); 597-608","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000400004&lang=pt" 
"S0100-67622010000400005-scl","Emergência de plântulas de Zizyphus joazeiro Mart (Rhamnaceae) em função de substratos","Braga Júnior, Joel Martins, Bruno, Riselane de Lucena Alcântara, Alves, Edna Ursulino","Revista Árvore; 34(4); 609-616","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000400005&lang=pt" 
