"S0103-64402012000300009-scl","Supragingival plaque removal with and without dentifrice: a randomized controlled clinical trial","Zanatta, Fabricio B., Antoniazzi, Raquel P., Pinto, Tatiana M. P., Rösing, Cassiano K.","Brazilian Dental Journal; 23(3); 235-240","Brazilian Dental Journal","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402012000300009&lang=pt" 
"S1679-62252012000200020-scl","Antipredator and alarm reaction responses of silver catfish (Rhamdia quelen) juveniles exposed to waterborne ammonia","Weber, Paula, Vogel, Carina, Lang, Carla, Baldisserotto, Bernardo","Neotropical Ichthyology; 10(2); 445-450","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200020&lang=pt" 
"S1679-62252012000200011-scl","Mutilating predation in the Cheirodontinae Odontostilbe pequira (Characiformes: Characidae)","Lima, Monise R. L., Bessa, Eduardo, Krinski, Diones, Carvalho, Lucélia Nobre","Neotropical Ichthyology; 10(2); 361-368","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200011&lang=pt" 
"S1679-62252012000200015-scl","Invasive non-native species of fish in upper Paraná river Basin, Brazil: variations of caloric content in Cichla kelberi","Espínola, Luis Alberto, Júlio Junior, Horácio Ferreira, Benedito, Evanilde","Neotropical Ichthyology; 10(2); 401-408","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200015&lang=pt" 
"S1679-62252012000200016-scl","Effects of stocking density on dispersal behavior of Brazilian freshwater dourado (Salminus brasiliensis) in a subtropical river headwater","Schulz, Uwe Horst, Leal, Mateus Evangelista","Neotropical Ichthyology; 10(2); 409-415","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200016&lang=pt" 
"S1679-62252012000200010-scl","Comparative morphology of gill glands in externally fertilizing and inseminating species of cheirodontine fishes, with implications on the phylogeny of the family Characidae (Actinopterygii: Characiformes)","Oliveira, Cristina L. C. de, Malabarba, Luiz R., Burns, John R.","Neotropical Ichthyology; 10(2); 349-360","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200010&lang=pt" 
"S1679-62252012000200001-scl","Trichomycterus anhanga, a new species of miniature catfish related to T. hasemani and T. johnsoni (Siluriformes: Trichomycteridae) from the Amazon basin, Brazil","Dutra, Guilherme M., Wosiacki, Wolmar B., Pinna, Mario C. C. de","Neotropical Ichthyology; 10(2); 225-231","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200001&lang=pt" 
"S1679-62252012000200009-scl","Early morphological variation and induction of phenotypic plasticity in Patagonian pejerrey","Crichigno, Sonia A., Battini, Miguel A., Cussac, Víctor E.","Neotropical Ichthyology; 10(2); 341-348","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200009&lang=pt" 
"S1679-62252012000200019-scl","Larviculture of two neotropical species with different distributions in the water column in light- and dark-colored tanks","Pedreira, Marcelo Mattos, Sampaio, Edson Vieira, Santos, José Cláudio Epaminondas dos, Pires, Aldrin Vieira","Neotropical Ichthyology; 10(2); 439-444","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200019&lang=pt" 
"S1679-62252012000200013-scl","Spatial distribution and diet of Cephalopholis fulva (Ephinephelidae) at Trindade Island, Brazil","Coelho, Flavio do Nascimento, Pinheiro, Hudson Tercio, Santos, Robson Guimarães dos, Albuquerque, Cristiano Queiroz de, Martins, Agnaldo Silva","Neotropical Ichthyology; 10(2); 383-388","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200013&lang=pt" 
"S1679-62252012000200022-scl","Cytogenetic description of Bunocephalus doriae Boulenger, 1902 (Siluriformes: Aspredinidae) from the Paraná River (Misiones, Argentina)","Fenocchio, Alberto Sérgio, Swarça, Ana Cláudia","Neotropical Ichthyology; 10(2); 461-464","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200022&lang=pt" 
"S0011-52582012000100001-scl","Guillermo O&#039;Donnell e sua contribuição para o desenvolvimento da Ciência Política Latino-Americana","Bulcourf, Pablo, Dufour, Gustavo","Dados; 55(1); 5-35","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100001&lang=pt" 
"S0011-52582012000100002-scl","Eleições e democracia no Brasil: Victor Nunes Leal e a transição de 1945","Limongi, Fernando","Dados; 55(1); 37-69","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100002&lang=pt" 
"S0011-52582012000100003-scl","Estrutura da competição pela Presidência e consolidação do sistema partidário no Brasil","Melo, Carlos Ranulfo, Câmara, Rafael","Dados; 55(1); 71-117","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100003&lang=pt" 
"S0011-52582012000100005-scl","Coordenação intragovernamental para a implementação da política externa brasileira: o caso do Fórum IBAS","Faria, Carlos Aurélio Pimenta de, Nogueira, Joana Laura Marinho, Lopes, Dawisson Belém","Dados; 55(1); 175-220","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100005&lang=pt" 
"S0011-52582012000100006-scl","A notícia política na mídia evangélica: o Mensageiro da Paz e a Folha Universal em perspectiva comparada","Lima, Diana, Werneck, Vinícius","Dados; 55(1); 221-250","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100006&lang=pt" 
"S1679-62252012000200005-scl","The cascudos of the genus Hypostomus Lacépède (Ostariophysi: Loricariidae) from the rio Iguaçu basin","Garavello, Julio César, Britski, Heraldo Antônio, Zawadzki, Claudio Henrique","Neotropical Ichthyology; 10(2); 263-283","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200005&lang=pt" 
"S1679-62252012000200006-scl","Taxonomic revision of the Rineloricaria species (Siluriformes: Loricariidae) from the Paraguay River basin","Vera-Alcaraz, Héctor S., Pavanelli, Carla S., Zawadzki, Cláudio H.","Neotropical Ichthyology; 10(2); 285-311","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200006&lang=pt" 
"S1679-62252012000200014-scl","Food-resource partitioning among fish species from a first-order stream in northwestern Paraná, Brazil","Silva, Jislaine Cristina da, Delariva, Rosilene Luciana, Bonato, Karine Orlandi","Neotropical Ichthyology; 10(2); 389-399","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200014&lang=pt" 
"S1679-62252012000200007-scl","Embryonic development and larval stages of Steindachneridion parahybae (Siluriformes: Pimelodidae): implications for the conservation and rearing of this endangered Neotropical species","Honji, Renato M., Tolussi, Carlos E., Mello, Paulo H., Caneppele, Danilo, Moreira, Renata G.","Neotropical Ichthyology; 10(2); 313-327","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200007&lang=pt" 
"S1679-62252012000200008-scl","Cytogenetic and molecular markers reveal the complexity of the genus Piabina Reinhardt, 1867 (Characiformes: Characidae)","Pazian, Marlon Felix, Pereira, Luiz Henrique Garcia, Shimabukuru-Dias, Cristiane Kioko, Oliveira, Claudio, Foresti, Fausto","Neotropical Ichthyology; 10(2); 329-340","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200008&lang=pt" 
"S1679-62252012000200012-scl","The structure of rocky reef fish assemblages across a nearshore to coastal islands&#039; gradient in Southeastern Brazil","Gibran, Fernando Zaniolo, Moura, Rodrigo Leão de","Neotropical Ichthyology; 10(2); 369-382","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200012&lang=pt" 
"S1679-62252012000200018-scl","Identification of fish nursery areas in a free tributary of an impoundment region, upper Uruguay River, Brazil","Silva, Patrícia Alves da, Reynalte-Tataje, David Augusto, Zaniboni-Filho, Evoy","Neotropical Ichthyology; 10(2); 425-438","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200018&lang=pt" 
"S1980-00372012000400007-scl","Relação entre modificações cinemáticas da corrida e o tempo limite na vVO2máx","De Lucca, Leonardo, Melo, Sebastião Iberes Lopes","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 14(4); 428-438","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372012000400007&lang=pt" 
"S0011-52582012000100007-scl","Preto no branco?: mensuração, relevância e concordância classificatória no país da incerteza racial","Muniz, Jerônimo O.","Dados; 55(1); 251-282","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100007&lang=pt" 
"S0011-52582012000100004-scl","Contexto e competição na política paulista","Meneguello, Rachel, Bizzarro Neto, Fernando","Dados; 55(1); 119-171","Dados","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582012000100004&lang=pt" 
"S1679-62252012000200021-scl","Study of sodium arsenite induced biochemical changes on certain biomolecules of the freshwater catfish Clarias batrachus","Kumar, Randhir, Banerjee, T. K.","Neotropical Ichthyology; 10(2); 451-459","Neotropical Ichthyology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252012000200021&lang=pt" 
"S0104-530X2012000200005-scl","Consumer satisfaction and item response theory: creating a measurement scale","Bortolotti, Silvana Ligia Vincenzi, Moreira Junior, Fernando de Jesus, Bornia, Antonio Cezar, Sousa Júnior, Afonso Farias de, Andrade, Dalton Francisco de","Gestão &amp; Produção; 19(2); 287-302","Gestão &amp; Produção","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2012000200005&lang=pt" 
"S0031-10492012002300001-scl","A new species of Callicebus Thomas, 1903 (Primates, Pitheciidae) from the states of Mato Grosso and Pará, Brazil","Gualda-Barros, Juliana, Nascimento, Fabio Oliveira do, Amaral, Marilia Kerr do","Papéis Avulsos de Zoologia (São Paulo); 52(23); 261-279","Papéis Avulsos de Zoologia (São Paulo)","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492012002300001&lang=pt" 
"S1516-73132012000200003-scl","Investigando processos de autoria na produção do relatório de Iniciação Científica de um graduando em Química","Massi, Luciana, Queiroz, Salete Linhares","Ciência &amp; Educação (Bauru); 18(2); 271-290","Ciência &amp; Educação (Bauru)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132012000200003&lang=pt" 
"S0211-69952012000500003-esp","Embarazo en mujeres en diálisis crónica: revisión","Furaz-Czerpak, Karina R., Fernández-Juárez, Gema, Moreno-de la Higuera, M. Ángeles, Corchete-Prats, Elena, Puente-García, Adriana, Martín-Hernández, Roberto","Nefrología (Madrid); 32(3); 287-294","Nefrología (Madrid)","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952012000500003&lang=pt" 
"S0211-69952012000500002-esp","Medio ambiente y riñón: nefrotoxicidad por metales pesados","Sabath, Ernesto, Robles-Osorio, M. Ludivina","Nefrología (Madrid); 32(3); 279-286","Nefrología (Madrid)","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-69952012000500002&lang=pt" 
"S0047-20852012000200007-scl","Prodromal Questionnaire: translation, adaptation to Portuguese and preliminary results in ultra-high risk individuals and first episode psychosis","Gonçalves, Priscila Dib, Martins, Paula Andreia, Gordon, Pedro, Louzã, Mário","Jornal Brasileiro de Psiquiatria; 61(2); 96-101","Jornal Brasileiro de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200007&lang=pt" 
"S0047-20852012000200006-scl","Desenvolvimento da versão breve da Escala de Ritmo Social","Schimitt, Regina L., Hidalgo, Maria Paz L.","Jornal Brasileiro de Psiquiatria; 61(2); 89-95","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200006&lang=pt" 
"S0047-20852012000200005-scl","Do estigma da psicose maníaco-depressiva ao incentivo ao tratamento do transtorno bipolar: a evolução da abordagem em dois veículos midiáticos nos últimos 40 anos","Montanini, Daniel, Banzato, Cláudio E. M.","Jornal Brasileiro de Psiquiatria; 61(2); 84-88","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200005&lang=pt" 
"S0047-20852012000200010-scl","Transtornos afetivos na infância e adolescência: diagnóstico e tratamento","Fu-I, Lee, Boarati, Miguel Angelo, Maia, Ana Paula Ferreira, Braga, Audrey Regina M., Kunzler, Lia Sílvia","Jornal Brasileiro de Psiquiatria; 61(2); 114-115","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200010&lang=pt" 
"S0047-20852012000200008-scl","Sintomas depressivos e prejuízo funcional de idosos de um Centro-Dia Geriátrico","Santos, Julimara Gomes dos, Pereira, Jessica Rodrigues, Teixeira, Camila Vieira Ligo, Corazza, Danilla Icassatti, Vital, Thays Martins, Costa, José Luiz Riani","Jornal Brasileiro de Psiquiatria; 61(2); 102-106","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200008&lang=pt" 
"S0047-20852012000200009-scl","Long-term prognosis of geriatric major depression in relation to cognition and white matter integrity: follow up of two cases","Alves, Carlos Eduardo de Oliveira, Alves, Gilberto Sousa, Sudo, Felipe Kenji, Lanna, Maria Elisa, Ericeira-Valente, Letice, Moreira, Denise Madeira, Laks, Jerson, Engelhardt, Eliasz","Jornal Brasileiro de Psiquiatria; 61(2); 107-113","Jornal Brasileiro de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200009&lang=pt" 
"S0047-20852012000200011-scl","","","Jornal Brasileiro de Psiquiatria; 61(2); 116-116","Jornal Brasileiro de Psiquiatria","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0047-20852012000200011&lang=pt" 
"S0104-07072012000500001-scl","","Wright, Maria da Gloria M., Cumsille, Francisco, Khenti, Akwatu, Padilha, Maria Itayra","Texto &amp; Contexto - Enfermagem; 21(spe); 15-16","Texto &amp; Contexto - Enfermagem","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500001&lang=pt" 
"S0104-07072012000500011-scl","Policonsumo simultáneo de drogas en estudiantes de pregrado del área de la salud en una universidad, León - Nicaragua","Herrera Rodriguez, Andrés, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 79-86","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500011&lang=pt" 
"S0104-07072012000500009-scl","Exploration of simultaneous polydrug use: risk and protective factors in undergraduate students in one university, Kingston - Jamaica","Mitchell, Carole, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 68-73","Texto &amp; Contexto - Enfermagem","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500009&lang=pt" 
"S0104-07072012000500008-scl","Profile of simultaneous poly-substance users of undergraduate students at one university, Kingston - Jamaica","Harrison, Joy, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 63-67","Texto &amp; Contexto - Enfermagem","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500008&lang=pt" 
"S0104-07072012000500021-scl","Estudio de la comorbilidad entre el distres psicológico y abuso de drogas en pacientes en dos centros de tratamiento, Asunción - Paraguay","Prieto Lopéz, Ricardo, Brands, Bruna, Strike, Carol, Mann, Robert, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 168-173","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500021&lang=pt" 
"S0121-07932012000300004-col","Hernia diafragmática congénita. Experiencia en el Hospital Universitario San Vicente de Paúl, Medellín, Colombia, 1999-2009","Herrera Toro, Mirian Natalia, Arango Rave, María Elena, Tamayo Pérez, María Eulalia","Iatreia; 25(3); 210-218","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300004&lang=pt" 
"S0121-07932012000300001-col","Iatreia cumple 25 años: un motivo de legítimo orgul","Díaz González, Federico","Iatreia; 25(3); 193-194","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300001&lang=pt" 
"S0121-07932012000300002-col","Ingesta de hierro y folatos durante el embarazo y su relación con indicadores bioquímicos maternos","Manjarrés Correa, Luz Mariela, Parra Sosa, Beatriz Elena, Díaz Cadavid, Abel, Restrepo Mesa, Sandra Lucía, Mancilla López, Lorena Patricia","Iatreia; 25(3); 192-202","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300002&lang=pt" 
"S0121-07932012000300003-col","Infección y colonización faríngea asintomática de niños por Streptococcus pyogenes","Restrepo Lozada, Mary Alejandra, Múnera Jaramillo, María Isabel, Ramírez Puerta, Blanca Susana, Acuña Ramos, Clara Patricia","Iatreia; 25(3); 203-209","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300003&lang=pt" 
"S0121-07932012000300012-col","Ronda Clínica y Epidemiológica Desenlaces sustitutos en investigación médica","Zapata, Maycos Leandro, Jaimes, Fabián Alberto","Iatreia; 25(3); 287-293","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300012&lang=pt" 
"S0121-07932012000300011-col","Hacia una fenomenología de la enfermedad","Estrada, Diego Alejandro","Iatreia; 25(3); 277-286","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300011&lang=pt" 
"S0121-07932012000300010-col","Diagnóstico diferencial de la rinosporidiosis: a propósito de un caso","Milanes Pérez, Rosa Isabel, Caro Vásquez, Cindy Milena, Vélez Duncan, Carlos Arturo, Marrugo Grice, Olivia","Iatreia; 25(3); 272-276","Iatreia","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-07932012000300010&lang=pt" 
"S0104-07072012000500002-scl","Policonsumo simultáneo de drogas en estudiantes de facultades de ciencias de la salud/ciencias médicas en siete universidades de cinco países de América Latina y un país del Caribe: implicaciones de género, legales y sociales","Herrera Rodríguez, Andrés, Prieto Silva, Rosibel, Veloza Gomez, Monica, Riquelme Hernández, Giselle, Nóbrega, Maria do Perpétuo Socorro de Sousa, Mitchell, Carole, Bautista Pérez, Fabio, Harrison, Joy, Whitehorne-Smith, Patrice","Texto &amp; Contexto - Enfermagem; 21(spe); 17-24","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500002&lang=pt" 
"S0104-07072012000500003-scl","Policonsumo simultâneo de drogas entre estudantes de graduação da área de ciências da saúde de uma universidade: implicações de gênero, sociais e legais, Santo André - Brasil","Nóbrega, Maria do Perpétuo Socorro de Sousa, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 25-33","Texto &amp; Contexto - Enfermagem","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500003&lang=pt" 
"S0104-07072012000500004-scl","Características del policonsumo simultáneo de drogas en estudiantes de pregrado de carreras de ciencias de la salud de una universidad, Santiago - Chile","Riquelme Hernández, Giselle, Simich, Laura, Strike, Carol, Brands, Bruna, Girsbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 34-40","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500004&lang=pt" 
"S0104-07072012000500005-scl","Medio social y uso simultáneo de alcohol y tabaco en estudiantes universitarios de pregrado de carreras de ciencias de la salud de una universidad, Cundinamarca - Colombia","Veloza Gómez, Mónica, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 41-48","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500005&lang=pt" 
"S0104-07072012000500006-scl","Diversidad y complejidad en el fenómeno de las drogas: el policonsumo simultáneo en estudiantes universitarios en una universidad, Cundinamarca - Colombia","Prieto Silva, Rosibel, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 49-55","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500006&lang=pt" 
"S0104-07072012000500007-scl","Policonsumo simultáneo de drogas en estudiantes de pregrado del área de la salud de una universidad, San Salvador - El Salvador","Bautista Pérez, Fabio, Simich, Laura, Strike, Carol, Bradns, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 56-62","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500007&lang=pt" 
"S0104-07072012000500012-scl","Comorbilidad entre abuso/dependencia de drogas y el distrés psicológico en siete países de Latinoamérica y uno del Caribe","Merchán-Hamann, Edgar, Leal, Erotildes Maria, Basso Musso, Liliana, García Estrada, Miriam, Reid, Patrice, Kulakova, Olga Vladimirovna, Vásquez Espinoza, Eddy, Willis, Opal Jones, Prieto López, Ricardo, Domenech, Diana","Texto &amp; Contexto - Enfermagem; 21(spe); 87-95","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500012&lang=pt" 
"S0104-07072012000500013-scl","Estudo de comorbidade: sofrimento psíquico e abuso de drogas em pessoas em centros de tratamento, Macaé - Brasil","Leal, Erotildes Maria, Delgado, Pedro Gabriel Godinho, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 96-104","Texto &amp; Contexto - Enfermagem","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500013&lang=pt" 
"S0104-07072012000500014-scl","Comorbilidad entre abuso/dependencia de drogas y el distrés psicológico, Brasilia - Brasil","Merchán-Hamann, Edgar, Brands, Bruna, Strike, Carol, Mann, Robert, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 105-113","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500014&lang=pt" 
"S0104-07072012000500015-scl","El distrés psicológico y abuso de drogas en pacientes en centros de tratamiento del gran Valparaíso - Chile: implicaciones para las políticas y los programas","Basso Musso, Liliana, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 114-123","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500015&lang=pt" 
"S0104-07072012000500016-scl","Comorbilidad entre el distrés psicológico y abuso/dependencia de drogas, ciudad de Guatemala - Guatemala","García Estrada, Miriam, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 124-132","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500016&lang=pt" 
"S0104-07072012000500017-scl","Comorbidity between psychological distress and drug use among patients in treatment centres in Jamaica: implications for policies and programme design","Reid, Patrice, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 133-140","Texto &amp; Contexto - Enfermagem","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500017&lang=pt" 
"S0104-07072012000500018-scl","Comorbilidad entre distrés psicológico y abuso de drogas en pacientes de centros de tratamiento: implicaciones en políticas y programas, Managua - Nicaragua","Kulakova, Olga Vladimirovna, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 141-149","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500018&lang=pt" 
"S0104-07072012000500019-scl","Comorbilidad entre el distrés psicologico y el abuso de drogas en pacientes en centros de tratamiento, en la ciudad de Leon - Nicaragua: implicaciones para políticas y programas","Vásquez Espinoza, Eddy, Herrera Rodriguez, Andrés, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 150-158","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500019&lang=pt" 
"S0104-07072012000500020-scl","Estudio de la comorbilidad entre el distrés psicológico y abuso de drogas en pacientes en centros de tratamiento, ciudad de Panamá - Panamá","Willis, Opal Jones, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 159-167","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500020&lang=pt" 
"S0104-07072012000500022-scl","Estudio de la prevalencia de la comorbilidad entre el distrés psicológico y el abuso de drogas en usuarios del Portal Amarillo, Montevideo - Uruguay","Domenech, Diana, Mann, Robert, Strike, Carol, Brands, Bruna, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 174-184","Texto &amp; Contexto - Enfermagem","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500022&lang=pt" 
"S0104-07072012000500010-scl","Gender differences in simultaneous polydrug use among undergraduate students of one university, Kingston - Jamaica","Whitehorne-Smith, Patrice, Simich, Laura, Strike, Carol, Brands, Bruna, Giesbrecht, Norman, Khenti, Akwatu","Texto &amp; Contexto - Enfermagem; 21(spe); 74-78","Texto &amp; Contexto - Enfermagem","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072012000500010&lang=pt" 
"S0716-97602012000200001-chl","In vitro assessment of reproductive toxicity of cigarette smoke and deleterious consequences of maternal exposure to its constituents","Wu, Shao-Chin, Liu, Min","Biological Research; 45(2); 101-109","Biological Research","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-97602012000200001&lang=pt" 
