"S0034-70942010000500007-scl","Utilidade da ecocardiografia transeofageana durante hipotensão arterial grave em cirurgia não cardíaca","Schulmeyer, Cabrera, Farías, Jorge, Rajdl, Eduardo, Maza, Jaime de La, Labbé, Marcela","Revista Brasileira de Anestesiologia; 60(5); 513-521","Revista Brasileira de Anestesiologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942010000500007&lang=pt" 
"S0100-67622010000500012-scl","Análise da dinâmica de fragmentos florestais no município de Carandaí, MG, para fins de restauração florestal","Calegari, Leandro, Martins, Sebastião Venâncio, Gleriani, José Marinaldo, Silva, Elias, Busato, Luiz Carlos","Revista Árvore; 34(5); 871-880","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500012&lang=pt" 
"S0100-67622010000500014-scl","Inventário arbóreo em dois bairros paulistanos, Jardim da Saúde e Vila Vera, localizados na subprefeitura de Ipiranga","Rossetti, Adriana Ines Napias, Tavares, Armando Reis, Pellegrino, Paulo Renato Mesquita","Revista Árvore; 34(5); 889-898","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500014&lang=pt" 
"S0100-67622010000500018-scl","Avaliação da retratibilidade da madeira de sete espécies de Eucalyptus","Oliveira, José Tarcísio da Silva, Tomazello Filho, Mario, Fiedler, Nilton César","Revista Árvore; 34(5); 929-936","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500018&lang=pt" 
"S0100-67622010000500019-scl","Efeito da acetilação das partículas de madeira de Eucalyptus grandis e da inclusão de partículas de polietileno e de embalagens cartonadas nas propriedades de chapas de aglomerado","Oliveira, Fernando Vitor, Vital, Benedito Rocha, Silva, José de Castro, Carneiro, Angelica de Cassia Oliveira, Pimenta, Alexandre Santos","Revista Árvore; 34(5); 937-946","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500019&lang=pt" 
"S0100-67622010000500020-scl","Parâmetros dendrométricos e correlações com propriedades tecnológicas em um híbrido clonal de Eucalyptus urophylla x Eucalyptus grandis","Gonçalves, Fabricio Gomes, Oliveira, José Tarcísio da Silva, Silva, Gilson Fernandes da, Nappo, Mauro Eloi, Tomazelo Filho, Mario","Revista Árvore; 34(5); 947-959","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500020&lang=pt" 
"S1020-49892010001000001-spa","Contaminación del agua en fuentes cercanas a campos petrolíferos de Bolivia","González Alonso, Silvia, Esteban-Hernández, Jesús, Valcárcel Rivera, Yolanda, Hernández-Barrera, Valentín, Gil de Miguel, Ángel","Revista Panamericana de Salud Pública; 28(4); 235-243","Revista Panamericana de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000001&lang=pt" 
"S1020-49892010001000003-spa","Challenges faced by cervical cancer prevention programs in developing countries: a situational analysis of program organization in Argentina","Arrossi, Silvina, Paolino, Melisa, Sankaranarayanan, Rengaswamy","Revista Panamericana de Salud Pública; 28(4); 249-257","Revista Panamericana de Salud Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000003&lang=pt" 
"S1020-49892010001000004-spa","Mortalidade por todas as causas e por doenças cardiovasculares em três estados do Brasil, 1980 a 2006","Soares, Gabriel Porto, Brum, Júlia Dias, Oliveira, Gláucia Maria Moraes de, Klein, Carlos Henrique, Silva, Nelson Albuquerque de Souza e","Revista Panamericana de Salud Pública; 28(4); 258-266","Revista Panamericana de Salud Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000004&lang=pt" 
"S1020-49892010001000005-spa","Sexual intercourse among adolescents in Santiago, Chile: a study of individual and parenting factors","Sanchez, Ninive, Grogan-Kaylor, Andrew, Castillo, Marcela, Caballero, Gabriela, Delva, Jorge","Revista Panamericana de Salud Pública; 28(4); 267-274","Revista Panamericana de Salud Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000005&lang=pt" 
"S1020-49892010001000006-spa","Estratos de incidencia de tuberculosis en los municipios de Cuba: 1999-2002 y 2003-2006","González Díaz, Alexander, Pérez Soler, Kleich, Sánchez Valdés, Lizet, Matthys, Francine, González Ochoa, Edilberto, Van der Stuyft, Patrick","Revista Panamericana de Salud Pública; 28(4); 275-281","Revista Panamericana de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000006&lang=pt" 
"S1020-49892010001000007-spa","Preliminary clinical outcomes from the Peruvian National Cataract Elimination Plan","Stryjewski, Tomasz P., Benadretti, Daniel Bitrán, Zhao, Sihai Dave, Rowe, Susannah, Mitnick, Carole D.","Revista Panamericana de Salud Pública; 28(4); 282-288","Revista Panamericana de Salud Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000007&lang=pt" 
"S1020-49892010001000008-spa","Violência urbana e capital social em uma cidade no Sul do Brasil: um estudo quantitativo e qualitativo","Vial, Eloir Antonio, Junges, José Roque, Olinto, Maria Teresa Anselmo, Machado, Paula Sandrine, Pattussi, Marcos Pascoal","Revista Panamericana de Salud Pública; 28(4); 289-297","Revista Panamericana de Salud Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000008&lang=pt" 
"S1020-49892010001000010-spa","Rede própria ou rede credenciada: análise comparativa de custos em uma operadora brasileira de planos de saúde","Souza, Marcos Antônio de, Salvalaio, Dalva","Revista Panamericana de Salud Pública; 28(4); 305-310","Revista Panamericana de Salud Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000010&lang=pt" 
"S1020-49892010001000011-spa","Más allá del ámbito clínico en el cuidado de la hipertensión arterial","Ordúñez García, Pedro, Pérez Flores, Enrique, Hospedales, James","Revista Panamericana de Salud Pública; 28(4); 311-318","Revista Panamericana de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000011&lang=pt" 
"S1678-69712010000500007-scl","O fim da infância? As ações de marketing e a &quot;adultização&quot; do consumidor infantil","Silveira Netto, Carla Freitas, Brei, Vinícius Andrade, Flores-Pereira, Maria Tereza","RAM. Revista de Administração Mackenzie; 11(5); 129-150","RAM. Revista de Administração Mackenzie","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712010000500007&lang=pt" 
"S1020-49892010001000009-spa","Competencias profesionales de los pasantes de enfermería, medicina y odontología en servicio social en México","Vázquez Martínez, Francisco Domingo","Revista Panamericana de Salud Pública; 28(4); 298-304","Revista Panamericana de Salud Pública","Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000009&lang=pt" 
"S0365-05962010000500029-scl","Você conhece esta Síndrome?","Pereira, Priscilla Maria Rodrigues, Rodrigues, Carlos Alberto Chirano, Lima, Livia Lima de, Reyes, Sandra Adolfina Romero, Mariano, Adriana Valquíria de Oliveira","Anais Brasileiros de Dermatologia; 85(5); 751-753","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500029&lang=pt" 
"S0365-05962010000500028-scl","Imunopatogênese da psoríase","Sanchez, Ana Paula Galli","Anais Brasileiros de Dermatologia; 85(5); 747-749","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500028&lang=pt" 
"S0365-05962010000500027-scl","Caracterização clínica e histopatológica e tipagem do papilomavírus humano das verrugas vulgares nos receptores de transplante renal","Martelli-Marzagão, Flavia, Yamashiro, Alberto Shodi, Ogawa, Marilia Marufuji, Santos Jr, Gildo Francisco dos, Tomimori, Jane, Porro, Adriana Maria","Anais Brasileiros de Dermatologia; 85(5); 743-746","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500027&lang=pt" 
"S0365-05962010000500026-scl","Cutaneous manifestations of internal malignancies in a tertiary health care hospital of a developing country","Ortega-Loayza, Alex G, Ramos, Willy, Gutierrez, Ericson L, Paz, Patricia Chavez de, Bobbio, Lucia, Galarza, Carlos","Anais Brasileiros de Dermatologia; 85(5); 736-742","Anais Brasileiros de Dermatologia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500026&lang=pt" 
"S0365-05962010000500025-scl","Caso para diagnóstico","Daldon, Patricia Erica Christofoletti, Pascini, Mirella, Correa, Mariane","Anais Brasileiros de Dermatologia; 85(5); 733-735","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500025&lang=pt" 
"S0365-05962010000500024-scl","Caso para diagnóstico","Gon, Airton dos Santos, Minelli, Lorivaldo, Franzon, Paula Guiomar Ubirajara","Anais Brasileiros de Dermatologia; 85(5); 729-731","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500024&lang=pt" 
"S0365-05962010000500019-scl","Reações aos diferentes pigmentos de tatuagens: relato de dois casos","Cruz, Fernanda André Martins, Lage, Denise, Frigério, Rafaela Marega, Zaniboni, Mariana Colombini, Arruda, Lúcia Helena Fávaro","Anais Brasileiros de Dermatologia; 85(5); 708-711","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500019&lang=pt" 
"S0365-05962010000500018-scl","Pseudoxantoma elástico perfurante periumbilical e periareolar","Bressan, Aline Lopes, Vasconcelos, Bárbara Nader, Silva, Roberto Souto da, Alves, Maria de Fátima G. Scotelaro, Gripp, Alexandre Carlos","Anais Brasileiros de Dermatologia; 85(5); 705-707","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500018&lang=pt" 
"S0365-05962010000500001-scl","Qualidade de artigos e publicações ágeis","Reis, Vitor Manoel Silva dos","Anais Brasileiros de Dermatologia; 85(5); 589-589","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500001&lang=pt" 
"S0365-05962010000500005-scl","Importância da variação do PASI realizado por diversos observadores","Faria, Joana Ribeiro Costa de, Aarão, Aline Rezende, Jimenez, Luiz Miguel Zabaleta, Silva, Oscar Hernández, Avelleira, João Carlos Regazzi","Anais Brasileiros de Dermatologia; 85(5); 625-629","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500005&lang=pt" 
"S0365-05962010000500017-scl","Ocronose exógena induzida por hidroquinona: relato de quatro casos","Ribas, Jonas, Schettini, Antonio Pedro Mendes, Cavalcante, Melissa de Sousa Melo","Anais Brasileiros de Dermatologia; 85(5); 699-703","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500017&lang=pt" 
"S0365-05962010000500013-scl","Cútis laxa: relato de caso","Nascimento, Gisele Moro do, Nunes, Caroline Sampaio Alves, Menegotto, Paula Fatuch, Raskin, Salmo, Almeida, Nádia de","Anais Brasileiros de Dermatologia; 85(5); 684-686","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500013&lang=pt" 
"S0365-05962010000500014-scl","Doença de Rosai-Dorfman cutânea: relato de caso","Eiras, Josie da Costa, Schettini, Antônio Pedro Mendes, Lima, Livia Lima de, Tubilla, Liana Hortência Miranda, Oliveira, Rosa Maria Libório de","Anais Brasileiros de Dermatologia; 85(5); 687-690","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500014&lang=pt" 
"S0365-05962010000500011-scl","Vasculite leucocitoclástica: mais uma &quot;imitação&quot; da sífilis","Furlan, Fabricio Cecanho, Oliveira, Aline Pâmela Vieira de, Yoshioka, Márcia Cristina Naomi, Enokihara, Mílvia Maria Simões e Silva, Michalany, Nilceo Schwery, Porro, Adriana Maria","Anais Brasileiros de Dermatologia; 85(5); 676-679","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500011&lang=pt" 
"S0365-05962010000500012-scl","Avaliação clínica, dermatoscópica e histopatológica do nevo de Meyerson: relato de caso","Gabbi, Tatiana Villas Boas, Omar, Erick D., Criado, Paulo R., Valente, Neusa Y. S., Martins, José Eduardo C.","Anais Brasileiros de Dermatologia; 85(5); 681-683","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500012&lang=pt" 
"S0365-05962010000500022-scl","Pistas dermatoscópicas para diferenciar a tricotilomania da alopecia areata em placa","Abraham, Leonardo Spagnol, Torres, Fernanda Nogueira, Azulay-Abulafia, Luna","Anais Brasileiros de Dermatologia; 85(5); 723-726","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500022&lang=pt" 
"S0365-05962010000500023-scl","Feoifomicose subcutânea","Costa, Rosane Orofino","Anais Brasileiros de Dermatologia; 85(5); 727-728","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500023&lang=pt" 
"S0365-05962010000500030-scl","Homenagem póstuma ao Prof. Ruy Noronha de Miranda","Pereira, Luiz Carlos","Anais Brasileiros de Dermatologia; 85(5); 755-755","Anais Brasileiros de Dermatologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962010000500030&lang=pt" 
"S0100-67622010000500008-scl","Leucaena leucocephala (Lam.) de Wit (Fabaceae): invasora ou ruderal?","Costa, José Nicola Martorano Neves da, Durigan, Giselda","Revista Árvore; 34(5); 825-833","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500008&lang=pt" 
"S0100-67622010000500010-scl","Dinâmica inicial da composição florística de uma área restaurada na região do Pontal do Paranapanema, São Paulo, Brasil","Rodrigues, Elisangela Ronconi, Monteiro, Reinaldo, Cullen Junior, Laury","Revista Árvore; 34(5); 853-861","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500010&lang=pt" 
"S0100-67622010000500011-scl","Estrutura horizontal e vertical do componente arbóreo em fase de regeneração natural na mata Santa Luzia, no município de Catende-PE","Silva, Wegliane Campelo da, Marangon, Luiz Carlos, Ferreira, Rinaldo Luiz Caraciolo, Feliciano, Ana Lícia Patriota, Aparício, Perseu da Silva, Costa Junior, Roberto Felix","Revista Árvore; 34(5); 863-869","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500011&lang=pt" 
"S0100-67622010000500013-scl","Dinâmica da vegetação natural no nordeste do estado de São Paulo, entre 1988 e 2003","Rodrigues, Cristina Aparecida Gonçalves, Hott, Marcos Cicarini","Revista Árvore; 34(5); 881-887","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500013&lang=pt" 
"S0100-67622010000500016-scl","Avaliação ergonômica do ambiente de trabalho em marcenarias no sul do Espírito Santo","Fiedler, Nilton Cesar, Guimarães, Pompeu Paes, Alves, Rafael Tonetto, Wanderley, Fernando Bonelli","Revista Árvore; 34(5); 907-915","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500016&lang=pt" 
"S0100-67622010000500005-scl","Biometria de frutos e sementes e germinação de Plathymenia reticulata benth. e Plathymenia foliolosa benth. (Fabaceae - mimosoideae)","Lopes, Renata de Melo Ferreira, Freitas, Valéria Lúcia de Oliveira, Lemos Filho, José Pires de","Revista Árvore; 34(5); 797-805","Revista Árvore","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622010000500005&lang=pt" 
"S1020-49892010001000002-spa","Increasing hospital admission rates and economic burden for colorectal cancer in Brazil, 1996-2008","Torres, Ulysses dos Santos, Almeida, Thomas Eugenio Portes de, Netinho, João Gomes","Revista Panamericana de Salud Pública; 28(4); 244-248","Revista Panamericana de Salud Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892010001000002&lang=pt" 
"S0038-23532010000500001-sza","Poverty alleviation versus the redress of inequality?","","South African Journal of Science; 106(9-10); 1-1","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500001&lang=pt" 
"S0038-23532010000500002-sza","Who takes responsibility for the &#039;Reitz four&#039;? Puzzling our way through higher education transformation in South Africa","Soudien, Crain","South African Journal of Science; 106(9-10); 1-4","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500002&lang=pt" 
"S0038-23532010000500003-sza","The humble bearded goby is a keystone species in Namibia&#039;s marine ecosystem","Moloney, Coleen L.","South African Journal of Science; 106(9-10); 1-2","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500003&lang=pt" 
"S0038-23532010000500004-sza","First oceanographic survey of the entire continental shelf adjacent to the northern Agulhas Current","Lutjeharms, Johann R. E., Durgadoo, Jonathan V., Schapira, Mathilde, McQuaid, Christopher D.","South African Journal of Science; 106(9-10); 1-3","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500004&lang=pt" 
"S0038-23532010000500005-sza","R.O. Dudley: teacher, educator and political dissenter (1924-2009)","Nasson, Bill","South African Journal of Science; 106(9-10); 1-2","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500005&lang=pt" 
"S0038-23532010000500006-sza","Back to basics","Lancaster, Melanie, Kirkaldy, Tessa","South African Journal of Science; 106(9-10); 1-1","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500006&lang=pt" 
"S0038-23532010000500007-sza","Antibiotic resistance via the food chain: fact or fiction?","Bester, Linda A., Essack, Sabiha Y.","South African Journal of Science; 106(9-10); 1-5","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500007&lang=pt" 
"S0038-23532010000500008-sza","South Africa&#039;s diminishing coal reserves","Hartnady, Chris J.H.","South African Journal of Science; 106(9-10); 1-5","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500008&lang=pt" 
"S0038-23532010000500009-sza","Developing a South African pedestrian environment assessment tool: Tshwane case study","Albers, Patricia N., Wright, Caradee, Olwoch, Jane","South African Journal of Science; 106(9-10); 1-8","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500009&lang=pt" 
"S0038-23532010000500010-sza","Network resources management in a multi-agent system: a simulative approach","Olajubu, Emmanuel A., Aderounmu, Ganiyu A., Adagunodo, Emmanuel R.","South African Journal of Science; 106(9-10); 1-6","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500010&lang=pt" 
"S0038-23532010000500011-sza","Palladium mixed-metal surface-modified AB5-type intermetallides enhance hydrogen sorption kinetics","Williams, Mario, Lototsky, Mykhaylo, Nechaev, Alexander, Yartys, Volodymyr, Solberg, Jan K., Denys, Roman V., Linkov, Vladimir M.","South African Journal of Science; 106(9-10); 1-6","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500011&lang=pt" 
"S0038-23532010000500012-sza","Isolation and identification of iron ore-solubilising fungus","Adeleke, Rasheed, Cloete, Eugene, Khasa, Damase","South African Journal of Science; 106(9-10); 1-6","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500012&lang=pt" 
"S0038-23532010000500013-sza","Bacterial profiling of casing materials for white button mushrooms (Agaricus bisporus) using denaturing gradient gel electrophoresis","Siyoum, Nazareth A., Surridge, Karen, Korsten, Lise","South African Journal of Science; 106(9-10); 1-6","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500013&lang=pt" 
"S0038-23532010000500014-sza","Integrating qualitative methodologies into risk assessment: insights from South Durban","Brooks, Shirley, Sutherland, Catherine, Scott, Dianne, Guy, Heli","South African Journal of Science; 106(9-10); 1-10","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500014&lang=pt" 
"S0038-23532010000500015-sza","Cobalt(II) removal from synthetic wastewater by adsorption on South African coal fly ash","Musapatika, Evans T., Onyango, Maurice S., Aoyi, Ochieng","South African Journal of Science; 106(9-10); 1-7","South African Journal of Science","Inglês","2010","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532010000500015&lang=pt" 
"S1677-55382010000500021-scl","International Society of Urological Pathology (ISUP) Consensus Conference on Handling and Staging of Radical Prostatectomy Specimens. Working group 2: T2 substaging and prostate cancer volume","Billis, Athanase","International braz j urol; 36(5); 638-639","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000500021&lang=pt" 
"S1677-55382010000500019-scl","Prostate cancer managed with active surveillance: role of anatomic MR imaging and MR spectroscopic imaging","Prando, Adilson","International braz j urol; 36(5); 635-636","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000500019&lang=pt" 
"S1677-55382010000500004-scl","Complications rates of non-oncologic urologic procedures in population-based data: a comparison to published series","Aaronson, David S., Erickson, Bradley A., Allareddy, Veerasathpurush, Nelles, Jason L., Konety, Badrinath R.","International braz j urol; 36(5); 548-556","International braz j urol","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382010000500004&lang=pt" 
"S0870-82312010000400001-prt","Discurso das mães e participação das crianças na resolução de tarefas de seriação: Impacto do desenvolvimento cognitivo e da linguagem das crianças e escolaridade das mães","Fidalgo, Zilda","Análise Psicológica; 28(4); 543-563","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400001&lang=pt" 
"S0870-82312010000400002-prt","O envolvimento paterno de crianças a frequentar o jardim-de-infância","Pimenta, Mauro, Veríssimo, Manuela, Monteiro, Lígia, Costa, Inês Pessoa E","Análise Psicológica; 28(4); 565-580","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400002&lang=pt" 
"S0870-82312010000400003-prt","Guarda paterna e representações sociais de paternidade e maternidade","Vieira, Elaine Novaes, Souza, Lídio de","Análise Psicológica; 28(4); 581-596","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400003&lang=pt" 
"S0870-82312010000400004-prt","Raciocínio deôntico em reclusos","Quelhas, Ana Cristina, Guerreiro, João","Análise Psicológica; 28(4); 597-618","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400004&lang=pt" 
"S0870-82312010000400005-prt","Comportamento parental face à cardiopatia congénita","Simões, Sandra, Pires, António, Barroca, Ana","Análise Psicológica; 28(4); 619-630","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400005&lang=pt" 
"S0870-82312010000400006-prt","O isolamento existencial e a psicopatologia","Henriques, Gabriel","Análise Psicológica; 28(4); 631-642","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400006&lang=pt" 
"S0870-82312010000400007-prt","“Existere” com o VIH! É possível(com)viver com este vírus: Para uma compreensão da experiência de seropositividade","Correia, Edgar","Análise Psicológica; 28(4); 643-649","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400007&lang=pt" 
"S0870-82312010000400008-prt","Limitações na avaliação de perturbação de personalidade: Aspectos conceptuais e metodológicos","Ribeiro, Luísa A.","Análise Psicológica; 28(4); 651-663","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400008&lang=pt" 
"S0870-82312010000400009-prt","Funcionamento sexual e ciclo-de-vida em mulheres portuguesas","Pechorro, Pedro, Diniz, António, Vieira, Rui","Análise Psicológica; 28(4); 665-681","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400009&lang=pt" 
"S0870-82312010000400010-prt","Quid Vincit: O impacto da liderança feminina na implicação organizacional","Moller, Maria Alçada Baptista, Gomes, Jorge Filipe da Silva","Análise Psicológica; 28(4); 683-697","Análise Psicológica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312010000400010&lang=pt" 
"S0873-65612010000300001-prt","Réplicas topográficas nas narrativas de viagem sobre a Índia","Marques, Sandra C. S.","Etnográfica; 14(3); 419-442","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300001&lang=pt" 
"S0873-65612010000300002-prt","“Somos todos marítimos”: uma etnografia das (in)visibilidades do poder na representação social do passado local em Ílhavo","Peralta, Elsa","Etnográfica; 14(3); 443-464","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300002&lang=pt" 
"S0873-65612010000300003-prt","Redes de inclusão e burocracias de exclusão: riscos e seguros de responsabilidade civil entre os mais pobres na África do Sul","Bähre, Erik","Etnográfica; 14(3); 465-485","Etnográfica","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300003&lang=pt" 
"S0873-65612010000300004-prt","Introduction: consumption and its works","Rosales, Marta Vilar, Marques, Emília Margarida","Etnográfica; 14(3); 489-496","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300004&lang=pt" 
"S0873-65612010000300005-prt","Things we see: Portuguese anthropology on material culture","Silvano, Filomena","Etnográfica; 14(3); 497-505","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300005&lang=pt" 
"S0873-65612010000300007-prt","Work, wage and consumption: valuing and displaying among manufacturing workers","Marques, Emília Margarida","Etnográfica; 14(3); 527-547","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300007&lang=pt" 
"S0873-65612010000300008-prt","Self-attribution of responsibility: consumers of organic foods in a certified street market in Rio de Janeiro, Brazil","Portilho, Fátima","Etnográfica; 14(3); 549-565","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300008&lang=pt" 
"S0873-65612010000300009-prt","Food and sociability on the contemporary Brazilian plate","Barbosa, Livia","Etnográfica; 14(3); 567-586","Etnográfica","Inglês","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65612010000300009&lang=pt" 
